COMPANY_CD,FINANCIAL_YEAR,BU_STATE_TIN,INVOICE_SEQ,ALLOC_QTY,SALE_PRICE,SALE_PRICE_UNIT,SALE_AMT,EXCHG_RATE_CD,EXCHG_RATE_DT,EXCHG_RATE_VALUE,INVOICE_RAISED_IN,GROSS_AMT,TAX_AMT,TAX_STRUCT_CD,INVOICE_AMT,NET_PAYABLE_AMT,TCS_TDS,TCS_AMT,TCS_FACTOR,TDS_GROSS_PERCENT,TDS_GROSS_AMT,TDS_TAX_PERCENT,TDS_TAX_AMT,TRANSPORTATION_CHARGE,TRANSPORTATION_AMOUNT,MARKET_MARGIN,MARKET_MARGIN_AMT,OTHER_CHARGES,OTHER_CHARGES_AMT,ENT_BY,ENT_DT,MODIFY_BY,MODIFY_DT
HCGD-B&D016/24-25,2024-2025,06,S0146/24-25,29110,10.2,2,296922,SBI FIRST RATE TT BUY SELL,31/07/2024,83.81,null,24885032.82,567321.53,CST 2%,28933398.01,28933398.01,null,null,null,null,null,null,null,null,null,null,null,null,null,46,07/08/2024,null,null
HCGD-B&D023/24-25,2024-2025,06,S0182/24-25,29950.26,10.2,2,305492.65,SBI FIRST RATE TT BUY SELL,31/08/2024,83.925,null,25646816.82,584566.82,CST 2%,29812907.61,29812907.61,null,null,null,null,null,null,null,null,null,null,null,null,null,201,03/09/2024,null,null
HCGD-B&D027/24-25,2024-2025,06,S0219/24-25,26697.78,10.2,2,272317.36,SBI FIRST RATE TT BUY SELL,31/10/2024,84.105,null,22907791.23,522007.52,CST 2%,26622383.36,26622383.36,null,null,null,null,null,null,null,null,null,null,null,null,null,46,05/11/2024,null,null
SISECAM&D018/21-22,2021-2022,1-0,S0121/21-22,69961.54,7.38,1,516316.17,SBI FIRST RATE TT BUY SELL,31/08/2021,73.275,null,37834366.01,2433859.28,VAT 6%,42998180.55,42998180.55,null,null,null,null,null,null,null,null,null,null,null,null,null,23,02/09/2021,null,null
SISECAM&D031/21-22,2021-2022,3-0,S0208/21-22,57375.23,22.5,1,1290942.68,SBI FIRST RATE TT BUY SELL,15/02/2022,75.625,null,97637990.8,5992609.09,VAT 6%,105869427.26,105869427.26,null,null,null,.1,null,null,null,null,null,null,null,null,null,23,17/02/2022,null,null
SISECAM&D006/22-23,2022-2023,04,S0050/22-23,55601.51,24.05,2,1337216.32,SBI FIRST RATE TT BUY SELL,15/07/2022,79.975,null,106972016.84,6548497.93,VAT 6%,115690130.17,115690130.17,null,null,null,.1,null,null,null,null,null,null,null,null,null,23,20/07/2022,null,null
SISECAM&D008/22-23,2022-2023,04,S0058/22-23,58085.28,24.05,2,1396950.98,SBI FIRST RATE TT BUY SELL,29/07/2022,79.475,null,111112868.63,6802764.16,VAT 6%,120182166.88,120182166.88,null,null,null,.1,null,null,null,null,null,null,null,null,null,23,03/08/2022,null,null
SISECAM&D029/21-22,2021-2022,3-0,S0197/21-22,62310.03,22.5,1,1401975.68,SBI FIRST RATE TT BUY SELL,14/01/2022,74.025,null,103782310.34,6372821.85,VAT 6%,112586519.41,112586519.41,null,null,null,null,null,null,null,null,null,null,null,null,null,23,18/01/2022,null,null
SISECAM&D018/22-23,2022-2023,04,S0099/22-23,49616.56,24.05,2,1193278.27,SBI FIRST RATE TT BUY SELL,14/10/2022,82.305,null,98442344.39,6022705.33,VAT 6%,106401127.58,106401127.58,null,null,null,.1,null,null,null,null,null,null,null,null,null,23,18/10/2022,null,null
SISECAM&D009/23-24,2023-2024,5-0,S0161/23-24,58352.91,13.15,2,767340.77,SBI FIRST RATE TT BUY SELL,13/10/2023,83.265,null,64381388.92,4019735.96,VAT 6%,71015335.25,71015335.25,null,null,null,.1,null,null,null,null,null,null,null,null,null,201,17/10/2023,null,null
SISECAM&C009/23-24,2023-2024,04,S0010/23-24,38243.76,24.05,2,919762.43,SBI FIRST RATE TT BUY SELL,13/04/2023,81.825,null,75627465.65,4537647.94,VAT 6%,80165113.59,80165113.59,null,null,null,null,null,null,null,null,null,null,null,null,null,130,20/04/2023,null,null
SISECAM&D023/23-24,2023-2024,6,S0218/23-24,59311.94,14.33,2,849940.24,SBI FIRST RATE TT BUY SELL,30/11/2023,83.345,null,70853603.59,4251216.22,VAT 6%,75104819.81,75104819.81,null,null,null,.1,null,null,null,null,null,null,null,null,null,113,04/12/2023,null,null
SISECAM&D009/24-25,2024-2025,07,S0130/24-25,54929.96,13.6717,2,750986.07,SBI FIRST RATE TT BUY SELL,15/07/2024,83.565,null,62792404.01,3922726.21,VAT 6%,69301496.4,69301496.4,null,null,null,.1,null,null,null,null,null,null,null,null,null,219,17/07/2024,null,null
SISECAM&D012/23-24,2023-2024,5-0,S0170/23-24,39297.09,13.15,2,516756.73,SBI FIRST RATE TT BUY SELL,31/10/2023,83.285,null,43170123.55,2695837.99,VAT 6%,47626471.17,47626471.17,null,null,null,.1,null,null,null,null,null,null,null,null,null,23,03/11/2023,null,null
SISECAM&D008/24-25,2024-2025,07,S0112/24-25,54524.35,13.8213,2,753597.4,SBI FIRST RATE TT BUY SELL,29/06/2024,83.425,null,62870012.28,3918762.19,VAT 6%,69231465.35,69231465.35,null,null,null,.1,null,null,null,null,null,null,null,null,null,219,04/07/2024,null,null
SISECAM&D015/24-25,2024-2025,07,S0147/24-25,58536.63,13.6717,2,800295.11,SBI FIRST RATE TT BUY SELL,31/07/2024,83.745,null,67027750.79,4187036.18,VAT 6%,73970972.49,73970972.49,null,null,null,null,null,null,null,null,null,null,null,null,null,46,02/08/2024,null,null
SISECAM&D019/24-25,2024-2025,07,S0163/24-25,53232.82,13.4175,2,714251.63,SBI FIRST RATE TT BUY SELL,14/08/2024,83.935,null,59994278.62,3750044.12,VAT 6%,66250779.42,66250779.42,null,null,null,.1,null,null,null,null,null,null,null,null,null,201,20/08/2024,null,null
SISECAM&D025/24-25,2024-2025,07,S0173/24-25,56844.53,13.4175,2,762711.35,SBI FIRST RATE TT BUY SELL,31/08/2024,83.925,null,64017242.81,4001625.37,VAT 6%,70695381.51,70695381.51,null,null,null,null,null,null,null,null,null,null,null,null,null,46,04/09/2024,null,null
SISECAM&D026/24-25,2024-2025,07,S0173/24-25,56844.53,13.4175,2,762711.35,SBI FIRST RATE TT BUY SELL,31/08/2024,1,null,64014702.27,4001472.94,VAT 6%,70692688.54,70692688.54,null,null,null,null,null,null,null,null,null,null,null,null,null,201,09/09/2024,null,null
SISECAM&D043/23-24,2023-2024,07,S0414/23-24,58481.34,13.0007,2,760298.23,SBI FIRST RATE TT BUY SELL,15/03/2024,82.975,null,63087512.38,3863849.66,VAT 6%,68261344.06,68261344.06,null,null,null,.1,null,null,null,null,null,null,null,null,null,201,19/03/2024,null,null
SISECAM&D023/22-23,2022-2023,04,S0201/22-23,40524.94,24.05,2,974624.81,SBI FIRST RATE TT BUY SELL,30/12/2022,82.785,null,81429925.43,4980674.46,VAT 6%,87991915.47,87991915.47,null,null,null,.1,null,null,null,null,null,null,null,null,null,153,03/01/2023,null,null
SISECAM&D024/22-23,2022-2023,04,S0210/22-23,38279.44,24.05,2,920620.53,SBI FIRST RATE TT BUY SELL,15/01/2023,81.315,null,74867555.61,4581675,VAT 6%,80942924.98,80942924.98,null,null,null,.1,null,null,null,null,null,null,null,null,null,23,17/01/2023,null,null
SISECAM&D025/22-23,2022-2023,04,S0222/22-23,40910.58,24.05,2,983899.45,SBI FIRST RATE TT BUY SELL,31/01/2023,81.625,null,80311629.91,4914479.6,VAT 6%,86822473.07,86822473.07,null,null,null,.1,null,null,null,null,null,null,null,null,null,23,02/02/2023,null,null
SISECAM&D015/21-22,2021-2022,1-0,S0103/21-22,68182.76,7.38,1,503188.77,SBI FIRST RATE TT BUY SELL,30/07/2021,74.355,null,37437087.9,2405858.02,VAT 6%,42503491.76,42503491.76,null,null,null,null,null,null,null,null,null,null,null,null,null,49,03/08/2021,null,null
SISECAM&D035/21-22,2021-2022,3-0,S0223/21-22,54307.14,22.5,1,1221910.65,SBI FIRST RATE TT BUY SELL,15/03/2022,76.425,null,93390071.43,5730550.77,VAT 6%,101239730.25,101239730.25,null,null,null,.1,null,null,null,null,null,null,null,null,null,23,17/03/2022,null,null
SISECAM&D016/22-23,2022-2023,04,S0088/22-23,51424.54,24.05,2,1236760.19,SBI FIRST RATE TT BUY SELL,15/09/2022,79.525,null,98679453.58,6041164.81,VAT 6%,106727245.08,106727245.08,null,null,null,.1,null,null,null,null,null,null,null,null,null,23,20/09/2022,null,null
SISECAM&D021/22-23,2022-2023,04,S0171/22-23,42451,24.05,2,1020946.55,SBI FIRST RATE TT BUY SELL,30/11/2022,81.665,null,83893468.43,5132996.43,VAT 6%,90682936.84,90682936.84,null,null,null,.1,null,null,null,null,null,null,null,null,null,49,02/12/2022,null,null
SISECAM&D022/22-23,2022-2023,04,S0194/22-23,38564.43,24.05,2,927474.54,SBI FIRST RATE TT BUY SELL,15/12/2022,82.645,null,77314623.97,4729166.33,VAT 6%,83548605.21,83548605.21,null,null,null,.1,null,null,null,null,null,null,null,null,null,153,20/12/2022,null,null
SISECAM&D022/21-22,2021-2022,1-0,S0145/21-22,43837.97,7.38,1,323524.22,SBI FIRST RATE TT BUY SELL,14/10/2021,75.305,null,24366736.28,1564639.74,VAT 6%,27641968.68,27641968.68,null,null,null,.1,null,.1,.23,null,null,null,null,null,null,23,18/10/2021,null,null
SISECAM&D001/22-23,2022-2023,3-0,S0003/22-23,53705.03,22.5,1,1208363.17,SBI FIRST RATE TT BUY SELL,13/04/2022,76.195,null,92071756.12,5650042.16,VAT 6%,99817411.51,99817411.51,null,null,null,null,null,null,null,null,null,null,null,null,null,23,19/04/2022,null,null
SISECAM&D002/22-23,2022-2023,3-0,S0015/22-23,63240.59,22.5,1,1422913.28,SBI FIRST RATE TT BUY SELL,31/05/2022,77.635,null,110470124.1,6776269.35,VAT 6%,119714091.86,119714091.86,null,null,null,null,null,null,null,null,null,null,null,null,null,23,02/06/2022,null,null
SISECAM&D005/22-23,2022-2023,3-0,S0042/22-23,57704.47,22.5,1,1298350.58,SBI FIRST RATE TT BUY SELL,30/06/2022,78.925,null,102589912.21,6290495.2,VAT 6%,111132081.99,111132081.99,null,null,null,.1,null,null,null,null,null,null,null,null,null,23,13/07/2022,null,null
SISECAM&D010/22-23,2022-2023,04,S0072/22-23,54468.51,24.05,2,1309967.67,SBI FIRST RATE TT BUY SELL,12/08/2022,79.65,null,104404181.09,6391775.15,VAT 6%,112921361.08,112921361.08,null,null,null,.1,null,null,null,null,null,null,null,null,null,23,18/08/2022,null,null
SISECAM&D014/22-23,2022-2023,04,S0078/22-23,55168.76,24.05,2,1326808.68,SBI FIRST RATE TT BUY SELL,31/08/2022,79.575,null,105739974.76,6473562.23,VAT 6%,114366266.14,114366266.14,null,null,null,.1,null,null,null,null,null,null,null,null,null,23,05/09/2022,null,null
SISECAM&D017/22-23,2022-2023,04,S0091/22-23,50702.89,24.05,2,1219404.5,SBI FIRST RATE TT BUY SELL,30/09/2022,81.645,null,99793799.98,6106336.04,VAT 6%,107878603.35,107878603.35,null,null,null,.1,null,null,null,null,null,null,null,null,null,49,04/10/2022,null,null
SISECAM&D019/22-23,2022-2023,04,S0122/22-23,51655.66,24.05,2,1242318.62,SBI FIRST RATE TT BUY SELL,31/10/2022,82.405,null,102667652.31,6280997.85,VAT 6%,110964295.34,110964295.34,null,null,null,.1,null,null,null,null,null,null,null,null,null,130,03/11/2022,null,null
SISECAM&D020/22-23,2022-2023,04,S0135/22-23,48423.57,24.05,2,1164586.86,SBI FIRST RATE TT BUY SELL,15/11/2022,81.225,null,94869695.54,5805553.32,VAT 6%,102564775.3,102564775.3,null,null,null,.1,null,null,null,null,null,null,null,null,null,23,17/11/2022,null,null
SISECAM&D027/22-23,2022-2023,04,S0255/22-23,33693.82,24.05,2,810336.37,SBI FIRST RATE TT BUY SELL,28/02/2023,82.725,null,67040963.29,4101343.39,VAT 6%,72457066.49,72457066.49,null,null,null,.1,null,null,null,null,null,null,null,null,null,153,03/03/2023,null,null
SISECAM&D026/22-23,2022-2023,04,S0225/22-23,38218.3,24.05,2,919150.12,SBI FIRST RATE TT BUY SELL,15/02/2023,82.925,null,76224592.38,4662954.07,VAT 6%,82378855.09,82378855.09,null,null,null,.1,null,null,null,null,null,null,null,null,null,130,17/02/2023,null,null
SISECAM&D013/21-22,2021-2022,1-0,S0092/21-22,62086.62,7.38,1,458199.26,SBI FIRST RATE TT BUY SELL,15/07/2021,74.525,null,34164880.52,2195253.01,VAT 6%,38782803.11,38782803.11,null,null,null,null,null,null,null,null,null,null,null,null,null,49,19/07/2021,null,null
OPAL&C004/21-22,2021-2022,L-1-1-0,S0112/21-22,44816.28,13.67,1,612638.55,SBI FIRST RATE TT SELL,13/08/2021,74.72,null,0,0,CST 0%,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,23,18/08/2021,null,null
OPAL&DMH005/24-25,2024-2025,L-21-1-0,SMH0018/24-25,26220,10.07,2,264035.4,SBI RATE BUY SELL,15/05/2024,83.94,null,22163131.47,0,CST 0%,25016622.61,25016622.61,null,null,null,null,null,null,null,null,null,null,null,null,null,23,04/06/2024,null,null
OPAL&CMH004/22-23,2022-2023,L-11-1-0,SMH0039/22-23,47200,32.03,2,1511816,SBI FIRST RATE TT SELL,12/08/2022,80.1,null,122003551.2,0,CST 0%,122003551.2,122003551.2,null,null,null,null,null,null,null,null,null,null,null,null,null,130,12/10/2022,null,null
OPAL&DMH008/23-24,2023-2024,L-17-1-0,SMH0028/23-24,22954.2,13.2937,1,299582.15,SBI FIRST RATE TT BUY SELL,15/05/2023,82.245,null,25096753.21,0,CST 0%,25096753.21,25096753.21,null,null,null,null,null,null,null,null,null,null,null,null,null,113,02/06/2023,null,null
RCF&DMH019/23-24,2023-2024,L-7-1-0,SMH0108/23-24,81603.94,12.1941,1,995086.6,SBI FIRST RATE TT BUY SELL,30/09/2023,83.25,null,82840959.85,2668592.85,VAT 3%,91621687.81,91621687.81,null,null,null,null,null,null,null,null,null,null,null,null,null,23,09/10/2023,null,null
RCF&CMH004/23-24,2023-2024,L-2-1-0,SMH0005/23-24,3675,27,2,99225,SBI FIRST RATE TT BUY SELL,14/04/2023,81.825,null,8158775.63,249634.55,VAT 3%,8570786.38,8570786.38,null,null,null,null,null,null,null,null,null,null,null,null,null,130,21/04/2023,null,null
TGLPL&D012/22-23,2022-2023,01,S0074/22-23,375,26.9706,1,10113.98,SBI FIRST RATE TT BUY SELL,12/08/2022,79.65,null,824413.11,17023.34,CST 2%,868190.45,868190.45,null,null,null,.1,null,null,null,null,null,null,null,null,null,23,05/09/2022,null,null
TGBPL&C003/23-24,2023-2024,01,S0005/23-24,375,21.347,1,8005.13,SBI FIRST RATE TT BUY SELL,13/04/2023,81.825,null,658221.41,13794.18,CST 2%,703502.99,703502.99,null,null,null,null,null,null,null,null,null,null,null,null,null,130,20/04/2023,null,null
TGBPL&C039/23-24,2023-2024,03,S0386/23-24,8400,10.159,2,85335.6,SBI FIRST RATE TT BUY SELL,29/02/2024,82.89,null,7077734.66,160950.09,CST 2%,8208454.67,8208454.67,null,null,null,null,null,null,null,null,null,null,null,null,null,201,05/03/2024,null,null
TGBPL&C030/23-24,2023-2024,2-0,S0349/23-24,6400,10.159,2,65017.6,SBI FIRST RATE TT BUY SELL,31/01/2024,83.07,null,5410764.67,122992.74,CST 2%,6272629.73,6272629.73,null,null,null,null,null,null,null,null,null,null,null,null,null,201,07/02/2024,null,null
TGBPL&D040/23-24,2023-2024,03,S0365/23-24,9000,10.159,2,91431,SBI FIRST RATE TT BUY SELL,15/02/2024,83.05,null,7593344.55,172647.68,CST 2%,8805031.43,8805031.43,null,null,null,null,null,null,null,null,null,null,null,null,null,46,21/02/2024,null,null
TGBPL&D031/23-24,2023-2024,2-0,S0324/23-24,6000,10.159,2,60954,SBI FIRST RATE TT BUY SELL,15/01/2024,83.18,null,5070153.72,115256.93,CST 2%,5878103.45,5878103.45,null,null,null,null,null,null,null,null,null,null,null,null,null,113,21/01/2024,null,null
VVF India&DMH014/23-24,2023-2024,10,SMH0048/23-24,11337.85,11.76,2,133333.23,SBI FIRST RATE TT BUY SELL,30/06/2023,82.055,null,10971568.48,344175.6,VAT 3%,11816695.64,11816695.64,null,null,null,null,null,null,null,null,null,null,null,null,null,113,05/07/2023,null,null
VVF India&DMH018/23-24,2023-2024,10,SMH0078/23-24,8746.84,11.76,2,102862.96,SBI FIRST RATE TT BUY SELL,31/07/2023,82.245,null,8476926.82,266063.56,VAT 3%,9134848.81,9134848.81,null,null,null,null,null,null,null,null,null,null,null,null,null,113,02/08/2023,null,null
VVF India&DMH033/22-23,2022-2023,08,SMH0198/22-23,11168.02,15.7,2,175337.76,SBI FIRST RATE TT BUY SELL,31/03/2023,82.145,null,14475630.6,449222.45,VAT 3%,15423304.12,15423304.12,null,null,null,.1,null,null,null,null,null,null,null,null,null,49,03/04/2023,null,null
VVF India&DMH021/22-23,2022-2023,07,SMH0176/22-23,13901.76,18.05,2,250926.23,SBI FIRST RATE TT BUY SELL,28/02/2023,82.725,null,20777915.09,623337.45,VAT 3%,21401252.54,21401252.54,null,null,null,.1,null,null,null,null,null,null,null,null,null,153,03/03/2023,null,null
VVF India&DMH017/23-24,2023-2024,10,SMH0063/23-24,5220.87,11.76,2,61397.43,SBI FIRST RATE TT BUY SELL,15/07/2023,82.145,null,5061502.99,158861.94,VAT 3%,5454259.91,5454259.91,null,null,null,null,null,null,null,null,null,null,null,null,null,113,17/07/2023,null,null
VVF India&DMH018/22-23,2022-2023,07,SMH0166/22-23,13142.76,18.05,2,237226.82,SBI FIRST RATE TT BUY SELL,15/02/2023,82.925,null,19708015.88,591240.48,VAT 3%,20299256.36,20299256.36,null,null,null,.1,null,null,null,null,null,null,null,null,null,153,17/02/2023,null,null
VVF India&DMH003/23-24,2023-2024,09,SMH0008/23-24,11295.92,13.9,2,157013.43,SBI FIRST RATE TT BUY SELL,13/04/2023,82.025,null,12881485.35,401417.53,VAT 3%,13782001.81,13782001.81,null,null,null,null,null,null,null,null,null,null,null,null,null,130,19/04/2023,null,null
VVF India&DMH011/23-24,2023-2024,10,SMH0040/23-24,26255.99,11.76,2,308770.44,SBI FIRST RATE TT BUY SELL,15/06/2023,82.175,null,25403200.1,796898.84,VAT 3%,27360193.6,27360193.6,null,null,null,null,null,null,null,null,null,null,null,null,null,23,20/06/2023,null,null
VVF India&DMH025/22-23,2022-2023,08,SMH0182/22-23,14847.92,15.7,2,233112.34,SBI FIRST RATE TT BUY SELL,15/03/2023,82.345,null,19333862.97,599896.66,VAT 3%,20596452,20596452,null,null,null,null,null,null,null,null,null,null,null,null,null,49,17/03/2023,null,null
VVF India&DMH005/23-24,2023-2024,09,SMH0016/23-24,15055.43,13.9,2,209270.34,SBI FIRST RATE TT BUY SELL,29/04/2023,81.775,null,17120337.89,533566.41,VAT 3%,18319113.42,18319113.42,null,null,null,null,null,null,null,null,null,null,null,null,null,130,03/05/2023,null,null
GNFC&D018/23-24,2023-2024,03,S0191/23-24,90000,11.0855,2,997695,SBI FIRST RATE TT BUY SELL,15/11/2023,83.095,null,0,368.34,VAT 15%,108615556.32,108615556.32,null,null,null,null,null,null,null,null,null,null,null,null,null,113,21/11/2023,null,null
GFCL&D007/22-23,2022-2023,01,S0060/22-23,3359.11,29,2,97414.48,SBI FIRST RATE TT BUY SELL,29/07/2022,79.475,null,7784148.8,471525.28,VAT 6%,8330279.91,8330279.91,null,null,null,.1,null,null,null,null,null,null,null,null,null,23,03/08/2022,null,null
GFCL&D009/22-23,2022-2023,01,S0070/22-23,3954.91,29,2,114692.39,SBI FIRST RATE TT BUY SELL,12/08/2022,79.65,null,9142308.86,553808.84,VAT 6%,9783956.25,9783956.25,null,null,null,.1,null,null,null,null,null,null,null,null,null,23,18/08/2022,null,null
GFCL&C006/23-24,2023-2024,2,S0007/23-24,3037.5,17.9,2,54371.25,SBI FIRST RATE TT BUY SELL,13/04/2023,81.825,null,4470676.03,276293.1,VAT 6%,4881178.03,4881178.03,null,null,null,null,null,null,null,null,null,null,null,null,null,130,20/04/2023,null,null
GFCL&D011/22-23,2022-2023,01,S0081/22-23,4275,29,2,123975,SBI FIRST RATE TT BUY SELL,31/08/2022,79.575,null,9924152.63,601146.02,VAT 6%,10620246.4,10620246.4,null,null,null,.1,null,null,null,null,null,null,null,null,null,23,02/09/2022,null,null
CPL&DMH035/23-24,2023-2024,04,SMH0179/23-24,18178.71,10.159,2,184677.51,SBI FIRST RATE TT BUY SELL,15/02/2024,83.05,null,15337467.61,523085.34,CST 3%,17959263.2,17959263.2,null,null,null,.1,null,null,null,null,null,null,null,null,null,201,21/02/2024,null,null
CPL&CMH008/24-25,2024-2025,06,SMH0023/24-25,11191.48,10.067,2,112664.63,SBI FIRST RATE TT BUY SELL,15/06/2024,83.41,null,9434536.04,319574.74,CST 3%,10972066.12,10972066.12,null,null,null,null,null,null,null,null,null,null,null,null,null,219,20/06/2024,null,null
CPL&DMH026/24-25,2024-2025,06,SMH0066/24-25,14100.39,10.363,2,146122.34,SBI FIRST RATE TT BUY SELL,15/10/2024,84.09,null,12287427.7,411294.9,CST 3%,14121124.82,14121124.82,null,null,null,null,null,null,null,null,null,null,null,null,null,46,21/10/2024,null,null
CPL&DMH030/24-25,2024-2025,06,SMH0069/24-25,13716.43,10.363,2,142143.36,SBI FIRST RATE TT BUY SELL,31/10/2024,84.29,null,11981264.16,400948.02,CST 3%,13765881.75,13765881.75,null,null,null,.1,null,.1,.79,null,null,null,null,null,null,46,07/11/2024,null,null
CPL&DMH034/24-25,2024-2025,06,SMH0075/24-25,9727.66,10.363,2,100807.74,SBI FIRST RATE TT BUY SELL,30/11/2024,84.73,null,8541439.86,285682.06,CST 3%,9808417.13,9808417.13,null,null,null,.1,null,.1,.47,null,null,null,null,null,null,46,05/12/2024,null,null
CPL&CMH018/23-24,2023-2024,04,SMH0191/23-24,23485,10.159,2,238584.12,SBI FIRST RATE TT BUY SELL,15/03/2024,82.97,null,19797709.86,675270.75,CST 3%,23184295.68,23184295.68,null,null,null,null,null,null,null,null,null,null,null,null,null,201,20/03/2024,null,null
CPL&DMH008/24-25,2024-2025,06,SMH0035/24-25,9595.64,10.067,2,96599.31,SBI FIRST RATE TT BUY SELL,29/06/2024,83.49,null,8065076.22,273280.75,CST 3%,9382638.96,9382638.96,null,null,null,.1,null,null,null,null,null,null,null,null,null,219,05/07/2024,null,null
CPL&DMH017/24-25,2024-2025,06,SMH0046/24-25,10820.38,10.067,2,108928.77,SBI FIRST RATE TT BUY SELL,31/07/2024,83.81,null,9129319.83,306625.35,CST 3%,10527470.49,10527470.49,null,null,null,.1,null,.1,.21,null,null,null,null,null,null,46,06/08/2024,null,null
CPL&CMH015/24-25,2024-2025,06,SMH0059/24-25,15010,10.067,2,151105.67,SBI FIRST RATE TT BUY SELL,13/09/2024,83.73,null,12717053.19,426936.42,CST 3%,14658150.38,14658150.38,null,null,null,null,null,null,null,null,null,null,null,null,null,201,20/09/2024,null,null
CPL&DMH032/24-25,2024-2025,06,SMH0072/24-25,9599.32,10.363,2,99477.75,SBI FIRST RATE TT BUY SELL,15/11/2024,84.44,null,8399901.48,281047.51,CST 3%,9649297.67,9649297.67,null,null,null,.1,null,null,null,null,null,null,null,null,null,201,22/11/2024,null,null
CPL&DMH036/24-25,2024-2025,06,SMH0076/24-25,8849.3,10.363,2,91705.3,SBI FIRST RATE TT BUY SELL,13/12/2024,84.94,null,7789447.83,260464.1,CST 3%,8942601,8942601,null,null,null,.1,null,null,null,null,null,null,null,null,null,46,19/12/2024,null,null
CPL&CMH021/24-25,2024-2025,06,SMH0103/24-25,8447.41,10.363,2,87540.51,SBI FIRST RATE TT BUY SELL,28/02/2025,87.23,null,7661545.42,255410.79,CST 3%,8769103.9,8769103.9,null,null,null,null,null,null,null,null,null,null,null,null,null,46,06/03/2025,null,null
CPL&CMH017/23-24,2023-2024,04,SMH0186/23-24,21443.3,10.159,2,217842.48,SBI FIRST RATE TT BUY SELL,29/02/2024,82.89,null,18067855.68,616303.77,CST 3%,21159762.71,21159762.71,null,null,null,null,null,null,null,null,null,null,null,null,null,201,06/03/2024,null,null
CPL&DMH001/24-25,2024-2025,04,SMH0204/23-24,20720.21,10.159,2,210496.61,SBI FIRST RATE TT BUY SELL,30/03/2024,83.4,null,17555417.56,598426.23,CST 3%,20545967.17,20545967.17,null,null,null,.1,null,null,null,null,null,null,null,null,null,201,04/04/2024,null,null
CPL&DMH010/24-25,2024-2025,07,SMH0040/24-25,19480,10.0674,2,196112.95,SBI FIRST RATE TT BUY SELL,15/07/2024,83.66,null,16406809.56,555025.41,CST 3%,19055872.63,19055872.63,null,null,null,.1,null,null,null,null,null,null,null,null,null,219,22/07/2024,null,null
CPL&DMH011/24-25,2024-2025,06,SMH0038/24-25,9927.02,10.067,2,99935.31,SBI FIRST RATE TT BUY SELL,15/07/2024,83.66,null,8360588.06,280859.83,CST 3%,9642853.9,9642853.9,null,null,null,.1,null,null,null,null,null,null,null,null,null,219,22/07/2024,null,null
CPL&CMH011/24-25,2024-2025,06,SMH0051/24-25,14264.64,10.067,2,143602.13,SBI FIRST RATE TT BUY SELL,14/08/2024,83.84,null,12066887.06,405175.75,CST 3%,13911034.05,13911034.05,null,null,null,null,null,null,null,null,null,null,null,null,null,201,21/08/2024,null,null
CPL&DMH023/24-25,2024-2025,06,SMH0062/24-25,14400,10.067,2,144964.8,SBI FIRST RATE TT BUY SELL,30/09/2024,83.98,null,12174143.9,408803.09,CST 3%,14035572.91,14035572.91,null,null,null,.1,null,null,null,null,null,null,null,null,null,46,07/10/2024,null,null
CPL&DMH021/24-25,2024-2025,06,SMH0056/24-25,15146.47,10.067,2,152479.51,SBI FIRST RATE TT BUY SELL,31/08/2024,83.98,null,12805229.54,429994.71,CST 3%,14763151.67,14763151.67,null,null,null,.1,null,null,null,null,null,null,null,null,null,46,05/09/2024,null,null
CPL&DMH004/24-25,2024-2025,5-0,SMH0007/24-25,24470,9.456,2,231388.32,SBI FIRST RATE TT BUY SELL,15/04/2024,83.6,null,19344063.55,665073.75,CST 3%,22834198.8,22834198.8,null,null,null,null,null,null,null,null,null,null,null,null,null,46,22/04/2024,null,null
CPL&DMH019/24-25,2024-2025,07,SMH0047/24-25,21000,10.0674,2,211415.4,SBI FIRST RATE TT BUY SELL,31/07/2024,83.81,null,17718724.67,599284.72,CST 3%,20575442.19,20575442.19,null,null,null,.1,null,.1,.41,null,null,null,null,null,null,46,06/08/2024,null,null
CPL&CMH003/24-25,2024-2025,5-0,SMH0013/24-25,23220,9.456,2,219568.32,SBI FIRST RATE TT BUY SELL,30/04/2024,83.42,null,18349324.5,630901.37,CST 3%,21660947.01,21660947.01,null,null,null,null,null,null,null,null,null,null,null,null,null,201,06/05/2024,null,null
CPL&2DRMH0002/25-26,2025-2026,06,SMH0114/24-25,11179.51,10.363,2,115853.26,SBI FIRST RATE TT BUY SELL,29/03/2025,85.73,null,9932100.16,331795.6,CST 3%,11391648.95,11391648.95,null,null,null,.1,null,null,null,null,null,null,null,null,null,201,09/04/2025,null,null
CPL&DMH041/24-25,2024-2025,06,SMH0086/24-25,10215,10.363,2,105858.04,SBI FIRST RATE TT BUY SELL,31/01/2025,87.13,null,9223411.46,307616.04,CST 3%,10561484.01,10561484.01,null,null,null,.1,null,.1,1.6,null,null,null,null,null,null,201,05/02/2025,null,null
CPL&CMH023/24-25,2024-2025,06,SMH0108/24-25,9933.35,10.363,2,102939.31,SBI FIRST RATE TT BUY SELL,15/03/2025,86.68,null,8983513.24,299566.73,CST 3%,10285124.53,10285124.53,null,null,null,null,null,null,null,null,null,null,null,null,null,46,20/03/2025,null,null
