COMPANY_CD,FINANCIAL_YEAR,BU_STATE_TIN,INVOICE_SEQ,INVOICE_TYPE,PDF_TYPE,FILE_NAME,ENT_BY,ENT_DT,MODIFY_BY,MODIFY_DT,PDF_SIGNED,SIGNED_BY,SIGNED_DT
MINDA,2024-2025,5,IT0005/24-25,LP,O,INVOICE-18122024-MINDA-Minda-Detroj-I-5.pdf,46,18/12/2024 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,18/12/2024 00:00:00
MINDA,2024-2025,5,IT0005/24-25,LP,T,INVOICE-18122024-MINDA-Minda-Detroj-I-5.pdf,46,18/12/2024 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,18/12/2024 00:00:00
MINDA,2024-2025,6,IT0006/24-25,LP,D,INVOICE-18122024-MINDA-Minda-Detroj-I-6.pdf,46,18/12/2024 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,18/12/2024 00:00:00
MINDA,2024-2025,6,IT0006/24-25,LP,O,INVOICE-18122024-MINDA-Minda-Detroj-I-6.pdf,46,18/12/2024 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,18/12/2024 00:00:00
MINDA,2024-2025,6,IT0006/24-25,LP,T,INVOICE-18122024-MINDA-Minda-Detroj-I-6.pdf,46,18/12/2024 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,18/12/2024 00:00:00
MINDA,2025-2026,9,IT0009/25-26,LP,O,INVOICE-11092025-MINDA-Minda-Detroj-I-9.pdf,null,null,null,null,null,null,null
JKPAPER,2022-2023,1,IT0001/22-23,LP,D,INVOICE-29032023-JKPAPER-JKPAPER-SONGADH-I-1.pdf,113,29/03/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,29/03/2023 00:00:00
JKPAPER,2022-2023,1,IT0001/22-23,LP,O,INVOICE-29032023-JKPAPER-JKPAPER-SONGADH-I-1.pdf,113,29/03/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,29/03/2023 00:00:00
JKPAPER,2022-2023,1,IT0001/22-23,LP,T,INVOICE-29032023-JKPAPER-JKPAPER-SONGADH-I-1.pdf,113,29/03/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,29/03/2023 00:00:00
VIGASLD,2023-2024,2,IT0002/23-24,LP,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-20.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,LP,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-20.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,LP,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-20.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,LP,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-21.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,LP,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-21.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,LP,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-21.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,LP,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-22.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,LP,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-22.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,LP,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-22.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,LP,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-23.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,LP,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-23.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,LP,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-23.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,LP,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-24.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,LP,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-24.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,LP,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-24.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,LP,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-25.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,LP,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-25.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,LP,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-25.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,LP,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-26.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,LP,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-26.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,LP,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-26.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,LP,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-27.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,LP,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-27.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,LP,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-27.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,LP,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-28.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,LP,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-28.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,LP,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-28.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,3,IT0003/23-24,LP,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-3.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,3,IT0003/23-24,LP,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-3.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,3,IT0003/23-24,LP,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-3.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,4,IT0004/23-24,LP,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-4.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,4,IT0004/23-24,LP,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-4.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,4,IT0004/23-24,LP,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-4.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,5,IT0005/23-24,LP,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-5.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,5,IT0005/23-24,LP,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-5.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,5,IT0005/23-24,LP,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-5.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,6,IT0006/23-24,LP,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-6.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,6,IT0006/23-24,LP,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-6.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,6,IT0006/23-24,LP,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-6.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,7,IT0007/23-24,LP,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-7.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,7,IT0007/23-24,LP,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-7.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,7,IT0007/23-24,LP,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-7.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,8,IT0008/23-24,LP,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-8.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,8,IT0008/23-24,LP,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-8.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,8,IT0008/23-24,LP,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-8.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,9,IT0009/23-24,LP,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-9.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,9,IT0009/23-24,LP,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-9.pdf,113,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,9,IT0009/23-24,LP,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-9.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,10,IT0010/23-24,LP,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-10.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,10,IT0010/23-24,LP,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-10.pdf,113,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,10,IT0010/23-24,LP,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-10.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,11,IT0011/23-24,LP,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-11.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,11,IT0011/23-24,LP,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-11.pdf,113,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,11,IT0011/23-24,LP,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-11.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,12,IT0012/23-24,LP,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-12.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,12,IT0012/23-24,LP,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-12.pdf,113,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,12,IT0012/23-24,LP,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-12.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,13,IT0013/23-24,LP,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-13.pdf,113,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,13,IT0013/23-24,LP,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-13.pdf,113,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,13,IT0013/23-24,LP,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-13.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,14,IT0014/23-24,LP,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-14.pdf,113,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,14,IT0014/23-24,LP,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-14.pdf,113,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,14,IT0014/23-24,LP,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-14.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,15,IT0015/23-24,LP,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-15.pdf,113,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,15,IT0015/23-24,LP,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-15.pdf,113,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,15,IT0015/23-24,LP,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-15.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,16,IT0016/23-24,LP,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-16.pdf,113,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,16,IT0016/23-24,LP,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-16.pdf,113,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,16,IT0016/23-24,LP,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-16.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,17,IT0017/23-24,LP,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-17.pdf,113,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,17,IT0017/23-24,LP,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-17.pdf,113,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,17,IT0017/23-24,LP,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-17.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,18,IT0018/23-24,LP,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-18.pdf,113,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,18,IT0018/23-24,LP,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-18.pdf,113,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,18,IT0018/23-24,LP,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-18.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,19,IT0019/23-24,LP,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-19.pdf,113,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,19,IT0019/23-24,LP,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-19.pdf,113,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,19,IT0019/23-24,LP,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-19.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,20,IT0020/23-24,LP,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-20.pdf,113,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,20,IT0020/23-24,LP,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-20.pdf,113,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,20,IT0020/23-24,LP,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-20.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,21,IT0021/23-24,LP,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-21.pdf,113,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,21,IT0021/23-24,LP,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-21.pdf,113,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,21,IT0021/23-24,LP,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-21.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,22,IT0022/23-24,LP,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-22.pdf,113,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,22,IT0022/23-24,LP,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-22.pdf,113,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,22,IT0022/23-24,LP,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-22.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,23,IT0023/23-24,LP,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-23.pdf,113,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,23,IT0023/23-24,LP,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-23.pdf,113,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,23,IT0023/23-24,LP,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-23.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,24,IT0024/23-24,LP,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-24.pdf,113,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,24,IT0024/23-24,LP,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-24.pdf,113,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,24,IT0024/23-24,LP,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-24.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,25,IT0025/23-24,LP,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-25.pdf,113,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,25,IT0025/23-24,LP,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-25.pdf,113,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,25,IT0025/23-24,LP,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-25.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,26,IT0026/23-24,LP,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-26.pdf,113,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,26,IT0026/23-24,LP,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-26.pdf,113,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,26,IT0026/23-24,LP,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-26.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,27,IT0027/23-24,LP,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-27.pdf,113,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,27,IT0027/23-24,LP,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-27.pdf,113,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,27,IT0027/23-24,LP,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-27.pdf,113,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,28,IT0028/23-24,LP,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-28.pdf,113,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,28,IT0028/23-24,LP,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-28.pdf,113,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,28,IT0028/23-24,LP,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-28.pdf,201,13/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,29,IT0029/23-24,LP,D,INVOICE-15112023-VIGASLD-Vishaka_Glass_-_Mundra-I-29.pdf,113,15/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,29,IT0029/23-24,LP,O,INVOICE-15112023-VIGASLD-Vishaka_Glass_-_Mundra-I-29.pdf,113,15/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,29,IT0029/23-24,LP,T,INVOICE-15112023-VIGASLD-Vishaka_Glass_-_Mundra-I-29.pdf,113,15/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,30,IT0030/23-24,LP,D,INVOICE-15112023-VIGASLD-Vishaka_Glass_-_Mundra-I-30.pdf,113,15/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,30,IT0030/23-24,LP,O,INVOICE-15112023-VIGASLD-Vishaka_Glass_-_Mundra-I-30.pdf,113,15/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,30,IT0030/23-24,LP,T,INVOICE-15112023-VIGASLD-Vishaka_Glass_-_Mundra-I-30.pdf,113,15/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,31,IT0031/23-24,LP,D,INVOICE-15112023-VIGASLD-Vishaka_Glass_-_Mundra-I-31.pdf,113,15/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,31,IT0031/23-24,LP,O,INVOICE-15112023-VIGASLD-Vishaka_Glass_-_Mundra-I-31.pdf,113,15/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,31,IT0031/23-24,LP,T,INVOICE-15112023-VIGASLD-Vishaka_Glass_-_Mundra-I-31.pdf,113,15/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,32,IT0032/23-24,LP,D,INVOICE-15112023-VIGASLD-Vishaka_Glass_-_Mundra-I-32.pdf,113,15/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,32,IT0032/23-24,LP,O,INVOICE-15112023-VIGASLD-Vishaka_Glass_-_Mundra-I-32.pdf,113,15/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,32,IT0032/23-24,LP,T,INVOICE-15112023-VIGASLD-Vishaka_Glass_-_Mundra-I-32.pdf,113,15/11/2023 00:00:00,null,null,null,null,null
