COMPANY_CD,FINANCIAL_YEAR,BU_STATE_TIN,INVOICE_SEQ,ALLOC_QTY,SALE_PRICE,SALE_PRICE_UNIT,SALE_AMT,EXCHG_RATE_CD,EXCHG_RATE_DT,EXCHG_RATE_VALUE,INVOICE_RAISED_IN,GROSS_AMT,TRANSPORTATION_CHARGE,TRANSPORTATION_AMOUNT,MARKET_MARGIN,MARKET_MARGIN_AMT,OTHER_CHARGES,OTHER_CHARGES_AMT,TAX_STRUCT_CD,TAX_AMT,INVOICE_AMT,NET_PAYABLE_AMT,TCS_TDS,TCS_AMT,TCS_FACTOR,TDS_GROSS_PERCENT,TDS_GROSS_AMT,TDS_TAX_PERCENT,TDS_TAX_AMT,ENT_BY,ENT_DT,MODIFY_BY,MODIFY_DT
GOAGLSF&2DRMH0006/25-26,2025-2026,,2SMH0018/25-26,6897.26,12.67,2,87388.28,SBI FIRST RATE TT SELL,15/05/2025,85.95,null,7511634.03,null,null,null,null,null,null,CST 3%,243907.4,8374153.92,8374153.92,null,null,null,null,null,null,null,201,19/05/2025,null,null
GOAGLSF&2DRMH0010/25-26,2025-2026,,2SMH0041/25-26,10562.31,12.67,2,133824.72,SBI FIRST RATE TT SELL,15/07/2025,86.4,null,11655770.9,null,null,null,null,null,null,CST 3%,378093.01,12981193.27,12981193.27,null,null,null,null,null,null,null,46,18/07/2025,null,null
GOAGLSF&2DRMH0005/25-26,2025-2026,,2SMH0009/25-26,7014.41,14.05,2,98552.6,SBI FIRST RATE TT SELL,30/04/2025,85.6,null,8438425.65,null,null,null,null,null,null,CST 3%,272026.36,9339571.64,9339571.64,null,null,null,null,null,null,null,46,02/05/2025,null,null
GOAGLSF&2DRMH0004/25-26,2025-2026,,2SMH0003/25-26,5970.33,14.05,2,83883.28,SBI FIRST RATE TT SELL,15/04/2025,86.2,null,7231454.48,null,null,null,null,null,null,CST 3%,233007.93,7999938.92,7999938.92,null,null,null,null,null,null,null,201,22/04/2025,null,null
GOAGLSF&2DRMH0007/25-26,2025-2026,,2SMH0022/25-26,7975.98,12.67,2,101055.67,SBI FIRST RATE TT SELL,31/05/2025,85.95,null,8688451.54,null,null,null,null,null,null,CST 3%,282114.42,9685928.42,9685928.42,null,null,null,null,null,null,null,46,03/06/2025,null,null
GOAGLSF&2DRMH0011/25-26,2025-2026,,2SMH0048/25-26,11534.05,12.67,2,146136.29,SBI FIRST RATE TT SELL,31/07/2025,88.15,null,12905967.68,null,null,null,null,null,null,CST 3%,418213.56,14358665.57,14358665.57,null,null,null,null,null,null,null,46,04/08/2025,null,null
PEFORCV&CMH003/23-24,2023-2024,1,SMH0009/23-24,83528.63,16.82,2,1404951.56,SBI FIRST RATE TT BUY SELL,13/04/2023,81.825,null,115522141.74,null,null,null,null,null,null,VAT 3%,3465664.25,118987805.99,118987805.99,null,null,null,null,null,null,null,130,21/04/2023,null,null
DCMSHRI&C002/23-24,2023-2024,L-1-1-0,S0002/23-24,99584.9,13.23,2,1317508.49,SBI FIRST RATE TT SELL,14/04/2023,82.25,null,108892076.78,null,null,null,null,null,null,CST 15%,17588079.35,134841941.68,134841941.68,null,null,null,null,null,null,null,130,20/04/2023,null,null
HINAGIL&CMH005/24-25,2024-2025,1-0,SMH0011/24-25,27045.83,9.456,2,255745.37,SBI FIRST RATE TT BUY SELL,30/04/2024,83.42,null,21372640.44,null,null,null,null,null,null,CST 3%,758733.16,26049838.36,26049838.36,null,null,null,null,null,null,null,201,06/05/2024,null,null
NEL&D002/23-24,2023-2024,1-0,S0089/23-24,134108.36,10.76,2,1436300.54,SBI FIRST RATE TT BUY SELL,15/07/2023,82.145,null,118535724.06,null,null,null,null,null,null,VAT 15%,17780358.6,136316082.66,136316082.66,null,null,null,null,null,null,null,113,17/07/2023,null,null
TASTELI&DMH032/22-23,2022-2023,1,SMH0201/22-23,23476.18,17.15,2,402616.49,SBI FIRST RATE TT BUY SELL,31/03/2023,82.145,null,33076162.32,null,null,null,null,null,null,VAT 3%,1015593.9,34868723.87,34868723.87,null,null,null,.1,null,null,null,23,03/04/2023,null,null
TASTELI&CMH009/24-25,2024-2025,01,SMH0027/24-25,3000.0,10.0674,2,30202.2,SBI FIRST RATE TT BUY SELL,15/06/2024,83.41,null,2529132.22,null,null,null,null,null,null,VAT 3%,85332.97,2929765.19,2929765.19,null,null,null,null,null,null,null,219,20/06/2024,null,null
TASTELI&DMH009/24-25,2024-2025,01,SMH0033/24-25,3000.0,10.0674,2,30202.2,SBI FIRST RATE TT BUY SELL,29/06/2024,83.49,null,2521581.67,null,null,null,null,null,null,VAT 3%,85106.45,2921988.12,2921988.12,null,null,null,null,null,null,null,219,05/07/2024,null,null
TASTELI&DMH013/24-25,2024-2025,01,SMH0041/24-25,3000.0,10.0674,2,30202.2,SBI FIRST RATE TT BUY SELL,15/07/2024,83.66,null,2526716.05,null,null,null,null,null,null,VAT 3%,85369.35,2931014.2,2931014.2,null,null,null,.1,null,null,null,219,22/07/2024,null,null
TASTELI&DMH018/24-25,2024-2025,01,SMH0048/24-25,3200.0,10.0674,2,32215.68,SBI FIRST RATE TT BUY SELL,31/07/2024,83.81,null,2699996.14,null,null,null,null,null,null,VAT 3%,91205.61,3131392.47,3131392.47,null,null,null,null,null,null,null,46,06/08/2024,null,null
TASTELI&DMH020/22-23,2022-2023,1,SMH0177/22-23,22173.06,17.15,2,380267.98,SBI FIRST RATE TT BUY SELL,28/02/2023,82.725,null,31465917.56,null,null,null,null,null,null,VAT 3%,965992.71,33165749.86,33165749.86,null,null,null,.1,null,null,null,153,03/03/2023,null,null
TASTELI&DMH009/23-24,2023-2024,2,SMH0032/23-24,27023.43,12.57,2,339684.26,SBI FIRST RATE TT BUY SELL,31/05/2023,82.745,null,28107879.4,null,null,null,null,null,null,VAT 3%,911308.19,31288247.72,31288247.72,null,null,null,.1,null,null,null,113,02/06/2023,null,null
TASTELI&DMH027/22-23,2022-2023,1,SMH0181/22-23,23219.13,17.15,2,398208.25,SBI FIRST RATE TT BUY SELL,15/03/2023,82.345,null,32808813.43,null,null,null,null,null,null,VAT 3%,1007318.21,34584591.97,34584591.97,null,null,null,.1,null,null,null,49,17/03/2023,null,null
TASTELI&DMH002/23-24,2023-2024,1,SMH0002/23-24,22473.31,17.15,2,385417.27,SBI FIRST RATE TT BUY SELL,14/04/2023,82.025,null,31615194.28,null,null,null,null,null,null,VAT 3%,978244.65,33586399.66,33586399.66,null,null,null,null,null,null,null,130,19/04/2023,null,null
TASTELI&DMH007/23-24,2023-2024,1,SMH0022/23-24,6483.21,17.15,2,111187.05,SBI FIRST RATE TT BUY SELL,15/05/2023,82.245,null,9154293.05,null,null,null,null,null,null,VAT 3%,283222.42,9723969.62,9723969.62,null,null,null,.1,null,null,null,49,17/05/2023,null,null
TASTELI&DMH010/23-24,2023-2024,2,SMH0036/23-24,7742.04,12.57,2,97317.57,SBI FIRST RATE TT BUY SELL,07/06/2023,82.585,null,8040775.39,null,null,null,null,null,null,VAT 3%,260725.4,8951572.02,8951572.02,null,null,null,.1,null,null,null,113,20/06/2023,null,null
TASTELI&DMH017/22-23,2022-2023,1,SMH0168/22-23,16333.92,17.15,2,280126.73,SBI FIRST RATE TT BUY SELL,15/02/2023,82.925,null,23231178.92,null,null,null,null,null,null,VAT 3%,713152.99,24484919.33,24484919.33,null,null,null,.1,null,null,null,153,17/02/2023,null,null
TASTELI&DMH004/23-24,2023-2024,1,SMH0013/23-24,17678.18,17.15,2,303180.62,SBI FIRST RATE TT BUY SELL,29/04/2023,81.775,null,24793418.83,null,null,null,null,null,null,VAT 3%,767235.35,26341746.89,26341746.89,null,null,null,.1,null,null,null,130,03/05/2023,null,null
HMEL&D028/24-25,2024-2025,L-18-1-0,S0229/24-25,457745.03,13.48,2,6170403,SBI FIRST RATE TT BUY SELL,15/11/2024,84.2843,null,535676331.82,null,null,null,null,null,null,CST 2%,10713526.63,546389858.45,546389858.45,null,null,null,.1,null,null,null,46,18/11/2024,null,null
HMEL&DMH038/23-24,2023-2024,L-9-1-0,SMH0194/23-24,167177.92,8.87,2,1482868.15,SBI FIRST RATE TT BUY SELL,15/03/2024,82.865,null,139376357.14,null,null,null,null,null,null,CST 2%,2787527.14,142163884.28,142163884.28,null,null,null,.1,null,null,null,23,19/03/2024,null,null
HMEL&D031/24-25,2024-2025,L-21-1-0,S0241/24-25,38975.44,14.12,2,550333.21,SBI FIRST RATE TT BUY SELL,30/11/2024,84.4298,null,49844038.28,null,null,null,null,null,null,CST 2%,996880.76,50840919.04,50840919.04,null,null,null,.1,null,null,null,46,02/12/2024,null,null
HMEL&D036/24-25,2024-2025,L-25-1-0,S0270/24-25,15240.0,19.28,2,293827.2,SBI FIRST RATE TT BUY SELL,15/01/2025,85.7446,null,25237459.69,null,null,null,null,null,null,CST 2%,504749.2,25742208.89,25742208.89,null,null,null,.1,null,null,null,201,17/01/2025,null,null
HMEL&2DRMH0001/25-26,2025-2026,L-26-1-0,SMH0117/24-25,20.9,10.16,2,212.34,SBI FIRST RATE TT BUY SELL,31/03/2025,85.5266,null,18320.43,null,null,null,null,null,null,CST 3%,618.08,21220.73,21220.73,null,null,null,.1,null,null,null,46,09/04/2025,null,null
HMEL&2DRGJ0002/25-26,2025-2026,L-28-1-0,2SGJ0011/25-26,136050.0,14.08,2,1915584,SBI FIRST RATE TT BUY SELL,30/04/2025,85.2895,null,163379193.19,null,null,null,null,null,null,CST 2%,3503518.24,178679430.06,178679430.06,null,null,null,.1,null,null,null,201,05/05/2025,null,null
HMEL&2DRGJ0001/25-26,2025-2026,L-29-1-0,2SGJ0010/25-26,65385.0,10.04,2,656465.4,SBI FIRST RATE TT BUY,30/04/2025,85.313,null,56005013.17,null,null,null,null,null,null,CST 2%,1299298.32,66264214.2,66264214.2,null,null,null,.1,null,null,null,201,05/05/2025,null,null
BOROREN&D035/23-24,2023-2024,1-0,S0354/23-24,29798.68,10.159,2,302724.69,SBI FIRST RATE TT BUY SELL,31/01/2024,83.145,null,25227717.23,null,null,null,null,null,null,VAT 6%,1772697,31317646.99,31317646.99,null,null,null,null,null,null,null,113,05/02/2024,null,null
BOROREN&D027/23-24,2023-2024,1-0,S0323/23-24,28175.31,10.159,2,286232.97,SBI FIRST RATE TT BUY SELL,15/01/2024,82.855,null,23721416.08,null,null,null,null,null,null,VAT 6%,1668207.3,29471662.29,29471662.29,null,null,null,null,null,null,null,113,18/01/2024,null,null
SUMGLAS&D011/23-24,2023-2024,01,S0177/23-24,7504.24,10.159,2,76235.57,SBI FIRST RATE TT BUY SELL,31/10/2023,83.285,null,6351960.79,null,null,null,null,null,null,VAT 6%,450601.99,7960635.1,7960635.1,null,null,null,null,null,null,null,201,03/11/2023,null,null
SVTPLIN&C037/23-24,2023-2024,2-0,S0391/23-24,10920.92,10.159,2,110945.63,SBI FIRST RATE TT BUY SELL,29/02/2024,82.89,null,9201830.24,null,null,null,null,null,null,VAT 6%,647043.19,11431096.32,11431096.32,null,null,null,null,null,null,null,201,05/03/2024,null,null
SVTPLIN&C002/24-25,2024-2025,04,S0031/24-25,56.19,9.56,2,537.18,SBI FIRST RATE TT BUY SELL,01/05/2024,83.42,null,44924.06,null,null,null,null,null,null,VAT 6%,3127.86,55258.85,55258.85,null,null,null,null,null,null,null,23,22/05/2024,null,null
SVTPLIN&D048/23-24,2023-2024,03,S0435/23-24,12854.63,9.96,2,128032.11,SBI FIRST RATE TT BUY SELL,30/03/2024,83.4,null,10677878.37,null,null,null,null,null,null,VAT 6%,739596.79,13066210,13066210,null,null,null,null,null,null,null,113,04/04/2024,null,null
SVTPLIN&D044/23-24,2023-2024,03,S0410/23-24,12202.95,9.96,2,121541.38,SBI FIRST RATE TT BUY SELL,15/03/2024,82.975,null,10095673.22,null,null,null,null,null,null,VAT 6%,699649.41,12360473,12360473,null,null,null,.1,null,null,null,23,19/03/2024,null,null
SVTPLIN&D005/24-25,2024-2025,04,S0014/24-25,12393.65,9.56,2,118483.29,SBI FIRST RATE TT BUY SELL,15/04/2024,83.6,null,9905203.37,null,null,null,null,null,null,VAT 6%,689688.77,12184501.69,12184501.69,null,null,null,.1,null,null,null,113,24/04/2024,null,null
SVTPLIN&D045/23-24,2023-2024,03,S0435/23-24,12854.63,9.96,2,128032.11,SBI FIRST RATE TT BUY SELL,30/03/2024,83.375,null,10681178,null,null,null,null,null,null,VAT 6%,739794.77,13069707.61,13069707.61,null,null,null,.1,null,null,null,201,02/04/2024,null,null
SVTPLIN&C001/24-25,2024-2025,04,S0030/24-25,11774.25,9.56,2,112561.83,SBI FIRST RATE TT BUY SELL,30/04/2024,83.42,null,9406792.14,null,null,null,null,null,null,VAT 6%,655017.45,11571974.89,11571974.89,null,null,null,null,null,null,null,201,06/05/2024,null,null
SVTPLIN&D041/23-24,2023-2024,2-0,S0369/23-24,11552.98,10.159,2,117366.72,SBI FIRST RATE TT BUY SELL,15/02/2024,83.05,null,9747306.42,null,null,null,null,null,null,VAT 6%,685266.13,12106368.29,12106368.29,null,null,null,.1,null,null,null,46,21/02/2024,null,null
SVTPLIN&D033/23-24,2023-2024,2-0,S0358/23-24,11443.5,10.159,2,116254.52,SBI FIRST RATE TT BUY SELL,31/01/2024,83.145,null,9722615.88,null,null,null,null,null,null,VAT 6%,682833.01,12063383.17,12063383.17,null,null,null,null,null,null,null,113,02/02/2024,null,null
LANCOKO&2DRAP0001/25-26,2025-2026,,2SAP0014/25-26,54617.78,14.117,2,771039.2,SBI FIRST RATE TT SELL,16/06/2025,86.6,null,66829189.74,null,null,null,null,null,null,VAT 5%,3341459.49,70170649.23,70170649.23,null,null,null,null,null,null,null,201,05/08/2025,null,null
LANCOKO&2DRAP0003/25-26,2025-2026,,2SAP0023/25-26,31437.65,14.621,2,459649.88,SBI FIRST RATE TT SELL,16/07/2025,86.45,null,39787075.18,null,null,null,null,null,null,VAT 5%,1989353.76,41776428.94,41776428.94,null,null,null,null,null,null,null,256,03/09/2025,null,null
LANCOKO&2DRAP0002/25-26,2025-2026,,2SAP0020/25-26,284299.0,14.621,2,4156735.68,SBI FIRST RATE TT SELL,16/07/2025,86.45,null,360316437.45,null,null,null,null,null,null,VAT 5%,18015821.87,378332259.32,378332259.32,null,null,null,null,null,null,null,46,18/08/2025,null,null
CRMNDEL&DAP001/24-25,2024-2025,1-0,SAP0001/24-25,4512.44,9.87,2,44537.78,SBI FIRST RATE TT BUY SELL,15/07/2024,83.66,null,3726030.91,null,null,null,null,null,null,VAT 5%,190051.38,3991079.04,3991079.04,null,null,null,null,null,null,null,219,22/07/2024,null,null
CRMNDEL&DAP002/24-25,2024-2025,1-0,SAP0002/24-25,4820.49,9.87,2,47578.24,SBI FIRST RATE TT BUY SELL,31/07/2024,83.745,null,3984439.71,null,null,null,null,null,null,VAT 5%,190448.93,0,0,null,null,null,null,null,null,null,113,04/09/2024,null,null
