COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,LOG_SEQ_NO,LOG_BY,LOG_DT,CONT_NAME,CONT_REF_NO,TRADE_REF_NO,SIGNING_DT,SIGNING_TIME,START_DT,END_DT,AGMT_BASE,AGMT_TYPE,TCQ,DCQ,VARIABLE_DCQ,QUANTITY_UNIT,RATE,RATE_UNIT,VARIABLE_RATE,POST_MARGIN,TRANSPORTATION_CHARGE,BUYER_NOM_FLAG,BUYER_MONTH_NOM,BUYER_WEEK_NOM,BUYER_DAILY_NOM,SELLER_NOM_FLAG,SELLER_MONTH_NOM,SELLER_WEEK_NOM,SELLER_DAILY_NOM,DAY_DEF_FLAG,DAY_START_TIME,DAY_END_TIME,MDCQ_FLAG,MDCQ_PERCENTAGE,FCC_FLAG,FCC_BY,FCC_DATE,REMARK,RENEWAL_DT,ENT_DT,ENT_BY,MODIFY_DT,MODIFY_BY,CONT_STATUS,IS_ALLOCATED,DDA_DT,DDA_TIME,BUYER_FORNGT_NOM,SELLER_FORNGT_NOM,TXN_CHARGE,BUYER_NOM_CUTOFF,TXN_UNIT,TCQ_SIGN,TCQ_REQUEST_FLAG,TCQ_REQUEST_CLOSE,TCQ_REQUEST_QTY,PRICE_REQUEST_FLAG,PRICE_APPROVE_FLAG,CHANGE_DATE_REQ,MEASUREMENT,MEASUREMENT_CLAUSE,MEAS_STANDARD,MEAS_TEMPERATURE,PRESSURE_MIN_BAR,PRESSURE_MAX_BAR,OFF_SPEC_GAS,OFF_SPEC_GAS_CLAUSE,SPEC_GAS_ENERGY_BASE,SPEC_GAS_MIN_ENERGY,SPEC_GAS_MAX_ENERGY,LIABILITY,LIABILITY_CLAUSE,BILLING_FLAG,BILLING_CLAUSE,TERMINATE_FLAG,TERMINATE_CLAUSE,TERMINATE_PLANED,TERMINATE_FORCE,SF_GEN_DT,CLOSE_EFF_DT,CLOSURE_REQUEST_FLAG,CLOSURE_ALLOC_QTY,CLOSURE_REMARK,ADV_ADJUST
MGL,2,6,0,7,0,S,9,48,16/07/2021 15:04:32,null,null,null,09/07/2021 00:00:00,null,10/07/2021 00:00:00,01/08/2021 00:00:00,X,0,414000,18000,null,1,13.5,2,null,15,null,Y,N,Y,Y,Y,N,Y,Y,Y,06:00,06:00,Y,105,Y,41,09/07/2021 00:00:00,null,null,16/07/2021 15:04:32,48,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,GPA2145,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
MGL,2,6,0,7,0,S,1,48,09/07/2021 20:47:15,null,null,null,09/07/2021 00:00:00,null,10/07/2021 00:00:00,01/08/2021 00:00:00,X,0,414000,18000,null,1,13.5,2,null,15,null,Y,N,Y,Y,Y,N,Y,Y,Y,06:00,06:00,Y,105,null,null,null,null,null,09/07/2021 20:47:15,48,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,GPA2145,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
MGL,2,6,0,7,0,S,2,48,09/07/2021 20:48:06,null,null,null,09/07/2021 00:00:00,null,10/07/2021 00:00:00,01/08/2021 00:00:00,X,0,414000,18000,null,1,13.5,2,null,15,null,Y,N,Y,Y,Y,N,Y,Y,Y,06:00,06:00,Y,105,null,null,null,null,null,09/07/2021 20:48:06,48,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,GPA2145,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
MGL,2,6,0,7,0,S,3,48,09/07/2021 20:56:21,null,null,null,09/07/2021 00:00:00,null,10/07/2021 00:00:00,01/08/2021 00:00:00,X,0,414000,18000,null,1,13.5,2,null,15,null,Y,N,Y,Y,Y,N,Y,Y,Y,06:00,06:00,Y,105,null,null,null,null,null,09/07/2021 20:56:21,48,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,GPA2145,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
MGL,2,6,0,7,0,S,4,48,09/07/2021 20:59:11,null,null,null,09/07/2021 00:00:00,null,10/07/2021 00:00:00,01/08/2021 00:00:00,X,0,414000,18000,null,1,13.5,2,null,15,null,Y,N,Y,Y,Y,N,Y,Y,Y,06:00,06:00,Y,105,null,null,null,null,null,09/07/2021 20:59:11,48,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,GPA2145,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
MGL,2,6,0,7,0,S,5,48,09/07/2021 20:59:43,null,null,null,09/07/2021 00:00:00,null,10/07/2021 00:00:00,01/08/2021 00:00:00,X,0,414000,18000,null,1,13.5,2,null,15,null,Y,N,Y,Y,Y,N,Y,Y,Y,06:00,06:00,Y,105,null,null,null,null,null,09/07/2021 20:59:43,48,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,GPA2145,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
MGL,2,6,0,7,0,S,6,48,09/07/2021 21:00:10,null,null,null,09/07/2021 00:00:00,null,10/07/2021 00:00:00,01/08/2021 00:00:00,X,0,414000,18000,null,1,13.5,2,null,15,null,Y,N,Y,Y,Y,N,Y,Y,Y,06:00,06:00,Y,105,null,null,null,null,null,09/07/2021 21:00:10,48,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,GPA2145,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
MGL,2,6,0,7,0,S,7,48,10/07/2021 10:28:16,null,null,null,09/07/2021 00:00:00,null,10/07/2021 00:00:00,01/08/2021 00:00:00,X,0,414000,18000,null,1,13.5,2,null,15,null,Y,N,Y,Y,Y,N,Y,Y,Y,06:00,06:00,Y,105,Y,41,09/07/2021 00:00:00,null,null,10/07/2021 10:28:16,48,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,GPA2145,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
MGL,2,6,0,7,0,S,8,48,10/07/2021 10:28:59,null,null,null,09/07/2021 00:00:00,null,10/07/2021 00:00:00,01/08/2021 00:00:00,X,0,414000,18000,null,1,13.5,2,null,15,null,Y,N,Y,Y,Y,N,Y,Y,Y,06:00,06:00,Y,105,Y,41,09/07/2021 00:00:00,null,null,10/07/2021 10:28:59,48,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,GPA2145,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
MGL,2,6,0,2,0,S,1,18,03/01/2020 22:19:35,null,null,null,03/01/2020 00:00:00,null,04/01/2020 00:00:00,15/01/2020 00:00:00,X,0,102000,8500,null,1,7.47,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,105,null,null,null,Ex- Terminal Re basis ,null,03/01/2020 22:19:35,18,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,GPA2145,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
MGL,2,6,0,3,0,S,1,18,28/02/2020 12:00:21,null,null,null,27/02/2020 00:00:00,null,01/03/2020 00:00:00,03/04/2020 00:00:00,X,0,714000,21000,null,1,3.53,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,105,null,null,null,RE basis,null,28/02/2020 12:00:21,18,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,GPA2145,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
MGL,2,6,0,5,0,S,1,18,29/05/2020 18:47:58,null,null,null,29/05/2020 00:00:00,null,01/06/2020 00:00:00,03/07/2020 00:00:00,X,0,199762,20000,null,1,2.87,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,105,null,null,null,Ex Terminal,null,29/05/2020 18:47:58,18,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,GPA2145,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
MGL,2,6,0,9,0,S,1,48,12/08/2022 20:34:07,null,null,null,12/08/2022 00:00:00,19:40,16/08/2022 00:00:00,31/08/2022 00:00:00,X,0,64000,4000,null,1,34.33,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,105,null,null,null,null,null,12/08/2022 20:34:07,48,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,GPA2145,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
MGL,2,6,0,9,0,S,2,48,12/08/2022 20:34:32,null,null,null,12/08/2022 00:00:00,19:40,16/08/2022 00:00:00,31/08/2022 00:00:00,X,0,64000,4000,null,1,34.33,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,105,null,null,null,null,null,12/08/2022 20:34:32,48,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,GPA2145,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
MGL,2,6,0,9,0,S,3,48,29/08/2022 15:53:05,null,null,null,12/08/2022 00:00:00,19:40,16/08/2022 00:00:00,31/08/2022 00:00:00,X,0,64000,4000,null,1,34.33,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,105,Y,41,15/08/2022 00:00:00,null,null,29/08/2022 15:53:05,48,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,GPA2145,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
MGL,2,6,0,9,0,S,4,48,02/09/2022 14:29:33,null,null,null,12/08/2022 00:00:00,19:40,16/08/2022 00:00:00,31/08/2022 00:00:00,X,0,64000,4000,null,1,34.33,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,105,Y,41,15/08/2022 00:00:00,null,null,02/09/2022 14:29:33,48,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,GPA2145,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
MGL,2,6,0,10,0,S,1,48,29/08/2022 15:53:12,null,null,null,29/08/2022 00:00:00,00:00,01/09/2022 00:00:00,30/09/2022 00:00:00,X,0,375000,12500,null,1,31.13,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,105,null,null,null,null,null,29/08/2022 15:53:12,48,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,GPA2145,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
MGL,2,6,0,10,0,S,2,48,29/08/2022 15:53:37,null,null,null,29/08/2022 00:00:00,00:00,01/09/2022 00:00:00,30/09/2022 00:00:00,X,0,375000,12500,null,1,31.13,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,105,null,null,null,null,null,29/08/2022 15:53:37,48,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,GPA2145,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
MGL,2,6,0,10,0,S,3,48,30/08/2022 11:08:07,null,null,null,29/08/2022 00:00:00,00:00,01/09/2022 00:00:00,30/09/2022 00:00:00,X,0,375000,12500,null,1,31.13,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,105,null,null,null,null,null,30/08/2022 11:08:07,48,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,GPA2145,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
MGL,2,6,0,10,0,S,4,48,19/09/2022 11:39:58,null,null,null,29/08/2022 00:00:00,00:00,01/09/2022 00:00:00,30/09/2022 00:00:00,X,0,375000,12500,null,1,31.13,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,105,Y,41,30/08/2022 00:00:00,null,null,19/09/2022 11:39:58,48,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,GPA2145,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
MGL,2,6,0,10,0,S,5,48,19/09/2022 11:40:04,null,null,null,29/08/2022 00:00:00,00:00,01/09/2022 00:00:00,30/09/2022 00:00:00,X,0,375000,12500,null,1,31.13,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,105,Y,41,30/08/2022 00:00:00,null,null,19/09/2022 11:40:04,48,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,GPA2145,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
