COMPANY_CD,FINANCIAL_YEAR,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,BU_UNIT,BU_STATE_TIN,SVC_INVOICE_SEQ,SVC_INVOICE_NO,INVOICE_SEQ,INVOICE_NO,TRUCK_TRANS_CD,TRUCK_CD,MAPPING_ID,PERIOD_START_DT,PERIOD_END_DT,QTY_MMBTU,DISTANCE,ENT_BY,ENT_DT
JKPAPER,2023-2024,JKPAPER-1-0-1-7-0,1,0,7,0,B,1,null,4,TMS00004/23-24,T0075/23-24,T0075/23-24,null,null,null,null,null,818.44,null,6,02/05/2023 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-6-1,1,0,6,1,B,1,null,1,TMS00001/22-23,T1023/22-23,T1023/22-23,null,null,null,null,null,839.63,null,4,07/10/2025 09:09:08
JKPAPER,2022-2023,JKPAPER-1-0-1-6-1,1,0,6,1,B,1,null,1,TMS00001/22-23,T1059/22-23,T1059/22-23,null,null,null,null,null,830.10,null,4,07/10/2025 09:09:08
JKPAPER,2023-2024,JKPAPER-1-0-1-10-0,1,0,10,0,B,1,null,9,TMS00009/23-24,T0444/23-24,T0444/23-24,null,null,null,null,null,881.86,null,6,16/08/2023 00:00:00
JKPAPER,2023-2024,JKPAPER-1-0-1-10-0,1,0,10,0,B,1,null,10,TMS00010/23-24,T0478/23-24,T0478/23-24,null,null,null,null,null,834.74,null,6,01/09/2023 00:00:00
JKPAPER,2023-2024,JKPAPER-1-0-1-10-0,1,0,10,0,B,1,null,10,TMS00010/23-24,T0512/23-24,T0512/23-24,null,null,null,null,null,828.20,null,6,01/09/2023 00:00:00
JKPAPER,2023-2024,JKPAPER-1-0-1-10-0,1,0,10,0,B,1,null,10,TMS00010/23-24,T0550/23-24,T0550/23-24,null,null,null,null,null,825.88,null,6,01/09/2023 00:00:00
JKPAPER,2023-2024,JKPAPER-1-0-1-10-0,1,0,10,0,B,1,null,10,TMS00010/23-24,T0576/23-24,T0576/23-24,null,null,null,null,null,887.49,null,6,01/09/2023 00:00:00
JKPAPER,2021-2022,JKPAPER-1-0-1-3-0,1,0,3,0,B,1,null,16,TMS00016/21-22,T0711/21-22,T0711/21-22,null,null,null,null,null,843.94,null,36,01/04/2022 00:00:00
JKPAPER,2021-2022,JKPAPER-1-0-1-3-0,1,0,3,0,B,1,null,16,TMS00016/21-22,T0720/21-22,T0720/21-22,null,null,null,null,null,824.07,null,36,01/04/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-4-0,1,0,4,0,B,1,null,2,TMS00002/22-23,T0010/22-23,T0010/22-23,null,null,null,null,null,834.77,null,36,18/04/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-4-0,1,0,4,0,B,1,null,2,TMS00002/22-23,T0019/22-23,T0019/22-23,null,null,null,null,null,836.94,null,36,18/04/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-4-0,1,0,4,0,B,1,null,2,TMS00002/22-23,T0032/22-23,T0032/22-23,null,null,null,null,null,822.25,null,36,18/04/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-4-0,1,0,4,0,B,1,null,5,TMS00005/22-23,T0060/22-23,T0060/22-23,null,null,null,null,null,852.16,null,36,02/05/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-4-0,1,0,4,0,B,1,null,8,TMS00008/22-23,T0084/22-23,T0084/22-23,null,null,null,null,null,835.95,null,36,16/05/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-4-0,1,0,4,0,B,1,null,8,TMS00008/22-23,T0112/22-23,T0112/22-23,null,null,null,null,null,835.23,null,36,16/05/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-4-0,1,0,4,0,B,1,null,8,TMS00008/22-23,T0073/22-23,T0073/22-23,null,null,null,null,null,842.49,null,36,16/05/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-4-0,1,0,4,0,B,1,null,11,TMS00011/22-23,T0128/22-23,T0128/22-23,null,null,null,null,null,840.60,null,6,01/06/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-4-0,1,0,4,0,B,1,null,11,TMS00011/22-23,T0147/22-23,T0147/22-23,null,null,null,null,null,830.96,null,6,01/06/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-4-0,1,0,4,0,B,1,null,14,TMS00014/22-23,T0180/22-23,T0180/22-23,null,null,null,null,null,833.16,null,36,16/06/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-4-0,1,0,4,0,B,1,null,14,TMS00014/22-23,T0201/22-23,T0201/22-23,null,null,null,null,null,837.95,null,36,16/06/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-4-0,1,0,4,0,B,1,null,14,TMS00014/22-23,T0221/22-23,T0221/22-23,null,null,null,null,null,838.54,null,36,16/06/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-4-0,1,0,4,0,B,1,null,18,TMS00018/22-23,T0232/22-23,T0232/22-23,null,null,null,null,null,830.31,null,6,01/07/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-4-0,1,0,4,0,B,1,null,18,TMS00018/22-23,T0243/22-23,T0243/22-23,null,null,null,null,null,837.04,null,6,01/07/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-4-0,1,0,4,0,B,1,null,18,TMS00018/22-23,T0255/22-23,T0255/22-23,null,null,null,null,null,840.37,null,6,01/07/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-4-0,1,0,4,0,B,1,null,18,TMS00018/22-23,T0273/22-23,T0273/22-23,null,null,null,null,null,852.93,null,6,01/07/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-4-0,1,0,4,0,B,1,null,22,TMS00022/22-23,T0289/22-23,T0289/22-23,null,null,null,null,null,839.31,null,36,18/07/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-4-0,1,0,4,0,B,1,null,22,TMS00022/22-23,T0300/22-23,T0300/22-23,null,null,null,null,null,844.85,null,36,18/07/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-4-0,1,0,4,0,B,1,null,22,TMS00022/22-23,T0307/22-23,T0307/22-23,null,null,null,null,null,844.67,null,36,18/07/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-4-0,1,0,4,0,B,1,null,29,TMS00029/22-23,T0320/22-23,T0320/22-23,null,null,null,null,null,838.47,null,36,01/08/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-4-0,1,0,4,0,B,1,null,29,TMS00029/22-23,T0330/22-23,T0330/22-23,null,null,null,null,null,843.48,null,36,01/08/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-4-0,1,0,4,0,B,1,null,29,TMS00029/22-23,T0338/22-23,T0338/22-23,null,null,null,null,null,842.66,null,36,01/08/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-4-0,1,0,4,0,B,1,null,30,TMS00030/22-23,T0366/22-23,T0366/22-23,null,null,null,null,null,844.36,null,36,16/08/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-4-0,1,0,4,0,B,1,null,30,TMS00030/22-23,T0374/22-23,T0374/22-23,null,null,null,null,null,836.53,null,36,16/08/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-5-0,1,0,5,0,B,1,null,31,TMS00031/22-23,T0377/22-23,T0377/22-23,null,null,null,null,null,836.80,null,36,16/08/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-5-0,1,0,5,0,B,1,null,31,TMS00031/22-23,T0387/22-23,T0387/22-23,null,null,null,null,null,838.66,null,36,16/08/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-5-0,1,0,5,0,B,1,null,34,TMS00034/22-23,T0396/22-23,T0396/22-23,null,null,null,null,null,833.13,null,6,01/09/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-5-0,1,0,5,0,B,1,null,34,TMS00034/22-23,T0402/22-23,T0402/22-23,null,null,null,null,null,829.37,null,6,01/09/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-5-0,1,0,5,0,B,1,null,34,TMS00034/22-23,T0407/22-23,T0407/22-23,null,null,null,null,null,843.38,null,6,01/09/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-5-0,1,0,5,0,B,1,null,34,TMS00034/22-23,T0415/22-23,T0415/22-23,null,null,null,null,null,839.54,null,6,01/09/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-5-0,1,0,5,0,B,1,null,34,TMS00034/22-23,T0426/22-23,T0426/22-23,null,null,null,null,null,833.51,null,6,01/09/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-5-0,1,0,5,0,B,1,null,37,TMS00037/22-23,T0437/22-23,T0437/22-23,null,null,null,null,null,828.29,null,36,16/09/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-5-0,1,0,5,0,B,1,null,37,TMS00037/22-23,T0448/22-23,T0448/22-23,null,null,null,null,null,835.39,null,36,16/09/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-5-0,1,0,5,0,B,1,null,37,TMS00037/22-23,T0434/22-23,T0434/22-23,null,null,null,null,null,822.62,null,36,16/09/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-5-0,1,0,5,0,B,1,null,40,TMS00040/22-23,T0458/22-23,T0458/22-23,null,null,null,null,null,836.03,null,153,03/10/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-5-0,1,0,5,0,B,1,null,40,TMS00040/22-23,T0465/22-23,T0465/22-23,null,null,null,null,null,835.05,null,153,03/10/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-5-0,1,0,5,0,B,1,null,40,TMS00040/22-23,T0474/22-23,T0474/22-23,null,null,null,null,null,829.07,null,153,03/10/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-5-0,1,0,5,0,B,1,null,40,TMS00040/22-23,T0483/22-23,T0483/22-23,null,null,null,null,null,832.64,null,153,03/10/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-5-0,1,0,5,0,B,1,null,40,TMS00040/22-23,T0491/22-23,T0491/22-23,null,null,null,null,null,831.53,null,153,03/10/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-5-0,1,0,5,0,B,1,null,44,TMS00044/22-23,T0501/22-23,T0501/22-23,null,null,null,null,null,838.99,null,36,17/10/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-5-0,1,0,5,0,B,1,null,44,TMS00044/22-23,T0509/22-23,T0509/22-23,null,null,null,null,null,835.28,null,36,17/10/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-5-0,1,0,5,0,B,1,null,44,TMS00044/22-23,T0514/22-23,T0514/22-23,null,null,null,null,null,840.41,null,36,17/10/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-5-0,1,0,5,0,B,1,null,44,TMS00044/22-23,T0523/22-23,T0523/22-23,null,null,null,null,null,834.88,null,36,17/10/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-5-0,1,0,5,0,B,1,null,44,TMS00044/22-23,T0534/22-23,T0534/22-23,null,null,null,null,null,833.86,null,36,17/10/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-5-0,1,0,5,0,B,1,null,47,TMS00047/22-23,T0550/22-23,T0550/22-23,null,null,null,null,null,837.80,null,36,01/11/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-5-0,1,0,5,0,B,1,null,47,TMS00047/22-23,T0556/22-23,T0556/22-23,null,null,null,null,null,834.53,null,36,01/11/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-5-0,1,0,5,0,B,1,null,47,TMS00047/22-23,T0568/22-23,T0568/22-23,null,null,null,null,null,843.62,null,36,01/11/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-5-0,1,0,5,0,B,1,null,47,TMS00047/22-23,T0575/22-23,T0575/22-23,null,null,null,null,null,826.07,null,36,01/11/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-5-0,1,0,5,0,B,1,null,50,TMS00050/22-23,T0585/22-23,T0585/22-23,null,null,null,null,null,833.71,null,6,16/11/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-5-0,1,0,5,0,B,1,null,50,TMS00050/22-23,T0597/22-23,T0597/22-23,null,null,null,null,null,831.83,null,6,16/11/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-5-0,1,0,5,0,B,1,null,50,TMS00050/22-23,T0611/22-23,T0611/22-23,null,null,null,null,null,832.24,null,6,16/11/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-5-0,1,0,5,0,B,1,null,53,TMS00053/22-23,T0657/22-23,T0657/22-23,null,null,null,null,null,830.57,null,36,01/12/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-5-0,1,0,5,0,B,1,null,53,TMS00053/22-23,T0666/22-23,T0666/22-23,null,null,null,null,null,841.15,null,36,01/12/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-5-0,1,0,5,0,B,1,null,53,TMS00053/22-23,T0641/22-23,T0641/22-23,null,null,null,null,null,837.06,null,36,01/12/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-5-0,1,0,5,0,B,1,null,56,TMS00056/22-23,T0681/22-23,T0681/22-23,null,null,null,null,null,832.10,null,36,16/12/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-5-0,1,0,5,0,B,1,null,56,TMS00056/22-23,T0686/22-23,T0686/22-23,null,null,null,null,null,833.66,null,36,16/12/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-5-0,1,0,5,0,B,1,null,56,TMS00056/22-23,T0693/22-23,T0693/22-23,null,null,null,null,null,829.67,null,36,16/12/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-5-0,1,0,5,0,B,1,null,56,TMS00056/22-23,T0704/22-23,T0704/22-23,null,null,null,null,null,828.94,null,36,16/12/2022 00:00:00
JKPAPER,2023-2024,JKPAPER-1-0-1-11-0,1,0,11,0,B,1,null,23,TMS00023/23-24,T1410/23-24,T1410/23-24,null,null,null,null,null,868.34,null,6,01/02/2024 00:00:00
JKPAPER,2023-2024,JKPAPER-1-0-1-11-0,1,0,11,0,B,1,null,23,TMS00023/23-24,T1421/23-24,T1421/23-24,null,null,null,null,null,821.25,null,6,01/02/2024 00:00:00
JKPAPER,2023-2024,JKPAPER-1-0-1-11-0,1,0,11,0,B,1,null,23,TMS00023/23-24,T1434/23-24,T1434/23-24,null,null,null,null,null,839.03,null,6,01/02/2024 00:00:00
JKPAPER,2023-2024,JKPAPER-1-0-1-11-0,1,0,11,0,B,1,null,23,TMS00023/23-24,T1460/23-24,T1460/23-24,null,null,null,null,null,828.36,null,6,01/02/2024 00:00:00
VIRGO,2021-2022,VIRGO-1-0-1-1-0,1,0,1,0,B,1,null,10,TMS00010/21-22,T0572/21-22,T0572/21-22,null,null,null,null,null,869.28,null,36,02/03/2022 00:00:00
VIRGO,2021-2022,VIRGO-1-0-1-1-0,1,0,1,0,B,1,null,14,TMS00014/21-22,T0632/21-22,T0632/21-22,null,null,null,null,null,864.94,null,36,16/03/2022 00:00:00
VIRGO,2021-2022,VIRGO-1-0-1-1-0,1,0,1,0,B,1,null,14,TMS00014/21-22,T0661/21-22,T0661/21-22,null,null,null,null,null,866.32,null,36,16/03/2022 00:00:00
VIRGO,2021-2022,VIRGO-1-0-1-1-0,1,0,1,0,B,1,null,14,TMS00014/21-22,T0670/21-22,T0670/21-22,null,null,null,null,null,864.05,null,36,16/03/2022 00:00:00
VIRGO,2021-2022,VIRGO-1-0-1-1-0,1,0,1,0,B,1,null,17,TMS00017/21-22,T0689/21-22,T0689/21-22,null,null,null,null,null,863.58,null,36,01/04/2022 00:00:00
VIRGO,2021-2022,VIRGO-1-0-1-1-0,1,0,1,0,B,1,null,17,TMS00017/21-22,T0719/21-22,T0719/21-22,null,null,null,null,null,856.33,null,36,01/04/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-2-0,1,0,2,0,B,1,null,6,TMS00006/22-23,T0034/22-23,T0034/22-23,null,null,null,null,null,862.83,null,36,02/05/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-2-0,1,0,2,0,B,1,null,6,TMS00006/22-23,T0044/22-23,T0044/22-23,null,null,null,null,null,853.45,null,36,02/05/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-2-0,1,0,2,0,B,1,null,6,TMS00006/22-23,T0052/22-23,T0052/22-23,null,null,null,null,null,856.17,null,36,02/05/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-2-0,1,0,2,0,B,1,null,6,TMS00006/22-23,T0065/22-23,T0065/22-23,null,null,null,null,null,829.44,null,36,02/05/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-2-0,1,0,2,0,B,1,null,9,TMS00009/22-23,T0079/22-23,T0079/22-23,null,null,null,null,null,866.83,null,36,16/05/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-2-0,1,0,2,0,B,1,null,9,TMS00009/22-23,T0089/22-23,T0089/22-23,null,null,null,null,null,867.66,null,36,16/05/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-2-0,1,0,2,0,B,1,null,9,TMS00009/22-23,T0100/22-23,T0100/22-23,null,null,null,null,null,861.37,null,36,16/05/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-2-0,1,0,2,0,B,1,null,9,TMS00009/22-23,T0107/22-23,T0107/22-23,null,null,null,null,null,828.81,null,36,16/05/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-2-0,1,0,2,0,B,1,null,9,TMS00009/22-23,T0071/22-23,T0071/22-23,null,null,null,null,null,837.31,null,36,16/05/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-2-0,1,0,2,0,B,1,null,12,TMS00012/22-23,T0121/22-23,T0121/22-23,null,null,null,null,null,870.11,null,6,01/06/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-2-0,1,0,2,0,B,1,null,12,TMS00012/22-23,T0129/22-23,T0129/22-23,null,null,null,null,null,859.28,null,6,01/06/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-2-0,1,0,2,0,B,1,null,12,TMS00012/22-23,T0136/22-23,T0136/22-23,null,null,null,null,null,864.36,null,6,01/06/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-2-0,1,0,2,0,B,1,null,12,TMS00012/22-23,T0150/22-23,T0150/22-23,null,null,null,null,null,861.07,null,6,01/06/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-2-0,1,0,2,0,B,1,null,12,TMS00012/22-23,T0159/22-23,T0159/22-23,null,null,null,null,null,858.31,null,6,01/06/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-2-0,1,0,2,0,B,1,null,12,TMS00012/22-23,T0170/22-23,T0170/22-23,null,null,null,null,null,857.72,null,6,01/06/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-2-0,1,0,2,0,B,1,null,15,TMS00015/22-23,T0181/22-23,T0181/22-23,null,null,null,null,null,861.95,null,36,16/06/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,28,TMS00028/22-23,T0335/22-23,T0335/22-23,null,null,null,null,null,861.39,null,36,01/08/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,33,TMS00033/22-23,T0369/22-23,T0369/22-23,null,null,null,null,null,837.39,null,36,16/08/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,33,TMS00033/22-23,T0381/22-23,T0381/22-23,null,null,null,null,null,866.84,null,36,16/08/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,33,TMS00033/22-23,T0391/22-23,T0391/22-23,null,null,null,null,null,858.11,null,36,16/08/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,36,TMS00036/22-23,T0399/22-23,T0399/22-23,null,null,null,null,null,863.39,null,6,01/09/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,36,TMS00036/22-23,T0413/22-23,T0413/22-23,null,null,null,null,null,861.26,null,6,01/09/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,36,TMS00036/22-23,T0417/22-23,T0417/22-23,null,null,null,null,null,829.21,null,6,01/09/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,36,TMS00036/22-23,T0425/22-23,T0425/22-23,null,null,null,null,null,856.84,null,6,01/09/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,39,TMS00039/22-23,T0431/22-23,T0431/22-23,null,null,null,null,null,853.48,null,36,16/09/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,39,TMS00039/22-23,T0444/22-23,T0444/22-23,null,null,null,null,null,850.80,null,36,16/09/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,39,TMS00039/22-23,T0453/22-23,T0453/22-23,null,null,null,null,null,857.53,null,36,16/09/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,43,TMS00043/22-23,T0469/22-23,T0469/22-23,null,null,null,null,null,860.32,null,153,03/10/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,43,TMS00043/22-23,T0477/22-23,T0477/22-23,null,null,null,null,null,854.22,null,153,03/10/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,43,TMS00043/22-23,T0488/22-23,T0488/22-23,null,null,null,null,null,857.03,null,153,03/10/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,46,TMS00046/22-23,T0507/22-23,T0507/22-23,null,null,null,null,null,857.27,null,36,17/10/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,46,TMS00046/22-23,T0513/22-23,T0513/22-23,null,null,null,null,null,862.10,null,36,17/10/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,46,TMS00046/22-23,T0517/22-23,T0517/22-23,null,null,null,null,null,861.42,null,36,17/10/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,46,TMS00046/22-23,T0529/22-23,T0529/22-23,null,null,null,null,null,861.38,null,36,17/10/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,46,TMS00046/22-23,T0535/22-23,T0535/22-23,null,null,null,null,null,856.93,null,36,17/10/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,49,TMS00049/22-23,T0544/22-23,T0544/22-23,null,null,null,null,null,860.58,null,36,01/11/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,49,TMS00049/22-23,T0552/22-23,T0552/22-23,null,null,null,null,null,888.22,null,36,01/11/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,49,TMS00049/22-23,T0559/22-23,T0559/22-23,null,null,null,null,null,859.47,null,36,01/11/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,49,TMS00049/22-23,T0562/22-23,T0562/22-23,null,null,null,null,null,835.03,null,36,01/11/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,49,TMS00049/22-23,T0570/22-23,T0570/22-23,null,null,null,null,null,866.50,null,36,01/11/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,52,TMS00052/22-23,T0591/22-23,T0591/22-23,null,null,null,null,null,870.46,null,6,16/11/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,52,TMS00052/22-23,T0605/22-23,T0605/22-23,null,null,null,null,null,862.13,null,6,16/11/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,52,TMS00052/22-23,T0610/22-23,T0610/22-23,null,null,null,null,null,857.72,null,6,16/11/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,52,TMS00052/22-23,T0625/22-23,T0625/22-23,null,null,null,null,null,860.26,null,6,16/11/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,55,TMS00055/22-23,T0636/22-23,T0636/22-23,null,null,null,null,null,859.00,null,36,01/12/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,55,TMS00055/22-23,T0642/22-23,T0642/22-23,null,null,null,null,null,866.32,null,36,01/12/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,55,TMS00055/22-23,T0648/22-23,T0648/22-23,null,null,null,null,null,865.86,null,36,01/12/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,55,TMS00055/22-23,T0659/22-23,T0659/22-23,null,null,null,null,null,888.13,null,36,01/12/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,55,TMS00055/22-23,T0669/22-23,T0669/22-23,null,null,null,null,null,881.48,null,36,01/12/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,59,TMS00059/22-23,T0676/22-23,T0676/22-23,null,null,null,null,null,857.89,null,36,16/12/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,59,TMS00059/22-23,T0688/22-23,T0688/22-23,null,null,null,null,null,889.65,null,36,16/12/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,59,TMS00059/22-23,T0698/22-23,T0698/22-23,null,null,null,null,null,894.68,null,36,16/12/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,59,TMS00059/22-23,T0716/22-23,T0716/22-23,null,null,null,null,null,896.44,null,36,16/12/2022 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,63,TMS00063/22-23,T0727/22-23,T0727/22-23,null,null,null,null,null,889.00,null,6,02/01/2023 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,63,TMS00063/22-23,T0733/22-23,T0733/22-23,null,null,null,null,null,895.22,null,6,02/01/2023 00:00:00
VIRGO,2022-2023,VIRGO-1-0-1-4-0,1,0,4,0,B,1,null,63,TMS00063/22-23,T0741/22-23,T0741/22-23,null,null,null,null,null,884.50,null,6,02/01/2023 00:00:00
