

<<ROLLBACK_START>>,<<FMS_ENTITY_REQ_DTL>>,,, 	(21-FEB-2025 10:05:12)
2,35,C,1,1006, 	(21-FEB-2025 10:05:15)
2,36,C,1,1004, 	(21-FEB-2025 10:05:15)
2,36,C,3,1001, 	(21-FEB-2025 10:05:15)
2,36,C,2,1001, 	(21-FEB-2025 10:05:15)
2,36,C,1,1001, 	(21-FEB-2025 10:05:15)
2,36,C,1,1003, 	(21-FEB-2025 10:05:15)
2,36,C,3,1005, 	(21-FEB-2025 10:05:15)
2,36,C,2,1005, 	(21-FEB-2025 10:05:15)
2,36,C,2,1004, 	(21-FEB-2025 10:05:15)
2,36,C,4,1005, 	(21-FEB-2025 10:05:15)
2,36,C,4,1004, 	(21-FEB-2025 10:05:15)
2,36,C,1,1005, 	(21-FEB-2025 10:05:15)
2,36,C,4,1001, 	(21-FEB-2025 10:05:15)
2,36,C,2,1003, 	(21-FEB-2025 10:05:15)
2,37,C,1,1004, 	(21-FEB-2025 10:05:15)
2,37,C,1,1003, 	(21-FEB-2025 10:05:15)
2,37,C,1,1005, 	(21-FEB-2025 10:05:15)
2,37,C,1,1001, 	(21-FEB-2025 10:05:15)
2,198,C,1,1001, 	(21-FEB-2025 10:05:15)
2,198,C,2,1001, 	(21-FEB-2025 10:05:15)
2,198,C,2,1005, 	(21-FEB-2025 10:05:15)
2,198,C,1,1003, 	(21-FEB-2025 10:05:15)
2,198,C,1,1004, 	(21-FEB-2025 10:05:15)
2,198,C,1,1005, 	(21-FEB-2025 10:05:15)
2,198,C,1,1006, 	(21-FEB-2025 10:05:15)
2,220,C,1,1006, 	(21-FEB-2025 10:05:15)
2,220,C,1,1003, 	(21-FEB-2025 10:05:15)
2,220,C,1,1001, 	(21-FEB-2025 10:05:15)
2,38,C,2,1004, 	(21-FEB-2025 10:05:15)
2,38,C,2,1001, 	(21-FEB-2025 10:05:15)
2,38,C,1,1001, 	(21-FEB-2025 10:05:15)
2,38,C,2,1005, 	(21-FEB-2025 10:05:15)
2,38,C,1,1005, 	(21-FEB-2025 10:05:15)
2,38,C,2,1003, 	(21-FEB-2025 10:05:15)
2,38,C,2,1006, 	(21-FEB-2025 10:05:15)
2,38,C,1,1004, 	(21-FEB-2025 10:05:15)
2,38,C,1,1003, 	(21-FEB-2025 10:05:15)
2,38,C,1,1006, 	(21-FEB-2025 10:05:15)
2,39,C,1,1005, 	(21-FEB-2025 10:05:15)
2,39,C,1,1001, 	(21-FEB-2025 10:05:15)
2,40,C,1,1005, 	(21-FEB-2025 10:05:15)
2,40,C,1,1001, 	(21-FEB-2025 10:05:15)
2,40,C,2,1001, 	(21-FEB-2025 10:05:15)
2,40,C,2,1004, 	(21-FEB-2025 10:05:15)
2,40,C,1,1004, 	(21-FEB-2025 10:05:15)
2,40,C,2,1005, 	(21-FEB-2025 10:05:15)
2,41,C,1,1003, 	(21-FEB-2025 10:05:15)
2,41,C,1,1005, 	(21-FEB-2025 10:05:15)
2,41,C,1,1004, 	(21-FEB-2025 10:05:15)
2,41,C,1,1001, 	(21-FEB-2025 10:05:15)
2,234,C,1,1003, 	(21-FEB-2025 10:05:15)
2,234,C,1,1006, 	(21-FEB-2025 10:05:15)
2,234,C,1,1001, 	(21-FEB-2025 10:05:15)
2,263,C,1,1006, 	(21-FEB-2025 10:05:15)
2,263,C,1,1001, 	(21-FEB-2025 10:05:15)
2,263,C,1,1003, 	(21-FEB-2025 10:05:15)
2,206,C,1,1003, 	(21-FEB-2025 10:05:15)
2,206,C,1,1001, 	(21-FEB-2025 10:05:15)
2,206,C,1,1006, 	(21-FEB-2025 10:05:15)
2,42,C,1,1004, 	(21-FEB-2025 10:05:15)
2,42,C,1,1001, 	(21-FEB-2025 10:05:15)
2,42,C,2,1006, 	(21-FEB-2025 10:05:15)
2,42,C,2,1001, 	(21-FEB-2025 10:05:15)
2,42,C,2,1005, 	(21-FEB-2025 10:05:15)
2,42,C,1,1005, 	(21-FEB-2025 10:05:15)
2,42,C,1,1003, 	(21-FEB-2025 10:05:15)
2,201,C,1,1003, 	(21-FEB-2025 10:05:15)
2,201,C,1,1001, 	(21-FEB-2025 10:05:15)
2,201,C,1,1006, 	(21-FEB-2025 10:05:15)
2,276,C,1,1003, 	(21-FEB-2025 10:05:15)
2,276,C,1,1001, 	(21-FEB-2025 10:05:15)
2,276,C,1,1006, 	(21-FEB-2025 10:05:15)
2,196,C,1,1004, 	(21-FEB-2025 10:05:15)
2,196,C,1,1005, 	(21-FEB-2025 10:05:15)
2,196,C,1,1003, 	(21-FEB-2025 10:05:15)
2,223,C,1,1006, 	(21-FEB-2025 10:05:15)
2,223,C,1,1001, 	(21-FEB-2025 10:05:15)
2,223,C,1,1003, 	(21-FEB-2025 10:05:15)
2,1,T,1,1001, 	(21-FEB-2025 10:05:15)
2,43,T,1,1001, 	(21-FEB-2025 10:05:15)
2,1,T,5,1001, 	(21-FEB-2025 10:05:15)
2,46,C,1,1004, 	(21-FEB-2025 10:05:15)
2,46,C,1,1005, 	(21-FEB-2025 10:05:15)
2,46,C,2,1001, 	(21-FEB-2025 10:05:15)
2,46,C,1,1001, 	(21-FEB-2025 10:05:15)
2,46,C,2,1004, 	(21-FEB-2025 10:05:15)
2,46,C,1,1003, 	(21-FEB-2025 10:05:15)
2,46,C,2,1005, 	(21-FEB-2025 10:05:15)
2,46,C,2,1003, 	(21-FEB-2025 10:05:15)
2,47,C,1,1001, 	(21-FEB-2025 10:05:15)
2,47,C,2,1004, 	(21-FEB-2025 10:05:15)
2,47,C,1,1005, 	(21-FEB-2025 10:05:15)
2,47,C,2,1006, 	(21-FEB-2025 10:05:15)
2,47,C,1,1006, 	(21-FEB-2025 10:05:15)
2,47,C,2,1005, 	(21-FEB-2025 10:05:15)
2,47,C,2,1001, 	(21-FEB-2025 10:05:15)
2,47,C,1,1004, 	(21-FEB-2025 10:05:15)
2,48,C,1,1004, 	(21-FEB-2025 10:05:15)
2,48,C,1,1005, 	(21-FEB-2025 10:05:15)
2,48,C,1,1001, 	(21-FEB-2025 10:05:15)
2,48,C,1,1006, 	(21-FEB-2025 10:05:15)
2,231,C,1,1003, 	(21-FEB-2025 10:05:15)
2,231,C,1,1005, 	(21-FEB-2025 10:05:15)
2,231,C,1,1001, 	(21-FEB-2025 10:05:15)
2,231,C,1,1006, 	(21-FEB-2025 10:05:15)
2,231,C,1,1004, 	(21-FEB-2025 10:05:15)
2,49,C,1,1005, 	(21-FEB-2025 10:05:15)
2,49,C,1,1006, 	(21-FEB-2025 10:05:15)
2,49,C,1,1004, 	(21-FEB-2025 10:05:15)
2,49,C,1,1001, 	(21-FEB-2025 10:05:15)
2,50,C,2,1005, 	(21-FEB-2025 10:05:15)
2,50,C,2,1001, 	(21-FEB-2025 10:05:15)
2,50,C,1,1005, 	(21-FEB-2025 10:05:15)
2,50,C,2,1006, 	(21-FEB-2025 10:05:15)
2,50,C,1,1006, 	(21-FEB-2025 10:05:15)
2,50,C,1,1001, 	(21-FEB-2025 10:05:15)
2,140,C,1,1005, 	(21-FEB-2025 10:05:15)
2,140,C,1,1006, 	(21-FEB-2025 10:05:15)
2,140,C,1,1001, 	(21-FEB-2025 10:05:15)
2,140,C,1,1003, 	(21-FEB-2025 10:05:15)
2,52,C,4,1003, 	(21-FEB-2025 10:05:15)
2,52,C,3,1003, 	(21-FEB-2025 10:05:15)
2,52,C,2,1001, 	(21-FEB-2025 10:05:15)
2,52,C,3,1001, 	(21-FEB-2025 10:05:15)
2,52,C,1,1001, 	(21-FEB-2025 10:05:15)
2,52,C,1,1005, 	(21-FEB-2025 10:05:15)
2,52,C,2,1003, 	(21-FEB-2025 10:05:15)
2,52,C,1,1003, 	(21-FEB-2025 10:05:15)
2,52,C,4,1006, 	(21-FEB-2025 10:05:15)
2,52,C,4,1005, 	(21-FEB-2025 10:05:15)
2,52,C,2,1005, 	(21-FEB-2025 10:05:15)
2,52,C,4,1001, 	(21-FEB-2025 10:05:15)
2,255,C,1,1003, 	(21-FEB-2025 10:05:15)
2,255,C,1,1001, 	(21-FEB-2025 10:05:15)
2,255,C,1,1006, 	(21-FEB-2025 10:05:15)
2,117,C,2,1004, 	(21-FEB-2025 10:05:15)
2,117,C,1,1001, 	(21-FEB-2025 10:05:15)
2,117,C,2,1005, 	(21-FEB-2025 10:05:15)
2,117,C,1,1005, 	(21-FEB-2025 10:05:15)
2,117,C,2,1001, 	(21-FEB-2025 10:05:15)
2,54,C,1,1001, 	(21-FEB-2025 10:05:15)
2,54,C,2,1006, 	(21-FEB-2025 10:05:15)
2,54,C,1,1006, 	(21-FEB-2025 10:05:15)
2,54,C,1,1005, 	(21-FEB-2025 10:05:15)
2,54,C,2,1005, 	(21-FEB-2025 10:05:15)
2,54,C,2,1001, 	(21-FEB-2025 10:05:15)
2,55,C,1,1006, 	(21-FEB-2025 10:05:15)
2,55,C,1,1005, 	(21-FEB-2025 10:05:15)
2,55,C,1,1001, 	(21-FEB-2025 10:05:15)
2,56,C,1,1004, 	(21-FEB-2025 10:05:15)
2,56,C,1,1001, 	(21-FEB-2025 10:05:15)
2,56,C,1,1006, 	(21-FEB-2025 10:05:15)
2,56,C,1,1005, 	(21-FEB-2025 10:05:15)
2,57,C,1,1001, 	(21-FEB-2025 10:05:15)
2,57,C,1,1003, 	(21-FEB-2025 10:05:15)
2,57,C,1,1005, 	(21-FEB-2025 10:05:15)
2,58,C,1,1001, 	(21-FEB-2025 10:05:15)
2,58,C,1,1005, 	(21-FEB-2025 10:05:15)
2,58,C,1,1006, 	(21-FEB-2025 10:05:15)
2,58,C,1,1004, 	(21-FEB-2025 10:05:15)
2,59,C,1,1001, 	(21-FEB-2025 10:05:15)
2,59,C,1,1006, 	(21-FEB-2025 10:05:15)
2,60,C,1,1006, 	(21-FEB-2025 10:05:15)
2,60,C,1,1001, 	(21-FEB-2025 10:05:15)
2,60,C,1,1003, 	(21-FEB-2025 10:05:15)
2,124,C,1,1001, 	(21-FEB-2025 10:05:15)
2,124,C,1,1005, 	(21-FEB-2025 10:05:15)
2,124,C,1,1004, 	(21-FEB-2025 10:05:15)
2,124,T,2,1001, 	(21-FEB-2025 10:05:15)
2,208,C,1,1006, 	(21-FEB-2025 10:05:15)
2,208,C,1,1001, 	(21-FEB-2025 10:05:15)
2,61,C,1,1001, 	(21-FEB-2025 10:05:15)
2,61,C,1,1006, 	(21-FEB-2025 10:05:15)
2,61,C,1,1005, 	(21-FEB-2025 10:05:15)
2,158,C,1,1006, 	(21-FEB-2025 10:05:15)
2,158,C,2,1001, 	(21-FEB-2025 10:05:15)
2,158,C,1,1001, 	(21-FEB-2025 10:05:15)
2,158,C,1,1003, 	(21-FEB-2025 10:05:15)
2,158,C,1,1002, 	(21-FEB-2025 10:05:15)
2,158,C,2,1006, 	(21-FEB-2025 10:05:15)
2,227,C,1,1006, 	(21-FEB-2025 10:05:15)
2,227,C,1,1004, 	(21-FEB-2025 10:05:15)
2,227,C,1,1005, 	(21-FEB-2025 10:05:15)
2,227,C,1,1001, 	(21-FEB-2025 10:05:15)
2,63,C,1,1006, 	(21-FEB-2025 10:05:15)
2,63,C,1,1005, 	(21-FEB-2025 10:05:15)
2,63,C,1,1001, 	(21-FEB-2025 10:05:15)
2,64,C,1,1004, 	(21-FEB-2025 10:05:15)
2,64,C,1,1003, 	(21-FEB-2025 10:05:15)
2,64,C,1,1001, 	(21-FEB-2025 10:05:15)
2,64,C,2,1005, 	(21-FEB-2025 10:05:15)
2,64,C,1,1005, 	(21-FEB-2025 10:05:15)
2,64,C,1,1006, 	(21-FEB-2025 10:05:15)
2,64,C,2,1004, 	(21-FEB-2025 10:05:15)
2,64,C,2,1001, 	(21-FEB-2025 10:05:15)
2,64,T,2,1001, 	(21-FEB-2025 10:05:15)
2,65,C,1,1001, 	(21-FEB-2025 10:05:15)
2,65,C,1,1005, 	(21-FEB-2025 10:05:15)
2,66,C,2,1005, 	(21-FEB-2025 10:05:15)
2,66,C,1,1005, 	(21-FEB-2025 10:05:15)
2,66,C,1,1006, 	(21-FEB-2025 10:05:15)
2,66,C,2,1001, 	(21-FEB-2025 10:05:15)
2,66,C,1,1001, 	(21-FEB-2025 10:05:15)
2,66,C,2,1004, 	(21-FEB-2025 10:05:15)
2,66,C,2,1006, 	(21-FEB-2025 10:05:15)
2,66,C,1,1004, 	(21-FEB-2025 10:05:15)
2,210,C,1,1005, 	(21-FEB-2025 10:05:15)
2,210,C,1,1001, 	(21-FEB-2025 10:05:15)
2,210,C,1,1004, 	(21-FEB-2025 10:05:15)
2,210,C,1,1006, 	(21-FEB-2025 10:05:15)
2,67,C,1,1001, 	(21-FEB-2025 10:05:15)
2,67,C,1,1004, 	(21-FEB-2025 10:05:15)
2,144,C,1,1004, 	(21-FEB-2025 10:05:15)
2,144,C,1,1005, 	(21-FEB-2025 10:05:15)
2,144,C,1,1001, 	(21-FEB-2025 10:05:15)
2,144,C,1,1006, 	(21-FEB-2025 10:05:15)
2,144,C,1,1003, 	(21-FEB-2025 10:05:15)
2,147,C,1,1005, 	(21-FEB-2025 10:05:15)
2,147,C,1,1006, 	(21-FEB-2025 10:05:15)
2,147,C,1,1001, 	(21-FEB-2025 10:05:15)
2,147,C,1,1004, 	(21-FEB-2025 10:05:15)
2,92,C,1,1004, 	(21-FEB-2025 10:05:15)
2,92,C,1,1005, 	(21-FEB-2025 10:05:15)
2,92,C,1,1001, 	(21-FEB-2025 10:05:15)
2,104,C,1,1004, 	(21-FEB-2025 10:05:15)
2,104,C,1,1005, 	(21-FEB-2025 10:05:15)
2,104,C,1,1001, 	(21-FEB-2025 10:05:15)
2,104,C,1,1006, 	(21-FEB-2025 10:05:15)
2,105,C,6,1005, 	(21-FEB-2025 10:05:15)
2,105,C,1,1005, 	(21-FEB-2025 10:05:15)
2,105,C,6,1003, 	(21-FEB-2025 10:05:15)
2,105,C,1,1006, 	(21-FEB-2025 10:05:15)
2,105,C,4,1005, 	(21-FEB-2025 10:05:15)
2,105,C,3,1005, 	(21-FEB-2025 10:05:15)
2,105,C,1,1001, 	(21-FEB-2025 10:05:15)
2,105,C,5,1001, 	(21-FEB-2025 10:05:15)
2,105,C,2,1006, 	(21-FEB-2025 10:05:15)
2,105,C,6,1001, 	(21-FEB-2025 10:05:15)
2,105,C,4,1006, 	(21-FEB-2025 10:05:15)
2,105,C,2,1005, 	(21-FEB-2025 10:05:15)
2,105,C,4,1001, 	(21-FEB-2025 10:05:15)
2,105,C,5,1005, 	(21-FEB-2025 10:05:15)
2,105,C,3,1001, 	(21-FEB-2025 10:05:15)
2,105,C,2,1001, 	(21-FEB-2025 10:05:15)
2,105,C,5,1003, 	(21-FEB-2025 10:05:15)
2,105,C,3,1006, 	(21-FEB-2025 10:05:15)
2,162,C,1,1001, 	(21-FEB-2025 10:05:15)
2,162,C,1,1006, 	(21-FEB-2025 10:05:15)
2,151,C,1,1004, 	(21-FEB-2025 10:05:15)
2,151,C,1,1006, 	(21-FEB-2025 10:05:15)
2,151,C,1,1005, 	(21-FEB-2025 10:05:15)
2,151,C,1,1003, 	(21-FEB-2025 10:05:15)
2,151,C,2,1001, 	(21-FEB-2025 10:05:15)
2,151,C,1,1001, 	(21-FEB-2025 10:05:15)
2,106,C,1,1003, 	(21-FEB-2025 10:05:15)
2,106,C,1,1001, 	(21-FEB-2025 10:05:15)
2,106,C,1,1006, 	(21-FEB-2025 10:05:15)
2,107,C,1,1004, 	(21-FEB-2025 10:05:15)
2,107,C,1,1005, 	(21-FEB-2025 10:05:15)
2,107,C,1,1006, 	(21-FEB-2025 10:05:15)
2,107,C,1,1001, 	(21-FEB-2025 10:05:15)
2,190,C,1,1005, 	(21-FEB-2025 10:05:15)
2,190,C,2,1001, 	(21-FEB-2025 10:05:15)
2,190,C,1,1004, 	(21-FEB-2025 10:05:15)
2,190,C,1,1001, 	(21-FEB-2025 10:05:15)
2,190,C,2,1004, 	(21-FEB-2025 10:05:15)
2,190,C,1,1003, 	(21-FEB-2025 10:05:15)
2,190,C,2,1005, 	(21-FEB-2025 10:05:15)
2,176,C,1,1006, 	(21-FEB-2025 10:05:15)
2,176,C,1,1005, 	(21-FEB-2025 10:05:15)
2,176,C,1,1004, 	(21-FEB-2025 10:05:15)
2,176,C,1,1001, 	(21-FEB-2025 10:05:15)
2,188,C,1,1001, 	(21-FEB-2025 10:05:15)
2,188,C,1,1003, 	(21-FEB-2025 10:05:15)
2,188,C,1,1006, 	(21-FEB-2025 10:05:15)
2,202,C,2,1003, 	(21-FEB-2025 10:05:15)
2,202,C,2,1006, 	(21-FEB-2025 10:05:15)
2,202,C,2,1001, 	(21-FEB-2025 10:05:15)
2,202,C,1,1006, 	(21-FEB-2025 10:05:15)
2,202,C,1,1001, 	(21-FEB-2025 10:05:15)
2,202,C,1,1003, 	(21-FEB-2025 10:05:15)
2,277,C,1,1001, 	(21-FEB-2025 10:05:15)
2,277,C,1,1006, 	(21-FEB-2025 10:05:15)
2,277,C,1,1003, 	(21-FEB-2025 10:05:15)
2,167,C,1,1006, 	(21-FEB-2025 10:05:15)
2,167,C,1,1001, 	(21-FEB-2025 10:05:15)
2,122,C,1,1001, 	(21-FEB-2025 10:05:15)
2,122,C,2,1004, 	(21-FEB-2025 10:05:15)
2,122,C,1,1006, 	(21-FEB-2025 10:05:15)
2,122,C,2,1001, 	(21-FEB-2025 10:05:15)
2,122,C,2,1003, 	(21-FEB-2025 10:05:15)
2,122,C,1,1003, 	(21-FEB-2025 10:05:15)
2,122,C,2,1006, 	(21-FEB-2025 10:05:15)
2,122,C,1,1004, 	(21-FEB-2025 10:05:15)
2,174,C,1,1001, 	(21-FEB-2025 10:05:15)
2,174,C,1,1006, 	(21-FEB-2025 10:05:15)
2,181,C,1,1006, 	(21-FEB-2025 10:05:15)
2,181,C,1,1004, 	(21-FEB-2025 10:05:15)
2,181,C,1,1001, 	(21-FEB-2025 10:05:15)
2,181,C,1,1005, 	(21-FEB-2025 10:05:15)
2,183,C,1,1004, 	(21-FEB-2025 10:05:15)
2,183,C,1,1001, 	(21-FEB-2025 10:05:15)
2,183,C,1,1005, 	(21-FEB-2025 10:05:15)
2,183,C,1,1006, 	(21-FEB-2025 10:05:15)
2,184,C,1,1001, 	(21-FEB-2025 10:05:15)
2,184,C,1,1006, 	(21-FEB-2025 10:05:15)
2,123,C,1,1001, 	(21-FEB-2025 10:05:15)
2,123,C,1,1004, 	(21-FEB-2025 10:05:15)
2,123,C,1,1005, 	(21-FEB-2025 10:05:15)
2,123,C,1,1006, 	(21-FEB-2025 10:05:15)
2,121,C,1,1005, 	(21-FEB-2025 10:05:15)
2,121,C,1,1004, 	(21-FEB-2025 10:05:15)
2,121,C,1,1001, 	(21-FEB-2025 10:05:15)
2,121,C,1,1006, 	(21-FEB-2025 10:05:15)
2,119,C,1,1006, 	(21-FEB-2025 10:05:15)
2,119,C,1,1005, 	(21-FEB-2025 10:05:15)
2,119,C,1,1003, 	(21-FEB-2025 10:05:15)
2,119,C,1,1001, 	(21-FEB-2025 10:05:15)
2,118,C,1,1004, 	(21-FEB-2025 10:05:15)
2,118,C,1,1005, 	(21-FEB-2025 10:05:15)
2,118,C,1,1006, 	(21-FEB-2025 10:05:15)
2,118,C,1,1001, 	(21-FEB-2025 10:05:15)
2,130,C,1,1003, 	(21-FEB-2025 10:05:15)
2,130,C,1,1004, 	(21-FEB-2025 10:05:15)
2,130,C,1,1005, 	(21-FEB-2025 10:05:15)
2,130,C,1,1001, 	(21-FEB-2025 10:05:15)
2,130,C,1,1006, 	(21-FEB-2025 10:05:15)
2,2,B,1,1005, 	(21-FEB-2025 10:05:15)
2,2,B,1,1004, 	(21-FEB-2025 10:05:15)
2,2,B,1,1001, 	(21-FEB-2025 10:05:15)
2,2,B,1,1002, 	(21-FEB-2025 10:05:15)
2,2,B,1,1003, 	(21-FEB-2025 10:05:15)
2,2,B,2,1001, 	(21-FEB-2025 10:05:15)
2,2,B,3,1001, 	(21-FEB-2025 10:05:15)
2,2,B,2,1005, 	(21-FEB-2025 10:05:15)
2,2,B,3,1005, 	(21-FEB-2025 10:05:15)
2,2,B,3,1004, 	(21-FEB-2025 10:05:15)
2,2,B,2,1004, 	(21-FEB-2025 10:05:15)
1,67,T,1,1001, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
1,67,T,1,1002, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
1,67,T,1,1003, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
1,67,T,1,1004, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
1,67,T,1,1005, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
1,67,T,1,1006, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
1,67,T,1,1007, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,13,C,1,1003, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,24,C,1,1004, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,29,C,7,1004, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,31,C,1,1004, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,36,C,4,1003, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,52,C,1,1004, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,52,C,2,1004, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,52,C,3,1004, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,52,C,3,1005, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,C,1,1001, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,C,1,1005, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,C,2,1001, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,C,2,1002, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,C,2,1003, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,C,2,1004, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,C,2,1005, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,C,3,1001, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,C,3,1003, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,C,3,1004, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,C,3,1005, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,C,4,1001, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,C,4,1004, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,C,4,1005, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,C,5,1001, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,C,5,1005, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,C,6,1001, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,C,6,1004, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,C,6,1005, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,C,7,1001, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,C,7,1004, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,C,7,1005, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,C,8,1001, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,C,8,1004, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,C,8,1005, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,C,9,1001, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,C,9,1004, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,C,9,1005, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,C,10,1001, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,C,10,1004, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,C,10,1005, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,C,11,1001, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,C,11,1004, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,C,11,1005, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,C,11,1006, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,T,1,1001, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,T,2,1001, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,T,3,1001, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,154,T,4,1001, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,207,C,1,1004, 	(21-FEB-2025 10:05:15)	 (Not Deleted)

TOTAL DATA DELETED : ,681,,,, 	(21-FEB-2025 10:05:15)
 

<<ROLLBACK_END>>,<<FMS_COUNTERPARTY_PLANT_TAX()>>,,,, 	(21-FEB-2025 10:05:15)
 

<<ROLLBACK_START>>,<<FMS_COUNTERPARTY_BU_TAX()>>,,,, 	(21-FEB-2025 10:05:15)
 
COMPANY_CD,COUNTERPARTY_CD,ENTITY,PLANT_SEQ_NO,STAT_CD,TIMESTAMP
2,232,S,1,1001, 	(21-FEB-2025 10:05:15)
2,264,S,1,1001, 	(21-FEB-2025 10:05:15)
2,232,V,1,1001, 	(21-FEB-2025 10:05:15)
2,265,H,1,1001, 	(21-FEB-2025 10:05:15)

TOTAL DATA DELETED : ,4,,,, 	(21-FEB-2025 10:05:15)
 

<<ROLLBACK_END>>,<<FMS_COUNTERPARTY_BU_TAX()>>,,,, 	(21-FEB-2025 10:05:15)
 

<<ROLLBACK_START>>,<<FMS_ENTITY_TAX_STRUCT_DTL()>>,,,,, 	(21-FEB-2025 10:05:15)
 
COMPANY_CD,COUNTERPARTY_CD,ENTITY,PLANT_SEQ_NO,BU_UNIT,EFF_DT,TIMESTAMP
1,2,C,1,3,01/01/2024 00:00:00, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
1,2,C,2,3,01/01/2024 00:00:00, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
1,2,T,1,3,01/10/2024 00:00:00, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
1,5,C,1,3,01/01/2024 00:00:00, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
1,5,C,2,3,01/01/2024 00:00:00, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
1,6,C,1,3,28/02/2024 00:00:00, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
1,6,C,2,3,10/04/2024 00:00:00, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
1,6,T,1,3,01/10/2024 00:00:00, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
1,8,T,1,3,01/12/2023 00:00:00, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
1,8,T,2,3,01/12/2023 00:00:00, 	(21-FEB-2025 10:05:15)	 (Not Deleted)
2,43,T,2,1,01/01/2021 00:00:00, 	(21-FEB-2025 10:05:15)	 (Not Deleted)

TOTAL DATA DELETED : ,0,,,,, 	(21-FEB-2025 10:05:15)
 

<<ROLLBACK_END>>,<<FMS_ENTITY_TAX_STRUCT_DTL()>>,,,,, 	(21-FEB-2025 10:05:15)
 

<<ROLLBACK_START>>,<<FMS_ENTITY_SERVICE_TAX_DTL()>>,,,,,, 	(21-FEB-2025 10:05:15)
 
COMPANY_CD,COUNTERPARTY_CD,ENTITY,PLANT_SEQ_NO,INVOICE_TYPE,EFF_DT,BU_UNIT,TIMESTAMP
**********AutomationEMS Error  (21-FEB-2025 10:05:15) **********
java.lang.StringIndexOutOfBoundsException: String index out of range: -2

com.etrm.fms.migration.Master_SEIPL_Data_RollBack.FMS_ENTITY_SERVICE_TAX_DTL(Master_SEIPL_Data_RollBack.java:3861)
