EFF_DT,SHIP_CD,SHIP_NAME,TIMESTAMP
2,197,C,1,1003, 	(12-MAR-2025 18:06:49)
2,197,C,1,1001, 	(12-MAR-2025 18:06:49)
2,197,C,1,1005, 	(12-MAR-2025 18:06:49)
2,197,C,1,1006, 	(12-MAR-2025 18:06:49)
2,254,C,1,1001, 	(12-MAR-2025 18:06:49)
2,254,C,1,1006, 	(12-MAR-2025 18:06:49)
2,254,C,1,1003, 	(12-MAR-2025 18:06:49)
2,254,C,1,1005, 	(12-MAR-2025 18:06:49)
2,254,C,1,1004, 	(12-MAR-2025 18:06:49)
2,207,C,1,1004, 	(12-MAR-2025 18:06:49)
2,207,C,1,1006, 	(12-MAR-2025 18:06:49)
2,207,C,1,1003, 	(12-MAR-2025 18:06:49)
2,207,C,1,1001, 	(12-MAR-2025 18:06:49)
2,187,C,1,1004, 	(12-MAR-2025 18:06:49)
2,187,C,1,1001, 	(12-MAR-2025 18:06:49)
2,187,C,1,1006, 	(12-MAR-2025 18:06:49)
2,187,C,1,1003, 	(12-MAR-2025 18:06:49)
2,187,C,1,1005, 	(12-MAR-2025 18:06:49)
2,33,C,1,1001, 	(12-MAR-2025 18:06:49)
2,33,C,1,1004, 	(12-MAR-2025 18:06:49)
2,33,C,1,1006, 	(12-MAR-2025 18:06:49)
2,33,C,1,1003, 	(12-MAR-2025 18:06:49)
2,33,C,2,1001, 	(12-MAR-2025 18:06:49)
2,33,C,2,1003, 	(12-MAR-2025 18:06:49)
2,33,C,2,1006, 	(12-MAR-2025 18:06:49)
2,33,C,2,1004, 	(12-MAR-2025 18:06:49)
2,34,C,1,1006, 	(12-MAR-2025 18:06:49)
2,34,C,1,1001, 	(12-MAR-2025 18:06:49)
2,34,C,1,1003, 	(12-MAR-2025 18:06:49)
2,34,C,2,1004, 	(12-MAR-2025 18:06:49)
2,34,C,2,1001, 	(12-MAR-2025 18:06:49)
2,34,C,2,1005, 	(12-MAR-2025 18:06:49)
2,34,C,2,1006, 	(12-MAR-2025 18:06:49)
2,238,C,1,1006, 	(12-MAR-2025 18:06:49)
2,238,C,1,1001, 	(12-MAR-2025 18:06:49)
2,238,C,1,1005, 	(12-MAR-2025 18:06:49)
2,238,C,1,1003, 	(12-MAR-2025 18:06:49)
2,35,C,1,1005, 	(12-MAR-2025 18:06:49)
2,35,C,1,1004, 	(12-MAR-2025 18:06:49)
2,35,C,1,1006, 	(12-MAR-2025 18:06:49)
2,35,C,1,1003, 	(12-MAR-2025 18:06:49)
2,35,C,1,1001, 	(12-MAR-2025 18:06:49)
2,36,C,1,1005, 	(12-MAR-2025 18:06:49)
2,36,C,1,1001, 	(12-MAR-2025 18:06:49)
2,36,C,1,1003, 	(12-MAR-2025 18:06:49)
2,36,C,1,1004, 	(12-MAR-2025 18:06:49)
2,36,C,2,1003, 	(12-MAR-2025 18:06:49)
2,36,C,2,1001, 	(12-MAR-2025 18:06:49)
2,36,C,2,1005, 	(12-MAR-2025 18:06:49)
2,36,C,2,1004, 	(12-MAR-2025 18:06:49)
2,36,C,3,1005, 	(12-MAR-2025 18:06:49)
2,36,C,3,1001, 	(12-MAR-2025 18:06:49)
2,36,C,4,1001, 	(12-MAR-2025 18:06:49)
2,36,C,4,1003, 	(12-MAR-2025 18:06:49)
2,36,C,4,1005, 	(12-MAR-2025 18:06:49)
2,36,C,4,1004, 	(12-MAR-2025 18:06:49)
2,37,C,1,1004, 	(12-MAR-2025 18:06:49)
2,37,C,1,1001, 	(12-MAR-2025 18:06:49)
2,37,C,1,1005, 	(12-MAR-2025 18:06:49)
2,37,C,1,1003, 	(12-MAR-2025 18:06:49)
2,198,C,1,1001, 	(12-MAR-2025 18:06:49)
2,198,C,1,1003, 	(12-MAR-2025 18:06:49)
2,198,C,1,1005, 	(12-MAR-2025 18:06:49)
2,198,C,1,1006, 	(12-MAR-2025 18:06:49)
2,198,C,1,1004, 	(12-MAR-2025 18:06:49)
2,198,C,2,1005, 	(12-MAR-2025 18:06:49)
2,198,C,2,1001, 	(12-MAR-2025 18:06:49)
2,220,C,1,1006, 	(12-MAR-2025 18:06:49)
2,220,C,1,1001, 	(12-MAR-2025 18:06:49)
2,220,C,1,1003, 	(12-MAR-2025 18:06:49)
2,38,C,1,1005, 	(12-MAR-2025 18:06:49)
2,38,C,1,1003, 	(12-MAR-2025 18:06:49)
2,38,C,1,1004, 	(12-MAR-2025 18:06:49)
2,38,C,1,1006, 	(12-MAR-2025 18:06:49)
2,38,C,1,1001, 	(12-MAR-2025 18:06:49)
2,38,C,2,1006, 	(12-MAR-2025 18:06:49)
2,38,C,2,1005, 	(12-MAR-2025 18:06:49)
2,38,C,2,1003, 	(12-MAR-2025 18:06:49)
2,38,C,2,1001, 	(12-MAR-2025 18:06:49)
2,38,C,2,1004, 	(12-MAR-2025 18:06:49)
2,39,C,1,1005, 	(12-MAR-2025 18:06:49)
2,39,C,1,1001, 	(12-MAR-2025 18:06:49)
2,40,C,1,1001, 	(12-MAR-2025 18:06:49)
2,40,C,1,1004, 	(12-MAR-2025 18:06:49)
2,40,C,1,1005, 	(12-MAR-2025 18:06:49)
2,40,C,2,1005, 	(12-MAR-2025 18:06:49)
2,40,C,2,1001, 	(12-MAR-2025 18:06:49)
2,40,C,2,1004, 	(12-MAR-2025 18:06:49)
2,41,C,1,1005, 	(12-MAR-2025 18:06:49)
2,41,C,1,1004, 	(12-MAR-2025 18:06:49)
2,41,C,1,1001, 	(12-MAR-2025 18:06:49)
2,41,C,1,1003, 	(12-MAR-2025 18:06:49)
2,234,C,1,1003, 	(12-MAR-2025 18:06:49)
2,234,C,1,1001, 	(12-MAR-2025 18:06:49)
2,234,C,1,1006, 	(12-MAR-2025 18:06:49)
2,263,C,1,1006, 	(12-MAR-2025 18:06:49)
2,263,C,1,1003, 	(12-MAR-2025 18:06:49)
2,263,C,1,1001, 	(12-MAR-2025 18:06:49)
2,206,C,1,1003, 	(12-MAR-2025 18:06:49)
2,206,C,1,1006, 	(12-MAR-2025 18:06:49)
2,206,C,1,1001, 	(12-MAR-2025 18:06:49)
2,42,C,1,1001, 	(12-MAR-2025 18:06:49)
2,42,C,1,1005, 	(12-MAR-2025 18:06:49)
2,42,C,1,1004, 	(12-MAR-2025 18:06:49)
2,42,C,1,1003, 	(12-MAR-2025 18:06:49)
2,42,C,2,1005, 	(12-MAR-2025 18:06:49)
2,42,C,2,1006, 	(12-MAR-2025 18:06:49)
2,42,C,2,1001, 	(12-MAR-2025 18:06:49)
2,201,C,1,1003, 	(12-MAR-2025 18:06:49)
2,201,C,1,1006, 	(12-MAR-2025 18:06:49)
2,201,C,1,1001, 	(12-MAR-2025 18:06:49)
2,276,C,1,1003, 	(12-MAR-2025 18:06:49)
2,276,C,1,1006, 	(12-MAR-2025 18:06:49)
2,276,C,1,1001, 	(12-MAR-2025 18:06:49)
2,196,C,1,1004, 	(12-MAR-2025 18:06:49)
2,196,C,1,1003, 	(12-MAR-2025 18:06:49)
2,196,C,1,1005, 	(12-MAR-2025 18:06:49)
2,223,C,1,1006, 	(12-MAR-2025 18:06:49)
2,223,C,1,1003, 	(12-MAR-2025 18:06:49)
2,223,C,1,1001, 	(12-MAR-2025 18:06:49)
2,1,T,1,1001, 	(12-MAR-2025 18:06:49)
2,43,T,1,1001, 	(12-MAR-2025 18:06:49)
2,1,T,5,1001, 	(12-MAR-2025 18:06:49)
2,46,C,1,1004, 	(12-MAR-2025 18:06:49)
2,46,C,1,1005, 	(12-MAR-2025 18:06:49)
2,46,C,1,1001, 	(12-MAR-2025 18:06:49)
2,46,C,1,1003, 	(12-MAR-2025 18:06:49)
2,46,C,2,1004, 	(12-MAR-2025 18:06:49)
2,46,C,2,1005, 	(12-MAR-2025 18:06:49)
2,46,C,2,1003, 	(12-MAR-2025 18:06:49)
2,46,C,2,1001, 	(12-MAR-2025 18:06:49)
2,47,C,1,1005, 	(12-MAR-2025 18:06:49)
2,47,C,1,1001, 	(12-MAR-2025 18:06:49)
2,47,C,1,1006, 	(12-MAR-2025 18:06:49)
2,47,C,1,1004, 	(12-MAR-2025 18:06:49)
2,47,C,2,1001, 	(12-MAR-2025 18:06:49)
2,47,C,2,1005, 	(12-MAR-2025 18:06:49)
2,47,C,2,1004, 	(12-MAR-2025 18:06:49)
2,47,C,2,1006, 	(12-MAR-2025 18:06:49)
2,48,C,1,1004, 	(12-MAR-2025 18:06:49)
2,48,C,1,1006, 	(12-MAR-2025 18:06:49)
2,48,C,1,1001, 	(12-MAR-2025 18:06:49)
2,48,C,1,1005, 	(12-MAR-2025 18:06:49)
2,231,C,1,1003, 	(12-MAR-2025 18:06:49)
2,231,C,1,1005, 	(12-MAR-2025 18:06:49)
2,231,C,1,1004, 	(12-MAR-2025 18:06:49)
2,231,C,1,1006, 	(12-MAR-2025 18:06:49)
2,231,C,1,1001, 	(12-MAR-2025 18:06:49)
2,49,C,1,1005, 	(12-MAR-2025 18:06:49)
2,49,C,1,1006, 	(12-MAR-2025 18:06:49)
2,49,C,1,1001, 	(12-MAR-2025 18:06:49)
2,49,C,1,1004, 	(12-MAR-2025 18:06:49)
2,50,C,1,1006, 	(12-MAR-2025 18:06:49)
2,50,C,1,1001, 	(12-MAR-2025 18:06:49)
2,50,C,1,1005, 	(12-MAR-2025 18:06:49)
2,50,C,2,1006, 	(12-MAR-2025 18:06:49)
2,50,C,2,1005, 	(12-MAR-2025 18:06:49)
2,50,C,2,1001, 	(12-MAR-2025 18:06:49)
2,140,C,1,1005, 	(12-MAR-2025 18:06:49)
2,140,C,1,1003, 	(12-MAR-2025 18:06:49)
2,140,C,1,1001, 	(12-MAR-2025 18:06:49)
2,140,C,1,1006, 	(12-MAR-2025 18:06:49)
2,52,C,1,1001, 	(12-MAR-2025 18:06:49)
2,52,C,1,1003, 	(12-MAR-2025 18:06:49)
2,52,C,1,1005, 	(12-MAR-2025 18:06:49)
2,52,C,1,1004, 	(12-MAR-2025 18:06:49)
2,52,C,2,1004, 	(12-MAR-2025 18:06:49)
2,52,C,2,1001, 	(12-MAR-2025 18:06:49)
2,52,C,2,1005, 	(12-MAR-2025 18:06:49)
2,52,C,2,1003, 	(12-MAR-2025 18:06:49)
2,52,C,3,1003, 	(12-MAR-2025 18:06:49)
2,52,C,3,1005, 	(12-MAR-2025 18:06:49)
2,52,C,3,1001, 	(12-MAR-2025 18:06:49)
2,52,C,3,1004, 	(12-MAR-2025 18:06:49)
2,52,C,4,1003, 	(12-MAR-2025 18:06:49)
2,52,C,4,1001, 	(12-MAR-2025 18:06:49)
2,52,C,4,1005, 	(12-MAR-2025 18:06:49)
2,52,C,4,1006, 	(12-MAR-2025 18:06:49)
2,255,C,1,1003, 	(12-MAR-2025 18:06:49)
2,255,C,1,1006, 	(12-MAR-2025 18:06:49)
2,255,C,1,1001, 	(12-MAR-2025 18:06:49)
2,117,C,1,1005, 	(12-MAR-2025 18:06:49)
2,117,C,1,1001, 	(12-MAR-2025 18:06:49)
2,117,C,2,1001, 	(12-MAR-2025 18:06:49)
2,117,C,2,1004, 	(12-MAR-2025 18:06:49)
2,117,C,2,1005, 	(12-MAR-2025 18:06:49)
2,54,C,1,1001, 	(12-MAR-2025 18:06:49)
2,54,C,1,1006, 	(12-MAR-2025 18:06:49)
2,54,C,1,1005, 	(12-MAR-2025 18:06:49)
2,54,C,2,1005, 	(12-MAR-2025 18:06:49)
2,54,C,2,1001, 	(12-MAR-2025 18:06:49)
2,54,C,2,1006, 	(12-MAR-2025 18:06:49)
2,55,C,1,1006, 	(12-MAR-2025 18:06:49)
2,55,C,1,1001, 	(12-MAR-2025 18:06:49)
2,55,C,1,1005, 	(12-MAR-2025 18:06:49)
2,56,C,1,1004, 	(12-MAR-2025 18:06:49)
2,56,C,1,1005, 	(12-MAR-2025 18:06:49)
2,56,C,1,1006, 	(12-MAR-2025 18:06:49)
2,56,C,1,1001, 	(12-MAR-2025 18:06:49)
2,57,C,1,1005, 	(12-MAR-2025 18:06:49)
2,57,C,1,1003, 	(12-MAR-2025 18:06:49)
2,57,C,1,1001, 	(12-MAR-2025 18:06:49)
2,58,C,1,1006, 	(12-MAR-2025 18:06:49)
2,58,C,1,1004, 	(12-MAR-2025 18:06:49)
2,58,C,1,1005, 	(12-MAR-2025 18:06:49)
2,58,C,1,1001, 	(12-MAR-2025 18:06:49)
2,59,C,1,1006, 	(12-MAR-2025 18:06:49)
2,59,C,1,1001, 	(12-MAR-2025 18:06:49)
2,60,C,1,1006, 	(12-MAR-2025 18:06:49)
2,60,C,1,1003, 	(12-MAR-2025 18:06:49)
2,60,C,1,1001, 	(12-MAR-2025 18:06:49)
2,124,C,1,1005, 	(12-MAR-2025 18:06:49)
2,124,C,1,1001, 	(12-MAR-2025 18:06:49)
2,124,C,1,1004, 	(12-MAR-2025 18:06:49)
2,124,T,2,1001, 	(12-MAR-2025 18:06:49)
2,208,C,1,1001, 	(12-MAR-2025 18:06:49)
2,208,C,1,1006, 	(12-MAR-2025 18:06:49)
2,61,C,1,1001, 	(12-MAR-2025 18:06:49)
2,61,C,1,1005, 	(12-MAR-2025 18:06:49)
2,61,C,1,1006, 	(12-MAR-2025 18:06:49)
2,158,C,1,1006, 	(12-MAR-2025 18:06:49)
2,158,C,1,1001, 	(12-MAR-2025 18:06:49)
2,158,C,1,1002, 	(12-MAR-2025 18:06:49)
2,158,C,1,1003, 	(12-MAR-2025 18:06:49)
2,158,C,2,1006, 	(12-MAR-2025 18:06:49)
2,158,C,2,1001, 	(12-MAR-2025 18:06:49)
2,227,C,1,1006, 	(12-MAR-2025 18:06:49)
2,227,C,1,1001, 	(12-MAR-2025 18:06:49)
2,227,C,1,1005, 	(12-MAR-2025 18:06:49)
2,227,C,1,1004, 	(12-MAR-2025 18:06:49)
2,63,C,1,1006, 	(12-MAR-2025 18:06:49)
2,63,C,1,1001, 	(12-MAR-2025 18:06:49)
2,63,C,1,1005, 	(12-MAR-2025 18:06:49)
2,64,C,1,1003, 	(12-MAR-2025 18:06:49)
2,64,C,1,1006, 	(12-MAR-2025 18:06:49)
2,64,C,1,1001, 	(12-MAR-2025 18:06:49)
2,64,C,1,1004, 	(12-MAR-2025 18:06:49)
2,64,C,1,1005, 	(12-MAR-2025 18:06:49)
2,64,C,2,1004, 	(12-MAR-2025 18:06:49)
2,64,C,2,1001, 	(12-MAR-2025 18:06:49)
2,64,C,2,1005, 	(12-MAR-2025 18:06:49)
2,64,T,2,1001, 	(12-MAR-2025 18:06:49)
2,65,C,1,1001, 	(12-MAR-2025 18:06:49)
2,65,C,1,1005, 	(12-MAR-2025 18:06:49)
2,66,C,1,1006, 	(12-MAR-2025 18:06:49)
2,66,C,1,1005, 	(12-MAR-2025 18:06:49)
2,66,C,1,1001, 	(12-MAR-2025 18:06:49)
2,66,C,1,1004, 	(12-MAR-2025 18:06:49)
2,66,C,2,1006, 	(12-MAR-2025 18:06:49)
2,66,C,2,1004, 	(12-MAR-2025 18:06:49)
2,66,C,2,1005, 	(12-MAR-2025 18:06:49)
2,66,C,2,1001, 	(12-MAR-2025 18:06:49)
2,210,C,1,1005, 	(12-MAR-2025 18:06:49)
2,210,C,1,1006, 	(12-MAR-2025 18:06:49)
2,210,C,1,1004, 	(12-MAR-2025 18:06:49)
2,210,C,1,1001, 	(12-MAR-2025 18:06:49)
2,67,C,1,1004, 	(12-MAR-2025 18:06:49)
2,67,C,1,1001, 	(12-MAR-2025 18:06:49)
2,144,C,1,1004, 	(12-MAR-2025 18:06:49)
2,144,C,1,1005, 	(12-MAR-2025 18:06:49)
2,144,C,1,1003, 	(12-MAR-2025 18:06:49)
2,144,C,1,1006, 	(12-MAR-2025 18:06:49)
2,144,C,1,1001, 	(12-MAR-2025 18:06:49)
2,147,C,1,1005, 	(12-MAR-2025 18:06:49)
2,147,C,1,1006, 	(12-MAR-2025 18:06:49)
2,147,C,1,1004, 	(12-MAR-2025 18:06:49)
2,147,C,1,1001, 	(12-MAR-2025 18:06:49)
2,92,C,1,1004, 	(12-MAR-2025 18:06:49)
2,92,C,1,1001, 	(12-MAR-2025 18:06:49)
2,92,C,1,1005, 	(12-MAR-2025 18:06:49)
2,104,C,1,1004, 	(12-MAR-2025 18:06:49)
2,104,C,1,1006, 	(12-MAR-2025 18:06:49)
2,104,C,1,1001, 	(12-MAR-2025 18:06:49)
2,104,C,1,1005, 	(12-MAR-2025 18:06:49)
2,105,C,1,1001, 	(12-MAR-2025 18:06:49)
2,105,C,1,1005, 	(12-MAR-2025 18:06:49)
2,105,C,1,1006, 	(12-MAR-2025 18:06:49)
2,105,C,2,1006, 	(12-MAR-2025 18:06:49)
2,105,C,2,1001, 	(12-MAR-2025 18:06:49)
2,105,C,2,1005, 	(12-MAR-2025 18:06:49)
2,105,C,3,1006, 	(12-MAR-2025 18:06:49)
2,105,C,3,1005, 	(12-MAR-2025 18:06:49)
2,105,C,3,1001, 	(12-MAR-2025 18:06:49)
2,105,C,4,1005, 	(12-MAR-2025 18:06:49)
2,105,C,4,1001, 	(12-MAR-2025 18:06:49)
2,105,C,4,1006, 	(12-MAR-2025 18:06:49)
2,105,C,5,1005, 	(12-MAR-2025 18:06:49)
2,105,C,5,1001, 	(12-MAR-2025 18:06:49)
2,105,C,5,1003, 	(12-MAR-2025 18:06:49)
2,105,C,6,1001, 	(12-MAR-2025 18:06:49)
2,105,C,6,1005, 	(12-MAR-2025 18:06:49)
2,105,C,6,1003, 	(12-MAR-2025 18:06:49)
2,162,C,1,1006, 	(12-MAR-2025 18:06:49)
2,162,C,1,1001, 	(12-MAR-2025 18:06:49)
2,151,C,1,1004, 	(12-MAR-2025 18:06:49)
2,151,C,1,1006, 	(12-MAR-2025 18:06:49)
2,151,C,1,1001, 	(12-MAR-2025 18:06:49)
2,151,C,1,1003, 	(12-MAR-2025 18:06:49)
2,151,C,1,1005, 	(12-MAR-2025 18:06:49)
2,151,C,2,1001, 	(12-MAR-2025 18:06:49)
2,106,C,1,1001, 	(12-MAR-2025 18:06:49)
2,106,C,1,1003, 	(12-MAR-2025 18:06:49)
2,106,C,1,1006, 	(12-MAR-2025 18:06:49)
2,107,C,1,1004, 	(12-MAR-2025 18:06:49)
2,107,C,1,1001, 	(12-MAR-2025 18:06:49)
2,107,C,1,1006, 	(12-MAR-2025 18:06:49)
2,107,C,1,1005, 	(12-MAR-2025 18:06:49)
2,190,C,1,1005, 	(12-MAR-2025 18:06:49)
2,190,C,1,1001, 	(12-MAR-2025 18:06:49)
2,190,C,1,1003, 	(12-MAR-2025 18:06:49)
2,190,C,1,1004, 	(12-MAR-2025 18:06:49)
2,190,C,2,1005, 	(12-MAR-2025 18:06:49)
2,190,C,2,1004, 	(12-MAR-2025 18:06:49)
2,190,C,2,1001, 	(12-MAR-2025 18:06:49)
2,176,C,1,1006, 	(12-MAR-2025 18:06:49)
2,176,C,1,1001, 	(12-MAR-2025 18:06:49)
2,176,C,1,1004, 	(12-MAR-2025 18:06:49)
2,176,C,1,1005, 	(12-MAR-2025 18:06:49)
2,188,C,1,1001, 	(12-MAR-2025 18:06:49)
2,188,C,1,1006, 	(12-MAR-2025 18:06:49)
2,188,C,1,1003, 	(12-MAR-2025 18:06:49)
2,202,C,1,1001, 	(12-MAR-2025 18:06:49)
2,202,C,1,1006, 	(12-MAR-2025 18:06:49)
2,202,C,1,1003, 	(12-MAR-2025 18:06:49)
2,202,C,2,1006, 	(12-MAR-2025 18:06:49)
2,202,C,2,1003, 	(12-MAR-2025 18:06:49)
2,202,C,2,1001, 	(12-MAR-2025 18:06:49)
2,277,C,1,1001, 	(12-MAR-2025 18:06:49)
2,277,C,1,1003, 	(12-MAR-2025 18:06:49)
2,277,C,1,1006, 	(12-MAR-2025 18:06:49)
2,167,C,1,1001, 	(12-MAR-2025 18:06:49)
2,167,C,1,1006, 	(12-MAR-2025 18:06:49)
2,122,C,1,1006, 	(12-MAR-2025 18:06:49)
2,122,C,1,1003, 	(12-MAR-2025 18:06:49)
2,122,C,1,1001, 	(12-MAR-2025 18:06:49)
2,122,C,1,1004, 	(12-MAR-2025 18:06:49)
2,122,C,2,1006, 	(12-MAR-2025 18:06:49)
2,122,C,2,1003, 	(12-MAR-2025 18:06:49)
2,122,C,2,1004, 	(12-MAR-2025 18:06:49)
2,122,C,2,1001, 	(12-MAR-2025 18:06:49)
2,174,C,1,1006, 	(12-MAR-2025 18:06:49)
2,174,C,1,1001, 	(12-MAR-2025 18:06:49)
2,181,C,1,1006, 	(12-MAR-2025 18:06:49)
2,181,C,1,1005, 	(12-MAR-2025 18:06:49)
2,181,C,1,1001, 	(12-MAR-2025 18:06:49)
2,181,C,1,1004, 	(12-MAR-2025 18:06:49)
2,183,C,1,1004, 	(12-MAR-2025 18:06:49)
2,183,C,1,1006, 	(12-MAR-2025 18:06:49)
2,183,C,1,1005, 	(12-MAR-2025 18:06:49)
2,183,C,1,1001, 	(12-MAR-2025 18:06:49)
2,184,C,1,1006, 	(12-MAR-2025 18:06:49)
2,184,C,1,1001, 	(12-MAR-2025 18:06:49)
2,123,C,1,1001, 	(12-MAR-2025 18:06:49)
2,123,C,1,1006, 	(12-MAR-2025 18:06:49)
2,123,C,1,1005, 	(12-MAR-2025 18:06:49)
2,123,C,1,1004, 	(12-MAR-2025 18:06:49)
2,121,C,1,1005, 	(12-MAR-2025 18:06:49)
2,121,C,1,1006, 	(12-MAR-2025 18:06:49)
2,121,C,1,1001, 	(12-MAR-2025 18:06:49)
2,121,C,1,1004, 	(12-MAR-2025 18:06:49)
2,119,C,1,1006, 	(12-MAR-2025 18:06:49)
2,119,C,1,1001, 	(12-MAR-2025 18:06:49)
2,119,C,1,1003, 	(12-MAR-2025 18:06:49)
2,119,C,1,1005, 	(12-MAR-2025 18:06:49)
2,118,C,1,1004, 	(12-MAR-2025 18:06:49)
2,118,C,1,1001, 	(12-MAR-2025 18:06:49)
2,118,C,1,1006, 	(12-MAR-2025 18:06:49)
2,118,C,1,1005, 	(12-MAR-2025 18:06:49)
2,130,C,1,1003, 	(12-MAR-2025 18:06:49)
2,130,C,1,1004, 	(12-MAR-2025 18:06:49)
2,130,C,1,1006, 	(12-MAR-2025 18:06:49)
2,130,C,1,1001, 	(12-MAR-2025 18:06:49)
2,130,C,1,1005, 	(12-MAR-2025 18:06:49)
2,2,B,1,1005, 	(12-MAR-2025 18:06:49)
2,2,B,1,1004, 	(12-MAR-2025 18:06:49)
2,2,B,1,1001, 	(12-MAR-2025 18:06:49)
2,2,B,1,1002, 	(12-MAR-2025 18:06:49)
2,2,B,1,1003, 	(12-MAR-2025 18:06:49)
2,2,B,2,1001, 	(12-MAR-2025 18:06:49)
2,2,B,2,1004, 	(12-MAR-2025 18:06:49)
2,2,B,2,1005, 	(12-MAR-2025 18:06:49)
2,2,B,3,1005, 	(12-MAR-2025 18:06:49)
2,2,B,3,1004, 	(12-MAR-2025 18:06:49)
2,2,B,3,1001, 	(12-MAR-2025 18:06:49)

TOTAL DATA DELETED : ,732,,,, 	(12-MAR-2025 18:06:49)
 

<<ROLLBACK_END>>,<<FMS_COUNTERPARTY_PLANT_TAX()>>,,,, 	(12-MAR-2025 18:06:49)
 

<<ROLLBACK_START>>,<<FMS_COUNTERPARTY_BU_TAX()>>,,,, 	(12-MAR-2025 18:06:49)
 
COMPANY_CD,COUNTERPARTY_CD,ENTITY,PLANT_SEQ_NO,STAT_CD,TIMESTAMP
2,126,S,1,1001, 	(12-MAR-2025 18:06:49)
2,232,S,1,1001, 	(12-MAR-2025 18:06:49)
2,264,S,1,1001, 	(12-MAR-2025 18:06:49)
2,232,V,1,1001, 	(12-MAR-2025 18:06:49)
2,265,H,1,1001, 	(12-MAR-2025 18:06:49)

TOTAL DATA DELETED : ,5,,,, 	(12-MAR-2025 18:06:49)
 

<<ROLLBACK_END>>,<<FMS_COUNTERPARTY_BU_TAX()>>,,,, 	(12-MAR-2025 18:06:49)
 
