

<<START>>,<<FMS_BUY_DAILY_BUYER_NOM>>,,,,,, 	(08-APR-2025 13:01:06)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825036, 4,D, 	(08-APR-2025 13:01:25)
2,1, 0, 0,825036, 4,D, 	(08-APR-2025 13:01:25)
2,166, 0, 0,825160, 1,T, 	(08-APR-2025 13:01:25)
2,166, 0, 0,825160, 1,T, 	(08-APR-2025 13:01:25)
2,166, 0, 0,825160, 1,T, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,166, 0, 0,825160, 1,T, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,124, 0, 0,825150, 2,I, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,166, 0, 0,825160, 1,T, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825037, 4,D, 	(08-APR-2025 13:01:25)
2,1, 0, 0,825037, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,124, 0, 0,825150, 2,I, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,61, 0, 0,825152, 0,I, 	(08-APR-2025 13:01:25)
2,61, 0, 0,825152, 0,I, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825035, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825035, 4,D, 	(08-APR-2025 13:01:25)
2,1, 0, 0,825035, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825036, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,124, 0, 0,825150, 2,I, 	(08-APR-2025 13:01:25)
2,124, 0, 0,825150, 2,I, 	(08-APR-2025 13:01:25)
2,124, 0, 0,825150, 2,I, 	(08-APR-2025 13:01:25)
2,124, 0, 0,825150, 2,I, 	(08-APR-2025 13:01:25)
2,51, 0, 0,825104, 1,I, 	(08-APR-2025 13:01:25)
2,51, 0, 0,825104, 1,I, 	(08-APR-2025 13:01:25)
2,51, 0, 0,825104, 1,I, 	(08-APR-2025 13:01:25)
2,51, 0, 0,825104, 1,I, 	(08-APR-2025 13:01:25)
2,51, 0, 0,825104, 1,I, 	(08-APR-2025 13:01:25)
2,51, 0, 0,825104, 1,I, 	(08-APR-2025 13:01:25)
2,124, 0, 0,825150, 2,I, 	(08-APR-2025 13:01:25)
2,124, 0, 0,825150, 2,I, 	(08-APR-2025 13:01:25)
2,124, 0, 0,825150, 2,I, 	(08-APR-2025 13:01:25)
2,124, 0, 0,825150, 2,I, 	(08-APR-2025 13:01:25)
2,124, 0, 0,825150, 2,I, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,51, 0, 0,825104, 1,I, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,124, 0, 0,825150, 2,I, 	(08-APR-2025 13:01:25)
2,124, 0, 0,825150, 2,I, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,124, 0, 0,825150, 2,I, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,124, 0, 0,825150, 2,I, 	(08-APR-2025 13:01:25)
2,51, 0, 0,825104, 1,I, 	(08-APR-2025 13:01:25)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,154, 0, 0,825140, 0,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,154, 0, 0,825140, 0,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,124, 0, 0,825150, 2,I, 	(08-APR-2025 13:01:25)
2,124, 0, 0,825150, 2,I, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,124, 0, 0,825150, 2,I, 	(08-APR-2025 13:01:25)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,81, 0, 0,825162, 0,I, 	(08-APR-2025 13:01:25)
2,154, 0, 0,825140, 0,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,154, 0, 0,825140, 0,D, 	(08-APR-2025 13:01:25)
2,154, 0, 0,825140, 0,D, 	(08-APR-2025 13:01:25)
2,154, 0, 0,825140, 0,D, 	(08-APR-2025 13:01:25)
2,154, 0, 0,825140, 0,D, 	(08-APR-2025 13:01:25)
2,154, 0, 0,825140, 0,D, 	(08-APR-2025 13:01:25)
2,154, 0, 0,825140, 0,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,124, 0, 0,825150, 2,I, 	(08-APR-2025 13:01:25)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,154, 0, 0,825140, 0,D, 	(08-APR-2025 13:01:25)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,154, 0, 0,825140, 0,D, 	(08-APR-2025 13:01:25)
2,154, 0, 0,825140, 0,D, 	(08-APR-2025 13:01:25)
2,154, 0, 0,825140, 0,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,154, 0, 0,825140, 0,D, 	(08-APR-2025 13:01:25)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,154, 0, 0,825141, 2,D, 	(08-APR-2025 13:01:25)
2,154, 0, 0,825141, 2,D, 	(08-APR-2025 13:01:25)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,154, 0, 0,825141, 2,D, 	(08-APR-2025 13:01:25)
2,154, 0, 0,825141, 2,D, 	(08-APR-2025 13:01:25)
2,154, 0, 0,825141, 2,D, 	(08-APR-2025 13:01:25)
2,154, 0, 0,825141, 2,D, 	(08-APR-2025 13:01:25)
2,154, 0, 0,825141, 2,D, 	(08-APR-2025 13:01:25)
2,154, 0, 0,825141, 2,D, 	(08-APR-2025 13:01:25)
2,154, 0, 0,825141, 2,D, 	(08-APR-2025 13:01:25)
2,154, 0, 0,825141, 2,D, 	(08-APR-2025 13:01:25)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:25)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:25)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:26)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:26)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,51, 0, 0,825104, 1,I, 	(08-APR-2025 13:01:26)
2,154, 0, 0,825140, 0,D, 	(08-APR-2025 13:01:26)
2,154, 0, 0,825140, 0,D, 	(08-APR-2025 13:01:26)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:26)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:26)
2,81, 0, 0,825162, 0,I, 	(08-APR-2025 13:01:26)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:26)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,154, 0, 0,825140, 0,D, 	(08-APR-2025 13:01:26)
2,154, 0, 0,825140, 0,D, 	(08-APR-2025 13:01:26)
2,154, 0, 0,825140, 0,D, 	(08-APR-2025 13:01:26)
2,154, 0, 0,825140, 0,D, 	(08-APR-2025 13:01:26)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,81, 0, 0,825162, 0,I, 	(08-APR-2025 13:01:26)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:26)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:26)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,154, 0, 0,825140, 0,D, 	(08-APR-2025 13:01:26)
2,154, 0, 0,825140, 0,D, 	(08-APR-2025 13:01:26)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:26)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,154, 0, 0,825140, 0,D, 	(08-APR-2025 13:01:26)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:26)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:26)
2,124, 0, 0,825150, 2,I, 	(08-APR-2025 13:01:26)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:26)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,124, 0, 0,825150, 2,I, 	(08-APR-2025 13:01:26)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:26)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,81, 0, 0,825162, 0,I, 	(08-APR-2025 13:01:26)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:26)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,154, 0, 0,825140, 0,D, 	(08-APR-2025 13:01:26)
2,154, 0, 0,825140, 0,D, 	(08-APR-2025 13:01:26)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:26)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:26)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:26)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 13:01:26)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:26)	 (Not Inserted)
