

<<START>>,<<FMS_SECURITY_DEAL_MAP>>,,,, 	(26-MAY-2025 11:56:03)
 
COMPANY_CD,CD,SEQ_NO,MAP_SEQ_NO,SEQ_REV_NO,GX,TIMESTAMP
2, 20, 44, 0, 0 ,null, 	(26-MAY-2025 11:56:03)
2, 1, 6, 0, 0 ,null, 	(26-MAY-2025 11:56:03)
2, 110, 16, 0, 0 ,null, 	(26-MAY-2025 11:56:03)
2, 154, 44, 0, 0 ,null, 	(26-MAY-2025 11:56:03)
2, 110, 13, 0, 0 ,null, 	(26-MAY-2025 11:56:03)
2, 154, 35, 0, 0 ,null, 	(26-MAY-2025 11:56:03)
2, 110, 14, 0, 0 ,null, 	(26-MAY-2025 11:56:03)
2, 110, 15, 0, 0 ,null, 	(26-MAY-2025 11:56:03)
2, 20, 31, 0, 0 ,null, 	(26-MAY-2025 11:56:03)
2, 20, 32, 0, 0 ,null, 	(26-MAY-2025 11:56:03)
2, 110, 9, 0, 0 ,null, 	(26-MAY-2025 11:56:03)
2, 20, 38, 0, 0 ,null, 	(26-MAY-2025 11:56:03)
2, 20, 41, 0, 0 ,null, 	(26-MAY-2025 11:56:03)
2, 110, 17, 0, 0 ,null, 	(26-MAY-2025 11:56:03)
2, 110, 19, 0, 0 ,null, 	(26-MAY-2025 11:56:03)
2, 154, 38, 0, 0 ,null, 	(26-MAY-2025 11:56:03)
2, null, 39, 0, 0, null, 	(26-MAY-2025 11:56:03)	 (Not Inserted)
2, 154, 46, 0, 0 ,null, 	(26-MAY-2025 11:56:03)

TOTAL DATA IN EXCEL : 116 	(26-MAY-2025 11:56:03)
 

TOTAL DATA INSERTED : 86 	(26-MAY-2025 11:56:03)
 

TOTAL SKIPPED DATA 30 	(26-MAY-2025 11:56:03)
 
<<END>><<FMS_SECURITY_DEAL_MAP>> 	(26-MAY-2025 11:56:03)
 

<<START>>,<<FMS_SECURITY_MST>>,,,, 	(26-MAY-2025 11:56:03)
 
COMPANY_CD,CD,SEQ_NO,SEQ_REV_NO,GX,TIMESTAMP
2,1 ,10, 0 ,K, 	(26-MAY-2025 11:56:03)
2,1 ,11, 0 ,K, 	(26-MAY-2025 11:56:03)
2,1 ,12, 0 ,K, 	(26-MAY-2025 11:56:03)
2,1 ,13, 0 ,K, 	(26-MAY-2025 11:56:03)
2,116 ,2, 0 ,K, 	(26-MAY-2025 11:56:03)
2,116 ,1, 0 ,K, 	(26-MAY-2025 11:56:03)
2,null , ,, , 	(26-MAY-2025 11:56:03)	 (Not Inserted)
2,null , ,, , 	(26-MAY-2025 11:56:03)	 (Not Inserted)
2,256 ,1, 0 ,K, 	(26-MAY-2025 11:56:03)
2,null , ,, , 	(26-MAY-2025 11:56:03)	 (Not Inserted)
2,null , ,, , 	(26-MAY-2025 11:56:03)	 (Not Inserted)
2,null , ,, , 	(26-MAY-2025 11:56:03)	 (Not Inserted)
2,null , ,, , 	(26-MAY-2025 11:56:03)	 (Not Inserted)
2,null , ,, , 	(26-MAY-2025 11:56:03)	 (Not Inserted)
2,null , ,, , 	(26-MAY-2025 11:56:03)	 (Not Inserted)
2,null , ,, , 	(26-MAY-2025 11:56:03)	 (Not Inserted)
2,1 ,8, 0 ,K, 	(26-MAY-2025 11:56:03)
2,1 ,9, 0 ,K, 	(26-MAY-2025 11:56:03)
2,null , ,, , 	(26-MAY-2025 11:56:03)	 (Not Inserted)
2,null , ,, , 	(26-MAY-2025 11:56:03)	 (Not Inserted)
2,null , ,, , 	(26-MAY-2025 11:56:03)	 (Not Inserted)
2,null , ,, , 	(26-MAY-2025 11:56:03)	 (Not Inserted)
2,null , ,, , 	(26-MAY-2025 11:56:03)	 (Not Inserted)
2,154 ,10, 0 ,K, 	(26-MAY-2025 11:56:03)
2,154 ,17, 0 ,K, 	(26-MAY-2025 11:56:03)
2,154 ,18, 0 ,K, 	(26-MAY-2025 11:56:03)
2,110 ,2, 0 ,K, 	(26-MAY-2025 11:56:03)
2,null , ,, , 	(26-MAY-2025 11:56:03)	 (Not Inserted)
2,154 ,13, 0 ,K, 	(26-MAY-2025 11:56:03)
2,154 ,9, 0 ,K, 	(26-MAY-2025 11:56:03)
2,154 ,11, 0 ,K, 	(26-MAY-2025 11:56:03)
2,20 ,19, 0 ,K, 	(26-MAY-2025 11:56:03)
2,20 ,20, 0 ,K, 	(26-MAY-2025 11:56:03)
2,154 ,19, 0 ,K, 	(26-MAY-2025 11:56:03)
2,null , ,, , 	(26-MAY-2025 11:56:03)	 (Not Inserted)
2,20 ,14, 0 ,K, 	(26-MAY-2025 11:56:03)
2,null , ,, , 	(26-MAY-2025 11:56:03)	 (Not Inserted)
2,154 ,14, 0 ,K, 	(26-MAY-2025 11:56:03)
2,154 ,20, 0 ,K, 	(26-MAY-2025 11:56:03)
2,154 ,25, 0 ,K, 	(26-MAY-2025 11:56:03)
2,110 ,1, 0 ,K, 	(26-MAY-2025 11:56:03)
2,116 ,3, 0 ,K, 	(26-MAY-2025 11:56:03)
2,116 ,4, 0 ,K, 	(26-MAY-2025 11:56:03)
2,116 ,5, 0 ,K, 	(26-MAY-2025 11:56:03)
2,154 ,6, 0 ,K, 	(26-MAY-2025 11:56:03)
2,154 ,12, 0 ,K, 	(26-MAY-2025 11:56:03)
2,null , ,, , 	(26-MAY-2025 11:56:03)	 (Not Inserted)
2,20 ,22, 0 ,K, 	(26-MAY-2025 11:56:03)
2,154 ,21, 0 ,K, 	(26-MAY-2025 11:56:03)
2,null , ,, , 	(26-MAY-2025 11:56:03)	 (Not Inserted)
2,null , ,, , 	(26-MAY-2025 11:56:03)	 (Not Inserted)
2,null , ,, , 	(26-MAY-2025 11:56:03)	 (Not Inserted)
2,null , ,, , 	(26-MAY-2025 11:56:03)	 (Not Inserted)
2,15 ,20, 0 ,K, 	(26-MAY-2025 11:56:03)
2,110 ,3, 0 ,K, 	(26-MAY-2025 11:56:03)
2,null , ,, , 	(26-MAY-2025 11:56:03)	 (Not Inserted)
2,154 ,26, 0 ,K, 	(26-MAY-2025 11:56:03)
2,154 ,5, 0 ,K, 	(26-MAY-2025 11:56:03)
2,154 ,22, 0 ,K, 	(26-MAY-2025 11:56:03)
2,154 ,23, 0 ,K, 	(26-MAY-2025 11:56:03)
2,186 ,2, 0 ,K, 	(26-MAY-2025 11:56:03)
2,159 ,1, 0 ,K, 	(26-MAY-2025 11:56:03)
2,51 ,7, 0 ,K, 	(26-MAY-2025 11:56:03)
2,null , ,, , 	(26-MAY-2025 11:56:03)	 (Not Inserted)
2,20 ,36, 0 ,K, 	(26-MAY-2025 11:56:03)
2,110 ,4, 0 ,K, 	(26-MAY-2025 11:56:03)
2,154 ,28, 0 ,K, 	(26-MAY-2025 11:56:03)
2,154 ,29, 0 ,K, 	(26-MAY-2025 11:56:03)
2,110 ,6, 0 ,K, 	(26-MAY-2025 11:56:03)
2,null , ,, , 	(26-MAY-2025 11:56:03)	 (Not Inserted)
2,null , ,, , 	(26-MAY-2025 11:56:03)	 (Not Inserted)
2,166 ,1, 0 ,K, 	(26-MAY-2025 11:56:03)
2,1 ,5, 0 ,K, 	(26-MAY-2025 11:56:03)
2,110 ,5, 0 ,K, 	(26-MAY-2025 11:56:03)
2,166 ,3, 0 ,K, 	(26-MAY-2025 11:56:03)
2,null , ,, , 	(26-MAY-2025 11:56:03)	 (Not Inserted)
2,null , ,, , 	(26-MAY-2025 11:56:03)	 (Not Inserted)
2,110 ,8, 0 ,K, 	(26-MAY-2025 11:56:03)
2,154 ,32, 0 ,K, 	(26-MAY-2025 11:56:03)
2,64 ,1, 0 ,K, 	(26-MAY-2025 11:56:03)
2,20 ,27, 0 ,K, 	(26-MAY-2025 11:56:03)
2,20 ,28, 0 ,K, 	(26-MAY-2025 11:56:03)
2,null , ,, , 	(26-MAY-2025 11:56:03)	 (Not Inserted)
2,20 ,37, 0 ,K, 	(26-MAY-2025 11:56:03)
2,20 ,39, 0 ,K, 	(26-MAY-2025 11:56:03)
2,20 ,40, 0 ,K, 	(26-MAY-2025 11:56:03)
2,1 ,3, 0 ,K, 	(26-MAY-2025 11:56:03)
2,1 ,4, 0 ,K, 	(26-MAY-2025 11:56:03)
2,110 ,7, 0 ,K, 	(26-MAY-2025 11:56:03)
2,110 ,10, 0 ,K, 	(26-MAY-2025 11:56:03)
2,110 ,11, 0 ,K, 	(26-MAY-2025 11:56:03)
2,110 ,12, 0 ,K, 	(26-MAY-2025 11:56:03)
2,166 ,4, 0 ,K, 	(26-MAY-2025 11:56:03)
2,1 ,1, 0 ,K, 	(26-MAY-2025 11:56:03)
2,1 ,2, 0 ,K, 	(26-MAY-2025 11:56:03)
2,154 ,36, 0 ,K, 	(26-MAY-2025 11:56:03)
2,154 ,43, 0 ,K, 	(26-MAY-2025 11:56:03)
2,110 ,18, 0 ,K, 	(26-MAY-2025 11:56:03)
2,20 ,44, 0 ,K, 	(26-MAY-2025 11:56:03)
2,1 ,6, 0 ,K, 	(26-MAY-2025 11:56:03)
2,110 ,16, 0 ,K, 	(26-MAY-2025 11:56:03)
2,154 ,44, 0 ,K, 	(26-MAY-2025 11:56:03)
2,110 ,13, 0 ,K, 	(26-MAY-2025 11:56:03)
2,154 ,35, 0 ,K, 	(26-MAY-2025 11:56:03)
2,110 ,14, 0 ,K, 	(26-MAY-2025 11:56:03)
2,110 ,15, 0 ,K, 	(26-MAY-2025 11:56:03)
2,20 ,31, 0 ,K, 	(26-MAY-2025 11:56:03)
2,20 ,32, 0 ,K, 	(26-MAY-2025 11:56:03)
2,110 ,9, 0 ,K, 	(26-MAY-2025 11:56:03)
2,20 ,38, 0 ,K, 	(26-MAY-2025 11:56:03)
2,20 ,41, 0 ,K, 	(26-MAY-2025 11:56:03)
2,110 ,17, 0 ,K, 	(26-MAY-2025 11:56:03)
2,110 ,19, 0 ,K, 	(26-MAY-2025 11:56:03)
2,154 ,38, 0 ,K, 	(26-MAY-2025 11:56:03)
2,null , ,, , 	(26-MAY-2025 11:56:03)	 (Not Inserted)
2,154 ,46, 0 ,K, 	(26-MAY-2025 11:56:03)

TOTAL DATA IN EXCEL : 116 	(26-MAY-2025 11:56:03)
 

TOTAL DATA INSERTED : 86 	(26-MAY-2025 11:56:03)
 

TOTAL SKIPPED DATA 30 	(26-MAY-2025 11:56:03)
 
<<END>><<FMS_SECURITY_MST>> 	(26-MAY-2025 11:56:03)
 

<<START>>,<<FMS_TRADER_CARGO_MST>> 	(26-MAY-2025 11:56:17)
 
COMPANY_CD,CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_TYPE,CONT_NO,CONT_REV,CARGO_NO,CARGO_REF_NO,TIMESTAMP
2, 15, , , , , 0, ,1,22019, 	(26-MAY-2025 11:56:17)	 (Not Inserted)
2, 20, , , , , 0, ,1,22022, 	(26-MAY-2025 11:56:17)	 (Not Inserted)
2, 20, , , , , 0, ,1,22028, 	(26-MAY-2025 11:56:17)	 (Not Inserted)
2, 154, , , , , 0, ,1,22029, 	(26-MAY-2025 11:56:17)	 (Not Inserted)
2, 154, , , , , 0, ,1,22030, 	(26-MAY-2025 11:56:17)	 (Not Inserted)
2, 270, M, 1, 0, N, 710001, 0,1,5002, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 710002, 0,1,6003, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 710003, 0,1,6012, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 710004, 0,1,7004, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 710005, 0,1,7007, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 710006, 0,1,7012, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 710007, 0,1,7019, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 710008, 0,1,7020, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 710009, 0,1,7022, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 710010, 0,1,7023, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 710011, 0,1,7024, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 710012, 0,1,8001, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 710013, 0,1,8007, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 710014, 0,1,8013, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 710015, 0,1,8014, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 710016, 0,1,8015, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 710017, 0,1,8017, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 710018, 0,1,8019, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 710019, 0,1,8021, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 710020, 0,1,8025, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 710021, 0,1,8026, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 710022, 0,1,8028, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 710023, 0,1,9003, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 710024, 0,1,9004, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 710025, 0,1,9005, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 710026, 0,1,9007, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 710027, 0,1,9017, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 710028, 0,1,10002, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 710029, 0,1,10004, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 710030, 0,1,10005, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 711001, 0,1,10009, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 711001, 0,2,10010, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 711001, 0,3,10011, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 711001, 0,4,10012, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 711001, 0,5,10013, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 711001, 0,6,10014, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 711002, 0,1,11002, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 711003, 0,1,11006, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 712001, 0,1,11008, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 712001, 0,2,11009, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 712001, 0,3,11010, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 713001, 0,1,11011, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 713001, 0,2,11012, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 713001, 0,3,11013, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 713001, 0,4,11014, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 713001, 0,5,11015, 	(26-MAY-2025 11:56:17)
2, 270, M, 1, 0, N, 713001, 0,6,11016, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710031, 0,1,5001, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710032, 0,1,5003, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710033, 0,1,6001, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710034, 0,1,6002, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710035, 0,1,6004, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710036, 0,1,6005, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710037, 0,1,6006, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710038, 0,1,6007, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710039, 0,1,6008, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710040, 0,1,6009, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710041, 0,1,6010, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710042, 0,1,6011, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710043, 0,1,6013, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710044, 0,1,6014, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710045, 0,1,7001, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710046, 0,1,7002, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710047, 0,1,7003, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710048, 0,1,7005, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710049, 0,1,7006, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710050, 0,1,7008, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710051, 0,1,7009, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710052, 0,1,7010, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710053, 0,1,7011, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710054, 0,1,7013, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710055, 0,1,7014, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710056, 0,1,7015, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710057, 0,1,7016, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710058, 0,1,7017, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710059, 0,1,7018, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710060, 0,1,7021, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710061, 0,1,7025, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710062, 0,1,7026, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710063, 0,1,7027, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710064, 0,1,7028, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710065, 0,1,7029, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710066, 0,1,8002, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710067, 0,1,8003, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710068, 0,1,8004, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710069, 0,1,8005, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710070, 0,1,8006, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710071, 0,1,8008, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710072, 0,1,8009, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710073, 0,1,8010, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710074, 0,1,8011, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710075, 0,1,8012, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710076, 0,1,8016, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710077, 0,1,8018, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710078, 0,1,8020, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710079, 0,1,8022, 	(26-MAY-2025 11:56:17)
