

<<START>>,<<FMS_COUNTERPARTY_MST>>,, 	(28-FEB-2025 11:37:06)
10 , GGCL,11/05/2012 00:00:00, 	(28-FEB-2025 11:37:06)
11 , TPL,04/08/2012 00:00:00, 	(28-FEB-2025 11:37:06)
280 , WMSL,31/05/2011 00:00:00, 	(28-FEB-2025 11:37:06)
12 , MNGL,20/06/2013 00:00:00, 	(28-FEB-2025 11:37:06)
13 , IGL,04/02/2011 00:00:00, 	(28-FEB-2025 11:37:06)
14 , BPCL,24/07/2014 00:00:00, 	(28-FEB-2025 11:37:06)
269 , TEL,06/08/2014 00:00:00, 	(28-FEB-2025 11:37:06)
15 , HPCL,17/11/2010 00:00:00, 	(28-FEB-2025 11:37:06)
16 , JSW,11/10/2022 00:00:00, 	(28-FEB-2025 11:37:06)
16 , JSW,25/11/2014 00:00:00, 	(28-FEB-2025 11:37:06)
17 , BGL,11/10/2022 00:00:00, 	(28-FEB-2025 11:37:06)
17 , BGL,28/07/2016 00:00:00, 	(28-FEB-2025 11:37:06)
18 , GSFC,14/03/2016 00:00:00, 	(28-FEB-2025 11:37:06)
228 , H-Energy,14/11/2016 00:00:00, 	(28-FEB-2025 11:37:06)
160 , SIMPL,11/10/2022 00:00:00, 	(28-FEB-2025 11:37:06)
160 , SIMPL,14/11/2016 00:00:00, 	(28-FEB-2025 11:37:06)
19 , ATGL,11/10/2022 00:00:00, 	(28-FEB-2025 11:37:06)
19 , ATGL,13/01/2017 00:00:00, 	(28-FEB-2025 11:37:06)
20 , AMNS,26/08/2006 00:00:00, 	(28-FEB-2025 11:37:06)
 , SEMTPL,28/07/2017 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
21 , SGIPL,28/11/2017 00:00:00, 	(28-FEB-2025 11:37:06)
22 , VGL,03/07/2019 00:00:00, 	(28-FEB-2025 11:37:06)
23 , PGPGPL,28/04/2021 00:00:00, 	(28-FEB-2025 11:37:06)
23 , PGPGPL,01/04/2021 00:00:00, 	(28-FEB-2025 11:37:06)
 , PGPL,04/10/2019 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
24 , HCG,02/12/2019 00:00:00, 	(28-FEB-2025 11:37:06)
25 , GGL,09/12/2019 00:00:00, 	(28-FEB-2025 11:37:06)
26 , CFC,01/01/2020 00:00:00, 	(28-FEB-2025 11:37:06)
27 , IFFCO,01/01/2020 00:00:00, 	(28-FEB-2025 11:37:06)
28 , HGL-RLNG,01/02/2020 00:00:00, 	(28-FEB-2025 11:37:06)
29 , PipeInfra,11/10/2022 00:00:00, 	(28-FEB-2025 11:37:06)
29 , PipeInfra,01/01/2020 00:00:00, 	(28-FEB-2025 11:37:06)
30 , NFL,01/05/2020 00:00:00, 	(28-FEB-2025 11:37:06)
31 , HSIL,01/05/2020 00:00:00, 	(28-FEB-2025 11:37:06)
 , VVF,01/05/2020 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , VVF,14/07/2022 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
32 , KFL,23/07/2020 00:00:00, 	(28-FEB-2025 11:37:06)
197 , BIL,25/06/2020 00:00:00, 	(28-FEB-2025 11:37:06)
254 , RIPL,19/11/2020 00:00:00, 	(28-FEB-2025 11:37:06)
207 , CP,15/10/2020 00:00:00, 	(28-FEB-2025 11:37:06)
 , HHFG DLNG,26/10/2020 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
187 , VIDUWIL,01/01/2021 00:00:00, 	(28-FEB-2025 11:37:06)
33 , AGP CGD,25/01/2021 00:00:00, 	(28-FEB-2025 11:37:06)
34 , MINDA,29/01/2021 00:00:00, 	(28-FEB-2025 11:37:06)
238 , LEIPL,04/11/2020 00:00:00, 	(28-FEB-2025 11:37:06)
35 , SCHOTT,24/02/2020 00:00:00, 	(28-FEB-2025 11:37:06)
36 , HIL,01/01/2021 00:00:00, 	(28-FEB-2025 11:37:06)
37 , HCGD-B,01/04/2021 00:00:00, 	(28-FEB-2025 11:37:06)
198 , BIPL,21/07/2020 00:00:00, 	(28-FEB-2025 11:37:06)
220 , EXXARO,23/06/2021 00:00:00, 	(28-FEB-2025 11:37:06)
220 , EXXARO,29/05/2021 00:00:00, 	(28-FEB-2025 11:37:06)
257 , STVPL,11/10/2022 00:00:00, 	(28-FEB-2025 11:37:06)
257 , STVPL,18/02/2021 00:00:00, 	(28-FEB-2025 11:37:06)
233 , JGPL,11/10/2022 00:00:00, 	(28-FEB-2025 11:37:06)
233 , JGPL,18/02/2021 00:00:00, 	(28-FEB-2025 11:37:06)
279 , WALLCERA,17/02/2021 00:00:00, 	(28-FEB-2025 11:37:06)
193 , ASTIS,11/10/2022 00:00:00, 	(28-FEB-2025 11:37:06)
193 , ASTIS,17/02/2021 00:00:00, 	(28-FEB-2025 11:37:06)
109 , PROTON,11/10/2022 00:00:00, 	(28-FEB-2025 11:37:06)
109 , PROTON,16/06/2021 00:00:00, 	(28-FEB-2025 11:37:06)
109 , PROTON,16/02/2021 00:00:00, 	(28-FEB-2025 11:37:06)
192 , ANTIQUE,11/10/2022 00:00:00, 	(28-FEB-2025 11:37:06)
192 , ANTIQUE,16/06/2021 00:00:00, 	(28-FEB-2025 11:37:06)
192 , ANTIQUE,16/02/2021 00:00:00, 	(28-FEB-2025 11:37:06)
 , ACER,11/10/2022 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , ACER,16/06/2021 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , ACER,16/02/2021 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
38 , KAJARIA,30/11/2020 00:00:00, 	(28-FEB-2025 11:37:06)
222 , GASGROWS,11/10/2022 00:00:00, 	(28-FEB-2025 11:37:06)
222 , GASGROWS,07/05/2020 00:00:00, 	(28-FEB-2025 11:37:06)
39 , SISECAM,09/06/2021 00:00:00, 	(28-FEB-2025 11:37:06)
40 , ATPL,17/12/2020 00:00:00, 	(28-FEB-2025 11:37:06)
41 , OPAL,28/07/2021 00:00:00, 	(28-FEB-2025 11:37:06)
234 , JKPAPER,02/08/2021 00:00:00, 	(28-FEB-2025 11:37:06)
263 , STL,25/08/2021 00:00:00, 	(28-FEB-2025 11:37:06)
273 , UEPL,11/10/2022 00:00:00, 	(28-FEB-2025 11:37:06)
273 , UEPL,03/09/2021 00:00:00, 	(28-FEB-2025 11:37:06)
206 , CELLO,01/12/2021 00:00:00, 	(28-FEB-2025 11:37:06)
204 , CALDERYS,11/10/2022 00:00:00, 	(28-FEB-2025 11:37:06)
204 , CALDERYS,20/12/2021 00:00:00, 	(28-FEB-2025 11:37:06)
42 , RCF,30/12/2021 00:00:00, 	(28-FEB-2025 11:37:06)
201 , BWRL,25/01/2022 00:00:00, 	(28-FEB-2025 11:37:06)
235 , KRYO,11/10/2022 00:00:00, 	(28-FEB-2025 11:37:06)
235 , KRYO,31/01/2022 00:00:00, 	(28-FEB-2025 11:37:06)
276 , VIRGO,12/02/2022 00:00:00, 	(28-FEB-2025 11:37:06)
196 , BLPL,02/03/2022 00:00:00, 	(28-FEB-2025 11:37:06)
223 , GIPSKARTON,24/03/2022 00:00:00, 	(28-FEB-2025 11:37:06)
270 , TGPL,27/04/2005 00:00:00, 	(28-FEB-2025 11:37:06)
116 , SELNG,29/04/2005 00:00:00, 	(28-FEB-2025 11:37:06)
256 , SITME,20/10/2008 00:00:00, 	(28-FEB-2025 11:37:06)
 , DT,01/04/2005 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
268 , ThirdParty,01/03/2012 00:00:00, 	(28-FEB-2025 11:37:06)
 , Gunvor ,10/02/2021 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , RIL-D6,01/01/2021 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , BP ,01/01/2021 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , AMNS-T,01/01/2019 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , AMNS-T,14/07/2022 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , RIL-CBM,25/03/2022 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
226 , HPPL,01/07/2017 00:00:00, 	(28-FEB-2025 11:37:06)
 , PIL-Haz,23/03/2018 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , PIL-Haz,28/06/2023 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
45 , GSPL,21/04/2006 00:00:00, 	(28-FEB-2025 11:37:06)
 , GAIL-Haz,08/03/2007 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , GAIL-Haz,14/07/2022 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , PLLD,01/01/2020 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , PLLD,27/06/2023 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , D6Gadimoga,01/03/2021 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , D6Gadimoga,14/07/2022 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , PANKGA,01/01/2021 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , PANKGA,27/06/2023 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , PMSKGA,01/01/2021 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , PMSKGA,27/06/2023 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , PBHDGS,01/01/2021 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , PBHDGS,27/06/2023 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , PURCHASE-T,01/10/2021 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , PURCHASE-T,27/06/2023 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , PARK-ANK,01/02/2022 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , PARK-ANK,27/06/2023 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , PHUCBM,31/03/2022 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , PHUCBM,14/07/2022 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , PARK-MSK,19/04/2022 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , PARK-MSK,27/06/2023 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , PARK-BHD,19/04/2022 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , PARK-BHD,27/06/2023 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , PARKPHUCBM,19/04/2022 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , PARKPHUCBM,27/06/2023 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
46 , TGLPL,29/04/2022 00:00:00, 	(28-FEB-2025 11:37:06)
47 , TGBPL,29/04/2022 00:00:00, 	(28-FEB-2025 11:37:06)
48 , BGEPL,29/04/2022 00:00:00, 	(28-FEB-2025 11:37:06)
231 , IMCL,12/05/2022 00:00:00, 	(28-FEB-2025 11:37:06)
 , PMSKP,13/05/2022 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , PMSKP,27/06/2023 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
49 , VVF India,14/05/2022 00:00:00, 	(28-FEB-2025 11:37:06)
50 , GNFC,24/05/2022 00:00:00, 	(28-FEB-2025 11:37:06)
140 , MEGHHQX,02/06/2022 00:00:00, 	(28-FEB-2025 11:37:06)
51 , ONGC,07/06/2022 00:00:00, 	(28-FEB-2025 11:37:06)
52 , GLIL,07/06/2022 00:00:00, 	(28-FEB-2025 11:37:06)
272 , UGEL,09/06/2022 00:00:00, 	(28-FEB-2025 11:37:06)
255 , SGI-AP,27/06/2022 00:00:00, 	(28-FEB-2025 11:37:06)
 , IGX,29/06/2022 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , IGX,30/06/2022 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , IGX,14/07/2022 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , IGX,29/06/2022 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
53 , RGPL,29/06/2022 00:00:00, 	(28-FEB-2025 11:37:06)
224 , GTIPL,01/07/2022 00:00:00, 	(28-FEB-2025 11:37:06)
 , GSPL-C,12/07/2022 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , GSPL-C,12/07/2022 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
117 , PEPL,13/07/2022 00:00:00, 	(28-FEB-2025 11:37:06)
54 , GFCL,14/07/2022 00:00:00, 	(28-FEB-2025 11:37:06)
 , DERL,16/08/2022 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
55 , CPL,16/08/2022 00:00:00, 	(28-FEB-2025 11:37:06)
56 , IRM,07/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
56 , IRM,24/08/2022 00:00:00, 	(28-FEB-2025 11:37:06)
57 , PPL,26/08/2022 00:00:00, 	(28-FEB-2025 11:37:06)
58 , YARALTD,06/09/2022 00:00:00, 	(28-FEB-2025 11:37:06)
59 , INPEROX,13/09/2022 00:00:00, 	(28-FEB-2025 11:37:06)
60 , RAFECHL,28/09/2022 00:00:00, 	(28-FEB-2025 11:37:06)
124 , MGRPL,07/10/2022 00:00:00, 	(28-FEB-2025 11:37:06)
124 , MGRPL,01/10/2022 00:00:00, 	(28-FEB-2025 11:37:06)
208 , CNTENKA,17/10/2022 00:00:00, 	(28-FEB-2025 11:37:06)
61 , EFSPL,25/10/2022 00:00:00, 	(28-FEB-2025 11:37:06)
62 , WELSMEL,16/11/2022 00:00:00, 	(28-FEB-2025 11:37:06)
158 , HINDURV,17/11/2022 00:00:00, 	(28-FEB-2025 11:37:06)
 , DONOTUSE,21/11/2022 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , DONOTUSE,21/11/2022 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , DONOTUSE,17/11/2022 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , DONOTUSE,21/11/2022 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
227 , HCGPUTE,18/11/2022 00:00:00, 	(28-FEB-2025 11:37:06)
63 , GOAGLSF,25/11/2022 00:00:00, 	(28-FEB-2025 11:37:06)
64 , IGSPL,16/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
64 , IGSPL,25/11/2022 00:00:00, 	(28-FEB-2025 11:37:06)
 , ELAWPRC,02/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
65 , PEFORCV,08/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
 , AARVKRO,12/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
189 , ACOVIED,12/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
191 , ANTIQAC,15/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
191 , ANTIQAC,12/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
141 , ASIANPL,12/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
194 , AVLCRMC,12/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
195 , AXWELLG,12/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
199 , BEGLASS,12/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
200 , BHRTFRG,12/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
66 , BHEL,12/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
203 , BICELLO,12/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
143 , CAPAROE,12/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
209 , CLVTPVL,12/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
210 , COMFIND,13/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
67 , DCMSHRI,13/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
138 , DEENOVK,13/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
212 , DHARLTD,13/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
213 , DURAVIT,13/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
214 , DURZGRA,13/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
216 , ERACLTD,13/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
219 , EURILTD,13/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
221 , FIORGPL,13/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
68 , GAMALTD,13/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
69 , GFLLTD,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
70 , GMRLTD,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
71 , GOCOPRL,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
111 , GLDIDLI,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
72 , GJALCHEM,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
73 , GUJASZR,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
74 , GUJAGAS,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
75 , JOHNTBK,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
76 , HARYCIT,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
77 , HCGKCEP,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
78 , HEGLPWN,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
79 , HEROMO,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
80 , HICOTED,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
81 , HOECLTD,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
82 , HINZINC,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
144 , HINAGIL,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
83 , HINSPEC,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
229 , HOLLFIE,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
84 , HNDMTRS,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
147 , HPOIGAS,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
230 , ICONGLTD,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
148 , INDOLPL,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
85 , GASJIND,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
236 , LEXGRAN,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
239 , LOCEPRI,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
240 , LORVTPL,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
241 , LUMGLAP,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
86 , MANIKAR,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
87 , MARUTIS,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
243 , MAXGLTD,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
244 , LLPMILL,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
245 , LTDMILG,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
246 , MILVITL,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
88 , MINDLTD,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
89 , MMPINDL,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
247 , MOINLIM,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
248 , MOSPLTD,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
90 , NAGAFCL,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
91 , NARMADA,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
166 , ESSAREX,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
92 , NEL,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
250 , OWECORN,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
93 , PETNETLNG,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
94 , PRISM,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
252 , QUCELTD,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
253 , RAMALIM,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
 , RANDSIN,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
139 , SASANPO,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
95 , SENTOVI,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
96 , SHOLAGA,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
97 , SHREELI,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
258 , SIVPLTD,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
259 , SIYARAM,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
260 , SIYALIM,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
261 , SOLIMIC,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
262 , SPARVIT,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
98 , SRAVANT,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
142 , SGIPLTD,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
266 , TAURLES,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
267 , TTRPKPR,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
99 , THERLIM,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
100 , THGBGPL,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
145 , THYESTP,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
101 , TORRAUI,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
274 , VARGRAN,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
275 , VENIRAM,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
102 , VITOLAPL,14/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
103 , IOCL,16/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
169 , INGASTD,28/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
104 , TASTELI,30/12/2022 00:00:00, 	(28-FEB-2025 11:37:06)
105 , HMEL,04/01/2023 00:00:00, 	(28-FEB-2025 11:37:06)
211 , DIL,01/01/2023 00:00:00, 	(28-FEB-2025 11:37:06)
162 , BOROREN,05/01/2023 00:00:00, 	(28-FEB-2025 11:37:06)
151 , KINGASP,13/01/2023 00:00:00, 	(28-FEB-2025 11:37:06)
163 , CEUPGAS,13/01/2023 00:00:00, 	(28-FEB-2025 11:37:06)
173 , KNPFCHL,18/01/2023 00:00:00, 	(28-FEB-2025 11:37:06)
106 , RATNAGI,19/01/2023 00:00:00, 	(28-FEB-2025 11:37:06)
180 , RAJRAIR,19/01/2023 00:00:00, 	(28-FEB-2025 11:37:06)
107 , IDOINVA,27/01/2023 00:00:00, 	(28-FEB-2025 11:37:06)
107 , IDOINVA,27/01/2023 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
107 , IDOINVA,13/06/2023 00:00:00, 	(28-FEB-2025 11:37:06)
 , TRILEGL,03/02/2023 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
190 , AGPCGIN,09/02/2023 00:00:00, 	(28-FEB-2025 11:37:06)
176 , NESTLIN,10/02/2023 00:00:00, 	(28-FEB-2025 11:37:06)
110 , SITMEFZ,08/03/2023 00:00:00, 	(28-FEB-2025 11:37:06)
188 , VISHPRI,14/03/2023 00:00:00, 	(28-FEB-2025 11:37:06)
 , NEETMAN,16/03/2023 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , SOMANY,16/03/2023 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
202 , BHOGATD,03/04/2023 00:00:00, 	(28-FEB-2025 11:37:06)
186 , VEDALTD,13/04/2023 00:00:00, 	(28-FEB-2025 11:37:06)
277 , VIGASLD,18/04/2023 00:00:00, 	(28-FEB-2025 11:37:06)
167 , GOLDPFG,20/04/2023 00:00:00, 	(28-FEB-2025 11:37:06)
165 , EICLLTD,27/04/2023 00:00:00, 	(28-FEB-2025 11:37:06)
 , CAIRENH ,17/05/2023 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
168 , GSIGLIM,18/05/2023 00:00:00, 	(28-FEB-2025 11:37:06)
168 , GSIGLIM,18/05/2023 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
168 , GSIGLIM,18/05/2023 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
120 , KSHITIJ,26/05/2023 00:00:00, 	(28-FEB-2025 11:37:06)
122 , GAILGAS,01/06/2023 00:00:00, 	(28-FEB-2025 11:37:06)
182 , SUDSOME,12/06/2023 00:00:00, 	(28-FEB-2025 11:37:06)
174 , KUTCHCL,20/06/2023 00:00:00, 	(28-FEB-2025 11:37:06)
251 , PIINDUS ,30/06/2023 00:00:00, 	(28-FEB-2025 11:37:06)
