

<<START>>,<<FMS_GTA_SG_INV_MST>>,, 	(01-SEP-2025 14:11:50)
 
COMPANY_CD, COUNTERPARTY_CD, AGMT_NO, AGMT_REV, CONT_NO, CONT_REV, CONTRACT_TYPE, TRANS_BU_UNIT, BU_UNIT, FREQ, PERIOD_START_DT, PERIOD_END_DT, INVOICE_TYPE, INVOICE_SEQ, INV_NO ,TIMESTAMP,
2,C,TC,2022-2023,49 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2022-2023,130 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2022-2023,130 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2023-2024,23 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2023-2024,49 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2022-2023,130 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2022-2023,130 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2023-2024,23 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2022-2023,130 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2023-2024,23 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2023-2024,49 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2022-2023,49 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2022-2023,49 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2022-2023,130 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2022-2023,130 ,  	(01-SEP-2025 14:11:54)
2,C,IC,2022-2023,113 ,  	(01-SEP-2025 14:11:54)
2,C,IC,2022-2023,113 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2022-2023,49 ,  	(01-SEP-2025 14:11:54)
2,C,IC,2022-2023,49 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2022-2023,113 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2022-2023,130 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2022-2023,130 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2022-2023,113 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2022-2023,130 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2022-2023,130 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2022-2023,130 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2022-2023,130 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2022-2023,130 ,  	(01-SEP-2025 14:11:54)
2,C,IC,2023-2024,23 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2023-2024,49 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2023-2024,113 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2023-2024,113 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2023-2024,113 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2023-2024,113 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:54)
2,C,IC,2023-2024,113 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2023-2024,113 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2023-2024,113 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2022-2023,130 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2023-2024,23 ,  	(01-SEP-2025 14:11:54)
2,C,IC,2023-2024,23 ,  	(01-SEP-2025 14:11:54)
2,C,TC,2023-2024,49 ,  	(01-SEP-2025 14:11:54)

TOTAL DATA IN EXCEL : ,0, 	(01-SEP-2025 14:11:54)
 

TOTAL DATA INSERTED : ,1251, 	(01-SEP-2025 14:11:54)
 

TOTAL SKIPPED DATA ,0, 	(01-SEP-2025 14:11:54)
 
<<END>>,<<FMS_GTA_SG_INV_TAX_DTL>>, 	(01-SEP-2025 14:11:54)
 

<<START>>,<<FMS_GTA_PG_INV_MST>>,, 	(01-SEP-2025 14:11:54)
 
COMPANY_CD, COUNTERPARTY_CD, AGMT_NO, AGMT_REV, CONT_NO, CONT_REV, CONTRACT_TYPE, TRANS_BU_UNIT, BU_UNIT, FREQ, PERIOD_START_DT, PERIOD_END_DT, INVOICE_TYPE, INVOICE_SEQ, INV_NO ,TIMESTAMP,
2,4,1,0,38,0,C,1,1,1,01/01/2025 00:00:00,15/01/2025 00:00:00,TC,1,UPG2A24109018623-624, 	(01-SEP-2025 14:11:54)
2,4,1,0,17,0,C,1,1,1,01/04/2025 00:00:00,15/04/2025 00:00:00,TC,1,UPG2A25109000470, 	(01-SEP-2025 14:11:54)
2,4,1,0,17,0,C,1,1,1,01/04/2025 00:00:00,15/04/2025 00:00:00,TC,2,UPG2A25109000471, 	(01-SEP-2025 14:11:54)
2,4,1,0,17,0,C,1,1,2,16/04/2025 00:00:00,30/04/2025 00:00:00,TC,3,UPG2A25109002321, 	(01-SEP-2025 14:11:54)
2,4,1,0,17,0,C,1,1,2,16/04/2025 00:00:00,30/04/2025 00:00:00,TC,4,UPG2A25109002322, 	(01-SEP-2025 14:11:54)
2,4,1,0,17,0,C,1,1,2,16/04/2025 00:00:00,30/04/2025 00:00:00,TC,5,UPG2A25109002324, 	(01-SEP-2025 14:11:54)
2,4,1,0,17,0,C,1,1,2,16/04/2025 00:00:00,30/04/2025 00:00:00,TC,6,UPG2A25109002325, 	(01-SEP-2025 14:11:54)
2,4,1,0,17,0,C,1,1,2,16/04/2025 00:00:00,30/04/2025 00:00:00,TC,7,UPG2A25109002326, 	(01-SEP-2025 14:11:54)
2,4,1,0,114,0,C,1,1,1,01/12/2023 00:00:00,15/12/2023 00:00:00,TC,1,UPG2A23109012015, 	(01-SEP-2025 14:11:54)
2,4,1,0,126,0,C,1,1,1,01/09/2023 00:00:00,15/09/2023 00:00:00,TC,2,UPG2A23109007666, 	(01-SEP-2025 14:11:54)
2,4,1,0,126,0,C,1,1,2,16/09/2023 00:00:00,30/09/2023 00:00:00,TC,3,UPG2A23109008220, 	(01-SEP-2025 14:11:54)
2,4,1,0,101,0,C,1,1,1,01/12/2023 00:00:00,15/12/2023 00:00:00,IC,4,UPG2A23109011996, 	(01-SEP-2025 14:11:54)
2,4,1,0,101,0,C,1,1,1,01/12/2023 00:00:00,15/12/2023 00:00:00,TC,5,UPG2A23109012053, 	(01-SEP-2025 14:11:54)
2,4,1,0,101,0,C,1,1,2,16/12/2023 00:00:00,31/12/2023 00:00:00,TC,6,UPG2A23109012505, 	(01-SEP-2025 14:11:54)
2,4,1,0,124,0,C,1,1,1,01/09/2023 00:00:00,15/09/2023 00:00:00,TC,7,UPG2A23109007477, 	(01-SEP-2025 14:11:54)
2,4,1,0,124,0,C,1,1,1,01/09/2023 00:00:00,15/09/2023 00:00:00,IC,8,UPG2A23109007478, 	(01-SEP-2025 14:11:54)
2,4,1,0,124,0,C,1,1,2,16/09/2023 00:00:00,30/09/2023 00:00:00,TC,9,UPG2A23109007989, 	(01-SEP-2025 14:11:54)
2,4,1,0,36,0,C,1,1,1,01/01/2025 00:00:00,15/01/2025 00:00:00,TC,2,UPG2A24109018497-498, 	(01-SEP-2025 14:11:54)
2,4,1,0,56,0,C,1,1,1,01/06/2024 00:00:00,15/06/2024 00:00:00,TC,3,UPG2A24109003360, 	(01-SEP-2025 14:11:54)
2,4,1,0,56,0,C,1,1,2,16/06/2024 00:00:00,30/06/2024 00:00:00,TC,4,UPG2A24109003947, 	(01-SEP-2025 14:11:54)
2,4,1,0,54,0,C,1,1,1,01/07/2024 00:00:00,15/07/2024 00:00:00,TC,5,UPG2A24109004800, 	(01-SEP-2025 14:11:54)
2,4,1,0,54,0,C,1,1,2,16/07/2024 00:00:00,31/07/2024 00:00:00,TC,6,UPG2A24109005824, 	(01-SEP-2025 14:11:54)
2,4,1,0,129,0,C,1,1,1,01/09/2023 00:00:00,15/09/2023 00:00:00,TC,10,UPG2A23109007702, 	(01-SEP-2025 14:11:54)
2,4,1,0,129,0,C,1,1,2,16/09/2023 00:00:00,30/09/2023 00:00:00,TC,11,UPG2A23109008151, 	(01-SEP-2025 14:11:54)
2,4,1,0,35,0,C,1,1,1,01/01/2025 00:00:00,15/01/2025 00:00:00,TC,7,UPG2A24109018759-760, 	(01-SEP-2025 14:11:54)
2,4,1,0,102,0,C,1,1,1,01/09/2023 00:00:00,15/09/2023 00:00:00,TC,12,UPG2A23109007901, 	(01-SEP-2025 14:11:54)
2,4,1,0,68,0,C,1,1,2,16/03/2024 00:00:00,31/03/2024 00:00:00,TC,13,UPG2A23109017516, 	(01-SEP-2025 14:11:54)
2,4,1,0,25,0,C,1,1,1,01/04/2024 00:00:00,15/04/2024 00:00:00,TC,8,UPG2A24109000240, 	(01-SEP-2025 14:11:54)
2,4,1,0,25,0,C,1,1,2,16/04/2024 00:00:00,30/04/2024 00:00:00,TC,9,UPG2A24109000769, 	(01-SEP-2025 14:11:54)
2,4,1,0,25,0,C,1,1,1,01/05/2024 00:00:00,15/05/2024 00:00:00,TC,10,UPG2A24109001822, 	(01-SEP-2025 14:11:54)
2,4,1,0,25,0,C,1,1,2,16/05/2024 00:00:00,31/05/2024 00:00:00,TC,11,UPG2A24109002384, 	(01-SEP-2025 14:11:54)
2,4,1,0,25,0,C,1,1,1,01/06/2024 00:00:00,15/06/2024 00:00:00,TC,12,UPG2A24109003164, 	(01-SEP-2025 14:11:54)
2,4,1,0,25,0,C,1,1,2,16/06/2024 00:00:00,30/06/2024 00:00:00,TC,13,UPG2A24109004249, 	(01-SEP-2025 14:11:54)
2,4,1,0,28,0,C,1,1,1,01/02/2025 00:00:00,15/02/2025 00:00:00,TC,14,UPG2A24109021625, 	(01-SEP-2025 14:11:54)
2,4,1,0,28,0,C,1,1,1,01/02/2025 00:00:00,15/02/2025 00:00:00,TC,15,UPG2A24109021627, 	(01-SEP-2025 14:11:54)
2,4,1,0,28,0,C,1,1,1,01/02/2025 00:00:00,15/02/2025 00:00:00,TC,16,UPG2A24109021628, 	(01-SEP-2025 14:11:54)
2,4,1,0,28,0,C,1,1,2,16/02/2025 00:00:00,28/02/2025 00:00:00,TC,17,UPG2A24109022849, 	(01-SEP-2025 14:11:54)
2,4,1,0,69,0,C,1,1,2,16/03/2024 00:00:00,31/03/2024 00:00:00,TC,14,UPG2A23109017566, 	(01-SEP-2025 14:11:54)
2,4,1,0,24,0,C,1,1,1,01/04/2024 00:00:00,15/04/2024 00:00:00,TC,18,UPG2A24109000056, 	(01-SEP-2025 14:11:54)
2,4,1,0,24,0,C,1,1,2,16/04/2024 00:00:00,30/04/2024 00:00:00,TC,19,UPG2A24109000753, 	(01-SEP-2025 14:11:54)
2,4,1,0,24,0,C,1,1,1,01/05/2024 00:00:00,15/05/2024 00:00:00,TC,20,UPG2A24109001690, 	(01-SEP-2025 14:11:54)
2,4,1,0,24,0,C,1,1,2,16/05/2024 00:00:00,31/05/2024 00:00:00,TC,21,UPG2A24109002362, 	(01-SEP-2025 14:11:54)
2,4,1,0,24,0,C,1,1,1,01/06/2024 00:00:00,15/06/2024 00:00:00,TC,22,UPG2A24109003155, 	(01-SEP-2025 14:11:54)
2,4,1,0,24,0,C,1,1,2,16/06/2024 00:00:00,30/06/2024 00:00:00,TC,23,UPG2A24109004177, 	(01-SEP-2025 14:11:54)
2,4,1,0,30,0,C,1,1,1,01/02/2025 00:00:00,15/02/2025 00:00:00,TC,24,UPG2A24109021636, 	(01-SEP-2025 14:11:54)
2,4,1,0,30,0,C,1,1,1,01/02/2025 00:00:00,15/02/2025 00:00:00,TC,25,UPG2A24109021637, 	(01-SEP-2025 14:11:54)
2,4,1,0,30,0,C,1,1,1,01/02/2025 00:00:00,15/02/2025 00:00:00,TC,26,UPG2A24109021638, 	(01-SEP-2025 14:11:54)
2,4,1,0,30,0,C,1,1,2,16/02/2025 00:00:00,28/02/2025 00:00:00,TC,27,UPG2A24109023079, 	(01-SEP-2025 14:11:54)
2,4,1,0,51,0,C,1,1,1,01/04/2024 00:00:00,15/04/2024 00:00:00,TC,28,UPG2A24109000159, 	(01-SEP-2025 14:11:54)
2,4,1,0,51,0,C,1,1,2,16/04/2024 00:00:00,30/04/2024 00:00:00,TC,29,UPG2A24109000758, 	(01-SEP-2025 14:11:54)
2,4,1,0,51,0,C,1,1,1,01/05/2024 00:00:00,15/05/2024 00:00:00,TC,30,UPG2A24109001920, 	(01-SEP-2025 14:11:54)
2,4,1,0,51,0,C,1,1,2,16/05/2024 00:00:00,31/05/2024 00:00:00,TC,31,UPG2A24109002431, 	(01-SEP-2025 14:11:54)
2,4,1,0,51,0,C,1,1,2,16/05/2024 00:00:00,31/05/2024 00:00:00,IC,32,UPG2A24109002564, 	(01-SEP-2025 14:11:54)
2,4,1,0,49,0,C,1,1,1,01/08/2024 00:00:00,15/08/2024 00:00:00,TC,33,UPG2A24109006934, 	(01-SEP-2025 14:11:54)
2,4,1,0,49,0,C,1,1,1,01/08/2024 00:00:00,15/08/2024 00:00:00,IC,34,UPG2A24109007189, 	(01-SEP-2025 14:11:54)
2,4,1,0,49,0,C,1,1,2,16/08/2024 00:00:00,31/08/2024 00:00:00,TC,35,UPG2A24109007888, 	(01-SEP-2025 14:11:54)
2,4,1,0,49,0,C,1,1,1,01/09/2024 00:00:00,15/09/2024 00:00:00,TC,36,UPG2A24109008361, 	(01-SEP-2025 14:11:54)
2,4,1,0,49,0,C,1,1,2,16/09/2024 00:00:00,30/09/2024 00:00:00,TC,37,UPG2A24109009319, 	(01-SEP-2025 14:11:54)
2,4,1,0,26,0,C,1,1,2,16/03/2025 00:00:00,31/03/2025 00:00:00,TC,38,UPG2A24109025268, 	(01-SEP-2025 14:11:54)
2,4,1,0,133,0,C,1,1,1,01/09/2023 00:00:00,15/09/2023 00:00:00,TC,15,UPG2A23109007655, 	(01-SEP-2025 14:11:54)
2,4,1,0,133,0,C,1,1,2,16/09/2023 00:00:00,30/09/2023 00:00:00,TC,16,UPG2A23109008198, 	(01-SEP-2025 14:11:54)
2,4,1,0,132,0,C,1,1,1,01/09/2023 00:00:00,15/09/2023 00:00:00,TC,17,UPG2A23109007657, 	(01-SEP-2025 14:11:54)
2,4,1,0,132,0,C,1,1,2,16/09/2023 00:00:00,30/09/2023 00:00:00,TC,18,UPG2A23109008202, 	(01-SEP-2025 14:11:54)
2,4,1,0,131,0,C,1,1,1,01/09/2023 00:00:00,15/09/2023 00:00:00,TC,19,UPG2A23109007667, 	(01-SEP-2025 14:11:54)
2,4,1,0,131,0,C,1,1,2,16/09/2023 00:00:00,30/09/2023 00:00:00,TC,20,UPG2A23109008203, 	(01-SEP-2025 14:11:54)
2,4,1,0,125,0,C,1,1,1,01/09/2023 00:00:00,15/09/2023 00:00:00,TC,21,UPG2A23109007672, 	(01-SEP-2025 14:11:54)
2,4,1,0,125,0,C,1,1,2,16/09/2023 00:00:00,30/09/2023 00:00:00,TC,22,UPG2A23109008214, 	(01-SEP-2025 14:11:54)
2,4,1,0,34,0,C,1,1,1,01/01/2025 00:00:00,15/01/2025 00:00:00,TC,39,UPG2A24109018889-8887, 	(01-SEP-2025 14:11:54)
2,4,1,0,135,0,C,1,1,1,01/09/2023 00:00:00,15/09/2023 00:00:00,TC,23,UPG2A23109007598, 	(01-SEP-2025 14:11:54)
2,4,1,0,135,0,C,1,1,2,16/09/2023 00:00:00,30/09/2023 00:00:00,TC,24,UPG2A23109008183, 	(01-SEP-2025 14:11:54)
2,4,1,0,23,0,C,1,1,1,01/04/2024 00:00:00,15/04/2024 00:00:00,TC,40,UPG2A24109000223, 	(01-SEP-2025 14:11:54)
2,4,1,0,23,0,C,1,1,2,16/04/2024 00:00:00,30/04/2024 00:00:00,TC,41,UPG2A24109000861, 	(01-SEP-2025 14:11:54)
2,4,1,0,23,0,C,1,1,1,01/05/2024 00:00:00,15/05/2024 00:00:00,TC,42,UPG2A24109001752, 	(01-SEP-2025 14:11:54)
2,4,1,0,23,0,C,1,1,2,16/05/2024 00:00:00,31/05/2024 00:00:00,TC,43,UPG2A24109002364, 	(01-SEP-2025 14:11:54)
2,4,1,0,23,0,C,1,1,1,01/06/2024 00:00:00,15/06/2024 00:00:00,TC,44,UPG2A24109003615, 	(01-SEP-2025 14:11:54)
2,4,1,0,23,0,C,1,1,2,16/06/2024 00:00:00,30/06/2024 00:00:00,TC,45,UPG2A24109003987, 	(01-SEP-2025 14:11:54)
2,4,1,0,23,0,C,1,1,1,01/08/2024 00:00:00,15/08/2024 00:00:00,TC,46,UPG2A24109007113, 	(01-SEP-2025 14:11:54)
2,4,1,0,23,0,C,1,1,2,16/08/2024 00:00:00,31/08/2024 00:00:00,TC,47,UPG2A24109007703, 	(01-SEP-2025 14:11:54)
2,4,1,0,23,0,C,1,1,1,01/09/2024 00:00:00,15/09/2024 00:00:00,TC,48,UPG2A24109008395, 	(01-SEP-2025 14:11:54)
2,4,1,0,23,0,C,1,1,2,16/09/2024 00:00:00,30/09/2024 00:00:00,TC,49,UPG2A24109009607, 	(01-SEP-2025 14:11:54)
2,4,1,0,23,0,C,1,1,1,01/10/2024 00:00:00,15/10/2024 00:00:00,TC,50,UPG2A24109010464, 	(01-SEP-2025 14:11:54)
2,4,1,0,23,0,C,1,1,2,16/10/2024 00:00:00,31/10/2024 00:00:00,TC,51,UPG2A24109012142, 	(01-SEP-2025 14:11:54)
2,4,1,0,23,0,C,1,1,2,16/10/2024 00:00:00,31/10/2024 00:00:00,IC,52,UPG2A24109012607, 	(01-SEP-2025 14:11:54)
2,4,1,0,23,0,C,1,1,1,01/11/2024 00:00:00,15/11/2024 00:00:00,TC,53,UPG2A24109013333, 	(01-SEP-2025 14:11:54)
2,4,1,0,23,0,C,1,1,1,01/11/2024 00:00:00,15/11/2024 00:00:00,IC,54,UPG2A24109013579, 	(01-SEP-2025 14:11:54)
2,4,1,0,23,0,C,1,1,2,16/11/2024 00:00:00,30/11/2024 00:00:00,TC,55,UPG2A24109014917, 	(01-SEP-2025 14:11:54)
2,4,1,0,23,0,C,1,1,1,01/12/2024 00:00:00,15/12/2024 00:00:00,TC,56,UPG2A24109016129, 	(01-SEP-2025 14:11:54)
2,4,1,0,23,0,C,1,1,2,16/12/2024 00:00:00,31/12/2024 00:00:00,TC,57,UPG2A24109017594, 	(01-SEP-2025 14:11:54)
2,4,1,0,23,0,C,1,1,1,01/01/2025 00:00:00,15/01/2025 00:00:00,TC,58,UPG2A24109018821, 	(01-SEP-2025 14:11:54)
2,4,1,0,23,0,C,1,1,2,16/01/2025 00:00:00,31/01/2025 00:00:00,TC,59,UPG2A24109020465, 	(01-SEP-2025 14:11:54)
2,4,1,0,23,0,C,1,1,1,01/02/2025 00:00:00,15/02/2025 00:00:00,TC,60,UPG2A24109021429, 	(01-SEP-2025 14:11:54)
2,4,1,0,23,0,C,1,1,2,16/02/2025 00:00:00,28/02/2025 00:00:00,TC,61,UPG2A24109022857, 	(01-SEP-2025 14:11:54)
2,4,1,0,23,0,C,1,1,1,01/03/2025 00:00:00,15/03/2025 00:00:00,TC,62,UPG2A24109023989, 	(01-SEP-2025 14:11:54)
2,4,1,0,23,0,C,1,1,2,16/03/2025 00:00:00,31/03/2025 00:00:00,TC,63,UPG2A24109025804, 	(01-SEP-2025 14:11:54)
2,4,1,0,41,0,C,1,1,1,01/03/2024 00:00:00,15/03/2024 00:00:00,TC,25,UPG2A23109016562, 	(01-SEP-2025 14:11:54)
2,4,1,0,41,0,C,1,1,2,16/03/2024 00:00:00,31/03/2024 00:00:00,TC,26,UPG2A23109017521, 	(01-SEP-2025 14:11:54)
2,4,1,0,41,0,C,1,1,1,01/04/2024 00:00:00,15/04/2024 00:00:00,IC,64,UPG2A24109000072, 	(01-SEP-2025 14:11:54)
2,4,1,0,41,0,C,1,1,1,01/04/2024 00:00:00,15/04/2024 00:00:00,IC,65,UPG2A24109000073, 	(01-SEP-2025 14:11:54)
2,4,1,0,41,0,C,1,1,1,01/04/2024 00:00:00,15/04/2024 00:00:00,TC,66,UPG2A24109000303, 	(01-SEP-2025 14:11:54)
2,4,1,0,41,0,C,1,1,2,16/04/2024 00:00:00,30/04/2024 00:00:00,TC,67,UPG2A24109000806, 	(01-SEP-2025 14:11:54)
2,4,1,0,41,0,C,1,1,1,01/05/2024 00:00:00,15/05/2024 00:00:00,TC,68,UPG2A24109001785, 	(01-SEP-2025 14:11:54)
2,4,1,0,41,0,C,1,1,2,16/05/2024 00:00:00,31/05/2024 00:00:00,TC,69,UPG2A24109002421, 	(01-SEP-2025 14:11:54)
2,4,1,0,41,0,C,1,1,1,01/06/2024 00:00:00,15/06/2024 00:00:00,TC,70,UPG2A24109003397, 	(01-SEP-2025 14:11:54)
2,4,1,0,41,0,C,1,1,2,16/06/2024 00:00:00,30/06/2024 00:00:00,TC,71,UPG2A24109004234, 	(01-SEP-2025 14:11:54)
2,4,1,0,41,0,C,1,1,2,16/06/2024 00:00:00,30/06/2024 00:00:00,IC,72,UPG2A24109004236, 	(01-SEP-2025 14:11:54)
2,4,1,0,41,0,C,1,1,2,16/06/2024 00:00:00,30/06/2024 00:00:00,IC,73,UPG2A24109004237, 	(01-SEP-2025 14:11:54)
2,4,1,0,41,0,C,1,1,1,01/06/2024 00:00:00,15/06/2024 00:00:00,IC,74,UPG2A24109004636, 	(01-SEP-2025 14:11:54)
2,4,1,0,41,0,C,1,1,1,01/07/2024 00:00:00,15/07/2024 00:00:00,TC,75,UPG2A24109004840, 	(01-SEP-2025 14:11:54)
2,4,1,0,41,0,C,1,1,1,01/07/2024 00:00:00,15/07/2024 00:00:00,IC,76,UPG2A24109004846, 	(01-SEP-2025 14:11:54)
2,4,1,0,41,0,C,1,1,1,01/07/2024 00:00:00,15/07/2024 00:00:00,IC,77,UPG2A24109004847, 	(01-SEP-2025 14:11:54)
2,4,1,0,41,0,C,1,1,2,16/07/2024 00:00:00,31/07/2024 00:00:00,IC,78,UPG2A24109005725, 	(01-SEP-2025 14:11:54)
2,4,1,0,41,0,C,1,1,2,16/07/2024 00:00:00,31/07/2024 00:00:00,IC,79,UPG2A24109005726, 	(01-SEP-2025 14:11:54)
2,4,1,0,41,0,C,1,1,2,16/07/2024 00:00:00,31/07/2024 00:00:00,TC,80,UPG2A24109005742, 	(01-SEP-2025 14:11:54)
2,4,1,0,41,0,C,1,1,1,01/08/2024 00:00:00,15/08/2024 00:00:00,TC,81,UPG2A24109006928, 	(01-SEP-2025 14:11:54)
2,4,1,0,41,0,C,1,1,1,01/08/2024 00:00:00,15/08/2024 00:00:00,IC,82,UPG2A24109007220, 	(01-SEP-2025 14:11:54)
2,4,1,0,41,0,C,1,1,1,01/08/2024 00:00:00,15/08/2024 00:00:00,IC,83,UPG2A24109007221, 	(01-SEP-2025 14:11:54)
2,4,1,0,41,0,C,1,1,2,16/08/2024 00:00:00,31/08/2024 00:00:00,TC,84,UPG2A24109007625, 	(01-SEP-2025 14:11:54)
2,4,1,0,41,0,C,1,1,2,16/08/2024 00:00:00,31/08/2024 00:00:00,IC,85,UPG2A24109008171, 	(01-SEP-2025 14:11:54)
2,4,1,0,41,0,C,1,1,2,16/08/2024 00:00:00,31/08/2024 00:00:00,IC,86,UPG2A24109008172, 	(01-SEP-2025 14:11:54)
2,4,1,0,41,0,C,1,1,1,01/09/2024 00:00:00,15/09/2024 00:00:00,TC,87,UPG2A24109008666, 	(01-SEP-2025 14:11:54)
2,4,1,0,41,0,C,1,1,1,01/09/2024 00:00:00,15/09/2024 00:00:00,IC,88,UPG2A24109008766, 	(01-SEP-2025 14:11:54)
2,4,1,0,41,0,C,1,1,1,01/09/2024 00:00:00,15/09/2024 00:00:00,IC,89,UPG2A24109008767, 	(01-SEP-2025 14:11:54)
2,4,1,0,41,0,C,1,1,2,16/09/2024 00:00:00,30/09/2024 00:00:00,TC,90,UPG2A24109009558, 	(01-SEP-2025 14:11:54)
2,4,1,0,41,0,C,1,1,1,01/10/2024 00:00:00,15/10/2024 00:00:00,TC,91,UPG2A24109010250, 	(01-SEP-2025 14:11:54)
2,4,1,0,41,0,C,1,1,2,16/11/2024 00:00:00,30/11/2024 00:00:00,TC,92,UPG2A24109014698, 	(01-SEP-2025 14:11:54)
2,4,1,0,93,0,C,1,1,1,01/01/2024 00:00:00,15/01/2024 00:00:00,IC,27,UPG2A23109013291, 	(01-SEP-2025 14:11:54)
2,4,1,0,93,0,C,1,1,1,01/01/2024 00:00:00,15/01/2024 00:00:00,IC,28,UPG2A23109013293, 	(01-SEP-2025 14:11:54)
2,4,1,0,93,0,C,1,1,1,01/01/2024 00:00:00,15/01/2024 00:00:00,TC,29,UPG2A23109013339, 	(01-SEP-2025 14:11:54)
2,4,1,0,93,0,C,1,1,2,16/01/2024 00:00:00,31/01/2024 00:00:00,IC,30,UPG2A23109013962, 	(01-SEP-2025 14:11:54)
2,4,1,0,93,0,C,1,1,2,16/01/2024 00:00:00,31/01/2024 00:00:00,IC,31,UPG2A23109013994, 	(01-SEP-2025 14:11:54)
2,4,1,0,93,0,C,1,1,2,16/01/2024 00:00:00,31/01/2024 00:00:00,TC,32,UPG2A23109014033, 	(01-SEP-2025 14:11:54)
2,4,1,0,58,0,C,1,1,1,01/05/2024 00:00:00,15/05/2024 00:00:00,TC,93,UPG2A24109001856, 	(01-SEP-2025 14:11:54)
2,4,1,0,92,0,C,1,1,1,01/01/2024 00:00:00,15/01/2024 00:00:00,IC,33,UPG2A23109013487, 	(01-SEP-2025 14:11:54)
2,4,1,0,92,0,C,1,1,1,01/01/2024 00:00:00,15/01/2024 00:00:00,IC,34,UPG2A23109013488, 	(01-SEP-2025 14:11:54)
2,4,1,0,92,0,C,1,1,1,01/01/2024 00:00:00,15/01/2024 00:00:00,TC,35,UPG2A23109013527, 	(01-SEP-2025 14:11:54)
2,4,1,0,92,0,C,1,1,2,16/01/2024 00:00:00,31/01/2024 00:00:00,IC,36,UPG2A23109014407, 	(01-SEP-2025 14:11:54)
2,4,1,0,92,0,C,1,1,2,16/01/2024 00:00:00,31/01/2024 00:00:00,IC,37,UPG2A23109014409, 	(01-SEP-2025 14:11:54)
2,4,1,0,92,0,C,1,1,2,16/01/2024 00:00:00,31/01/2024 00:00:00,TC,38,UPG2A23109014520, 	(01-SEP-2025 14:11:54)
2,4,1,0,57,0,C,1,1,1,01/05/2024 00:00:00,15/05/2024 00:00:00,TC,94,UPG2A24109001896, 	(01-SEP-2025 14:11:54)
2,4,1,0,128,0,C,1,1,1,01/09/2023 00:00:00,15/09/2023 00:00:00,TC,39,UPG2A23109007668, 	(01-SEP-2025 14:11:54)
2,4,1,0,128,0,C,1,1,1,01/09/2023 00:00:00,15/09/2023 00:00:00,IC,40,UPG2A23109007669, 	(01-SEP-2025 14:11:54)
2,4,1,0,123,0,C,1,1,2,16/10/2023 00:00:00,31/10/2023 00:00:00,TC,41,UPG2A23109009611, 	(01-SEP-2025 14:11:54)
