

<<START>>,<<FMS_GTA_SG_INV_MST>>,, 	(01-SEP-2025 14:11:50)
 
COMPANY_CD, COUNTERPARTY_CD, AGMT_NO, AGMT_REV, CONT_NO, CONT_REV, CONTRACT_TYPE, TRANS_BU_UNIT, BU_UNIT, FREQ, PERIOD_START_DT, PERIOD_END_DT, INVOICE_TYPE, INVOICE_SEQ, INV_NO ,TIMESTAMP,
2,29,1,0,354,0,R,3,1,1,01/04/2023 00:00:00,15/04/2023 00:00:00,TC,318,37114000200447, 	(01-SEP-2025 14:11:52)
2,29,1,0,354,0,R,3,1,2,16/04/2023 00:00:00,30/04/2023 00:00:00,TC,319,37114000200663, 	(01-SEP-2025 14:11:52)
2,29,1,0,354,0,R,3,1,2,16/04/2023 00:00:00,30/04/2023 00:00:00,IC,320,37114000200664, 	(01-SEP-2025 14:11:52)
2,29,1,0,341,0,R,3,1,1,01/04/2023 00:00:00,15/04/2023 00:00:00,TC,321,37114000200427, 	(01-SEP-2025 14:11:52)
2,29,1,0,341,0,R,3,1,2,16/04/2023 00:00:00,30/04/2023 00:00:00,TC,322,37114000200644, 	(01-SEP-2025 14:11:52)
2,29,1,0,341,0,R,3,1,2,16/04/2023 00:00:00,30/04/2023 00:00:00,IC,323,37114000200645, 	(01-SEP-2025 14:11:52)
2,29,1,0,341,0,R,3,1,1,01/05/2023 00:00:00,15/05/2023 00:00:00,TC,324,37114000200750, 	(01-SEP-2025 14:11:52)
2,29,1,0,341,0,R,3,1,2,16/05/2023 00:00:00,31/05/2023 00:00:00,TC,325,37114000200965, 	(01-SEP-2025 14:11:52)
2,29,1,0,341,0,R,3,1,1,01/06/2023 00:00:00,15/06/2023 00:00:00,TC,326,37114000201172, 	(01-SEP-2025 14:11:52)
2,29,1,0,341,0,R,3,1,1,01/06/2023 00:00:00,15/06/2023 00:00:00,IC,327,37114000201173, 	(01-SEP-2025 14:11:52)
2,29,1,0,341,0,R,3,1,2,16/06/2023 00:00:00,30/06/2023 00:00:00,TC,328,37114000201455, 	(01-SEP-2025 14:11:52)
2,29,1,0,341,0,R,3,1,2,16/06/2023 00:00:00,30/06/2023 00:00:00,IC,329,37114000201456, 	(01-SEP-2025 14:11:52)
2,29,1,0,341,0,R,3,1,1,01/07/2023 00:00:00,15/07/2023 00:00:00,TC,330,37114000201631, 	(01-SEP-2025 14:11:52)
2,29,1,0,341,0,R,3,1,2,16/07/2023 00:00:00,31/07/2023 00:00:00,TC,331,37114000201835, 	(01-SEP-2025 14:11:52)
2,29,1,0,341,0,R,3,1,1,01/08/2023 00:00:00,15/08/2023 00:00:00,TC,332,37114000202042, 	(01-SEP-2025 14:11:52)
2,29,1,0,341,0,R,3,1,2,16/08/2023 00:00:00,31/08/2023 00:00:00,TC,333,37114000202215, 	(01-SEP-2025 14:11:52)
2,29,1,0,341,0,R,3,1,1,01/09/2023 00:00:00,15/09/2023 00:00:00,TC,334,37114000202482, 	(01-SEP-2025 14:11:52)
2,29,1,0,341,0,R,3,1,2,16/09/2023 00:00:00,30/09/2023 00:00:00,TC,335,37114000202638, 	(01-SEP-2025 14:11:52)
2,29,1,0,341,0,R,3,1,1,01/10/2023 00:00:00,15/10/2023 00:00:00,TC,336,37114000202875, 	(01-SEP-2025 14:11:52)
2,29,1,0,341,0,R,3,1,2,16/10/2023 00:00:00,31/10/2023 00:00:00,TC,337,37114000203144, 	(01-SEP-2025 14:11:52)
2,29,1,0,341,0,R,3,1,1,01/11/2023 00:00:00,15/11/2023 00:00:00,TC,338,37114000203387, 	(01-SEP-2025 14:11:52)
2,29,1,0,341,0,R,3,1,1,01/11/2023 00:00:00,15/11/2023 00:00:00,IC,339,37114000203388, 	(01-SEP-2025 14:11:52)
2,29,1,0,341,0,R,3,1,2,16/11/2023 00:00:00,30/11/2023 00:00:00,TC,340,37114000203647, 	(01-SEP-2025 14:11:52)
2,29,1,0,341,0,R,3,1,1,01/12/2023 00:00:00,15/12/2023 00:00:00,TC,341,37114000203997, 	(01-SEP-2025 14:11:52)
2,29,1,0,341,0,R,3,1,2,16/12/2023 00:00:00,31/12/2023 00:00:00,TC,342,37114000204146, 	(01-SEP-2025 14:11:52)
2,29,1,0,341,0,R,3,1,1,01/01/2024 00:00:00,15/01/2024 00:00:00,TC,343,37114000204360, 	(01-SEP-2025 14:11:52)
2,29,1,0,341,0,R,3,1,2,16/01/2024 00:00:00,31/01/2024 00:00:00,TC,344,37114000204577, 	(01-SEP-2025 14:11:52)
2,29,1,0,341,0,R,3,1,1,01/02/2024 00:00:00,15/02/2024 00:00:00,TC,345,37114000204801, 	(01-SEP-2025 14:11:52)
2,29,1,0,341,0,R,3,1,2,16/02/2024 00:00:00,29/02/2024 00:00:00,TC,346,37114000205029, 	(01-SEP-2025 14:11:52)
2,29,1,0,339,0,R,3,1,1,01/12/2023 00:00:00,15/12/2023 00:00:00,TC,347,222939.220, 	(01-SEP-2025 14:11:52)
2,29,1,0,339,0,R,3,1,1,01/04/2023 00:00:00,15/04/2023 00:00:00,TC,348,37114000200432, 	(01-SEP-2025 14:11:52)
2,29,1,0,339,0,R,3,1,2,16/04/2023 00:00:00,30/04/2023 00:00:00,TC,349,37114000200625, 	(01-SEP-2025 14:11:52)
2,29,1,0,339,0,R,3,1,1,01/05/2023 00:00:00,15/05/2023 00:00:00,TC,350,37114000200751, 	(01-SEP-2025 14:11:52)
2,29,1,0,339,0,R,3,1,2,16/05/2023 00:00:00,31/05/2023 00:00:00,TC,351,37114000200966, 	(01-SEP-2025 14:11:52)
2,29,1,0,339,0,R,3,1,1,01/06/2023 00:00:00,15/06/2023 00:00:00,TC,352,37114000201174, 	(01-SEP-2025 14:11:52)
2,29,1,0,339,0,R,3,1,1,01/06/2023 00:00:00,15/06/2023 00:00:00,IC,353,37114000201175, 	(01-SEP-2025 14:11:52)
2,29,1,0,339,0,R,3,1,2,16/06/2023 00:00:00,30/06/2023 00:00:00,TC,354,37114000201457, 	(01-SEP-2025 14:11:52)
2,29,1,0,339,0,R,3,1,2,16/06/2023 00:00:00,30/06/2023 00:00:00,IC,355,37114000201458, 	(01-SEP-2025 14:11:52)
2,29,1,0,339,0,R,3,1,1,01/07/2023 00:00:00,15/07/2023 00:00:00,TC,356,37114000201632, 	(01-SEP-2025 14:11:52)
2,29,1,0,339,0,R,3,1,2,16/07/2023 00:00:00,31/07/2023 00:00:00,TC,357,37114000201836, 	(01-SEP-2025 14:11:52)
2,29,1,0,339,0,R,3,1,1,01/08/2023 00:00:00,15/08/2023 00:00:00,TC,358,37114000202043, 	(01-SEP-2025 14:11:52)
2,29,1,0,339,0,R,3,1,2,16/08/2023 00:00:00,31/08/2023 00:00:00,TC,359,37114000202216, 	(01-SEP-2025 14:11:52)
2,29,1,0,339,0,R,3,1,1,01/09/2023 00:00:00,15/09/2023 00:00:00,TC,360,37114000202483, 	(01-SEP-2025 14:11:52)
2,29,1,0,339,0,R,3,1,1,01/09/2023 00:00:00,15/09/2023 00:00:00,IC,361,37114000202484, 	(01-SEP-2025 14:11:52)
2,29,1,0,339,0,R,3,1,2,16/09/2023 00:00:00,30/09/2023 00:00:00,TC,362,37114000202639, 	(01-SEP-2025 14:11:52)
2,29,1,0,339,0,R,3,1,1,01/10/2023 00:00:00,15/10/2023 00:00:00,TC,363,37114000202876, 	(01-SEP-2025 14:11:52)
2,29,1,0,339,0,R,3,1,1,01/10/2023 00:00:00,15/10/2023 00:00:00,IC,364,37114000202877, 	(01-SEP-2025 14:11:52)
2,29,1,0,339,0,R,3,1,1,01/11/2023 00:00:00,15/11/2023 00:00:00,TC,365,37114000203389, 	(01-SEP-2025 14:11:52)
2,29,1,0,339,0,R,3,1,1,01/11/2023 00:00:00,15/11/2023 00:00:00,IC,366,37114000203390, 	(01-SEP-2025 14:11:52)
2,29,1,0,339,0,R,3,1,2,16/11/2023 00:00:00,30/11/2023 00:00:00,TC,367,37114000203648, 	(01-SEP-2025 14:11:52)
2,29,1,0,339,0,R,3,1,1,01/12/2023 00:00:00,15/12/2023 00:00:00,TC,368,37114000203998, 	(01-SEP-2025 14:11:52)
2,29,1,0,339,0,R,3,1,2,16/12/2023 00:00:00,31/12/2023 00:00:00,TC,369,37114000204147, 	(01-SEP-2025 14:11:52)
2,29,1,0,339,0,R,3,1,1,01/01/2024 00:00:00,15/01/2024 00:00:00,TC,370,37114000204361, 	(01-SEP-2025 14:11:52)
2,29,1,0,339,0,R,3,1,2,16/01/2024 00:00:00,31/01/2024 00:00:00,TC,371,37114000204578, 	(01-SEP-2025 14:11:52)
2,29,1,0,339,0,R,3,1,1,01/02/2024 00:00:00,15/02/2024 00:00:00,TC,372,37114000204802, 	(01-SEP-2025 14:11:52)
2,29,1,0,339,0,R,3,1,2,16/02/2024 00:00:00,29/02/2024 00:00:00,TC,373,37114000205030, 	(01-SEP-2025 14:11:52)
2,29,1,0,339,0,R,3,1,2,16/02/2024 00:00:00,29/02/2024 00:00:00,IC,374,37114000205031, 	(01-SEP-2025 14:11:52)
2,29,1,0,347,0,R,3,1,1,01/04/2023 00:00:00,15/04/2023 00:00:00,TC,375,37114000200442, 	(01-SEP-2025 14:11:52)
2,29,1,0,347,0,R,3,1,1,01/06/2023 00:00:00,15/06/2023 00:00:00,TC,376,37114000201171, 	(01-SEP-2025 14:11:52)
2,29,1,0,347,0,R,3,1,2,16/06/2023 00:00:00,30/06/2023 00:00:00,TC,377,37114000201372, 	(01-SEP-2025 14:11:52)
2,29,1,0,347,0,R,3,1,2,16/10/2023 00:00:00,31/10/2023 00:00:00,TC,378,37114000203143, 	(01-SEP-2025 14:11:52)
2,29,1,0,353,0,R,1,1,2,16/04/2023 00:00:00,30/04/2023 00:00:00,PC,379,37114000200620, 	(01-SEP-2025 14:11:52)
2,29,1,0,355,0,C,1,1,1,01/06/2023 00:00:00,15/06/2023 00:00:00,TC,380,24114000200123, 	(01-SEP-2025 14:11:52)
2,29,1,0,355,0,C,1,1,1,01/06/2023 00:00:00,15/06/2023 00:00:00,IC,381,24114000200124, 	(01-SEP-2025 14:11:52)
2,29,1,0,355,0,C,1,1,2,16/06/2023 00:00:00,30/06/2023 00:00:00,TC,382,24114000200135, 	(01-SEP-2025 14:11:52)
2,29,1,0,355,0,C,1,1,2,16/06/2023 00:00:00,30/06/2023 00:00:00,IC,383,24114000200136, 	(01-SEP-2025 14:11:52)
2,29,1,0,316,0,R,3,1,2,16/04/2024 00:00:00,30/04/2024 00:00:00,TC,218,371130200473, 	(01-SEP-2025 14:11:52)
2,29,1,0,316,0,R,3,1,1,01/06/2024 00:00:00,15/06/2024 00:00:00,TC,219,371131200501, 	(01-SEP-2025 14:11:52)
2,29,1,0,316,0,R,3,1,2,16/06/2024 00:00:00,30/06/2024 00:00:00,TC,220,371131200718, 	(01-SEP-2025 14:11:52)
2,29,1,0,316,0,R,3,1,1,01/07/2024 00:00:00,15/07/2024 00:00:00,TC,221,371131200938, 	(01-SEP-2025 14:11:52)
2,29,1,0,316,0,R,3,1,1,01/07/2024 00:00:00,15/07/2024 00:00:00,IC,222,371131200939, 	(01-SEP-2025 14:11:52)
2,29,1,0,316,0,R,3,1,2,16/07/2024 00:00:00,31/07/2024 00:00:00,TC,223,371131201187, 	(01-SEP-2025 14:11:52)
2,29,1,0,316,0,R,3,1,2,16/07/2024 00:00:00,31/07/2024 00:00:00,IC,224,371131201188, 	(01-SEP-2025 14:11:52)
2,29,1,0,316,0,R,3,1,1,01/08/2024 00:00:00,15/08/2024 00:00:00,TC,225,371131201471, 	(01-SEP-2025 14:11:52)
2,29,1,0,316,0,R,3,1,1,01/08/2024 00:00:00,15/08/2024 00:00:00,IC,226,371131201472, 	(01-SEP-2025 14:11:52)
2,29,1,0,316,0,R,3,1,2,16/08/2024 00:00:00,31/08/2024 00:00:00,TC,227,371131201653, 	(01-SEP-2025 14:11:52)
2,29,1,0,316,0,R,3,1,1,01/07/2025 00:00:00,15/07/2025 00:00:00,TC,85,371131201994, 	(01-SEP-2025 14:11:52)
2,29,1,0,316,0,R,3,1,1,01/07/2025 00:00:00,15/07/2025 00:00:00,TC,86,371131201995, 	(01-SEP-2025 14:11:52)
2,29,1,0,316,0,R,3,1,1,01/02/2025 00:00:00,15/02/2025 00:00:00,TC,228,371131204414, 	(01-SEP-2025 14:11:52)
2,29,1,0,316,0,R,3,1,2,16/02/2025 00:00:00,28/02/2025 00:00:00,TC,229,371131204724, 	(01-SEP-2025 14:11:52)
2,29,1,0,316,0,R,3,1,1,01/06/2023 00:00:00,15/06/2023 00:00:00,TC,384,37114000201306, 	(01-SEP-2025 14:11:52)
2,29,1,0,316,0,R,3,1,1,01/06/2023 00:00:00,15/06/2023 00:00:00,IC,385,37114000201307, 	(01-SEP-2025 14:11:52)
2,29,1,0,316,0,R,3,1,2,16/06/2023 00:00:00,30/06/2023 00:00:00,TC,386,37114000201453, 	(01-SEP-2025 14:11:52)
2,29,1,0,316,0,R,3,1,2,16/06/2023 00:00:00,30/06/2023 00:00:00,IC,387,37114000201454, 	(01-SEP-2025 14:11:52)
2,29,1,0,316,0,R,3,1,1,01/07/2023 00:00:00,15/07/2023 00:00:00,TC,388,37114000201630, 	(01-SEP-2025 14:11:52)
2,29,1,0,316,0,R,3,1,2,16/07/2023 00:00:00,31/07/2023 00:00:00,TC,389,37114000201833, 	(01-SEP-2025 14:11:52)
2,29,1,0,316,0,R,3,1,2,16/09/2023 00:00:00,30/09/2023 00:00:00,TC,390,37114000202637, 	(01-SEP-2025 14:11:52)
2,29,1,0,316,0,R,3,1,1,01/10/2023 00:00:00,15/10/2023 00:00:00,TC,391,37114000202874, 	(01-SEP-2025 14:11:52)
2,29,1,0,316,0,R,3,1,1,01/02/2024 00:00:00,15/02/2024 00:00:00,TC,392,37114000204799, 	(01-SEP-2025 14:11:52)
2,29,1,0,316,0,R,3,1,1,01/02/2024 00:00:00,15/02/2024 00:00:00,IC,393,37114000204800, 	(01-SEP-2025 14:11:52)
2,29,1,0,316,0,R,3,1,2,16/02/2024 00:00:00,29/02/2024 00:00:00,TC,394,37114000205027, 	(01-SEP-2025 14:11:52)
2,29,1,0,316,0,R,3,1,2,16/02/2024 00:00:00,29/02/2024 00:00:00,IC,395,37114000205028, 	(01-SEP-2025 14:11:52)
2,29,1,0,316,0,R,3,1,1,01/03/2024 00:00:00,15/03/2024 00:00:00,TC,396,37114000205242, 	(01-SEP-2025 14:11:52)
2,29,1,0,316,0,R,3,1,2,16/03/2024 00:00:00,31/03/2024 00:00:00,TC,397,37114000205456, 	(01-SEP-2025 14:11:52)
2,29,1,0,349,0,R,1,1,2,16/06/2023 00:00:00,30/06/2023 00:00:00,PC,398,37114000201412, 	(01-SEP-2025 14:11:52)
2,29,1,0,349,0,R,1,1,1,01/10/2023 00:00:00,15/10/2023 00:00:00,PC,399,37114000202973, 	(01-SEP-2025 14:11:52)
2,29,1,0,345,0,R,2,1,2,16/06/2023 00:00:00,30/06/2023 00:00:00,PC,400,37114000201408, 	(01-SEP-2025 14:11:52)
2,29,1,0,345,0,R,2,1,1,01/10/2023 00:00:00,15/10/2023 00:00:00,PC,401,37114000202965, 	(01-SEP-2025 14:11:52)
2,29,1,0,351,0,R,1,1,1,01/07/2023 00:00:00,15/07/2023 00:00:00,TC,402,24114000200178, 	(01-SEP-2025 14:11:52)
2,29,1,0,343,0,R,3,1,1,01/04/2023 00:00:00,15/04/2023 00:00:00,TC,403,37114000200446, 	(01-SEP-2025 14:11:52)
2,29,1,0,343,0,R,3,1,2,16/04/2023 00:00:00,30/04/2023 00:00:00,TC,404,37114000200582, 	(01-SEP-2025 14:11:52)
2,29,1,0,343,0,R,3,1,2,16/04/2023 00:00:00,30/04/2023 00:00:00,IC,405,37114000200583, 	(01-SEP-2025 14:11:52)
2,29,1,0,343,0,R,3,1,1,01/05/2023 00:00:00,15/05/2023 00:00:00,TC,406,37114000200830, 	(01-SEP-2025 14:11:52)
2,29,1,0,343,0,R,3,1,2,16/05/2023 00:00:00,31/05/2023 00:00:00,TC,407,37114000201035, 	(01-SEP-2025 14:11:52)
2,29,1,0,343,0,R,3,1,1,01/06/2023 00:00:00,15/06/2023 00:00:00,TC,408,37114000201244, 	(01-SEP-2025 14:11:52)
2,29,1,0,343,0,R,3,1,1,01/06/2023 00:00:00,15/06/2023 00:00:00,IC,409,37114000201245, 	(01-SEP-2025 14:11:52)
2,29,1,0,343,0,R,3,1,2,16/06/2023 00:00:00,30/06/2023 00:00:00,TC,410,37114000201509, 	(01-SEP-2025 14:11:52)
2,29,1,0,343,0,R,3,1,1,01/07/2023 00:00:00,15/07/2023 00:00:00,TC,411,37114000201711, 	(01-SEP-2025 14:11:52)
2,29,1,0,343,0,R,3,1,2,16/07/2023 00:00:00,31/07/2023 00:00:00,TC,412,37114000201904, 	(01-SEP-2025 14:11:52)
2,29,1,0,343,0,R,3,1,1,01/08/2023 00:00:00,15/08/2023 00:00:00,TC,413,37114000202115, 	(01-SEP-2025 14:11:52)
2,29,1,0,343,0,R,3,1,2,16/08/2023 00:00:00,31/08/2023 00:00:00,TC,414,37114000202274, 	(01-SEP-2025 14:11:52)
2,29,1,0,343,0,R,3,1,1,01/09/2023 00:00:00,15/09/2023 00:00:00,TC,415,37114000202512, 	(01-SEP-2025 14:11:52)
2,29,1,0,343,0,R,3,1,2,16/09/2023 00:00:00,30/09/2023 00:00:00,TC,416,37114000202704, 	(01-SEP-2025 14:11:52)
2,29,1,0,343,0,R,3,1,1,01/01/2023 00:00:00,15/01/2023 00:00:00,TC,115,37114000202944, 	(01-SEP-2025 14:11:52)
2,29,1,0,343,0,R,3,1,1,01/10/2023 00:00:00,15/10/2023 00:00:00,TC,417,37114000203025, 	(01-SEP-2025 14:11:52)
2,29,1,0,343,0,R,3,1,2,16/01/2023 00:00:00,31/01/2023 00:00:00,TC,116,37114000203150, 	(01-SEP-2025 14:11:52)
2,29,1,0,343,0,R,3,1,2,16/10/2023 00:00:00,31/10/2023 00:00:00,TC,418,37114000203234, 	(01-SEP-2025 14:11:52)
2,29,1,0,343,0,R,3,1,1,01/02/2023 00:00:00,15/02/2023 00:00:00,TC,117,37114000203327, 	(01-SEP-2025 14:11:52)
2,29,1,0,343,0,R,3,1,1,01/11/2023 00:00:00,15/11/2023 00:00:00,TC,419,37114000203489, 	(01-SEP-2025 14:11:52)
2,29,1,0,343,0,R,3,1,2,16/02/2023 00:00:00,28/02/2023 00:00:00,TC,118,37114000203531, 	(01-SEP-2025 14:11:52)
2,29,1,0,343,0,R,3,1,1,01/03/2023 00:00:00,15/03/2023 00:00:00,TC,119,37114000203734, 	(01-SEP-2025 14:11:52)
2,29,1,0,343,0,R,3,1,2,16/11/2023 00:00:00,30/11/2023 00:00:00,TC,420,37114000203749, 	(01-SEP-2025 14:11:52)
2,29,1,0,343,0,R,3,1,1,01/12/2023 00:00:00,15/12/2023 00:00:00,TC,421,37114000203919, 	(01-SEP-2025 14:11:52)
2,29,1,0,343,0,R,3,1,2,16/03/2023 00:00:00,31/03/2023 00:00:00,TC,120,37114000203957, 	(01-SEP-2025 14:11:52)
2,29,1,0,343,0,R,3,1,2,16/12/2023 00:00:00,31/12/2023 00:00:00,TC,422,37114000204227, 	(01-SEP-2025 14:11:52)
2,29,1,0,343,0,R,3,1,1,01/01/2024 00:00:00,15/01/2024 00:00:00,TC,423,37114000204431, 	(01-SEP-2025 14:11:52)
2,29,1,0,343,0,R,3,1,2,16/01/2024 00:00:00,31/01/2024 00:00:00,TC,424,37114000204652, 	(01-SEP-2025 14:11:52)
2,29,1,0,343,0,R,3,1,1,01/02/2024 00:00:00,15/02/2024 00:00:00,TC,425,37114000204882, 	(01-SEP-2025 14:11:52)
2,29,1,0,343,0,R,3,1,1,01/02/2024 00:00:00,15/02/2024 00:00:00,IC,426,37114000204883, 	(01-SEP-2025 14:11:52)
2,29,1,0,343,0,R,3,1,2,16/02/2024 00:00:00,29/02/2024 00:00:00,TC,427,37114000205111, 	(01-SEP-2025 14:11:52)
2,29,1,0,361,0,K,3,2,1,01/06/2024 00:00:00,15/06/2024 00:00:00,PC,230,371131200605, 	(01-SEP-2025 14:11:52)
2,29,1,0,361,0,K,3,2,2,16/07/2024 00:00:00,31/07/2024 00:00:00,PC,231,371131201293, 	(01-SEP-2025 14:11:52)
2,29,1,0,361,0,K,3,2,1,01/11/2023 00:00:00,15/11/2023 00:00:00,PC,428,37114000203526, 	(01-SEP-2025 14:11:52)
2,29,1,0,361,0,K,3,2,1,01/02/2024 00:00:00,15/02/2024 00:00:00,PC,429,37114000204911, 	(01-SEP-2025 14:11:52)
2,29,1,0,361,0,K,3,2,2,16/02/2024 00:00:00,29/02/2024 00:00:00,PC,430,37114000205139, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,1,01/04/2025 00:00:00,15/04/2025 00:00:00,TC,87,371131200262, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,1,01/06/2024 00:00:00,15/06/2024 00:00:00,TC,232,371131200578, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,2,16/04/2025 00:00:00,30/04/2025 00:00:00,TC,88,371131200601, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,2,16/06/2024 00:00:00,30/06/2024 00:00:00,TC,233,371131200794, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,1,01/05/2025 00:00:00,15/05/2025 00:00:00,TC,89,371131200897, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,1,01/05/2025 00:00:00,15/05/2025 00:00:00,IC,90,371131200898, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,1,01/07/2024 00:00:00,15/07/2024 00:00:00,TC,234,371131201026, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,2,16/05/2025 00:00:00,31/05/2025 00:00:00,TC,91,371131201188, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,2,16/07/2024 00:00:00,31/07/2024 00:00:00,TC,235,371131201269, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,1,01/06/2025 00:00:00,15/06/2025 00:00:00,TC,92,371131201485, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,1,01/08/2024 00:00:00,15/08/2024 00:00:00,TC,236,371131201514, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,2,16/08/2024 00:00:00,31/08/2024 00:00:00,TC,237,371131201745, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,2,16/06/2025 00:00:00,30/06/2025 00:00:00,TC,93,371131201789, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,1,01/09/2024 00:00:00,15/09/2024 00:00:00,TC,238,371131201995, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,1,01/07/2025 00:00:00,15/07/2025 00:00:00,TC,94,371131202095, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,2,16/09/2024 00:00:00,30/09/2024 00:00:00,TC,239,371131202247, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,1,01/10/2024 00:00:00,15/10/2024 00:00:00,TC,240,371131202405, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,2,16/10/2024 00:00:00,31/10/2024 00:00:00,TC,241,371131202740, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,1,01/11/2024 00:00:00,15/11/2024 00:00:00,TC,242,371131202975, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,2,16/11/2024 00:00:00,30/11/2024 00:00:00,TC,243,371131203249, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,1,01/12/2024 00:00:00,15/12/2024 00:00:00,TC,244,371131203468, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,2,16/12/2024 00:00:00,31/12/2024 00:00:00,TC,245,371131203699, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,1,01/01/2025 00:00:00,15/01/2025 00:00:00,TC,246,371131203970, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,2,16/01/2025 00:00:00,31/01/2025 00:00:00,TC,247,371131204252, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,2,16/01/2025 00:00:00,31/01/2025 00:00:00,IC,248,371131204253, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,1,01/02/2025 00:00:00,15/02/2025 00:00:00,TC,249,371131204488, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,2,16/02/2025 00:00:00,28/02/2025 00:00:00,TC,250,371131204832, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,1,01/03/2025 00:00:00,15/03/2025 00:00:00,TC,251,371131205105, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,2,16/03/2025 00:00:00,31/03/2025 00:00:00,TC,252,371131205426, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,1,01/10/2023 00:00:00,15/10/2023 00:00:00,TC,431,37114000202940, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,1,01/11/2023 00:00:00,15/11/2023 00:00:00,TC,432,37114000203490, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,1,01/11/2023 00:00:00,15/11/2023 00:00:00,IC,433,37114000203491, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,2,16/11/2023 00:00:00,30/11/2023 00:00:00,TC,434,37114000203750, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,2,16/11/2023 00:00:00,30/11/2023 00:00:00,IC,435,37114000203751, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,1,01/12/2023 00:00:00,15/12/2023 00:00:00,TC,436,37114000203920, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,2,16/12/2023 00:00:00,31/12/2023 00:00:00,TC,437,37114000204228, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,1,01/01/2024 00:00:00,15/01/2024 00:00:00,TC,438,37114000204432, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,1,01/01/2024 00:00:00,15/01/2024 00:00:00,IC,439,37114000204433, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,2,16/01/2024 00:00:00,31/01/2024 00:00:00,TC,440,37114000204653, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,1,01/02/2024 00:00:00,15/02/2024 00:00:00,TC,441,37114000204884, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,1,01/02/2024 00:00:00,15/02/2024 00:00:00,IC,442,37114000204885, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,2,16/02/2024 00:00:00,29/02/2024 00:00:00,TC,443,37114000205112, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,1,01/03/2024 00:00:00,15/03/2024 00:00:00,TC,444,37114000205320, 	(01-SEP-2025 14:11:52)
2,29,1,0,317,0,R,3,1,2,16/03/2024 00:00:00,31/03/2024 00:00:00,TC,445,37114000205528, 	(01-SEP-2025 14:11:52)
2,29,1,0,348,0,R,1,1,2,16/07/2023 00:00:00,31/07/2023 00:00:00,TC,446,24114000200191, 	(01-SEP-2025 14:11:52)
2,29,1,0,348,0,R,1,1,1,01/08/2023 00:00:00,15/08/2023 00:00:00,TC,447,24114000200212, 	(01-SEP-2025 14:11:52)
2,29,1,0,348,0,R,1,1,2,16/08/2023 00:00:00,31/08/2023 00:00:00,TC,448,24114000200236, 	(01-SEP-2025 14:11:52)
