

<<START>>,<<FMS_ENTITY_SERVICE_TAX_DTL>>,,,,,,, 	(10-MAR-2025 13:13:06)
2 ,1 , RIL , C , 2 , SI , 15/11/2015 00:00:00 , 1, 	(10-MAR-2025 13:13:48)	 (Not Inserted)
2 ,1 , RIL , C , 3 , SI , 15/11/2015 00:00:00 , 1, 	(10-MAR-2025 13:13:48)	 (Not Inserted)
2 ,1 , RIL , C , 4 , SI , 15/11/2015 00:00:00 , 1, 	(10-MAR-2025 13:13:48)	 (Not Inserted)
2 ,1 , RIL , C , 7 , SI , 15/11/2015 00:00:00 , 1, 	(10-MAR-2025 13:13:48)	 (Not Inserted)
2 ,1 , RIL , C , 10 , SI , 15/11/2015 00:00:00 , 1, 	(10-MAR-2025 13:13:48)	 (Not Inserted)
2 ,1 , RIL , C , 9 , SI , 15/11/2015 00:00:00 , 1, 	(10-MAR-2025 13:13:48)	 (Not Inserted)
2 ,1 , RIL , C , 8 , SI , 15/11/2015 00:00:00 , 1, 	(10-MAR-2025 13:13:48)	 (Not Inserted)
2 ,1 , RIL , C , 5 , SI , 15/11/2015 00:00:00 , 1, 	(10-MAR-2025 13:13:48)	 (Not Inserted)
2 ,1 , RIL , C , 9 , SI , 01/07/2017 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 8 , SI , 01/07/2017 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 7 , SI , 01/07/2017 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 4 , SI , 01/07/2017 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 1 , SI , 01/07/2017 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 5 , SI , 01/07/2017 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 3 , SI , 01/07/2017 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 2 , SI , 01/07/2017 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 14 , SI , 01/07/2017 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 13 , SI , 01/07/2017 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 3 , SI , 01/06/2016 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 2 , SI , 01/06/2016 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 1 , SI , 01/06/2016 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 10 , SI , 01/06/2016 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 11 , SI , 01/06/2016 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 9 , SI , 01/06/2016 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 4 , SI , 01/06/2016 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 5 , SI , 01/06/2016 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 7 , SI , 01/06/2016 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 8 , SI , 01/06/2016 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 12 , SI , 01/06/2016 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 1 , SI , 01/06/2015 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 2 , SI , 01/06/2015 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 3 , SI , 01/06/2015 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 4 , SI , 01/06/2015 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 5 , SI , 01/06/2015 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 7 , SI , 01/06/2015 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 8 , SI , 01/06/2015 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 9 , SI , 01/06/2015 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 10 , SI , 01/06/2015 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 8 , SI , 01/04/2012 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 9 , SI , 01/04/2012 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 10 , SI , 01/04/2012 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 3 , SI , 01/04/2010 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 2 , SI , 01/04/2010 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 1 , SI , 01/04/2010 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 4 , SI , 01/04/2010 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 7 , SI , 01/04/2010 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,1 , RIL , C , 5 , SI , 01/04/2010 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,3 , GSPCL , C , 1 , SI , 15/11/2015 00:00:00 , 1, 	(10-MAR-2025 13:13:48)	 (Not Inserted)
2 ,3 , GSPCL , C , 1 , SI , 01/07/2017 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,3 , GSPCL , C , 1 , SI , 01/06/2016 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,3 , GSPCL , C , 1 , SI , 01/06/2015 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,3 , GSPCL , C , 1 , SI , 01/04/2012 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,4 , Gail , C , 6 , SI , 21/05/2024 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,4 , Gail , C , 5 , SI , 21/05/2024 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,4 , Gail , C , 1 , SI , 07/03/2022 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,4 , Gail , C , 1 , SI , 01/07/2017 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,4 , Gail , C , 1 , SI , 01/06/2016 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,4 , Gail , C , 1 , SI , 01/06/2015 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,4 , Gail , C , 1 , SI , 01/04/2012 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,11 , TPL , C , 2 , SI , 15/11/2015 00:00:00 , 1, 	(10-MAR-2025 13:13:48)	 (Not Inserted)
2 ,11 , TPL , C , 1 , SI , 15/11/2015 00:00:00 , 1, 	(10-MAR-2025 13:13:48)	 (Not Inserted)
2 ,11 , TPL , C , 1 , SI , 01/07/2017 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,11 , TPL , C , 2 , SI , 01/07/2017 00:00:00 , 1, 	(10-MAR-2025 13:13:48)
2 ,11 , TPL , C , 1 , SI , 01/06/2016 00:00:00 , 1, 	(10-MAR-2025 13:13:49)
2 ,11 , TPL , C , 2 , SI , 01/06/2016 00:00:00 , 1, 	(10-MAR-2025 13:13:49)
2 ,11 , TPL , C , 1 , SI , 01/06/2015 00:00:00 , 1, 	(10-MAR-2025 13:13:49)
2 ,11 , TPL , C , 2 , SI , 01/06/2015 00:00:00 , 1, 	(10-MAR-2025 13:13:49)
2 ,11 , TPL , C , 1 , SI , 01/04/2012 00:00:00 , 1, 	(10-MAR-2025 13:13:49)
2 ,11 , TPL , C , 2 , SI , 01/04/2012 00:00:00 , 1, 	(10-MAR-2025 13:13:49)
2 ,15 , HPCL , C , 2 , SI , 01/07/2017 00:00:00 , 1, 	(10-MAR-2025 13:13:49)
2 ,15 , HPCL , C , 1 , SI , 01/07/2017 00:00:00 , 1, 	(10-MAR-2025 13:13:49)
2 ,20 , AMNS , C , 1 , SI , 07/03/2022 00:00:00 , 1, 	(10-MAR-2025 13:13:49)
2 ,20 , AMNS , C , 1 , SI , 01/07/2017 00:00:00 , 1, 	(10-MAR-2025 13:13:49)
2 , , ESIL , C , 1 , SI , 01/06/2016 00:00:00 , 1, 	(10-MAR-2025 13:13:49)	 (Not Inserted)
2 , , SEMTPL , C , 2 , SI , 07/03/2022 00:00:00 , 1, 	(10-MAR-2025 13:13:49)	 (Not Inserted)
2 ,20 , AMNS , C , 1 , UG , 07/03/2022 00:00:00 , 1, 	(10-MAR-2025 13:13:49)
2 ,20 , AMNS , C , 1 , LP , 07/03/2022 00:00:00 , 1, 	(10-MAR-2025 13:13:49)
2 ,20 , AMNS , C , 1 , ST , 01/07/2017 00:00:00 , 1, 	(10-MAR-2025 13:13:49)
2 ,20 , AMNS , C , 1 , LP , 01/07/2017 00:00:00 , 1, 	(10-MAR-2025 13:13:49)

TOTAL DATA IN EXCEL : ,80,,,,,,, 	(10-MAR-2025 13:13:49)
 

TOTAL DATA INSERTED : ,66,,,,,,, 	(10-MAR-2025 13:13:49)
 

TOTAL SKIPPED DATA ,14,,,,,,, 	(10-MAR-2025 13:13:49)
 
<<END>>,<<FMS_ENTITY_SERVICE_TAX_DTL>>,,,,,,, 	(10-MAR-2025 13:13:49)
 

<<START>>,<<FMS_CUSTOM_TAX_STRUCT_DTL>>,,, 	(10-MAR-2025 13:13:56)
 
COMPANY_CD,TAX_STRUCT_CD,TAX_STRUCT_DTL,EFF_DT,TIMESTAMP
**********AutomationEMS Error  (10-MAR-2025 13:13:56) **********
java.sql.SQLException: ORA-01847: day of month must be between 1 and last day of month


com.etrm.fms.migration.Master_SEIPL_Data_Reader.FMS_CUSTOM_TAX_STRUCT_DTL(Master_SEIPL_Data_Reader.java:6781)
com.etrm.fms.migration.Master_SEIPL_Data_Reader.init(Master_SEIPL_Data_Reader.java:229)
**************************************************

<<FUNCTION FMS_CUSTOM_TAX_STRUCT_DTL() ENDED WITH ERRORS>>
