

<<START>>,<<FMS_CONT_PRICE_DTL(P)>>,,,, 	(13-JUN-2025 18:34:10)
 
COMPANY_CD,MAPPING_ID,CONTRACT_TYPE,SEQ_NO,TIMESTAMP
2,278--, D ,2, 	(13-JUN-2025 18:34:10)	 (Not Inserted)
2,278--, D ,1, 	(13-JUN-2025 18:34:10)	 (Not Inserted)
2,278--, D ,1, 	(13-JUN-2025 18:34:10)	 (Not Inserted)
2,278--, D ,1, 	(13-JUN-2025 18:34:10)	 (Not Inserted)
2,278--, T ,1, 	(13-JUN-2025 18:34:10)	 (Not Inserted)
2,278--, T ,2, 	(13-JUN-2025 18:34:10)	 (Not Inserted)

TOTAL DATA IN EXCEL : 126 	(13-JUN-2025 18:34:10)
 

TOTAL DATA INSERTED : 92 	(13-JUN-2025 18:34:10)
 

TOTAL SKIPPED DATA 34 	(13-JUN-2025 18:34:10)
 
<<END>><<FMS_CONT_PRICE_DTL(P)>> 	(13-JUN-2025 18:34:10)
 

<<START>>,<<FMS_CONT_PRICE_MIN_DTL(P)>>,,,, 	(13-JUN-2025 18:34:48)
 
COMPANY_CD,MAPPING_ID,CONTRACT_TYPE,SEQ_NO,CURVE_NM,TIMESTAMP
2,154-0-823091, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,154-0-823091, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,154-0-823091, D, 2, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,154-0-823090, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,154-0-823090, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,154-0-823090, D, 2, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,154-0-823090, D, 2, PPAC, 	(13-JUN-2025 18:34:48)
2,154-0-824014, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,154-0-824014, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,154-0-824016, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,154-0-824016, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,154-0-824015, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,154-0-824015, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,1-0-823023, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,1-0-823023, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,1-0-823024, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,1-0-823024, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,1-0-823025, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,1-0-823025, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,1-0-823026, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,1-0-823026, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,1-0-823027, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,1-0-823027, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,1-0-823028, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,1-0-823028, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,1-0-823029, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,1-0-823029, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,1-0-823030, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,1-0-823030, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,1-0-823031, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,1-0-823031, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,1-0-823032, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,1-0-823032, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,1-0-823033, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,1-0-823033, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,1-0-823034, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,1-0-823034, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,1-0-823035, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,1-0-823035, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,1-0-823036, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,1-0-823036, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,1-0-823037, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,1-0-823037, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,1-0-823038, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,1-0-823038, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,1-0-823039, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,1-0-823039, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,1-0-823040, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,1-0-823040, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,1-0-823041, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,1-0-823041, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,1-0-823042, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,1-0-823042, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,1-0-823043, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,1-0-823043, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,1-0-823044, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,1-0-823044, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,1-0-823045, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,1-0-823045, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,1-0-823046, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,1-0-823046, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,1-0-823047, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,1-0-823047, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,1-0-823048, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,1-0-823048, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,1-0-823049, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,1-0-823049, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,1-0-823050, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,1-0-823050, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,1-0-823051, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,1-0-823051, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,1-0-823052, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,1-0-823052, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,1-0-824004, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,1-0-824004, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,1-0-824005, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,1-0-824005, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,1-0-824006, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,1-0-824006, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,1-0-824007, D, 1, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,1-0-824007, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,1-0-824007, D, 2, ICE_JKM, 	(13-JUN-2025 18:34:48)
2,1-0-824007, D, 2, PPAC, 	(13-JUN-2025 18:34:48)
2,1-0-823053, D, 1, ICE_DATED_BRENT, 	(13-JUN-2025 18:34:48)
2,1-0-823053, D, 1, PPAC, 	(13-JUN-2025 18:34:48)
2,1-0-823053, D, 2, ICE_DATED_BRENT, 	(13-JUN-2025 18:34:48)
2 ,278--, D ,1, ICE_JKM, 	(13-JUN-2025 18:34:48)	 (Not Inserted)
2 ,278--, D ,2, ICE_JKM, 	(13-JUN-2025 18:34:48)	 (Not Inserted)
2 ,278--, D ,2, PPAC, 	(13-JUN-2025 18:34:48)	 (Not Inserted)
2 ,278--, D ,1, ICE_JKM, 	(13-JUN-2025 18:34:48)	 (Not Inserted)
2 ,278--, D ,1, PPAC, 	(13-JUN-2025 18:34:48)	 (Not Inserted)
2 ,278--, T ,1, ICE_DATED_BRENT, 	(13-JUN-2025 18:34:48)	 (Not Inserted)
2 ,278--, T ,1, PPAC, 	(13-JUN-2025 18:34:48)	 (Not Inserted)

TOTAL DATA IN EXCEL : 93 	(13-JUN-2025 18:34:48)
 

TOTAL DATA INSERTED : 86 	(13-JUN-2025 18:34:48)
 

TOTAL SKIPPED DATA 7 	(13-JUN-2025 18:34:48)
 
<<END>><<FMS_CONT_PRICE_MIN_DTL(P)>> 	(13-JUN-2025 18:34:48)
 
