

<<START>>,<<FMS_AGMT_PLANT>>,, 	(19-MAY-2025 12:38:00)
 
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,PLANT_SEQ_NO,TIMESTAMP,
2, , BPL,,0,1,1, 	(19-MAY-2025 12:38:00)	 (Not Inserted)
2, , EPL,,0,1,1, 	(19-MAY-2025 12:38:00)	 (Not Inserted)
2,217 , ESL,,0,1,1, 	(19-MAY-2025 12:38:00)
2,7 , DFPCL,,0,1,1, 	(19-MAY-2025 12:38:00)
2,7 , DFPCL,,0,2,1, 	(19-MAY-2025 12:38:00)
2,8 , AIGL,,0,1,1, 	(19-MAY-2025 12:38:00)
2,218 , ESEZ,,0,1,1, 	(19-MAY-2025 12:38:00)
2,225 , VIL,,0,1,1, 	(19-MAY-2025 12:38:00)
2, , VSIL,,0,1,1, 	(19-MAY-2025 12:38:00)	 (Not Inserted)
2,10 , GGCL,,0,1,1, 	(19-MAY-2025 12:38:00)
2,11 , TPL,,0,1,1, 	(19-MAY-2025 12:38:00)
2,280 , WMSL,,1,1,1, 	(19-MAY-2025 12:38:00)
2,280 , WMSL,,2,1,1, 	(19-MAY-2025 12:38:00)
2,280 , WMSL,,0,1,1, 	(19-MAY-2025 12:38:00)
2,280 , WMSL,,0,2,1, 	(19-MAY-2025 12:38:00)
2,12 , MNGL,,0,1,1, 	(19-MAY-2025 12:38:00)
2,13 , IGL,,0,1,1, 	(19-MAY-2025 12:38:00)
2,13 , IGL,,0,2,1, 	(19-MAY-2025 12:38:00)
2,13 , IGL,,0,2,1, 	(19-MAY-2025 12:38:00)	 (Not Inserted)
2,14 , BPCL,,0,1,1, 	(19-MAY-2025 12:38:00)
2,269 , TEL,,0,1,1, 	(19-MAY-2025 12:38:00)
2,15 , HPCL,,2,1,2, 	(19-MAY-2025 12:38:00)
2,15 , HPCL,,0,2,3, 	(19-MAY-2025 12:38:00)
2,15 , HPCL,,0,2,1, 	(19-MAY-2025 12:38:00)
2,15 , HPCL,,0,2,2, 	(19-MAY-2025 12:38:00)
2,15 , HPCL,,0,1,1, 	(19-MAY-2025 12:38:00)
2,15 , HPCL,,0,2,4, 	(19-MAY-2025 12:38:00)
2,15 , HPCL,,1,1,1, 	(19-MAY-2025 12:38:00)
2,15 , HPCL,,2,1,1, 	(19-MAY-2025 12:38:00)
2,16 , JSW,,0,1,1, 	(19-MAY-2025 12:38:00)
2,17 , BGL,,0,1,1, 	(19-MAY-2025 12:38:00)
2,18 , GSFC,,0,1,1, 	(19-MAY-2025 12:38:00)
2,228 , H-Energy,,0,1,1, 	(19-MAY-2025 12:38:00)
2,160 , SIMPL,,0,1,1, 	(19-MAY-2025 12:38:00)
2,19 , ATGL,,0,1,2, 	(19-MAY-2025 12:38:00)
2,19 , ATGL,,0,1,1, 	(19-MAY-2025 12:38:00)
2,20 , AMNS,,0,2,1, 	(19-MAY-2025 12:38:00)
2,20 , AMNS,,0,1,2, 	(19-MAY-2025 12:38:00)
2,20 , AMNS,,0,1,1, 	(19-MAY-2025 12:38:00)
2,20 , AMNS,,0,1,5, 	(19-MAY-2025 12:38:00)
2,154 , SEMTPL,,0,1,1, 	(19-MAY-2025 12:38:00)
2,154 , SEMTPL,,0,1,2, 	(19-MAY-2025 12:38:00)
2,21 , SGIPL,,0,1,1, 	(19-MAY-2025 12:38:00)
2,22 , VGL,,0,1,1, 	(19-MAY-2025 12:38:00)
2,22 , VGL,,0,1,2, 	(19-MAY-2025 12:38:00)
2,23 , PGPGPL,,0,1,3, 	(19-MAY-2025 12:38:00)
2,23 , PGPGPL,,0,1,2, 	(19-MAY-2025 12:38:00)
2,23 , PGPGPL,,0,1,4, 	(19-MAY-2025 12:38:00)
2,23 , PGPGPL,,0,1,1, 	(19-MAY-2025 12:38:00)
2,23 , PGPGPL,,0,1,1, 	(19-MAY-2025 12:38:00)	 (Not Inserted)
2,23 , PGPGPL,,0,1,2, 	(19-MAY-2025 12:38:00)	 (Not Inserted)
2,23 , PGPGPL,,0,1,3, 	(19-MAY-2025 12:38:00)	 (Not Inserted)
2,23 , PGPGPL,,0,1,4, 	(19-MAY-2025 12:38:00)	 (Not Inserted)
2,24 , HCG,,0,1,1, 	(19-MAY-2025 12:38:00)
2,25 , GGL,,0,1,2, 	(19-MAY-2025 12:38:00)
2,25 , GGL,,0,1,1, 	(19-MAY-2025 12:38:00)
2,28 , HGL-RLNG,,0,1,1, 	(19-MAY-2025 12:38:00)
2,31 , HSIL,,0,1,1, 	(19-MAY-2025 12:38:00)
2, , VVF,,0,1,1, 	(19-MAY-2025 12:38:00)	 (Not Inserted)
2, , VVF,,0,1,2, 	(19-MAY-2025 12:38:00)	 (Not Inserted)
2, , VVF,,0,1,3, 	(19-MAY-2025 12:38:00)	 (Not Inserted)
2,34 , MINDA,,0,1,2, 	(19-MAY-2025 12:38:00)
2,36 , HIL,,0,1,4, 	(19-MAY-2025 12:38:00)
2,37 , HCGD-B,,0,1,1, 	(19-MAY-2025 12:38:00)
2,38 , KAJARIA,,0,1,2, 	(19-MAY-2025 12:38:00)
2,39 , SISECAM,,0,1,1, 	(19-MAY-2025 12:38:00)
2,40 , ATPL,,0,1,2, 	(19-MAY-2025 12:38:00)
2,40 , ATPL,,0,1,1, 	(19-MAY-2025 12:38:00)
2,41 , OPAL,,0,1,1, 	(19-MAY-2025 12:38:00)
2,46 , TGLPL,,0,1,1, 	(19-MAY-2025 12:38:00)
2,47 , TGBPL,,0,1,1, 	(19-MAY-2025 12:38:00)
2,48 , BGEPL,,0,1,1, 	(19-MAY-2025 12:38:00)
2,49 , VVF India,,0,1,1, 	(19-MAY-2025 12:38:00)
2,50 , GNFC,,0,1,2, 	(19-MAY-2025 12:38:00)
2,50 , GNFC,,0,1,1, 	(19-MAY-2025 12:38:00)
2,52 , GLIL,,0,1,1, 	(19-MAY-2025 12:38:00)
2,52 , GLIL,,0,1,3, 	(19-MAY-2025 12:38:00)
2,52 , GLIL,,0,1,2, 	(19-MAY-2025 12:38:00)
2,52 , GLIL,,0,1,7, 	(19-MAY-2025 12:38:00)
2,52 , GLIL,,0,1,6, 	(19-MAY-2025 12:38:00)
2,52 , GLIL,,0,1,5, 	(19-MAY-2025 12:38:00)
2,54 , GFCL,,0,1,1, 	(19-MAY-2025 12:38:00)
2,55 , CPL,,0,1,1, 	(19-MAY-2025 12:38:00)
2,56 , IRM,,0,1,1, 	(19-MAY-2025 12:38:00)
2,59 , INPEROX,,0,1,1, 	(19-MAY-2025 12:38:00)
2,61 , EFSPL,,0,1,1, 	(19-MAY-2025 12:38:00)
2,63 , GOAGLSF,,0,1,1, 	(19-MAY-2025 12:38:00)
2,65 , PEFORCV,,0,1,1, 	(19-MAY-2025 12:38:00)
2,144 , HINAGIL,,0,1,1, 	(19-MAY-2025 12:38:00)
2,92 , NEL,,0,1,1, 	(19-MAY-2025 12:38:00)
2,92 , NEL,,0,2,1, 	(19-MAY-2025 12:38:00)
2,104 , TASTELI,,0,1,1, 	(19-MAY-2025 12:38:00)
2,104 , TASTELI,,0,2,1, 	(19-MAY-2025 12:38:00)
2,162 , BOROREN,,0,1,1, 	(19-MAY-2025 12:38:00)
2,278 , SEMTEXP,,0,1,1, 	(19-MAY-2025 12:38:00)
2,183 , SUMGLAS,,0,1,1, 	(19-MAY-2025 12:38:00)
2,184 , SVTPLIN,,0,1,1, 	(19-MAY-2025 12:38:00)
2,130 , CRMNDEL,,0,1,1, 	(19-MAY-2025 12:38:00)

TOTAL DATA IN EXCEL : ,132,,,,,, 	(19-MAY-2025 12:38:00)
 

TOTAL DATA INSERTED : ,120,,,,,, 	(19-MAY-2025 12:38:00)
 

TOTAL SKIPPED DATA ,12,,,,,, 	(19-MAY-2025 12:38:00)
 
<<END>>,<<FMS_AGMT_PLANT>>,,,,,, 	(19-MAY-2025 12:38:00)
 
