

<<START>>,<<FMS_PUR_SG_INV_MST>>,,,,,,,,,,,,,,,,,, 	(02-MAY-2025 12:46:31)
2,256, 1, 0, 725117,0, N, 1, 1,10,06/05/2011 00:00:00, 06/05/2011 00:00:00, 4, 2011-2012,CP,0,16,91101935/P,12.25, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725117,0, N, 1, 1,10,06/05/2011 00:00:00, 06/05/2011 00:00:00, 4, 2011-2012,CF,0,16,90418195/P,12.25, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725119,0, N, 1, 1,10,03/05/2014 00:00:00, 06/05/2014 00:00:00, 1, 2014-2015,P,0,16,ITZIXM0001,13.6, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725119,0, N, 1, 1,10,03/05/2014 00:00:00, 06/05/2014 00:00:00, 1, 2014-2015,PF,0,16,ITZIXM0001,13.6, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725119,0, N, 1, 1,10,03/05/2014 00:00:00, 06/05/2014 00:00:00, 1, 2014-2015,F,0,16,90538444,13.6, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725119,0, N, 1, 1,10,03/05/2014 00:00:00, 06/05/2014 00:00:00, 1, 2014-2015,CP,0,16,ITZIXM0001,13.6, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725119,0, N, 1, 1,10,03/05/2014 00:00:00, 06/05/2014 00:00:00, 1, 2014-2015,CF,0,16,90538444,13.6, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725124,0, N, 1, 1,10,04/11/2014 00:00:00, 05/11/2014 00:00:00, 2, 2014-2015,P,0,16,ITC8AD0001,11.25, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725124,0, N, 1, 1,10,04/11/2014 00:00:00, 05/11/2014 00:00:00, 2, 2014-2015,PF,0,16,ITC8AD0001,11.25, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725124,0, N, 1, 1,10,04/11/2014 00:00:00, 05/11/2014 00:00:00, 2, 2014-2015,F,0,16,90558473/P,11.25, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725124,0, N, 1, 1,10,04/11/2014 00:00:00, 05/11/2014 00:00:00, 2, 2014-2015,CP,0,16,ITC8AD0001,11.25, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725124,0, N, 1, 1,10,04/11/2014 00:00:00, 05/11/2014 00:00:00, 2, 2014-2015,CF,0,16,90558473/P,11.25, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725121,0, N, 1, 1,10,06/08/2014 00:00:00, 08/08/2014 00:00:00, 3, 2014-2015,P,0,16,ITZ9RZ0001,10.5, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725121,0, N, 1, 1,10,06/08/2014 00:00:00, 08/08/2014 00:00:00, 3, 2014-2015,PF,0,16,ITZ9RZ0001,10.5, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725121,0, N, 1, 1,10,06/08/2014 00:00:00, 08/08/2014 00:00:00, 3, 2014-2015,F,0,16,90548991/P,10.5, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725121,0, N, 1, 1,10,06/08/2014 00:00:00, 08/08/2014 00:00:00, 3, 2014-2015,CP,0,16,ITZ9RZ0001,10.5, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725121,0, N, 1, 1,10,06/08/2014 00:00:00, 08/08/2014 00:00:00, 3, 2014-2015,CF,0,16,90548991/P,10.5, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725122,0, N, 1, 1,10,10/09/2014 00:00:00, 11/09/2014 00:00:00, 4, 2014-2015,P,0,16,ITZZ8W0001,12, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725122,0, N, 1, 1,10,10/09/2014 00:00:00, 11/09/2014 00:00:00, 4, 2014-2015,PF,0,16,ITZZ8W0001,12, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725122,0, N, 1, 1,10,10/09/2014 00:00:00, 11/09/2014 00:00:00, 4, 2014-2015,F,0,16,90549512/P,12, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725122,0, N, 1, 1,10,10/09/2014 00:00:00, 11/09/2014 00:00:00, 4, 2014-2015,CP,0,16,ITZZ8W0001,12, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725122,0, N, 1, 1,10,10/09/2014 00:00:00, 11/09/2014 00:00:00, 4, 2014-2015,CF,0,16,90549512/P,12, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725125,0, N, 1, 1,10,14/11/2014 00:00:00, 14/11/2014 00:00:00, 5, 2014-2015,P,0,16,ITCAZ90001,9.5, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725125,0, N, 1, 1,10,14/11/2014 00:00:00, 14/11/2014 00:00:00, 5, 2014-2015,PF,0,16,ITCAZ90001,9.5, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725125,0, N, 1, 1,10,14/11/2014 00:00:00, 14/11/2014 00:00:00, 5, 2014-2015,F,0,16,90557757,9.5, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725125,0, N, 1, 1,10,14/11/2014 00:00:00, 14/11/2014 00:00:00, 5, 2014-2015,CP,0,16,ITCAZ90001,9.5, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725125,0, N, 1, 1,10,14/11/2014 00:00:00, 14/11/2014 00:00:00, 5, 2014-2015,CF,0,16,90557757,9.5, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725126,0, N, 1, 1,10,14/11/2014 00:00:00, 14/11/2014 00:00:00, 6, 2014-2015,P,0,16,ITCA0J0001-2,10.3, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725126,0, N, 1, 1,10,14/11/2014 00:00:00, 14/11/2014 00:00:00, 6, 2014-2015,P,0,16,ITCA0J0001-2,10.3, 	(02-MAY-2025 12:46:33)	 (Not Inserted)
2,256, 1, 0, 725126,0, N, 1, 1,10,14/11/2014 00:00:00, 14/11/2014 00:00:00, 6, 2014-2015,PF,0,16,ITCA0J0001-2,10.3, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725126,0, N, 1, 1,10,14/11/2014 00:00:00, 14/11/2014 00:00:00, 6, 2014-2015,PF,0,16,ITCA0J0001-2,10.3, 	(02-MAY-2025 12:46:33)	 (Not Inserted)
2,256, 1, 0, 725126,0, N, 1, 1,10,14/11/2014 00:00:00, 14/11/2014 00:00:00, 6, 2014-2015,P,0,16,ITCA0J0001-2,10.3, 	(02-MAY-2025 12:46:33)	 (Not Inserted)
2,256, 1, 0, 725126,0, N, 1, 1,10,14/11/2014 00:00:00, 14/11/2014 00:00:00, 6, 2014-2015,P,0,16,ITCA0J0001-2,10.3, 	(02-MAY-2025 12:46:33)	 (Not Inserted)
2,256, 1, 0, 725126,0, N, 1, 1,10,14/11/2014 00:00:00, 14/11/2014 00:00:00, 6, 2014-2015,PF,0,16,ITCA0J0001-2,10.3, 	(02-MAY-2025 12:46:33)	 (Not Inserted)
2,256, 1, 0, 725126,0, N, 1, 1,10,14/11/2014 00:00:00, 14/11/2014 00:00:00, 6, 2014-2015,PF,0,16,ITCA0J0001-2,10.3, 	(02-MAY-2025 12:46:33)	 (Not Inserted)
2,256, 1, 0, 725126,0, N, 1, 1,10,14/11/2014 00:00:00, 14/11/2014 00:00:00, 6, 2014-2015,P,0,16,ITCA0J0001-1,10.3, 	(02-MAY-2025 12:46:33)	 (Not Inserted)
2,256, 1, 0, 725126,0, N, 1, 1,10,14/11/2014 00:00:00, 14/11/2014 00:00:00, 6, 2014-2015,P,0,16,ITCA0J0001-1,10.3, 	(02-MAY-2025 12:46:33)	 (Not Inserted)
2,256, 1, 0, 725126,0, N, 1, 1,10,14/11/2014 00:00:00, 14/11/2014 00:00:00, 6, 2014-2015,PF,0,16,ITCA0J0001-1,10.3, 	(02-MAY-2025 12:46:33)	 (Not Inserted)
2,256, 1, 0, 725126,0, N, 1, 1,10,14/11/2014 00:00:00, 14/11/2014 00:00:00, 6, 2014-2015,PF,0,16,ITCA0J0001-1,10.3, 	(02-MAY-2025 12:46:33)	 (Not Inserted)
2,256, 1, 0, 725126,0, N, 1, 1,10,14/11/2014 00:00:00, 14/11/2014 00:00:00, 6, 2014-2015,F,0,16,90561001- B/P,10.3, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725126,0, N, 1, 1,10,14/11/2014 00:00:00, 14/11/2014 00:00:00, 6, 2014-2015,F,0,16,90561001- B/P,10.3, 	(02-MAY-2025 12:46:33)	 (Not Inserted)
2,256, 1, 0, 725126,0, N, 1, 1,10,14/11/2014 00:00:00, 14/11/2014 00:00:00, 6, 2014-2015,F,0,16,90561001- B/P,10.3, 	(02-MAY-2025 12:46:33)	 (Not Inserted)
2,256, 1, 0, 725126,0, N, 1, 1,10,14/11/2014 00:00:00, 14/11/2014 00:00:00, 6, 2014-2015,F,0,16,90561001- B/P,10.3, 	(02-MAY-2025 12:46:33)	 (Not Inserted)
2,256, 1, 0, 725126,0, N, 1, 1,10,14/11/2014 00:00:00, 14/11/2014 00:00:00, 6, 2014-2015,F,0,16,90561001- A/P,10.3, 	(02-MAY-2025 12:46:33)	 (Not Inserted)
2,256, 1, 0, 725126,0, N, 1, 1,10,14/11/2014 00:00:00, 14/11/2014 00:00:00, 6, 2014-2015,F,0,16,90561001- A/P,10.3, 	(02-MAY-2025 12:46:33)	 (Not Inserted)
2,256, 1, 0, 725126,0, N, 1, 1,10,14/11/2014 00:00:00, 14/11/2014 00:00:00, 6, 2014-2015,CP,0,16,ITCA0J0001-2,10.3, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725126,0, N, 1, 1,10,14/11/2014 00:00:00, 14/11/2014 00:00:00, 6, 2014-2015,CP,0,16,ITCA0J0001-2,10.3, 	(02-MAY-2025 12:46:33)	 (Not Inserted)
2,256, 1, 0, 725126,0, N, 1, 1,10,14/11/2014 00:00:00, 14/11/2014 00:00:00, 6, 2014-2015,CF,0,16,90561001- B/P,10.3, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725126,0, N, 1, 1,10,14/11/2014 00:00:00, 14/11/2014 00:00:00, 6, 2014-2015,CF,0,16,90561001- B/P,10.3, 	(02-MAY-2025 12:46:33)	 (Not Inserted)
2,256, 1, 0, 725120,0, N, 1, 1,10,17/07/2014 00:00:00, 18/07/2014 00:00:00, 7, 2014-2015,P,0,16,ITZ8HM0001,10, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725120,0, N, 1, 1,10,17/07/2014 00:00:00, 18/07/2014 00:00:00, 7, 2014-2015,PF,0,16,ITZ8HM0001,10, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725120,0, N, 1, 1,10,17/07/2014 00:00:00, 18/07/2014 00:00:00, 7, 2014-2015,F,0,16,90545149/P,10, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725120,0, N, 1, 1,10,17/07/2014 00:00:00, 18/07/2014 00:00:00, 7, 2014-2015,CP,0,16,ITZ8HM0001,10, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725120,0, N, 1, 1,10,17/07/2014 00:00:00, 18/07/2014 00:00:00, 7, 2014-2015,CF,0,16,90545149/P,10, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725127,0, N, 1, 1,10,18/11/2014 00:00:00, 22/12/2014 00:00:00, 8, 2014-2015,P,0,16,ITDAAX0001,9.4995, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725127,0, N, 1, 1,10,18/11/2014 00:00:00, 22/12/2014 00:00:00, 8, 2014-2015,PF,0,16,ITDAAX0001,9.4995, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725127,0, N, 1, 1,10,18/11/2014 00:00:00, 22/12/2014 00:00:00, 8, 2014-2015,F,0,16,90565524/P,9.4995, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725127,0, N, 1, 1,10,18/11/2014 00:00:00, 22/12/2014 00:00:00, 8, 2014-2015,CP,0,16,ITDAAX0001,9.4995, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725127,0, N, 1, 1,10,18/11/2014 00:00:00, 22/12/2014 00:00:00, 8, 2014-2015,CF,0,16,90565524/P,9.4995, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725123,0, N, 1, 1,10,22/10/2014 00:00:00, 22/10/2014 00:00:00, 9, 2014-2015,P,0,16,ITCMCA0001,12.5, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725123,0, N, 1, 1,10,22/10/2014 00:00:00, 22/10/2014 00:00:00, 9, 2014-2015,PF,0,16,ITCMCA0001,12.5, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725123,0, N, 1, 1,10,22/10/2014 00:00:00, 22/10/2014 00:00:00, 9, 2014-2015,F,0,16,90553161/P,12.5, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725123,0, N, 1, 1,10,22/10/2014 00:00:00, 22/10/2014 00:00:00, 9, 2014-2015,CP,0,16,ITCMCA0001,12.5, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725123,0, N, 1, 1,10,22/10/2014 00:00:00, 22/10/2014 00:00:00, 9, 2014-2015,CF,0,16,90553161/P,12.5, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725128,0, N, 1, 1,10,30/01/2015 00:00:00, 01/02/2015 00:00:00, 10, 2014-2015,P,0,16,ITFA6M0001,6.5, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725128,0, N, 1, 1,10,30/01/2015 00:00:00, 01/02/2015 00:00:00, 10, 2014-2015,PF,0,16,ITFA6M0001,6.5, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725128,0, N, 1, 1,10,30/01/2015 00:00:00, 01/02/2015 00:00:00, 10, 2014-2015,F,0,16,90568363/P,6.5, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725128,0, N, 1, 1,10,30/01/2015 00:00:00, 01/02/2015 00:00:00, 10, 2014-2015,CP,0,16,ITFA6M0001,6.5, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725128,0, N, 1, 1,10,30/01/2015 00:00:00, 01/02/2015 00:00:00, 10, 2014-2015,CF,0,16,90568363/P,6.5, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725130,0, N, 1, 1,10,06/01/2017 00:00:00, 10/01/2017 00:00:00, 1, 2016-2017,P,0,16,IT08XA0001,9.75, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725130,0, N, 1, 1,10,06/01/2017 00:00:00, 10/01/2017 00:00:00, 1, 2016-2017,PF,0,16,IT08XA0001,9.75, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725130,0, N, 1, 1,10,06/01/2017 00:00:00, 10/01/2017 00:00:00, 1, 2016-2017,F,0,16,90642053/P,9.75, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725130,0, N, 1, 1,10,06/01/2017 00:00:00, 10/01/2017 00:00:00, 1, 2016-2017,CP,0,16,IT08XA0001,9.75, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725130,0, N, 1, 1,10,06/01/2017 00:00:00, 10/01/2017 00:00:00, 1, 2016-2017,CF,0,16,90642053/P,9.75, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725129,0, N, 1, 1,10,22/06/2016 00:00:00, 22/06/2016 00:00:00, 2, 2016-2017,P,0,16,ITV6RA0001,5.1, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725129,0, N, 1, 1,10,22/06/2016 00:00:00, 22/06/2016 00:00:00, 2, 2016-2017,PF,0,16,ITV6RA0001,5.1, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725129,0, N, 1, 1,10,22/06/2016 00:00:00, 22/06/2016 00:00:00, 2, 2016-2017,F,0,16,90620646/P,5.1, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725129,0, N, 1, 1,10,22/06/2016 00:00:00, 22/06/2016 00:00:00, 2, 2016-2017,CP,0,16,ITV6RA0001,5.1, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725129,0, N, 1, 1,10,22/06/2016 00:00:00, 22/06/2016 00:00:00, 2, 2016-2017,CF,0,16,90620646/P,5.1, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725132,0, N, 1, 1,10,19/03/2019 00:00:00, 19/03/2019 00:00:00, 1, 2018-2019,P,0,16,HZS-19-03,5.85, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725132,0, N, 1, 1,10,19/03/2019 00:00:00, 19/03/2019 00:00:00, 1, 2018-2019,PF,0,16,HZS-19-03,5.85, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725132,0, N, 1, 1,10,19/03/2019 00:00:00, 19/03/2019 00:00:00, 1, 2018-2019,F,0,16,HZS-19-03,5.85, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725132,0, N, 1, 1,10,19/03/2019 00:00:00, 19/03/2019 00:00:00, 1, 2018-2019,CP,0,16,HZS-19-03,5.85, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725132,0, N, 1, 1,10,19/03/2019 00:00:00, 19/03/2019 00:00:00, 1, 2018-2019,CF,0,16,HZS-19-03,5.85, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725131,0, N, 1, 1,10,22/02/2019 00:00:00, 23/02/2019 00:00:00, 2, 2018-2019,P,0,16,N201806/HZS1901,6.1, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725131,0, N, 1, 1,10,22/02/2019 00:00:00, 23/02/2019 00:00:00, 2, 2018-2019,PF,0,16,N201806/HZS1901,6.1, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725131,0, N, 1, 1,10,22/02/2019 00:00:00, 23/02/2019 00:00:00, 2, 2018-2019,F,0,16,N201806/HZS1901,6.1, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725131,0, N, 1, 1,10,22/02/2019 00:00:00, 23/02/2019 00:00:00, 2, 2018-2019,CP,0,16,N201806/HZS1901,6.1, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725131,0, N, 1, 1,10,22/02/2019 00:00:00, 23/02/2019 00:00:00, 2, 2018-2019,CF,0,16,N201806/HZS1901,6.1, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725139,0, N, 1, 1,10,02/08/2019 00:00:00, 02/08/2019 00:00:00, 1, 2019-2020,P,0,16,na,3.97, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725139,0, N, 1, 1,10,02/08/2019 00:00:00, 02/08/2019 00:00:00, 1, 2019-2020,PF,0,16,na,3.97, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725139,0, N, 1, 1,10,02/08/2019 00:00:00, 02/08/2019 00:00:00, 1, 2019-2020,F,0,16,925879,3.97, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725139,0, N, 1, 1,10,02/08/2019 00:00:00, 02/08/2019 00:00:00, 1, 2019-2020,CP,0,16,na,3.97, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725139,0, N, 1, 1,10,02/08/2019 00:00:00, 02/08/2019 00:00:00, 1, 2019-2020,CF,0,16,925879,3.97, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725140,0, N, 1, 1,10,02/08/2019 00:00:00, 02/08/2019 00:00:00, 2, 2019-2020,P,0,16,na,3.97, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725140,0, N, 1, 1,10,02/08/2019 00:00:00, 02/08/2019 00:00:00, 2, 2019-2020,PF,0,16,na,3.97, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725140,0, N, 1, 1,10,02/08/2019 00:00:00, 02/08/2019 00:00:00, 2, 2019-2020,F,0,16,926329,3.97, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725140,0, N, 1, 1,10,02/08/2019 00:00:00, 02/08/2019 00:00:00, 2, 2019-2020,CP,0,16,na,3.97, 	(02-MAY-2025 12:46:33)
2,256, 1, 0, 725140,0, N, 1, 1,10,02/08/2019 00:00:00, 02/08/2019 00:00:00, 2, 2019-2020,CF,0,16,926329,3.97, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725161,0, N, 1, 1,10,09/01/2020 00:00:00, 09/01/2020 00:00:00, 3, 2019-2020,P,0,16,NA,5.12, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725161,0, N, 1, 1,10,09/01/2020 00:00:00, 09/01/2020 00:00:00, 3, 2019-2020,PF,0,16,NA,5.12, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725161,0, N, 1, 1,10,09/01/2020 00:00:00, 09/01/2020 00:00:00, 3, 2019-2020,F,0,16,932083,5.12, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725161,0, N, 1, 1,10,09/01/2020 00:00:00, 09/01/2020 00:00:00, 3, 2019-2020,CP,0,16,NA,5.12, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725161,0, N, 1, 1,10,09/01/2020 00:00:00, 09/01/2020 00:00:00, 3, 2019-2020,CF,0,16,932083,5.12, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725144,0, N, 1, 1,10,09/12/2019 00:00:00, 10/12/2019 00:00:00, 4, 2019-2020,P,0,16,NA,4.82, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725144,0, N, 1, 1,10,09/12/2019 00:00:00, 10/12/2019 00:00:00, 4, 2019-2020,PF,0,16,NA,4.82, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725144,0, N, 1, 1,10,09/12/2019 00:00:00, 10/12/2019 00:00:00, 4, 2019-2020,F,0,16,930719,4.82, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725144,0, N, 1, 1,10,09/12/2019 00:00:00, 10/12/2019 00:00:00, 4, 2019-2020,CP,0,16,NA,4.82, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725144,0, N, 1, 1,10,09/12/2019 00:00:00, 10/12/2019 00:00:00, 4, 2019-2020,CF,0,16,930719,4.82, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725163,0, N, 1, 1,10,10/01/2020 00:00:00, 13/01/2020 00:00:00, 5, 2019-2020,P,0,16,NA,5.5, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725163,0, N, 1, 1,10,10/01/2020 00:00:00, 13/01/2020 00:00:00, 5, 2019-2020,PF,0,16,NA,5.5, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725163,0, N, 1, 1,10,10/01/2020 00:00:00, 13/01/2020 00:00:00, 5, 2019-2020,F,0,16,931647,5.5, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725163,0, N, 1, 1,10,10/01/2020 00:00:00, 13/01/2020 00:00:00, 5, 2019-2020,CP,0,16,NA,5.5, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725163,0, N, 1, 1,10,10/01/2020 00:00:00, 13/01/2020 00:00:00, 5, 2019-2020,CF,0,16,931647,5.5, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725135,0, N, 1, 1,10,10/07/2019 00:00:00, 10/07/2019 00:00:00, 6, 2019-2020,P,0,16,NA,5.48, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725135,0, N, 1, 1,10,10/07/2019 00:00:00, 10/07/2019 00:00:00, 6, 2019-2020,PF,0,16,NA,5.48, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725135,0, N, 1, 1,10,10/07/2019 00:00:00, 10/07/2019 00:00:00, 6, 2019-2020,F,0,16,924658,5.48, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725135,0, N, 1, 1,10,10/07/2019 00:00:00, 10/07/2019 00:00:00, 6, 2019-2020,CP,0,16,NA,5.48, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725135,0, N, 1, 1,10,10/07/2019 00:00:00, 10/07/2019 00:00:00, 6, 2019-2020,CF,0,16,924658,5.48, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725136,0, N, 1, 1,10,12/07/2019 00:00:00, 12/07/2019 00:00:00, 7, 2019-2020,P,0,16,na,4.3, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725136,0, N, 1, 1,10,12/07/2019 00:00:00, 12/07/2019 00:00:00, 7, 2019-2020,PF,0,16,na,4.3, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725136,0, N, 1, 1,10,12/07/2019 00:00:00, 12/07/2019 00:00:00, 7, 2019-2020,F,0,16,925179,4.3, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725136,0, N, 1, 1,10,12/07/2019 00:00:00, 12/07/2019 00:00:00, 7, 2019-2020,CP,0,16,na,4.3, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725136,0, N, 1, 1,10,12/07/2019 00:00:00, 12/07/2019 00:00:00, 7, 2019-2020,CF,0,16,925179,4.3, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725166,0, N, 1, 1,10,13/02/2020 00:00:00, 13/02/2020 00:00:00, 8, 2019-2020,P,0,16,NA,2.861, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725166,0, N, 1, 1,10,13/02/2020 00:00:00, 13/02/2020 00:00:00, 8, 2019-2020,PF,0,16,NA,2.861, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725166,0, N, 1, 1,10,13/02/2020 00:00:00, 13/02/2020 00:00:00, 8, 2019-2020,F,0,16,933746,2.861, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725166,0, N, 1, 1,10,13/02/2020 00:00:00, 13/02/2020 00:00:00, 8, 2019-2020,CP,0,16,NA,2.861, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725166,0, N, 1, 1,10,13/02/2020 00:00:00, 13/02/2020 00:00:00, 8, 2019-2020,CF,0,16,933746,2.861, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725162,0, N, 1, 1,10,15/01/2020 00:00:00, 15/01/2020 00:00:00, 9, 2019-2020,P,0,16,NA,5.13, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725162,0, N, 1, 1,10,15/01/2020 00:00:00, 15/01/2020 00:00:00, 9, 2019-2020,PF,0,16,NA,5.13, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725162,0, N, 1, 1,10,15/01/2020 00:00:00, 15/01/2020 00:00:00, 9, 2019-2020,F,0,16,931787,5.13, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725162,0, N, 1, 1,10,15/01/2020 00:00:00, 15/01/2020 00:00:00, 9, 2019-2020,CP,0,16,NA,5.13, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725162,0, N, 1, 1,10,15/01/2020 00:00:00, 15/01/2020 00:00:00, 9, 2019-2020,CF,0,16,931787,5.13, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725137,0, N, 1, 1,10,16/07/2019 00:00:00, 16/07/2019 00:00:00, 10, 2019-2020,P,0,16,na,5.12, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725137,0, N, 1, 1,10,16/07/2019 00:00:00, 16/07/2019 00:00:00, 10, 2019-2020,PF,0,16,na,5.12, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725137,0, N, 1, 1,10,16/07/2019 00:00:00, 16/07/2019 00:00:00, 10, 2019-2020,F,0,16,926155,5.12, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725137,0, N, 1, 1,10,16/07/2019 00:00:00, 16/07/2019 00:00:00, 10, 2019-2020,CP,0,16,na,5.12, 	(02-MAY-2025 12:46:34)
2,256, 1, 0, 725137,0, N, 1, 1,10,16/07/2019 00:00:00, 16/07/2019 00:00:00, 10, 2019-2020,CF,0,16,926155,5.12, 	(02-MAY-2025 12:46:34)
