

<<START>>,<<FMS_SUPPLY_CONT_TRANSPTR>>,,,,,,,, 	(04-JUN-2025 15:54:00)
 
COMPANY_CD, COUNTERPARTY_CD, AGMT_NO, AGMT_REV, CONT_NO, CONT_REV, CONTRACT_TYPE, TRANSPORTER_CD, PLANT_SEQ_NO,TIMESTAMP,
2,154 , 1,0,20,1,S, 	(04-JUN-2025 15:54:03)
2,21 , 1,0,1,1,S, 	(04-JUN-2025 15:54:03)
2,21 , 1,0,3,0,S, 	(04-JUN-2025 15:54:03)
2,21 , 1,0,4,0,S, 	(04-JUN-2025 15:54:03)
2,21 , 1,0,1,2,S, 	(04-JUN-2025 15:54:03)
2,21 , 1,0,6,0,S, 	(04-JUN-2025 15:54:03)
2,21 , 1,0,1,0,S, 	(04-JUN-2025 15:54:03)
2,21 , 1,0,2,0,S, 	(04-JUN-2025 15:54:03)
2,21 , 1,0,2,1,S, 	(04-JUN-2025 15:54:03)
2,21 , 1,0,5,0,S, 	(04-JUN-2025 15:54:03)
2,21 , 1,0,9,0,S, 	(04-JUN-2025 15:54:03)
2,21 , 1,0,7,0,S, 	(04-JUN-2025 15:54:03)
2,21 , 1,0,8,0,S, 	(04-JUN-2025 15:54:03)
2,21 , 1,0,10,0,S, 	(04-JUN-2025 15:54:03)
2,21 , 1,0,13,0,S, 	(04-JUN-2025 15:54:03)
2,21 , 1,0,15,0,S, 	(04-JUN-2025 15:54:03)
2,21 , 1,0,14,0,S, 	(04-JUN-2025 15:54:03)
2,21 , 1,0,17,0,S, 	(04-JUN-2025 15:54:03)
2,21 , 1,0,11,0,S, 	(04-JUN-2025 15:54:03)
2,21 , 1,0,12,0,S, 	(04-JUN-2025 15:54:03)
2,21 , 1,0,15,1,S, 	(04-JUN-2025 15:54:03)
2,21 , 1,0,16,0,S, 	(04-JUN-2025 15:54:03)
2,22 , 1,0,1,0,S, 	(04-JUN-2025 15:54:03)
2,23 , 1,0,6,0,S, 	(04-JUN-2025 15:54:03)
2,23 , 1,0,6,0,S, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,23 , 1,0,6,0,S, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,23 , 1,0,4,0,S, 	(04-JUN-2025 15:54:03)
2,23 , 1,0,4,0,S, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,23 , 1,0,4,0,S, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,23 , 1,0,5,0,S, 	(04-JUN-2025 15:54:03)
2,23 , 1,0,5,0,S, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,23 , 1,0,5,0,S, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,23 , 1,0,7,0,S, 	(04-JUN-2025 15:54:03)
2,23 , 1,0,7,0,S, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,23 , 1,0,7,0,S, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,23 , 1,0,10,0,S, 	(04-JUN-2025 15:54:03)
2,23 , 1,0,10,0,S, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,23 , 1,0,10,0,S, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,23 , 1,0,3,0,S, 	(04-JUN-2025 15:54:03)
2,23 , 1,0,3,0,S, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,23 , 1,0,3,0,S, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,23 , 1,0,1,0,S, 	(04-JUN-2025 15:54:03)
2,23 , 1,0,1,0,S, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,23 , 1,0,1,0,S, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,23 , 1,0,9,0,S, 	(04-JUN-2025 15:54:03)
2,23 , 1,0,9,0,S, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,23 , 1,0,9,0,S, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,23 , 1,0,2,0,S, 	(04-JUN-2025 15:54:03)
2,23 , 1,0,2,0,S, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,23 , 1,0,2,0,S, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,23 , 1,0,8,0,S, 	(04-JUN-2025 15:54:03)
2,23 , 1,0,8,0,S, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,23 , 1,0,8,0,S, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,23 , 1,0,11,0,S, 	(04-JUN-2025 15:54:03)
2,23 , 1,0,11,0,S, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,23 , 1,0,11,0,S, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,23 , 1,0,15,0,S, 	(04-JUN-2025 15:54:03)
2,23 , 1,0,15,0,S, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,23 , 1,0,15,0,S, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,23 , 1,0,14,0,S, 	(04-JUN-2025 15:54:03)
2,23 , 1,0,14,0,S, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,23 , 1,0,14,0,S, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,23 , 1,0,12,0,S, 	(04-JUN-2025 15:54:03)
2,23 , 1,0,12,0,S, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,23 , 1,0,12,0,S, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,23 , 1,0,13,0,S, 	(04-JUN-2025 15:54:03)
2,23 , 1,0,13,0,S, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,23 , 1,0,13,0,S, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,23 , 1,0,16,0,S, 	(04-JUN-2025 15:54:03)
2,23 , 1,0,16,0,S, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,23 , 1,0,16,0,S, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,23 , 1,0,17,0,S, 	(04-JUN-2025 15:54:03)
2,23 , 1,0,17,0,S, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,23 , 1,0,17,0,S, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,24 , 1,0,2,0,S, 	(04-JUN-2025 15:54:03)
2,24 , 1,0,3,0,S, 	(04-JUN-2025 15:54:03)
2,24 , 1,0,5,0,S, 	(04-JUN-2025 15:54:03)
2,24 , 1,0,1,1,S, 	(04-JUN-2025 15:54:03)
2,24 , 1,0,1,0,S, 	(04-JUN-2025 15:54:03)
2,24 , 1,0,4,0,S, 	(04-JUN-2025 15:54:03)
2,24 , 1,0,7,0,S, 	(04-JUN-2025 15:54:03)
2,24 , 1,0,6,1,S, 	(04-JUN-2025 15:54:03)
2,24 , 1,0,8,0,S, 	(04-JUN-2025 15:54:03)
2,24 , 1,0,9,0,S, 	(04-JUN-2025 15:54:03)
2,24 , 1,0,6,0,S, 	(04-JUN-2025 15:54:03)
2,25 , 1,0,1,0,S, 	(04-JUN-2025 15:54:03)
2,25 , 1,0,4,0,S, 	(04-JUN-2025 15:54:03)
2,25 , 1,0,3,2,S, 	(04-JUN-2025 15:54:03)
2,25 , 1,0,5,0,S, 	(04-JUN-2025 15:54:03)
2,25 , 1,0,3,1,S, 	(04-JUN-2025 15:54:03)
2,25 , 1,0,2,0,S, 	(04-JUN-2025 15:54:03)
2,25 , 1,0,3,0,S, 	(04-JUN-2025 15:54:03)
2,25 , 1,0,4,1,S, 	(04-JUN-2025 15:54:03)
2,25 , 1,0,6,0,S, 	(04-JUN-2025 15:54:03)
2,25 , 1,0,9,0,S, 	(04-JUN-2025 15:54:03)
2,25 , 1,0,10,0,S, 	(04-JUN-2025 15:54:03)
2,25 , 1,0,11,0,S, 	(04-JUN-2025 15:54:03)
2,25 , 1,0,7,0,S, 	(04-JUN-2025 15:54:03)
2,25 , 1,0,8,0,S, 	(04-JUN-2025 15:54:03)
2,26 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,26 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,26 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,26 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,26 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,26 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,26 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,26 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,26 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,26 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,26 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,26 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,26 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,27 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,27 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,27 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,27 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,27 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,27 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,27 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,27 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,27 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,27 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,27 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,27 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,27 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,27 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,27 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,27 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,27 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,27 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,27 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,27 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,27 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,27 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,27 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,27 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,27 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,27 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,27 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,27 , ,,,,, 	(04-JUN-2025 15:54:03)	 (Not Inserted)
2,27 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,27 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,27 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,27 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,27 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,27 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,28 , 1,0,2,0,S, 	(04-JUN-2025 15:54:04)
2,28 , 1,0,1,0,S, 	(04-JUN-2025 15:54:04)
2,29 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,29 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,29 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,29 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,30 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,30 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,30 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,30 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,30 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,30 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,30 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,30 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,30 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,30 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,31 , 1,0,1,1,S, 	(04-JUN-2025 15:54:04)
2,31 , 1,0,1,2,S, 	(04-JUN-2025 15:54:04)
2,31 , 1,0,1,4,S, 	(04-JUN-2025 15:54:04)
2,31 , 1,0,6,0,S, 	(04-JUN-2025 15:54:04)
2,31 , 1,0,6,3,S, 	(04-JUN-2025 15:54:04)
2,31 , 1,0,3,0,S, 	(04-JUN-2025 15:54:04)
2,31 , 1,0,1,3,S, 	(04-JUN-2025 15:54:04)
2,31 , 1,0,1,0,S, 	(04-JUN-2025 15:54:04)
2,31 , 1,0,2,0,S, 	(04-JUN-2025 15:54:04)
2,31 , 1,0,4,0,S, 	(04-JUN-2025 15:54:04)
2,31 , 1,0,6,1,S, 	(04-JUN-2025 15:54:04)
2,31 , 1,0,8,0,S, 	(04-JUN-2025 15:54:04)
2,31 , 1,0,9,1,S, 	(04-JUN-2025 15:54:04)
2,31 , 1,0,10,1,S, 	(04-JUN-2025 15:54:04)
2,31 , 1,0,5,0,S, 	(04-JUN-2025 15:54:04)
2,31 , 1,0,7,1,S, 	(04-JUN-2025 15:54:04)
2,31 , 1,0,7,2,S, 	(04-JUN-2025 15:54:04)
2,31 , 1,0,6,2,S, 	(04-JUN-2025 15:54:04)
2,31 , 1,0,7,0,S, 	(04-JUN-2025 15:54:04)
2,31 , 1,0,10,0,S, 	(04-JUN-2025 15:54:04)
2,31 , 1,0,10,2,S, 	(04-JUN-2025 15:54:04)
2,31 , 1,0,9,2,S, 	(04-JUN-2025 15:54:04)
2,31 , 1,0,9,0,S, 	(04-JUN-2025 15:54:04)
2,32 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,32 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,32 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,32 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,32 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,32 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,32 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,32 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,34 , 1,0,2,0,S, 	(04-JUN-2025 15:54:04)
2,34 , 1,0,5,0,S, 	(04-JUN-2025 15:54:04)
2,34 , 1,0,3,1,S, 	(04-JUN-2025 15:54:04)
2,34 , 1,0,3,0,S, 	(04-JUN-2025 15:54:04)
2,34 , 1,0,3,2,S, 	(04-JUN-2025 15:54:04)
2,34 , 1,0,1,0,S, 	(04-JUN-2025 15:54:04)
2,34 , 1,0,3,4,S, 	(04-JUN-2025 15:54:04)
2,34 , 1,0,3,3,S, 	(04-JUN-2025 15:54:04)
2,34 , 1,0,4,0,S, 	(04-JUN-2025 15:54:04)
2,36 , 1,0,1,1,S, 	(04-JUN-2025 15:54:04)
2,36 , 1,0,2,0,S, 	(04-JUN-2025 15:54:04)
2,36 , 1,0,1,0,S, 	(04-JUN-2025 15:54:04)
2,36 , 1,0,3,0,S, 	(04-JUN-2025 15:54:04)
2,36 , 1,0,4,0,S, 	(04-JUN-2025 15:54:04)
2,37 , 1,0,2,0,S, 	(04-JUN-2025 15:54:04)
2,37 , 1,0,1,0,S, 	(04-JUN-2025 15:54:04)
2,37 , 1,0,6,0,S, 	(04-JUN-2025 15:54:04)
2,37 , 1,0,3,0,S, 	(04-JUN-2025 15:54:04)
2,37 , 1,0,5,0,S, 	(04-JUN-2025 15:54:04)
2,37 , 1,0,4,0,S, 	(04-JUN-2025 15:54:04)
2,38 , 1,0,1,1,S, 	(04-JUN-2025 15:54:04)
2,38 , 1,0,1,0,S, 	(04-JUN-2025 15:54:04)
2,39 , 1,0,1,0,S, 	(04-JUN-2025 15:54:04)
2,39 , 1,0,2,0,S, 	(04-JUN-2025 15:54:04)
2,39 , 1,0,2,1,S, 	(04-JUN-2025 15:54:04)
2,39 , 1,0,2,2,S, 	(04-JUN-2025 15:54:04)
2,39 , 1,0,3,0,S, 	(04-JUN-2025 15:54:04)
2,39 , 1,0,2,3,S, 	(04-JUN-2025 15:54:04)
2,39 , 1,0,5,0,S, 	(04-JUN-2025 15:54:04)
2,39 , 1,0,6,0,S, 	(04-JUN-2025 15:54:04)
2,39 , 1,0,3,1,S, 	(04-JUN-2025 15:54:04)
2,39 , 1,0,4,0,S, 	(04-JUN-2025 15:54:04)
2,39 , 1,0,7,0,S, 	(04-JUN-2025 15:54:04)
2,39 , 1,0,8,0,S, 	(04-JUN-2025 15:54:04)
2,40 , 1,0,2,0,S, 	(04-JUN-2025 15:54:04)
2,40 , 1,0,3,0,S, 	(04-JUN-2025 15:54:04)
2,40 , 1,0,5,0,S, 	(04-JUN-2025 15:54:04)
2,40 , 1,0,1,0,S, 	(04-JUN-2025 15:54:04)
2,40 , 1,0,4,0,S, 	(04-JUN-2025 15:54:04)
2,40 , 1,0,6,0,S, 	(04-JUN-2025 15:54:04)
2,41 , 1,0,2,0,S, 	(04-JUN-2025 15:54:04)
2,41 , 1,0,4,1,S, 	(04-JUN-2025 15:54:04)
2,41 , 1,0,1,0,S, 	(04-JUN-2025 15:54:04)
2,41 , 1,0,3,0,S, 	(04-JUN-2025 15:54:04)
2,41 , 1,0,4,0,S, 	(04-JUN-2025 15:54:04)
2,41 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,41 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,41 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,41 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,41 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,41 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,41 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,41 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,41 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,41 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,41 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,41 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,41 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,41 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,41 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,41 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,41 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,41 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,41 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,41 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,41 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,41 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,41 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,41 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,41 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,41 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,41 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,41 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,41 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,41 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,41 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,41 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,41 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,41 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,42 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,42 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,42 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,42 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,42 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,42 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,42 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,42 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,42 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,42 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,42 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,42 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,46 , 1,0,2,0,S, 	(04-JUN-2025 15:54:04)
2,46 , 1,0,1,2,S, 	(04-JUN-2025 15:54:04)
2,46 , 1,0,3,0,S, 	(04-JUN-2025 15:54:04)
2,46 , 1,0,3,1,S, 	(04-JUN-2025 15:54:04)
2,46 , 1,0,1,0,S, 	(04-JUN-2025 15:54:04)
2,46 , 1,0,1,1,S, 	(04-JUN-2025 15:54:04)
2,47 , 1,0,4,0,S, 	(04-JUN-2025 15:54:04)
2,47 , 1,0,1,2,S, 	(04-JUN-2025 15:54:04)
2,47 , 1,0,1,3,S, 	(04-JUN-2025 15:54:04)
2,47 , 1,0,5,0,S, 	(04-JUN-2025 15:54:04)
2,47 , 1,0,5,1,S, 	(04-JUN-2025 15:54:04)
2,47 , 1,0,2,0,S, 	(04-JUN-2025 15:54:04)
2,47 , 1,0,1,0,S, 	(04-JUN-2025 15:54:04)
2,47 , 1,0,1,1,S, 	(04-JUN-2025 15:54:04)
2,47 , 1,0,3,0,S, 	(04-JUN-2025 15:54:04)
2,48 , 1,0,1,5,S, 	(04-JUN-2025 15:54:04)
2,48 , 1,0,1,1,S, 	(04-JUN-2025 15:54:04)
2,48 , 1,0,1,2,S, 	(04-JUN-2025 15:54:04)
2,48 , 1,0,1,4,S, 	(04-JUN-2025 15:54:04)
2,48 , 1,0,2,0,S, 	(04-JUN-2025 15:54:04)
2,48 , 1,0,1,6,S, 	(04-JUN-2025 15:54:04)
2,48 , 1,0,3,0,S, 	(04-JUN-2025 15:54:04)
2,48 , 1,0,1,0,S, 	(04-JUN-2025 15:54:04)
2,48 , 1,0,1,3,S, 	(04-JUN-2025 15:54:04)
2,49 , 1,0,3,0,S, 	(04-JUN-2025 15:54:04)
2,49 , 1,0,4,0,S, 	(04-JUN-2025 15:54:04)
2,49 , 1,0,6,0,S, 	(04-JUN-2025 15:54:04)
2,49 , 1,0,8,0,S, 	(04-JUN-2025 15:54:04)
2,49 , 1,0,1,1,S, 	(04-JUN-2025 15:54:04)
2,49 , 1,0,6,1,S, 	(04-JUN-2025 15:54:04)
2,49 , 1,0,7,0,S, 	(04-JUN-2025 15:54:04)
2,49 , 1,0,1,0,S, 	(04-JUN-2025 15:54:04)
2,49 , 1,0,7,2,S, 	(04-JUN-2025 15:54:04)
2,49 , 1,0,7,1,S, 	(04-JUN-2025 15:54:04)
2,49 , 1,0,2,0,S, 	(04-JUN-2025 15:54:04)
2,49 , 1,0,6,2,S, 	(04-JUN-2025 15:54:04)
2,49 , 1,0,9,0,S, 	(04-JUN-2025 15:54:04)
2,49 , 1,0,5,0,S, 	(04-JUN-2025 15:54:04)
2,50 , 1,0,1,0,S, 	(04-JUN-2025 15:54:04)
2,50 , 1,0,3,0,S, 	(04-JUN-2025 15:54:04)
2,50 , 1,0,2,0,S, 	(04-JUN-2025 15:54:04)
2,50 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,50 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,50 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,50 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,50 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,50 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,52 , 1,0,1,0,S, 	(04-JUN-2025 15:54:04)
2,52 , 1,0,2,1,S, 	(04-JUN-2025 15:54:04)
2,52 , 1,0,2,0,S, 	(04-JUN-2025 15:54:04)
2,52 , 1,0,3,0,S, 	(04-JUN-2025 15:54:04)
2,54 , 1,0,1,0,S, 	(04-JUN-2025 15:54:04)
2,54 , 1,0,2,0,S, 	(04-JUN-2025 15:54:04)
2,54 , 1,0,3,0,S, 	(04-JUN-2025 15:54:04)
2,55 , 1,0,2,0,S, 	(04-JUN-2025 15:54:04)
2,55 , 1,0,4,0,S, 	(04-JUN-2025 15:54:04)
2,55 , 1,0,1,0,S, 	(04-JUN-2025 15:54:04)
2,55 , 1,0,4,1,S, 	(04-JUN-2025 15:54:04)
2,55 , 1,0,4,2,S, 	(04-JUN-2025 15:54:04)
2,55 , 1,0,5,0,S, 	(04-JUN-2025 15:54:04)
2,55 , 1,0,5,1,S, 	(04-JUN-2025 15:54:04)
2,55 , 1,0,6,0,S, 	(04-JUN-2025 15:54:04)
2,55 , 1,0,6,1,S, 	(04-JUN-2025 15:54:04)
2,55 , 1,0,3,0,S, 	(04-JUN-2025 15:54:04)
2,55 , 1,0,2,1,S, 	(04-JUN-2025 15:54:04)
2,55 , 1,0,2,2,S, 	(04-JUN-2025 15:54:04)
2,55 , 1,0,7,1,S, 	(04-JUN-2025 15:54:04)
2,55 , 1,0,7,0,S, 	(04-JUN-2025 15:54:04)
2,57 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,57 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,57 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,57 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,57 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,57 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,57 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,58 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,58 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,58 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,58 , ,,,,, 	(04-JUN-2025 15:54:04)	 (Not Inserted)
2,59 , 1,0,1,1,S, 	(04-JUN-2025 15:54:04)
2,59 , 1,0,1,0,S, 	(04-JUN-2025 15:54:04)
2,59 , 1,0,2,0,S, 	(04-JUN-2025 15:54:04)
