

<<START>>,<<FMS_COUNTERPARTY_MST_Update_IGX>>,, 	(24-JUN-2025 16:45:16)
 
CD,ABBR,IGX,TIMESTAMP
2,26 , CFC , C , 8 , 01/01/2020 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,26 , CFC , C , 8 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,26 , CFC , C , 9 , 19/09/2023 00:00:00 , P1, 	(24-JUN-2025 16:45:19)
2,26 , CFC , C , 10 , 01/02/2023 00:00:00 , B, 	(24-JUN-2025 16:45:19)
2,26 , CFC , C , 10 , 01/02/2023 00:00:00 , P1, 	(24-JUN-2025 16:45:19)
2,26 , CFC , C , 10 , 01/02/2023 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,26 , CFC , C , 10 , 01/02/2023 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,26 , CFC , C , 11 , 01/01/2020 00:00:00 , B, 	(24-JUN-2025 16:45:19)
2,26 , CFC , C , 11 , 01/01/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:19)
2,26 , CFC , C , 11 , 01/01/2020 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,26 , CFC , C , 11 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,26 , CFC , C , 12 , 01/02/2023 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,26 , CFC , C , 13 , 01/02/2023 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,26 , CFC , C , 14 , 01/02/2023 00:00:00 , B, 	(24-JUN-2025 16:45:19)
2,26 , CFC , C , 14 , 01/02/2023 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,26 , CFC , C , 14 , 01/02/2023 00:00:00 , P1, 	(24-JUN-2025 16:45:19)
2,26 , CFC , C , 14 , 01/02/2023 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,26 , CFC , C , 15 , 01/02/2023 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,26 , CFC , C , 15 , 01/02/2023 00:00:00 , P1, 	(24-JUN-2025 16:45:19)
2,26 , CFC , C , 15 , 01/02/2023 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,26 , CFC , C , 16 , 01/01/2020 00:00:00 , B, 	(24-JUN-2025 16:45:19)
2,26 , CFC , C , 16 , 01/01/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:19)
2,26 , CFC , C , 16 , 01/01/2020 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,26 , CFC , C , 16 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 1 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 2 , 01/01/2020 00:00:00 , B, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 2 , 01/01/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 2 , 01/01/2020 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 2 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 3 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 4 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 5 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 6 , 01/10/2022 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 7 , 01/01/2020 00:00:00 , B, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 7 , 01/01/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 7 , 01/01/2020 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 7 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 8 , 01/10/2022 00:00:00 , P1, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 8 , 01/10/2022 00:00:00 , B, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 8 , 01/10/2022 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 8 , 01/10/2022 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 9 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 10 , 01/01/2020 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 11 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 12 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 13 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 14 , 01/01/2020 00:00:00 , B, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 14 , 01/01/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 14 , 01/01/2020 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 14 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 15 , 01/01/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 16 , 01/10/2022 00:00:00 , B, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 16 , 01/10/2022 00:00:00 , P1, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 16 , 01/10/2022 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 16 , 01/10/2022 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 17 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 18 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 19 , 01/10/2022 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 19 , 01/10/2022 00:00:00 , P2, 	(24-JUN-2025 16:45:19)	 (Not Inserted)
2,27 , IFFCO , C , 20 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 21 , 01/10/2022 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 22 , 01/01/2020 00:00:00 , B, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 22 , 01/01/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 22 , 01/01/2020 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 22 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 23 , 01/01/2020 00:00:00 , B, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 23 , 01/01/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 23 , 01/01/2020 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 23 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 24 , 01/10/2022 00:00:00 , B, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 24 , 01/10/2022 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 24 , 01/10/2022 00:00:00 , P1, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 24 , 01/10/2022 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 25 , 01/01/2020 00:00:00 , B, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 25 , 01/01/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 25 , 01/01/2020 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 25 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 26 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 1 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 2 , 01/01/2020 00:00:00 , B, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 2 , 01/01/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 2 , 01/01/2020 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 2 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 3 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 4 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 5 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 6 , 01/10/2022 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 7 , 01/01/2020 00:00:00 , B, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 7 , 01/01/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 7 , 01/01/2020 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 7 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 8 , 01/10/2022 00:00:00 , P1, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 8 , 01/10/2022 00:00:00 , B, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 8 , 01/10/2022 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 8 , 01/10/2022 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 9 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 10 , 01/01/2020 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 11 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 12 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 13 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 14 , 01/01/2020 00:00:00 , B, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 14 , 01/01/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 14 , 01/01/2020 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 14 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 15 , 01/01/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 16 , 01/10/2022 00:00:00 , B, 	(24-JUN-2025 16:45:19)
2,27 , IFFCO , C , 16 , 01/10/2022 00:00:00 , P1, 	(24-JUN-2025 16:45:20)
2,27 , IFFCO , C , 16 , 01/10/2022 00:00:00 , P2, 	(24-JUN-2025 16:45:20)
2,27 , IFFCO , C , 16 , 01/10/2022 00:00:00 , P3, 	(24-JUN-2025 16:45:20)
2,27 , IFFCO , C , 17 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:20)
2,27 , IFFCO , C , 18 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:20)
2,27 , IFFCO , C , 19 , 01/10/2022 00:00:00 , P2, 	(24-JUN-2025 16:45:20)
2,27 , IFFCO , C , 19 , 01/10/2022 00:00:00 , P2, 	(24-JUN-2025 16:45:20)	 (Not Inserted)
2,27 , IFFCO , C , 20 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:20)
2,27 , IFFCO , C , 21 , 01/10/2022 00:00:00 , P2, 	(24-JUN-2025 16:45:20)
2,27 , IFFCO , C , 22 , 01/01/2020 00:00:00 , B, 	(24-JUN-2025 16:45:20)
2,27 , IFFCO , C , 22 , 01/01/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:20)
2,27 , IFFCO , C , 22 , 01/01/2020 00:00:00 , P2, 	(24-JUN-2025 16:45:20)
2,27 , IFFCO , C , 22 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:20)
2,27 , IFFCO , C , 23 , 01/01/2020 00:00:00 , B, 	(24-JUN-2025 16:45:20)
2,27 , IFFCO , C , 23 , 01/01/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:20)
2,27 , IFFCO , C , 23 , 01/01/2020 00:00:00 , P2, 	(24-JUN-2025 16:45:20)
2,27 , IFFCO , C , 23 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:20)
2,27 , IFFCO , C , 24 , 01/10/2022 00:00:00 , B, 	(24-JUN-2025 16:45:20)
2,27 , IFFCO , C , 24 , 01/10/2022 00:00:00 , P2, 	(24-JUN-2025 16:45:20)
2,27 , IFFCO , C , 24 , 01/10/2022 00:00:00 , P1, 	(24-JUN-2025 16:45:20)
2,27 , IFFCO , C , 24 , 01/10/2022 00:00:00 , P3, 	(24-JUN-2025 16:45:20)
2,27 , IFFCO , C , 25 , 01/01/2020 00:00:00 , B, 	(24-JUN-2025 16:45:20)
2,27 , IFFCO , C , 25 , 01/01/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:20)
2,27 , IFFCO , C , 25 , 01/01/2020 00:00:00 , P2, 	(24-JUN-2025 16:45:20)
2,27 , IFFCO , C , 25 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:20)
2,27 , IFFCO , C , 26 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:20)
2,28 , HGL-RLNG , C , 1 , 15/11/2021 00:00:00 , P1, 	(24-JUN-2025 16:45:20)
2,28 , HGL-RLNG , C , 2 , 01/02/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:20)
2,28 , HGL-RLNG , C , 1 , 15/11/2021 00:00:00 , P1, 	(24-JUN-2025 16:45:20)
2,28 , HGL-RLNG , C , 2 , 01/02/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P11, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P2, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P2, 	(24-JUN-2025 16:45:20)	 (Not Inserted)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:20)	 (Not Inserted)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P4, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P4, 	(24-JUN-2025 16:45:20)	 (Not Inserted)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P5, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P5, 	(24-JUN-2025 16:45:20)	 (Not Inserted)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P10, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P10, 	(24-JUN-2025 16:45:20)	 (Not Inserted)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P7, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P7, 	(24-JUN-2025 16:45:20)	 (Not Inserted)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:20)	 (Not Inserted)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P11, 	(24-JUN-2025 16:45:20)	 (Not Inserted)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P6, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P6, 	(24-JUN-2025 16:45:20)	 (Not Inserted)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P8, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P8, 	(24-JUN-2025 16:45:20)	 (Not Inserted)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P9, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P9, 	(24-JUN-2025 16:45:20)	 (Not Inserted)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P10, 	(24-JUN-2025 16:45:20)	 (Not Inserted)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P10, 	(24-JUN-2025 16:45:20)	 (Not Inserted)
2,29 , PipeInfra , C , 2 , 01/01/2020 00:00:00 , B, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 2 , 01/01/2020 00:00:00 , B, 	(24-JUN-2025 16:45:20)	 (Not Inserted)
2,29 , PipeInfra , C , 2 , 01/01/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 2 , 01/01/2020 00:00:00 , P2, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 2 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 2 , 01/01/2020 00:00:00 , P4, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 2 , 01/01/2020 00:00:00 , P5, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 2 , 01/01/2020 00:00:00 , P6, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 2 , 01/01/2020 00:00:00 , P7, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 2 , 01/01/2020 00:00:00 , P8, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 2 , 01/01/2020 00:00:00 , P9, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 2 , 01/01/2020 00:00:00 , P10, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 2 , 01/01/2020 00:00:00 , P11, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P11, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P2, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P2, 	(24-JUN-2025 16:45:20)	 (Not Inserted)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:20)	 (Not Inserted)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P4, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P4, 	(24-JUN-2025 16:45:20)	 (Not Inserted)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P5, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P5, 	(24-JUN-2025 16:45:20)	 (Not Inserted)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P10, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P10, 	(24-JUN-2025 16:45:20)	 (Not Inserted)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P7, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P7, 	(24-JUN-2025 16:45:20)	 (Not Inserted)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:20)	 (Not Inserted)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P11, 	(24-JUN-2025 16:45:20)	 (Not Inserted)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P6, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P6, 	(24-JUN-2025 16:45:20)	 (Not Inserted)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P8, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P8, 	(24-JUN-2025 16:45:20)	 (Not Inserted)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P9, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P9, 	(24-JUN-2025 16:45:20)	 (Not Inserted)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P10, 	(24-JUN-2025 16:45:20)	 (Not Inserted)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P10, 	(24-JUN-2025 16:45:20)	 (Not Inserted)
2,29 , PipeInfra , C , 2 , 01/01/2020 00:00:00 , B, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 2 , 01/01/2020 00:00:00 , B, 	(24-JUN-2025 16:45:20)	 (Not Inserted)
2,29 , PipeInfra , C , 2 , 01/01/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 2 , 01/01/2020 00:00:00 , P2, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 2 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 2 , 01/01/2020 00:00:00 , P4, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 2 , 01/01/2020 00:00:00 , P5, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 2 , 01/01/2020 00:00:00 , P6, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 2 , 01/01/2020 00:00:00 , P7, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 2 , 01/01/2020 00:00:00 , P8, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 2 , 01/01/2020 00:00:00 , P9, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 2 , 01/01/2020 00:00:00 , P10, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , C , 2 , 01/01/2020 00:00:00 , P11, 	(24-JUN-2025 16:45:20)
2,29 , PipeInfra , R , 1 , 23/04/2024 00:00:00 , R, 	(24-JUN-2025 16:45:20)
2,30 , NFL , C , 1 , 01/03/2023 00:00:00 , P3, 	(24-JUN-2025 16:45:20)
2,30 , NFL , C , 2 , 01/01/2021 00:00:00 , P2, 	(24-JUN-2025 16:45:20)
2,30 , NFL , C , 3 , 01/03/2023 00:00:00 , P3, 	(24-JUN-2025 16:45:20)
2,30 , NFL , C , 4 , 01/03/2023 00:00:00 , P3, 	(24-JUN-2025 16:45:20)
2,30 , NFL , C , 5 , 01/01/2023 00:00:00 , P2, 	(24-JUN-2025 16:45:20)
2,30 , NFL , C , 6 , 01/05/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:20)
2,30 , NFL , C , 1 , 01/03/2023 00:00:00 , P3, 	(24-JUN-2025 16:45:20)
2,30 , NFL , C , 2 , 01/01/2021 00:00:00 , P2, 	(24-JUN-2025 16:45:20)
2,30 , NFL , C , 3 , 01/03/2023 00:00:00 , P3, 	(24-JUN-2025 16:45:20)
2,30 , NFL , C , 4 , 01/03/2023 00:00:00 , P3, 	(24-JUN-2025 16:45:20)
2,30 , NFL , C , 5 , 01/01/2023 00:00:00 , P2, 	(24-JUN-2025 16:45:20)
2,30 , NFL , C , 6 , 01/05/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:20)
2,31 , HSIL , C , 1 , 01/05/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:20)
2,31 , HSIL , C , 2 , 01/05/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:20)
2,31 , HSIL , C , 3 , 01/05/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:20)
2,31 , HSIL , C , 4 , 01/05/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:20)
2,31 , HSIL , C , 5 , 01/05/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:20)
2,31 , HSIL , C , 1 , 01/05/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:20)
2,31 , HSIL , C , 2 , 01/05/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:20)
2,31 , HSIL , C , 3 , 01/05/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:20)
2,31 , HSIL , C , 4 , 01/05/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:20)
2,31 , HSIL , C , 5 , 01/05/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:20)
2,32 , KFL , C , 1 , 23/07/2020 00:00:00 , B, 	(24-JUN-2025 16:45:20)
2,32 , KFL , C , 1 , 23/07/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:20)
2,32 , KFL , C , 1 , 23/07/2020 00:00:00 , P2, 	(24-JUN-2025 16:45:20)
2,32 , KFL , C , 2 , 23/07/2020 00:00:00 , B, 	(24-JUN-2025 16:45:20)
2,32 , KFL , C , 2 , 23/07/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:20)
2,32 , KFL , C , 2 , 23/07/2020 00:00:00 , P2, 	(24-JUN-2025 16:45:20)
2,32 , KFL , C , 3 , 29/12/2020 00:00:00 , B, 	(24-JUN-2025 16:45:20)
2,32 , KFL , C , 3 , 29/12/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:20)
2,32 , KFL , C , 3 , 29/12/2020 00:00:00 , P2, 	(24-JUN-2025 16:45:20)
2,32 , KFL , C , 4 , 29/12/2020 00:00:00 , B, 	(24-JUN-2025 16:45:20)
2,32 , KFL , C , 4 , 29/12/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:20)
2,32 , KFL , C , 4 , 29/12/2020 00:00:00 , P2, 	(24-JUN-2025 16:45:20)
2,32 , KFL , C , 5 , 29/12/2020 00:00:00 , B, 	(24-JUN-2025 16:45:20)
2,32 , KFL , C , 5 , 29/12/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:20)
2,32 , KFL , C , 5 , 29/12/2020 00:00:00 , P2, 	(24-JUN-2025 16:45:20)
2,32 , KFL , C , 6 , 29/12/2020 00:00:00 , B, 	(24-JUN-2025 16:45:20)
2,32 , KFL , C , 6 , 29/12/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:20)
2,32 , KFL , C , 6 , 29/12/2020 00:00:00 , P2, 	(24-JUN-2025 16:45:20)
2,32 , KFL , C , 7 , 23/07/2020 00:00:00 , B, 	(24-JUN-2025 16:45:20)
2,32 , KFL , C , 7 , 23/07/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:20)
