

<<START>>,<<FMS_COUNTERPARTY_MST_Update_IGX>>,, 	(24-JUN-2025 16:45:16)
 
CD,ABBR,IGX,TIMESTAMP
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P4, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P5, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P8, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P9, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P12, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P13, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P14, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P15, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P16, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P17, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P18, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 16 , 14/09/2008 00:00:00 , P5, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 17 , 01/01/2020 00:00:00 , P15, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 18 , 01/07/2021 00:00:00 , P5, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 19 , 01/01/2020 00:00:00 , P9, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 20 , 14/09/2008 00:00:00 , R, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P14, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P13, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , B, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P4, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P5, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P6, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P7, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P8, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P9, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P10, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P11, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P12, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P15, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P16, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P17, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P18, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 22 , 31/01/2018 00:00:00 , P1, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 23 , 01/06/2021 00:00:00 , P8, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 23 , 01/06/2021 00:00:00 , P17, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 24 , 01/06/2021 00:00:00 , P1, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 24 , 01/06/2021 00:00:00 , P16, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 25 , 14/09/2008 00:00:00 , P4, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 26 , 14/09/2008 00:00:00 , P4, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 27 , 31/01/2018 00:00:00 , P1, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 28 , 01/01/2020 00:00:00 , P9, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 29 , 31/01/2018 00:00:00 , B, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 29 , 31/01/2018 00:00:00 , P1, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 29 , 31/01/2018 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 29 , 31/01/2018 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 29 , 31/01/2018 00:00:00 , P4, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 29 , 31/01/2018 00:00:00 , P5, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 29 , 31/01/2018 00:00:00 , P6, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 29 , 31/01/2018 00:00:00 , P7, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 29 , 31/01/2018 00:00:00 , P8, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 29 , 31/01/2018 00:00:00 , P9, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 29 , 31/01/2018 00:00:00 , P10, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 29 , 31/01/2018 00:00:00 , P11, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 29 , 31/01/2018 00:00:00 , P12, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 29 , 31/01/2018 00:00:00 , P13, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 29 , 31/01/2018 00:00:00 , P14, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 29 , 31/01/2018 00:00:00 , P15, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 29 , 31/01/2018 00:00:00 , P16, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 29 , 31/01/2018 00:00:00 , P17, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 29 , 31/01/2018 00:00:00 , P18, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 30 , 31/01/2018 00:00:00 , B, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 30 , 31/01/2018 00:00:00 , P1, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 30 , 31/01/2018 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 30 , 31/01/2018 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 30 , 31/01/2018 00:00:00 , P4, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 30 , 31/01/2018 00:00:00 , P5, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 30 , 31/01/2018 00:00:00 , P6, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 30 , 31/01/2018 00:00:00 , P7, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 30 , 31/01/2018 00:00:00 , P8, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 30 , 31/01/2018 00:00:00 , P9, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 30 , 31/01/2018 00:00:00 , P10, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 30 , 31/01/2018 00:00:00 , P11, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 30 , 31/01/2018 00:00:00 , P12, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 30 , 31/01/2018 00:00:00 , P13, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 30 , 31/01/2018 00:00:00 , P14, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 30 , 31/01/2018 00:00:00 , P15, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 30 , 31/01/2018 00:00:00 , P16, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 30 , 31/01/2018 00:00:00 , P17, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 30 , 31/01/2018 00:00:00 , P18, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 31 , 01/07/2021 00:00:00 , P5, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 32 , 01/01/2020 00:00:00 , P15, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 33 , 31/01/2018 00:00:00 , B, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 33 , 31/01/2018 00:00:00 , P1, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 33 , 31/01/2018 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 33 , 31/01/2018 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 33 , 31/01/2018 00:00:00 , P4, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 33 , 31/01/2018 00:00:00 , P5, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 33 , 31/01/2018 00:00:00 , P6, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 33 , 31/01/2018 00:00:00 , P7, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 33 , 31/01/2018 00:00:00 , P8, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 33 , 31/01/2018 00:00:00 , P9, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 33 , 31/01/2018 00:00:00 , P10, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 33 , 31/01/2018 00:00:00 , P11, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 33 , 31/01/2018 00:00:00 , P12, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 33 , 31/01/2018 00:00:00 , P13, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 33 , 31/01/2018 00:00:00 , P14, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 33 , 31/01/2018 00:00:00 , P15, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 33 , 31/01/2018 00:00:00 , P16, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 33 , 31/01/2018 00:00:00 , P17, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 33 , 31/01/2018 00:00:00 , P18, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 34 , 28/02/2017 00:00:00 , P12, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 35 , 14/09/2008 00:00:00 , P4, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 36 , 14/09/2008 00:00:00 , P4, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 37 , 01/01/2020 00:00:00 , B, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 37 , 01/01/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 37 , 01/01/2020 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 37 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 37 , 01/01/2020 00:00:00 , P4, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 37 , 01/01/2020 00:00:00 , P5, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 37 , 01/01/2020 00:00:00 , P6, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 37 , 01/01/2020 00:00:00 , P7, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 37 , 01/01/2020 00:00:00 , P8, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 37 , 01/01/2020 00:00:00 , P9, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 37 , 01/01/2020 00:00:00 , P10, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 37 , 01/01/2020 00:00:00 , P11, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 37 , 01/01/2020 00:00:00 , P12, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 37 , 01/01/2020 00:00:00 , P13, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 37 , 01/01/2020 00:00:00 , P14, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 37 , 01/01/2020 00:00:00 , P15, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 37 , 01/01/2020 00:00:00 , P16, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 37 , 01/01/2020 00:00:00 , P17, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 37 , 01/01/2020 00:00:00 , P18, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 38 , 01/01/2020 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 39 , 01/01/2020 00:00:00 , P9, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 39 , 01/01/2020 00:00:00 , P9, 	(24-JUN-2025 16:45:19)	 (Not Inserted)
2,1 , RIL , C , 40 , 14/09/2008 00:00:00 , C, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 41 , 14/09/2008 00:00:00 , P4, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 42 , 01/01/2020 00:00:00 , P9, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 43 , 31/01/2018 00:00:00 , P8, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 44 , 14/09/2008 00:00:00 , R, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 45 , 14/09/2008 00:00:00 , R, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 46 , 14/09/2008 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 47 , 14/09/2008 00:00:00 , P4, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 48 , 10/02/2012 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 1 , 14/09/2008 00:00:00 , R, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 2 , 01/07/2021 00:00:00 , P5, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 3 , 31/01/2018 00:00:00 , B, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 3 , 31/01/2018 00:00:00 , P1, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 3 , 31/01/2018 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 3 , 31/01/2018 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 3 , 31/01/2018 00:00:00 , P4, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 3 , 31/01/2018 00:00:00 , P5, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 3 , 31/01/2018 00:00:00 , P6, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 3 , 31/01/2018 00:00:00 , P7, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 3 , 31/01/2018 00:00:00 , P8, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 3 , 31/01/2018 00:00:00 , P9, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 3 , 31/01/2018 00:00:00 , P10, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 3 , 31/01/2018 00:00:00 , P11, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 3 , 31/01/2018 00:00:00 , P12, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 3 , 31/01/2018 00:00:00 , P13, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 3 , 31/01/2018 00:00:00 , P14, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 3 , 31/01/2018 00:00:00 , P15, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 3 , 31/01/2018 00:00:00 , P16, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 3 , 31/01/2018 00:00:00 , P17, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 3 , 31/01/2018 00:00:00 , P18, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 4 , 01/07/2021 00:00:00 , P5, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 5 , 01/01/2020 00:00:00 , P4, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 5 , 01/01/2020 00:00:00 , B, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 5 , 01/01/2020 00:00:00 , P1, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 5 , 01/01/2020 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 5 , 01/01/2020 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 5 , 01/01/2020 00:00:00 , P5, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 5 , 01/01/2020 00:00:00 , P6, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 5 , 01/01/2020 00:00:00 , P7, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 5 , 01/01/2020 00:00:00 , P8, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 5 , 01/01/2020 00:00:00 , P9, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 5 , 01/01/2020 00:00:00 , P10, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 5 , 01/01/2020 00:00:00 , P11, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 5 , 01/01/2020 00:00:00 , P12, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 5 , 01/01/2020 00:00:00 , P13, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 5 , 01/01/2020 00:00:00 , P14, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 5 , 01/01/2020 00:00:00 , P15, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 5 , 01/01/2020 00:00:00 , P16, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 5 , 01/01/2020 00:00:00 , P17, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 5 , 01/01/2020 00:00:00 , P18, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 6 , 14/09/2008 00:00:00 , R, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 7 , 31/01/2018 00:00:00 , P8, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 8 , 14/09/2008 00:00:00 , P8, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 9 , 10/02/2012 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 9 , 10/02/2012 00:00:00 , R, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 10 , 01/01/2020 00:00:00 , P15, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 11 , 14/09/2008 00:00:00 , P4, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 12 , 31/01/2018 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 13 , 31/01/2018 00:00:00 , B, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 13 , 31/01/2018 00:00:00 , P1, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 13 , 31/01/2018 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 13 , 31/01/2018 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 13 , 31/01/2018 00:00:00 , P4, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 13 , 31/01/2018 00:00:00 , P5, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 13 , 31/01/2018 00:00:00 , P6, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 13 , 31/01/2018 00:00:00 , P7, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 13 , 31/01/2018 00:00:00 , P8, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 13 , 31/01/2018 00:00:00 , P9, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 13 , 31/01/2018 00:00:00 , P10, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 13 , 31/01/2018 00:00:00 , P11, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 13 , 31/01/2018 00:00:00 , P12, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 13 , 31/01/2018 00:00:00 , P13, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 13 , 31/01/2018 00:00:00 , P14, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 13 , 31/01/2018 00:00:00 , P15, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 13 , 31/01/2018 00:00:00 , P16, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 13 , 31/01/2018 00:00:00 , P17, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 13 , 31/01/2018 00:00:00 , P18, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 14 , 14/09/2008 00:00:00 , R, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P6, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P10, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P11, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P7, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , B, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P4, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P5, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P8, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P9, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P12, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P13, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P14, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P15, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P16, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P17, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 15 , 31/01/2018 00:00:00 , P18, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 16 , 14/09/2008 00:00:00 , P5, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 17 , 01/01/2020 00:00:00 , P15, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 18 , 01/07/2021 00:00:00 , P5, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 19 , 01/01/2020 00:00:00 , P9, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 20 , 14/09/2008 00:00:00 , R, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P14, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P13, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , B, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P4, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P5, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P6, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P7, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P8, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P9, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P10, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P11, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P12, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P15, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P16, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P17, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 21 , 31/01/2018 00:00:00 , P18, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 22 , 31/01/2018 00:00:00 , P1, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 23 , 01/06/2021 00:00:00 , P8, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 23 , 01/06/2021 00:00:00 , P17, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 24 , 01/06/2021 00:00:00 , P1, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 24 , 01/06/2021 00:00:00 , P16, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 25 , 14/09/2008 00:00:00 , P4, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 26 , 14/09/2008 00:00:00 , P4, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 27 , 31/01/2018 00:00:00 , P1, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 28 , 01/01/2020 00:00:00 , P9, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 29 , 31/01/2018 00:00:00 , B, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 29 , 31/01/2018 00:00:00 , P1, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 29 , 31/01/2018 00:00:00 , P2, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 29 , 31/01/2018 00:00:00 , P3, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 29 , 31/01/2018 00:00:00 , P4, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 29 , 31/01/2018 00:00:00 , P5, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 29 , 31/01/2018 00:00:00 , P6, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 29 , 31/01/2018 00:00:00 , P7, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 29 , 31/01/2018 00:00:00 , P8, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 29 , 31/01/2018 00:00:00 , P9, 	(24-JUN-2025 16:45:19)
2,1 , RIL , C , 29 , 31/01/2018 00:00:00 , P10, 	(24-JUN-2025 16:45:19)
