

<<START>>,<<FMS_TRADER_BILLING_DTL>>,,,,,, 	(24-JUN-2025 10:17:21)
 
COMNPANY_CD,CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,SN_NO,TIMESTAMP
 

<<START>>,<<FMS_SECURITY_DEAL_MAP(P)>>,,,, 	(24-JUN-2025 10:17:57)
 
COMPANY_CD,CD,SEQ_NO,MAP_SEQ_NO,SEQ_REV_NO,GX,TIMESTAMP
2, 1, 1, 3, 0 ,null,RIL-1-9-D-22009-0,22001,D, 	(24-JUN-2025 10:17:57)
2, 1, 2, 3, 0 ,null,RIL-1-10-D-22010-0,22001,D, 	(24-JUN-2025 10:17:57)
2, 1, 3, 3, 0 ,null,RIL-1-11-D-22011-0,22001,D, 	(24-JUN-2025 10:17:57)
2, 1, 4, 3, 0 ,null,RIL-1-12-D-22012-0,22001,D, 	(24-JUN-2025 10:17:57)
2, 116, 5, 1, 0 ,null,SELNG--1-N-22013-,22002,N, 	(24-JUN-2025 10:17:57)
2, 116, 6, 1, 0 ,null,SELNG--1-N-21063-,21023,N, 	(24-JUN-2025 10:17:57)
2, 20, 7, 3, 0 ,null,AMNS--1-N-21064-,21024,N, 	(24-JUN-2025 10:17:57)
2, 20, 8, 3, 0 ,null,AMNS--1-N-21065-,21025,N, 	(24-JUN-2025 10:17:57)
2, 256, 9, 1, 0 ,null,SITME--1-N-21050-,21010,N, 	(24-JUN-2025 10:17:57)
2, 1, 10, 1, 0 ,null,RIL-0-1-D-22001-0,22001,D, 	(24-JUN-2025 10:17:57)
2, 1, 11, 1, 0 ,null,RIL-0-2-D-22002-0,22001,D, 	(24-JUN-2025 10:17:57)
2, 1, 12, 1, 0 ,null,RIL-0-3-D-22003-0,22001,D, 	(24-JUN-2025 10:17:57)
2, 1, 13, 1, 0 ,null,RIL-0-4-D-22004-0,22001,D, 	(24-JUN-2025 10:17:57)
2, 1, 14, 1, 0 ,null,RIL-0-5-D-22005-0,22001,D, 	(24-JUN-2025 10:17:57)
2, 1, 15, 1, 0 ,null,RIL-0-6-D-22006-0,22001,D, 	(24-JUN-2025 10:17:57)
2, 1, 16, 1, 0 ,null,RIL-0-7-D-22007-0,22001,D, 	(24-JUN-2025 10:17:57)
2, 1, 17, 1, 0 ,null,RIL-1-8-D-22008-0,22001,D, 	(24-JUN-2025 10:17:57)
2, 1, 18, 1, 0 ,null,RIL-1-9-D-22009-0,22001,D, 	(24-JUN-2025 10:17:57)
2, 15, 19, 1, 0 ,null,HPCL-0-1-D-22014-0,22003,D, 	(24-JUN-2025 10:17:57)
2, 15, 20, 1, 0 ,null,HPCL-0-1-D-22020-0,22009,D, 	(24-JUN-2025 10:17:57)
2, 15, 21, 1, 0 ,null,HPCL-0-1-D-22020-0,22009,D, 	(24-JUN-2025 10:17:57)
2, 20, 22, 3, 0 ,null,AMNS--1-N-22022-,22011,N, 	(24-JUN-2025 10:17:57)
2, 154, 23, 1, 0 ,null,SEMTPL--1-N-22029-,22017,N, 	(24-JUN-2025 10:17:57)
2, 154, 24, 1, 0 ,null,SEMTPL-2-1-D-22031-5,22019,D, 	(24-JUN-2025 10:17:57)
2, 154, 25, 1, 0 ,null,SEMTPL-4-1-D-23003-0,23003,D, 	(24-JUN-2025 10:17:57)
2, 154, 26, 1, 0 ,null,SEMTPL-3-1-D-23001-0,23001,D, 	(24-JUN-2025 10:17:57)
2, 110, 27, 1, 0 ,null,SITMEFZ--1-N-23010-,23010,N, 	(24-JUN-2025 10:17:57)
2, 20, 28, 3, 0 ,null,AMNS--1-N-22028-,22016,N, 	(24-JUN-2025 10:17:57)
2, 154, 29, 1, 0 ,null,SEMTPL-2-1-D-22034-5,22022,D, 	(24-JUN-2025 10:17:57)
2, 154, 30, 1, 0 ,null,SEMTPL-2-1-D-22031-5,22019,D, 	(24-JUN-2025 10:17:57)
2, 154, 31, 1, 0 ,null,SEMTPL-2-1-D-22031-5,22019,D, 	(24-JUN-2025 10:17:57)
2, 20, 32, 1, 0 ,null,AMNS-2-1-D-22033-2,22021,D, 	(24-JUN-2025 10:17:57)
2, 20, 33, 1, 0 ,null,AMNS-3-1-T-22036-1,22024,T, 	(24-JUN-2025 10:17:57)
2, 154, 34, 1, 0 ,null,SEMTPL-5-1-D-23004-0,23004,D, 	(24-JUN-2025 10:17:57)
2, 15, 35, 1, 0 ,null,HPCL--1-N-22019-,22008,N, 	(24-JUN-2025 10:17:57)
2, 20, 36, 1, 0 ,null,AMNS-1-1-T-22023-0,22012,T, 	(24-JUN-2025 10:17:57)
2, 154, 37, 1, 0 ,null,SEMTPL--1-N-22030-,22018,N, 	(24-JUN-2025 10:17:57)
2, 154, 38, 1, 0 ,null,SEMTPL-2-1-D-22035-5,22023,D, 	(24-JUN-2025 10:17:57)
2, 154, 39, 1, 0 ,null,SEMTPL-6-1-D-23005-0,23005,D, 	(24-JUN-2025 10:17:57)
2, 154, 40, 1, 0 ,null,SEMTPL-11-1-D-23014-0,23013,D, 	(24-JUN-2025 10:17:57)
2, 110, 41, 1, 0 ,null,SITMEFZ--1-N-23007-,23007,N, 	(24-JUN-2025 10:17:57)
2, 116, 42, 1, 0 ,null,SELNG--1-N-22024-,22013,N, 	(24-JUN-2025 10:17:57)
2, 116, 43, 1, 0 ,null,SELNG--1-N-22024-,22013,N, 	(24-JUN-2025 10:17:57)
2, 154, 44, 1, 0 ,null,SEMTPL-2-1-D-22027-5,22015,D, 	(24-JUN-2025 10:17:57)
2, 154, 45, 1, 0 ,null,SEMTPL-2-1-D-22032-5,22020,D, 	(24-JUN-2025 10:17:57)
2, 51, 46, 1, 0 ,null,ONGC-3-1-D-23001-0,23001,D, 	(24-JUN-2025 10:17:57)
2, 20, 47, 1, 0 ,null,AMNS-4-1-T-23002-1,23002,T, 	(24-JUN-2025 10:17:57)
2, 154, 48, 1, 0 ,null,SEMTPL-7-1-D-23006-0,23006,D, 	(24-JUN-2025 10:17:57)
2, 51, 49, 1, 0 ,null,ONGC-0-1-D-22015-0,22004,D, 	(24-JUN-2025 10:17:57)
2, 20, 50, 1, 0 ,null,AMNS-0-1-D-22016-0,22005,D, 	(24-JUN-2025 10:17:57)
2, 15, 51, 1, 0 ,null,HPCL-0-1-D-22017-0,22006,D, 	(24-JUN-2025 10:17:57)
2, 15, 52, 1, 0 ,null,HPCL-0-1-D-22018-0,22007,D, 	(24-JUN-2025 10:17:57)
2, 15, 53, 1, 0 ,null,HPCL-1-1-D-22021-0,22010,D, 	(24-JUN-2025 10:17:57)
2, 110, 54, 1, 0 ,null,SITMEFZ--1-N-23011-,23011,N, 	(24-JUN-2025 10:17:57)
2, 15, 55, 1, 0 ,null,HPCL--1-N-22019-,22008,N, 	(24-JUN-2025 10:17:57)
2, 154, 56, 1, 0 ,null,SEMTPL-11-1-D-23014-0,23013,D, 	(24-JUN-2025 10:17:57)
2, 154, 57, 1, 0 ,null,SEMTPL-1-1-D-22026-0,22014,D, 	(24-JUN-2025 10:17:57)
2, 154, 58, 1, 0 ,null,SEMTPL-8-1-D-23008-3,23008,D, 	(24-JUN-2025 10:17:57)
2, 154, 59, 1, 0 ,null,SEMTPL-9-1-D-23009-0,23009,D, 	(24-JUN-2025 10:17:57)
2, 186, 60, 1, 0 ,null,VEDALTD-1-1-D-23016-1,23015,D, 	(24-JUN-2025 10:17:57)
2, 159, 61, 1, 0 ,null,CAIRENH-1-1-D-23017-1,23016,D, 	(24-JUN-2025 10:17:57)
2, 51, 62, 1, 0 ,null,ONGC-1-1-D-23018-0,23017,D, 	(24-JUN-2025 10:17:57)
2, 278, 63, 1, 0 ,null,SEMTEXP-0-1-D-23029-0,23027,D, 	(24-JUN-2025 10:17:57)
2, 20, 64, 1, 0 ,null,AMNS-8-1-T-24001-1,24001,T, 	(24-JUN-2025 10:17:57)
2, 110, 65, 1, 0 ,null,SITMEFZ--1-N-23015-,23014,N, 	(24-JUN-2025 10:17:57)
2, 154, 66, 1, 0 ,null,SEMTPL-10-1-D-23021-1,23019,D, 	(24-JUN-2025 10:17:57)
2, 154, 67, 1, 0 ,null,SEMTPL-10-1-D-23021-1,23019,D, 	(24-JUN-2025 10:17:57)
2, 110, 68, 1, 0 ,null,SITMEFZ--1-N-23025-,23023,N, 	(24-JUN-2025 10:17:57)
2, 278, 69, 1, 0 ,null,SEMTEXP-0-1-D-23026-0,23024,D, 	(24-JUN-2025 10:17:57)
2, 278, 70, 1, 0 ,null,SEMTEXP-0-1-D-23026-0,23024,D, 	(24-JUN-2025 10:17:57)
2, 166, 71, 1, 0 ,null,ESSAREX-1-1-T-23027-5,23025,T, 	(24-JUN-2025 10:17:57)
2, 1, 72, 1, 0 ,null,RIL-4-1-D-23038-4,23035,D, 	(24-JUN-2025 10:17:57)
2, 110, 73, 1, 0 ,null,SITMEFZ--1-N-23024-,23022,N, 	(24-JUN-2025 10:17:57)
2, 166, 74, 1, 0 ,null,ESSAREX-1-1-T-23033-5,23031,T, 	(24-JUN-2025 10:17:57)
2, 278, 75, 1, 0 ,null,SEMTEXP-0-1-D-23022-0,23020,D, 	(24-JUN-2025 10:17:57)
2, 278, 76, 1, 0 ,null,SEMTEXP-0-1-D-23023-0,23021,D, 	(24-JUN-2025 10:17:57)
2, 110, 77, 1, 0 ,null,SITMEFZ--1-N-23034-,23032,N, 	(24-JUN-2025 10:17:57)
2, 154, 78, 1, 0 ,null,SEMTPL-12-1-D-23036-0,23033,D, 	(24-JUN-2025 10:17:57)
2, 64, 79, 1, 0 ,null,IGSPL-1-1-D-23030-2,23028,D, 	(24-JUN-2025 10:17:57)
2, 20, 80, 1, 0 ,null,AMNS-6-1-T-23031-0,23029,T, 	(24-JUN-2025 10:17:57)
2, 20, 81, 1, 0 ,null,AMNS-5-1-T-23032-0,23030,T, 	(24-JUN-2025 10:17:57)
2, 278, 82, 1, 0 ,null,SEMTEXP-0-1-T-23039-0,23036,T, 	(24-JUN-2025 10:17:57)
2, 20, 83, 1, 0 ,null,AMNS-8-1-T-24001-1,24001,T, 	(24-JUN-2025 10:17:57)
2, 20, 84, 1, 0 ,null,AMNS-8-1-T-24001-1,24001,T, 	(24-JUN-2025 10:17:57)
2, 20, 85, 1, 0 ,null,AMNS-8-1-T-24001-1,24001,T, 	(24-JUN-2025 10:17:57)
2, 1, 86, 1, 0 ,null,RIL-3-1-D-23019-13,23018,D, 	(24-JUN-2025 10:17:57)
2, 1, 87, 1, 0 ,null,RIL-3-2-D-23020-13,23018,D, 	(24-JUN-2025 10:17:57)
2, 110, 88, 1, 0 ,null,SITMEFZ--1-N-23028-,23026,N, 	(24-JUN-2025 10:17:57)
2, 110, 89, 1, 0 ,null,SITMEFZ--1-N-24002-,24002,N, 	(24-JUN-2025 10:17:57)
2, 110, 90, 1, 0 ,null,SITMEFZ--2-N-24003-,24002,N, 	(24-JUN-2025 10:17:57)
2, 110, 91, 1, 0 ,null,SITMEFZ--3-N-24004-,24002,N, 	(24-JUN-2025 10:17:57)
2, 166, 92, 1, 0 ,null,ESSAREX-2-1-T-24005-1,24003,T, 	(24-JUN-2025 10:17:57)
2, 1, 93, 1, 0 ,null,RIL-2-1-D-23012-21,23012,D, 	(24-JUN-2025 10:17:57)
2, 1, 94, 1, 0 ,null,RIL-2-2-D-23013-21,23012,D, 	(24-JUN-2025 10:17:57)
2, 154, 95, 1, 0 ,null,SEMTPL-14-1-D-24008-2,24006,D, 	(24-JUN-2025 10:17:57)
2, 154, 96, 1, 0 ,null,SEMTPL-15-1-D-24012-0,24010,D, 	(24-JUN-2025 10:17:57)
2, 154, 97, 1, 0 ,null,SEMTPL-16-1-D-24012-0,24010,D, 	(24-JUN-2025 10:17:57)
2, 154, 98, 1, 0 ,null,SEMTPL-17-1-D-24012-0,24010,D, 	(24-JUN-2025 10:17:57)
2, 154, 99, 1, 0 ,null,SEMTPL-18-1-D-24012-1,24010,D, 	(24-JUN-2025 10:17:57)
2, 110, 100, 1, 0 ,null,SITMEFZ--1-N-25001-,25001,N, 	(24-JUN-2025 10:17:57)
2, 20, 101, 1, 0 ,null,AMNS-9-1-T-25002-0,25002,T, 	(24-JUN-2025 10:17:57)
2, 1, 102, 1, 0 ,null,RIL-5-1-D-24014-1,24012,D, 	(24-JUN-2025 10:17:57)
2, 110, 103, 1, 0 ,null,SITMEFZ--1-N-24011-,24009,N, 	(24-JUN-2025 10:17:57)
2, 154, 104, 1, 0 ,null,SEMTPL-19-1-T-24013-2,24011,T, 	(24-JUN-2025 10:17:57)
2, 110, 105, 1, 0 ,null,SITMEFZ--1-N-24006-,24004,N, 	(24-JUN-2025 10:17:57)
2, 154, 106, 1, 0 ,null,SEMTPL-13-1-D-24007-0,24005,D, 	(24-JUN-2025 10:17:57)
2, 110, 107, 1, 0 ,null,SITMEFZ--1-N-24010-,24008,N, 	(24-JUN-2025 10:17:57)
2, 110, 108, 1, 0 ,null,SITMEFZ--1-N-24010-,24008,N, 	(24-JUN-2025 10:17:57)
2, 20, 109, 1, 0 ,null,AMNS-7-1-T-23037-1,23034,T, 	(24-JUN-2025 10:17:57)
2, 20, 110, 1, 0 ,null,AMNS-7-1-T-23037-1,23034,T, 	(24-JUN-2025 10:17:57)
2, 110, 111, 1, 0 ,null,SITMEFZ--1-N-23040-,23037,N, 	(24-JUN-2025 10:17:57)
2, 20, 112, 1, 0 ,null,AMNS-8-1-T-24001-1,24001,T, 	(24-JUN-2025 10:17:57)
2, 20, 113, 1, 0 ,null,AMNS-8-1-T-24001-1,24001,T, 	(24-JUN-2025 10:17:57)
2, 110, 114, 1, 0 ,null,SITMEFZ--1-N-24015-,24013,N, 	(24-JUN-2025 10:17:57)
2, 110, 115, 1, 0 ,null,SITMEFZ--1-N-25003-,25003,N, 	(24-JUN-2025 10:17:57)
2, 154, 116, 1, 0 ,null,SEMTPL-14-1-D-24009-2,24007,D, 	(24-JUN-2025 10:17:57)
2, 154, 117, 1, 0 ,null,SEMTPL--1-N-24010-,24008,N, 	(24-JUN-2025 10:17:57)
2, 154, 118, 1, 0 ,null,SEMTPL-20-1-D-25004-0,25004,D, 	(24-JUN-2025 10:17:57)

TOTAL DATA IN EXCEL : 118 	(24-JUN-2025 10:17:57)
 

TOTAL DATA INSERTED : 118 	(24-JUN-2025 10:17:57)
 

TOTAL SKIPPED DATA 0 	(24-JUN-2025 10:17:57)
 
<<END>><<FMS_SECURITY_DEAL_MAP(P)>> 	(24-JUN-2025 10:17:57)
 
