

<<START>>,<<FMS_SUPPLY_AGMT_LIABILITY>>,, 	(09-MAY-2025 12:14:20)
 
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,TIMESTAMP,
2,1,2,0,28,0,S, 	(09-MAY-2025 12:14:21)
2,1,3,0,1,0,S, 	(09-MAY-2025 12:14:21)
2,1,3,0,2,0,S, 	(09-MAY-2025 12:14:21)
2,1,3,0,3,0,S, 	(09-MAY-2025 12:14:21)
2,1,0,0,220001,0,L, 	(09-MAY-2025 12:14:21)
2,1,0,0,220002,0,L, 	(09-MAY-2025 12:14:21)
2,1,0,0,220003,0,L, 	(09-MAY-2025 12:14:21)
2,1,0,0,220004,0,L, 	(09-MAY-2025 12:14:21)
2,2,3,0,2,0,S, 	(09-MAY-2025 12:14:21)
2,2,3,0,9,0,S, 	(09-MAY-2025 12:14:21)
2,2,1,0,1,0,S, 	(09-MAY-2025 12:14:21)
2,2,1,0,2,0,S, 	(09-MAY-2025 12:14:21)
2,2,2,0,1,1,S, 	(09-MAY-2025 12:14:21)
2,2,3,0,7,0,S, 	(09-MAY-2025 12:14:21)
2,2,3,0,8,0,S, 	(09-MAY-2025 12:14:21)
2,2,6,0,1,1,S, 	(09-MAY-2025 12:14:21)
2,2,3,0,13,0,S, 	(09-MAY-2025 12:14:21)
2,2,5,0,2,0,S, 	(09-MAY-2025 12:14:21)
2,2,5,0,3,0,S, 	(09-MAY-2025 12:14:21)
2,2,4,0,1,0,S, 	(09-MAY-2025 12:14:21)
2,2,6,0,1,0,S, 	(09-MAY-2025 12:14:21)
2,2,6,0,4,0,S, 	(09-MAY-2025 12:14:21)
2,2,3,0,12,0,S, 	(09-MAY-2025 12:14:21)
2,2,4,0,2,0,S, 	(09-MAY-2025 12:14:21)
2,2,4,0,3,0,S, 	(09-MAY-2025 12:14:21)
2,2,4,0,4,0,S, 	(09-MAY-2025 12:14:21)
2,2,5,0,1,0,S, 	(09-MAY-2025 12:14:21)
2,2,2,0,4,1,S, 	(09-MAY-2025 12:14:21)
2,2,3,0,3,0,S, 	(09-MAY-2025 12:14:21)
2,2,3,0,11,0,S, 	(09-MAY-2025 12:14:21)
2,2,3,0,11,1,S, 	(09-MAY-2025 12:14:21)
2,2,2,0,1,0,S, 	(09-MAY-2025 12:14:21)
2,2,3,0,5,0,S, 	(09-MAY-2025 12:14:21)
2,2,2,0,3,0,S, 	(09-MAY-2025 12:14:21)
2,2,2,0,2,0,S, 	(09-MAY-2025 12:14:21)
2,2,3,0,6,0,S, 	(09-MAY-2025 12:14:21)
2,2,3,0,10,0,S, 	(09-MAY-2025 12:14:21)
2,2,2,0,4,0,S, 	(09-MAY-2025 12:14:21)
2,2,3,0,1,0,S, 	(09-MAY-2025 12:14:21)
2,2,1,0,3,0,S, 	(09-MAY-2025 12:14:21)
2,2,1,0,4,0,S, 	(09-MAY-2025 12:14:21)
2,2,6,0,2,0,S, 	(09-MAY-2025 12:14:21)
2,2,6,0,3,0,S, 	(09-MAY-2025 12:14:21)
2,2,6,0,5,0,S, 	(09-MAY-2025 12:14:21)
2,2,6,0,5,2,S, 	(09-MAY-2025 12:14:21)
2,2,6,0,9,0,S, 	(09-MAY-2025 12:14:21)
2,2,6,0,10,0,S, 	(09-MAY-2025 12:14:21)
2,2,6,2,11,0,S, 	(09-MAY-2025 12:14:21)
2,2,6,0,6,0,S, 	(09-MAY-2025 12:14:21)
2,2,6,0,3,1,S, 	(09-MAY-2025 12:14:21)
2,2,6,0,2,1,S, 	(09-MAY-2025 12:14:21)
2,2,6,0,5,1,S, 	(09-MAY-2025 12:14:21)
2,2,6,0,7,0,S, 	(09-MAY-2025 12:14:21)
2,2,6,2,14,0,S, 	(09-MAY-2025 12:14:21)
2,2,6,2,15,0,S, 	(09-MAY-2025 12:14:21)
2,2,6,0,8,0,S, 	(09-MAY-2025 12:14:21)
2,2,6,2,13,0,S, 	(09-MAY-2025 12:14:21)
2,2,6,2,12,0,S, 	(09-MAY-2025 12:14:21)
2,2,6,2,16,0,S, 	(09-MAY-2025 12:14:21)
2,2,6,2,17,0,S, 	(09-MAY-2025 12:14:21)
2,2,0,0,122001,0,X, 	(09-MAY-2025 12:14:21)
2,2,0,0,122002,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,2,0,0,122002,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,2,0,0,122002,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,2,0,0,124001,0,X, 	(09-MAY-2025 12:14:21)
2,2,0,0,124002,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,2,0,0,124002,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,2,0,0,124002,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,2,0,0,124002,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,2,0,0,124002,1,X, 	(09-MAY-2025 12:14:21)
2,3,2,0,2,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,1,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,2,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,3,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,4,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,5,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,6,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,7,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,8,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,9,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,10,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,11,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,12,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,17,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,15,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,16,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,18,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,34,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,35,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,37,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,38,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,40,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,42,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,43,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,18,1,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,25,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,30,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,41,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,11,1,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,11,2,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,11,3,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,75,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,76,0,S, 	(09-MAY-2025 12:14:21)
2,3,2,0,1,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,14,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,19,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,20,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,22,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,23,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,24,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,26,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,27,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,28,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,29,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,31,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,32,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,49,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,50,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,51,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,52,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,53,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,54,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,55,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,56,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,57,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,58,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,59,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,60,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,61,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,62,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,63,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,64,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,65,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,66,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,67,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,68,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,69,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,71,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,73,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,74,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,21,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,78,1,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,70,1,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,84,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,88,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,67,3,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,67,4,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,77,1,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,81,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,84,1,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,94,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,97,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,89,1,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,91,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,91,1,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,93,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,95,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,96,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,98,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,101,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,99,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,100,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,101,1,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,102,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,102,1,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,100,2,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,100,1,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,89,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,68,1,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,85,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,90,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,92,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,82,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,77,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,69,1,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,86,1,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,87,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,33,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,36,0,S, 	(09-MAY-2025 12:14:21)
