

<<START>>,<<FMS_SUPPLY_AGMT_LIABILITY>>,, 	(09-MAY-2025 12:14:20)
 
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,TIMESTAMP,
2,7,1,0,1,0,S, 	(09-MAY-2025 12:14:21)
2,7,1,0,2,0,S, 	(09-MAY-2025 12:14:21)
2,7,1,0,3,0,S, 	(09-MAY-2025 12:14:21)
2,7,1,0,4,0,S, 	(09-MAY-2025 12:14:21)
2,7,1,0,5,0,S, 	(09-MAY-2025 12:14:21)
2,7,2,0,4,1,S, 	(09-MAY-2025 12:14:21)
2,7,2,0,5,0,S, 	(09-MAY-2025 12:14:21)
2,7,2,0,1,0,S, 	(09-MAY-2025 12:14:21)
2,7,2,0,2,0,S, 	(09-MAY-2025 12:14:21)
2,7,2,0,2,1,S, 	(09-MAY-2025 12:14:21)
2,7,2,0,2,2,S, 	(09-MAY-2025 12:14:21)
2,7,2,0,2,3,S, 	(09-MAY-2025 12:14:21)
2,7,2,0,3,1,S, 	(09-MAY-2025 12:14:21)
2,7,2,0,4,0,S, 	(09-MAY-2025 12:14:21)
2,7,2,0,3,0,S, 	(09-MAY-2025 12:14:21)
2,7,2,0,6,0,S, 	(09-MAY-2025 12:14:21)
2,8,1,0,1,0,S, 	(09-MAY-2025 12:14:21)
2,218,1,0,8,0,S, 	(09-MAY-2025 12:14:21)
2,218,1,0,9,0,S, 	(09-MAY-2025 12:14:21)
2,218,1,0,10,0,S, 	(09-MAY-2025 12:14:21)
2,218,1,0,11,0,S, 	(09-MAY-2025 12:14:21)
2,218,1,0,12,0,S, 	(09-MAY-2025 12:14:21)
2,218,1,0,3,0,S, 	(09-MAY-2025 12:14:21)
2,218,1,0,2,0,S, 	(09-MAY-2025 12:14:21)
2,218,1,0,5,0,S, 	(09-MAY-2025 12:14:21)
2,218,1,0,4,0,S, 	(09-MAY-2025 12:14:21)
2,218,1,0,6,0,S, 	(09-MAY-2025 12:14:21)
2,218,1,0,1,0,S, 	(09-MAY-2025 12:14:21)
2,218,1,0,7,0,S, 	(09-MAY-2025 12:14:21)
2,,0,0,211021,0,L, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,,0,0,211021,0,L, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,,0,0,211021,0,L, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,,0,0,211021,0,L, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,,0,0,211021,0,L, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,,0,0,211021,0,L, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,,0,0,211021,0,L, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,242,0,0,211021,0,L, 	(09-MAY-2025 12:14:21)
2,242,0,0,211022,0,L, 	(09-MAY-2025 12:14:21)
2,249,0,0,211023,0,L, 	(09-MAY-2025 12:14:21)
2,249,0,0,211024,0,L, 	(09-MAY-2025 12:14:21)
2,249,0,0,211025,0,L, 	(09-MAY-2025 12:14:21)
2,249,0,0,211026,0,L, 	(09-MAY-2025 12:14:21)
2,249,0,0,211027,0,L, 	(09-MAY-2025 12:14:21)
2,249,0,0,211028,0,L, 	(09-MAY-2025 12:14:21)
2,249,0,0,211029,0,L, 	(09-MAY-2025 12:14:21)
2,249,0,0,211030,0,L, 	(09-MAY-2025 12:14:21)
2,249,0,0,211031,0,L, 	(09-MAY-2025 12:14:21)
2,249,0,0,211032,0,L, 	(09-MAY-2025 12:14:21)
2,249,0,0,211033,0,L, 	(09-MAY-2025 12:14:21)
2,249,0,0,211034,0,L, 	(09-MAY-2025 12:14:21)
2,249,0,0,211035,0,L, 	(09-MAY-2025 12:14:21)
2,249,0,0,211036,0,L, 	(09-MAY-2025 12:14:21)
2,9,0,0,213001,0,L, 	(09-MAY-2025 12:14:21)
2,9,0,0,213002,0,L, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,9,0,0,213002,0,L, 	(09-MAY-2025 12:14:21)
2,9,0,0,213003,0,L, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,9,0,0,213003,0,L, 	(09-MAY-2025 12:14:21)
2,9,0,0,213004,0,L, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,9,0,0,213004,0,L, 	(09-MAY-2025 12:14:21)
2,9,0,0,213005,0,L, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,9,0,0,213005,0,L, 	(09-MAY-2025 12:14:21)
2,9,0,0,213006,0,L, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,9,0,0,214002,0,L, 	(09-MAY-2025 12:14:21)
2,9,0,0,214003,0,L, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,9,0,0,214003,0,L, 	(09-MAY-2025 12:14:21)
2,9,0,0,214004,0,L, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,9,0,0,214004,0,L, 	(09-MAY-2025 12:14:21)
2,9,0,0,214005,0,L, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,10,1,0,1,0,S, 	(09-MAY-2025 12:14:21)
2,11,1,0,2,0,S, 	(09-MAY-2025 12:14:21)
2,11,1,0,1,0,S, 	(09-MAY-2025 12:14:21)
2,11,0,0,223100,1,L, 	(09-MAY-2025 12:14:21)
2,11,0,0,223101,0,L, 	(09-MAY-2025 12:14:21)
2,280,1,0,5,0,S, 	(09-MAY-2025 12:14:21)
2,280,1,0,4,0,S, 	(09-MAY-2025 12:14:21)
2,280,1,0,1,0,S, 	(09-MAY-2025 12:14:21)
2,280,1,0,6,0,S, 	(09-MAY-2025 12:14:21)
2,280,1,0,2,0,S, 	(09-MAY-2025 12:14:21)
2,280,1,1,7,0,S, 	(09-MAY-2025 12:14:21)
2,280,1,0,1,1,S, 	(09-MAY-2025 12:14:21)
2,280,1,0,3,0,S, 	(09-MAY-2025 12:14:21)
2,12,1,0,1,0,S, 	(09-MAY-2025 12:14:21)
2,12,1,0,4,1,S, 	(09-MAY-2025 12:14:21)
2,12,1,0,4,0,S, 	(09-MAY-2025 12:14:21)
2,12,1,0,5,0,S, 	(09-MAY-2025 12:14:21)
2,12,1,0,4,2,S, 	(09-MAY-2025 12:14:21)
2,12,1,0,3,0,S, 	(09-MAY-2025 12:14:21)
2,12,1,0,2,0,S, 	(09-MAY-2025 12:14:21)
2,13,1,0,3,0,S, 	(09-MAY-2025 12:14:21)
2,13,2,0,3,0,S, 	(09-MAY-2025 12:14:21)
2,13,2,0,4,1,S, 	(09-MAY-2025 12:14:21)
2,13,2,0,1,0,S, 	(09-MAY-2025 12:14:21)
2,13,2,0,1,1,S, 	(09-MAY-2025 12:14:21)
2,13,2,0,5,0,S, 	(09-MAY-2025 12:14:21)
2,13,2,0,2,0,S, 	(09-MAY-2025 12:14:21)
2,13,2,0,4,0,S, 	(09-MAY-2025 12:14:21)
2,13,1,0,1,0,S, 	(09-MAY-2025 12:14:21)
2,13,1,0,3,1,S, 	(09-MAY-2025 12:14:21)
2,13,2,0,2,1,S, 	(09-MAY-2025 12:14:21)
2,13,1,0,2,0,S, 	(09-MAY-2025 12:14:21)
2,13,1,0,1,1,S, 	(09-MAY-2025 12:14:21)
2,13,2,0,8,0,S, 	(09-MAY-2025 12:14:21)
2,13,2,0,7,0,S, 	(09-MAY-2025 12:14:21)
2,13,2,0,10,0,S, 	(09-MAY-2025 12:14:21)
2,13,2,0,11,1,S, 	(09-MAY-2025 12:14:21)
2,13,2,0,12,0,S, 	(09-MAY-2025 12:14:21)
2,13,2,0,14,0,S, 	(09-MAY-2025 12:14:21)
2,13,2,0,8,1,S, 	(09-MAY-2025 12:14:21)
2,13,2,0,9,0,S, 	(09-MAY-2025 12:14:21)
2,13,2,0,7,1,S, 	(09-MAY-2025 12:14:21)
2,13,2,0,11,0,S, 	(09-MAY-2025 12:14:21)
2,13,2,0,6,0,S, 	(09-MAY-2025 12:14:21)
2,13,2,0,15,0,S, 	(09-MAY-2025 12:14:21)
2,13,2,0,18,0,S, 	(09-MAY-2025 12:14:21)
2,13,2,0,19,0,S, 	(09-MAY-2025 12:14:21)
2,13,2,0,16,0,S, 	(09-MAY-2025 12:14:21)
2,13,2,0,14,1,S, 	(09-MAY-2025 12:14:21)
2,13,2,0,13,0,S, 	(09-MAY-2025 12:14:21)
2,13,2,0,13,1,S, 	(09-MAY-2025 12:14:21)
2,13,2,0,17,0,S, 	(09-MAY-2025 12:14:21)
2,13,0,0,122005,0,X, 	(09-MAY-2025 12:14:21)
2,13,0,0,122006,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,122006,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,123005,0,X, 	(09-MAY-2025 12:14:21)
2,13,0,0,123006,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,122006,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,122006,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,122006,1,X, 	(09-MAY-2025 12:14:21)
2,13,0,0,122007,2,X, 	(09-MAY-2025 12:14:21)
2,13,0,0,123006,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,123006,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,123006,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,123006,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,123006,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,123006,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,123006,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,122008,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,122008,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,122008,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,122008,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,122008,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,123006,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,123006,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,122008,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,122008,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,122008,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,122008,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,122008,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,122008,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,122008,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,122008,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,122008,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,122008,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,122008,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,123006,1,X, 	(09-MAY-2025 12:14:21)
2,13,0,0,122008,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,122008,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,122008,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,122008,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,122008,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,122008,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,122008,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,123007,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,123007,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,124008,1,X, 	(09-MAY-2025 12:14:21)
2,13,0,0,124009,0,X, 	(09-MAY-2025 12:14:21)
2,13,0,0,124010,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,124010,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,124010,1,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,124010,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,124010,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,124010,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,124010,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,124010,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,124010,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,124010,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,124010,1,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,124010,1,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,13,0,0,124010,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,14,1,0,2,0,S, 	(09-MAY-2025 12:14:21)
2,14,1,0,2,1,S, 	(09-MAY-2025 12:14:21)
2,14,1,0,5,3,S, 	(09-MAY-2025 12:14:21)
2,14,1,0,5,4,S, 	(09-MAY-2025 12:14:21)
2,14,1,0,6,0,S, 	(09-MAY-2025 12:14:21)
2,14,1,0,7,0,S, 	(09-MAY-2025 12:14:21)
2,14,1,0,8,0,S, 	(09-MAY-2025 12:14:21)
2,14,1,0,8,1,S, 	(09-MAY-2025 12:14:21)
2,14,1,0,9,0,S, 	(09-MAY-2025 12:14:21)
2,14,1,0,10,0,S, 	(09-MAY-2025 12:14:21)
2,14,1,0,11,0,S, 	(09-MAY-2025 12:14:21)
2,14,1,0,11,1,S, 	(09-MAY-2025 12:14:21)
2,14,1,0,13,0,S, 	(09-MAY-2025 12:14:21)
2,14,1,0,13,1,S, 	(09-MAY-2025 12:14:21)
2,14,1,0,7,1,S, 	(09-MAY-2025 12:14:21)
2,14,1,0,9,1,S, 	(09-MAY-2025 12:14:21)
2,14,1,0,12,0,S, 	(09-MAY-2025 12:14:21)
2,14,1,0,12,1,S, 	(09-MAY-2025 12:14:21)
2,14,1,0,4,0,S, 	(09-MAY-2025 12:14:21)
2,14,1,0,1,0,S, 	(09-MAY-2025 12:14:21)
2,14,1,0,5,1,S, 	(09-MAY-2025 12:14:21)
2,14,1,0,5,2,S, 	(09-MAY-2025 12:14:21)
2,14,1,0,3,0,S, 	(09-MAY-2025 12:14:21)
2,14,1,0,5,0,S, 	(09-MAY-2025 12:14:21)
2,14,0,0,222029,0,L, 	(09-MAY-2025 12:14:21)
2,14,0,0,222030,0,L, 	(09-MAY-2025 12:14:21)
2,14,0,0,123007,1,X, 	(09-MAY-2025 12:14:21)
2,14,0,0,123008,2,X, 	(09-MAY-2025 12:14:21)
2,14,0,0,123009,3,X, 	(09-MAY-2025 12:14:21)
2,14,0,0,122008,0,X, 	(09-MAY-2025 12:14:21)
2,14,0,0,123010,0,X, 	(09-MAY-2025 12:14:21)
2,14,0,0,123011,4,X, 	(09-MAY-2025 12:14:21)
2,14,0,0,122009,1,X, 	(09-MAY-2025 12:14:21)
2,14,0,0,124010,0,X, 	(09-MAY-2025 12:14:21)
2,14,0,0,124011,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,269,1,0,1,0,S, 	(09-MAY-2025 12:14:21)
2,269,1,0,2,0,S, 	(09-MAY-2025 12:14:21)
2,269,1,0,4,0,S, 	(09-MAY-2025 12:14:21)
2,269,1,0,5,0,S, 	(09-MAY-2025 12:14:21)
2,269,1,0,3,0,S, 	(09-MAY-2025 12:14:21)
2,15,1,0,1,0,S, 	(09-MAY-2025 12:14:21)
2,15,2,0,5,0,S, 	(09-MAY-2025 12:14:21)
2,15,1,0,5,0,S, 	(09-MAY-2025 12:14:21)
2,15,1,0,6,0,S, 	(09-MAY-2025 12:14:21)
2,15,1,1,11,0,S, 	(09-MAY-2025 12:14:21)
2,15,1,2,12,0,S, 	(09-MAY-2025 12:14:21)
2,15,1,2,14,0,S, 	(09-MAY-2025 12:14:21)
2,15,2,0,1,1,S, 	(09-MAY-2025 12:14:21)
2,15,1,0,7,0,S, 	(09-MAY-2025 12:14:21)
2,15,1,2,13,0,S, 	(09-MAY-2025 12:14:21)
2,15,1,2,13,1,S, 	(09-MAY-2025 12:14:21)
2,15,2,0,2,0,S, 	(09-MAY-2025 12:14:21)
2,15,1,0,2,0,S, 	(09-MAY-2025 12:14:21)
2,15,1,0,8,0,S, 	(09-MAY-2025 12:14:21)
2,15,1,0,9,0,S, 	(09-MAY-2025 12:14:21)
2,15,1,0,10,0,S, 	(09-MAY-2025 12:14:21)
2,15,1,2,12,1,S, 	(09-MAY-2025 12:14:21)
2,15,2,0,1,0,S, 	(09-MAY-2025 12:14:21)
2,15,2,0,3,0,S, 	(09-MAY-2025 12:14:21)
2,15,2,0,4,0,S, 	(09-MAY-2025 12:14:21)
2,15,1,0,3,0,S, 	(09-MAY-2025 12:14:21)
2,15,1,0,4,0,S, 	(09-MAY-2025 12:14:21)
2,15,2,0,6,0,S, 	(09-MAY-2025 12:14:21)
2,15,2,0,16,0,S, 	(09-MAY-2025 12:14:21)
2,15,2,0,9,0,S, 	(09-MAY-2025 12:14:21)
2,15,2,0,10,0,S, 	(09-MAY-2025 12:14:21)
2,15,2,0,13,0,S, 	(09-MAY-2025 12:14:21)
2,15,2,0,14,0,S, 	(09-MAY-2025 12:14:21)
2,15,2,0,15,0,S, 	(09-MAY-2025 12:14:21)
2,15,2,0,16,2,S, 	(09-MAY-2025 12:14:21)
2,15,2,0,12,0,S, 	(09-MAY-2025 12:14:21)
2,15,2,0,15,1,S, 	(09-MAY-2025 12:14:21)
2,15,2,0,16,1,S, 	(09-MAY-2025 12:14:21)
2,15,2,0,15,2,S, 	(09-MAY-2025 12:14:21)
2,15,2,0,15,3,S, 	(09-MAY-2025 12:14:21)
2,15,2,0,17,1,S, 	(09-MAY-2025 12:14:21)
2,15,1,0,5,1,S, 	(09-MAY-2025 12:14:21)
2,15,2,0,6,1,S, 	(09-MAY-2025 12:14:21)
2,15,2,0,7,0,S, 	(09-MAY-2025 12:14:21)
2,15,2,0,8,0,S, 	(09-MAY-2025 12:14:21)
2,15,2,0,17,0,S, 	(09-MAY-2025 12:14:21)
2,15,2,0,21,0,S, 	(09-MAY-2025 12:14:21)
2,15,2,0,21,1,S, 	(09-MAY-2025 12:14:21)
2,15,2,0,19,0,S, 	(09-MAY-2025 12:14:21)
2,15,2,0,18,0,S, 	(09-MAY-2025 12:14:21)
2,15,2,0,20,0,S, 	(09-MAY-2025 12:14:21)
2,15,2,0,26,0,S, 	(09-MAY-2025 12:14:21)
2,15,2,0,24,0,S, 	(09-MAY-2025 12:14:21)
2,15,2,0,25,0,S, 	(09-MAY-2025 12:14:21)
2,15,0,0,123012,0,X, 	(09-MAY-2025 12:14:21)
2,15,0,0,124011,0,X, 	(09-MAY-2025 12:14:21)
2,15,0,0,125001,0,X, 	(09-MAY-2025 12:14:21)
2,15,0,0,125002,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,15,0,0,124012,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,15,0,0,124012,1,X, 	(09-MAY-2025 12:14:21)
2,15,0,0,124013,2,X, 	(09-MAY-2025 12:14:21)
2,15,0,0,124014,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,15,0,0,124014,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,15,0,0,124014,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,15,0,0,124014,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,16,1,0,1,0,S, 	(09-MAY-2025 12:14:21)
2,16,1,0,1,0,S, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,17,1,0,1,0,S, 	(09-MAY-2025 12:14:21)
2,17,1,0,1,0,S, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,18,1,0,2,0,S, 	(09-MAY-2025 12:14:21)
2,18,1,0,4,1,S, 	(09-MAY-2025 12:14:21)
2,18,1,0,5,3,S, 	(09-MAY-2025 12:14:21)
2,18,1,0,10,0,S, 	(09-MAY-2025 12:14:21)
2,18,1,0,11,0,S, 	(09-MAY-2025 12:14:21)
2,18,1,0,3,0,S, 	(09-MAY-2025 12:14:21)
2,18,1,0,7,0,S, 	(09-MAY-2025 12:14:21)
2,18,1,0,5,0,S, 	(09-MAY-2025 12:14:21)
2,18,1,0,3,1,S, 	(09-MAY-2025 12:14:21)
2,18,1,0,4,3,S, 	(09-MAY-2025 12:14:21)
2,18,1,0,6,0,S, 	(09-MAY-2025 12:14:21)
2,18,1,0,12,0,S, 	(09-MAY-2025 12:14:21)
2,18,1,0,4,0,S, 	(09-MAY-2025 12:14:21)
2,18,1,0,4,2,S, 	(09-MAY-2025 12:14:21)
2,18,1,0,5,2,S, 	(09-MAY-2025 12:14:21)
2,18,1,0,5,1,S, 	(09-MAY-2025 12:14:21)
2,18,1,0,8,0,S, 	(09-MAY-2025 12:14:21)
2,18,1,0,9,0,S, 	(09-MAY-2025 12:14:21)
2,18,1,0,13,0,S, 	(09-MAY-2025 12:14:21)
2,18,0,0,223102,0,L, 	(09-MAY-2025 12:14:21)
2,18,0,0,223103,1,L, 	(09-MAY-2025 12:14:21)
2,18,0,0,223104,0,L, 	(09-MAY-2025 12:14:21)
2,18,0,0,223105,0,L, 	(09-MAY-2025 12:14:21)
2,18,0,0,223106,1,L, 	(09-MAY-2025 12:14:21)
2,18,0,0,224017,0,L, 	(09-MAY-2025 12:14:21)
2,18,0,0,124014,0,X, 	(09-MAY-2025 12:14:21)
2,228,1,0,1,0,S, 	(09-MAY-2025 12:14:21)
2,160,1,0,1,0,S, 	(09-MAY-2025 12:14:21)
2,160,1,0,1,0,S, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,19,1,0,1,0,S, 	(09-MAY-2025 12:14:21)
2,19,1,0,1,0,S, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,19,0,0,124015,0,X, 	(09-MAY-2025 12:14:21)
2,19,0,0,124016,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,20,1,0,3,0,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,4,0,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,5,0,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,1,0,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,2,0,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,7,0,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,11,0,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,8,0,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,14,0,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,16,0,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,24,0,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,25,0,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,6,2,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,15,0,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,18,0,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,18,1,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,19,1,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,19,0,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,22,1,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,6,0,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,6,1,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,13,0,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,17,0,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,9,0,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,10,0,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,12,0,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,19,2,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,20,0,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,21,0,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,22,0,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,31,0,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,32,0,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,34,3,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,29,0,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,32,1,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,31,2,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,33,1,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,33,3,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,23,0,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,33,0,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,34,0,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,35,0,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,38,1,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,29,2,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,34,1,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,26,0,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,26,1,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,21,1,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,30,2,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,29,5,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,30,4,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,28,0,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,29,1,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,30,0,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,30,1,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,30,3,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,31,1,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,29,4,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,29,3,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,36,0,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,34,2,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,33,2,S, 	(09-MAY-2025 12:14:21)
2,20,1,0,38,0,S, 	(09-MAY-2025 12:14:21)
2,154,1,0,1,0,S, 	(09-MAY-2025 12:14:21)
2,154,1,0,2,0,S, 	(09-MAY-2025 12:14:21)
2,154,1,0,2,1,S, 	(09-MAY-2025 12:14:21)
2,154,1,0,5,1,S, 	(09-MAY-2025 12:14:21)
2,154,1,0,3,1,S, 	(09-MAY-2025 12:14:21)
2,154,1,0,7,0,S, 	(09-MAY-2025 12:14:21)
2,154,1,0,5,0,S, 	(09-MAY-2025 12:14:21)
2,154,1,0,13,0,S, 	(09-MAY-2025 12:14:21)
2,154,1,0,14,0,S, 	(09-MAY-2025 12:14:21)
2,154,1,0,3,0,S, 	(09-MAY-2025 12:14:21)
2,154,1,0,4,0,S, 	(09-MAY-2025 12:14:21)
2,154,1,0,6,0,S, 	(09-MAY-2025 12:14:21)
2,154,1,0,5,2,S, 	(09-MAY-2025 12:14:21)
2,154,1,0,8,0,S, 	(09-MAY-2025 12:14:21)
