

<<START>>,<<FMS_PUR_SG_INV_MST>>,,,,,,,,,,,,,,,,,, 	(03-MAY-2025 17:04:27)
 
COMPANY_CD, COUNTERPARTY_CD, AGMT_NO, AGMT_REV, CONT_NO, CONT_REV, CONTRACT_TYPE, PLANT_SEQ, BU_UNIT, FREQ, PERIOD_START_DT, PERIOD_END_DT, INVOICE_SEQ, FINANCIAL_YEAR, INV_FLAG,CONTACT_PERSON_CD,BU_CONTACT_PERSON_CD,INVOICE_NO,SALE_PRICE,TIMESTAMP
2,N,3,2014-2015,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,3,2014-2015,51,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,3,2014-2015,51,122,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,3,2014-2015,51,123,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,3,2014-2015,51,120,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,3,2014-2015,51,122,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,3,2014-2015,51,123,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,4,2014-2015,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,4,2014-2015,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,4,2014-2015,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,4,2014-2015,51,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,4,2014-2015,51,122,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,4,2014-2015,51,123,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,4,2014-2015,51,120,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,4,2014-2015,51,122,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,4,2014-2015,51,123,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2014-2015,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2014-2015,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2014-2015,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2014-2015,51,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2014-2015,51,122,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2014-2015,51,123,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2014-2015,51,120,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2014-2015,51,122,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2014-2015,51,123,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,6,2014-2015,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,7,2010-2011,51,120,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,7,2010-2011,51,122,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,7,2010-2011,51,123,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,9,2010-2011,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,9,2010-2011,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,9,2010-2011,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,9,2010-2011,51,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,9,2010-2011,51,122,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,9,2010-2011,51,123,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,8,2010-2011,51,120,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,8,2010-2011,51,122,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,8,2010-2011,51,123,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,10,2010-2011,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,10,2010-2011,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,10,2010-2011,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,10,2010-2011,51,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,10,2010-2011,51,122,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,10,2010-2011,51,123,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,9,2010-2011,51,120,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,9,2010-2011,51,122,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,9,2010-2011,51,123,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,11,2010-2011,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,11,2010-2011,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,11,2010-2011,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,11,2010-2011,51,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,11,2010-2011,51,122,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,11,2010-2011,51,123,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,10,2010-2011,51,120,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,10,2010-2011,51,122,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,10,2010-2011,51,123,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,4,2011-2012,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,4,2011-2012,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,4,2011-2012,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,4,2011-2012,51,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,4,2011-2012,51,122,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,4,2011-2012,51,123,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,4,2011-2012,51,120,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,4,2011-2012,51,122,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,4,2011-2012,51,123,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2011-2012,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2011-2012,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2011-2012,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2011-2012,51,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2011-2012,51,122,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2011-2012,51,123,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2011-2012,51,120,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2011-2012,51,122,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2011-2012,51,123,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,1,2014-2015,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,1,2014-2015,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,1,2014-2015,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,8,2009-2010,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,8,2009-2010,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,8,2009-2010,51,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,8,2009-2010,51,122,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,8,2009-2010,51,123,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,4,2009-2010,51,120,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,4,2009-2010,51,122,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,4,2009-2010,51,123,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,9,2009-2010,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,9,2009-2010,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,9,2009-2010,51,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,9,2009-2010,51,122,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,9,2009-2010,51,123,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,10,2009-2010,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,10,2009-2010,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,9,2009-2010,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,10,2009-2010,51,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,10,2009-2010,51,122,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,10,2009-2010,51,123,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2010-2011,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2010-2011,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2010-2011,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2010-2011,51,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2010-2011,51,122,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2010-2011,51,123,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2010-2011,51,120,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2010-2011,51,122,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2010-2011,51,123,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,6,2010-2011,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,6,2010-2011,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,6,2010-2011,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,6,2010-2011,51,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,6,2010-2011,51,122,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,6,2010-2011,51,123,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,7,2010-2011,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,7,2010-2011,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,7,2010-2011,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,7,2010-2011,51,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,7,2010-2011,51,122,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,7,2010-2011,51,123,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,6,2010-2011,51,120,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,6,2010-2011,51,122,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,6,2010-2011,51,123,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,8,2010-2011,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,8,2010-2011,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,8,2010-2011,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,8,2010-2011,51,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,8,2010-2011,51,122,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,8,2010-2011,51,123,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,25,2008-2009,51,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,25,2008-2009,51,122,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,25,2008-2009,51,123,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,27,2008-2009,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,27,2008-2009,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,26,2008-2009,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,26,2008-2009,51,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,26,2008-2009,51,122,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,26,2008-2009,51,123,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,16,2008-2009,51,120,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,16,2008-2009,51,122,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,16,2008-2009,51,123,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,3,2009-2010,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,3,2009-2010,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,3,2009-2010,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,3,2009-2010,51,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,3,2009-2010,51,122,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,3,2009-2010,51,123,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,2,2009-2010,51,120,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,2,2009-2010,51,122,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,2,2009-2010,51,123,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,4,2009-2010,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,4,2009-2010,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,4,2009-2010,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,4,2009-2010,51,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,4,2009-2010,51,122,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,4,2009-2010,51,123,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,3,2009-2010,51,120,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,3,2009-2010,51,122,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,3,2009-2010,51,123,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2009-2010,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2009-2010,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2009-2010,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2009-2010,51,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2009-2010,51,122,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2009-2010,51,123,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,6,2009-2010,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,6,2009-2010,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,6,2009-2010,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,6,2009-2010,51,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,6,2009-2010,51,122,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,6,2009-2010,51,123,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,7,2009-2010,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,7,2009-2010,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,7,2009-2010,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,7,2009-2010,51,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,7,2009-2010,51,122,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,7,2009-2010,51,123,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,8,2009-2010,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,4,2021-2022,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,4,2021-2022,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,4,2021-2022,45,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,4,2021-2022,45,121,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2021-2022,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2021-2022,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2021-2022,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2021-2022,45,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,5,2021-2022,45,121,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,1,2022-2023,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,1,2022-2023,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,1,2022-2023,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,1,2022-2023,45,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,1,2022-2023,45,121,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,2,2022-2023,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,2,2022-2023,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,2,2022-2023,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,2,2022-2023,45,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,2,2022-2023,45,121,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,23,2008-2009,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,23,2008-2009,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,23,2008-2009,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,23,2008-2009,51,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,23,2008-2009,51,122,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,23,2008-2009,51,123,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,24,2008-2009,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,24,2008-2009,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,25,2008-2009,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,25,2008-2009,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,24,2008-2009,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,24,2008-2009,51,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,24,2008-2009,51,122,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,24,2008-2009,51,123,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,26,2008-2009,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,26,2008-2009,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,25,2008-2009,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,19,2008-2009,51,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,19,2008-2009,51,122,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,19,2008-2009,51,123,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,14,2008-2009,51,120,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,14,2008-2009,51,122,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,14,2008-2009,51,123,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,20,2008-2009,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,20,2008-2009,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,20,2008-2009,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,20,2008-2009,51,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,20,2008-2009,51,122,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,20,2008-2009,51,123,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,15,2008-2009,51,120,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,15,2008-2009,51,122,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,15,2008-2009,51,123,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,21,2008-2009,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,21,2008-2009,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,21,2008-2009,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,21,2008-2009,51,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,21,2008-2009,51,122,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,21,2008-2009,51,123,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,22,2008-2009,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,22,2008-2009,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,22,2008-2009,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,22,2008-2009,51,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,22,2008-2009,51,122,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,22,2008-2009,51,123,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,1,2021-2022,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,1,2021-2022,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,1,2021-2022,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,1,2021-2022,45,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,1,2021-2022,45,121,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,2,2021-2022,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,2,2021-2022,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,2,2021-2022,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,2,2021-2022,45,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,2,2021-2022,45,121,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,3,2021-2022,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,3,2021-2022,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,3,2021-2022,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,3,2021-2022,45,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,3,2021-2022,45,121,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,4,2021-2022,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,16,2007-2008,51,120,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,16,2007-2008,51,122,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,16,2007-2008,51,123,CF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,32,2007-2008,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,32,2007-2008,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,32,2007-2008,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,28,2007-2008,51,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,28,2007-2008,51,122,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,28,2007-2008,51,123,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,14,2008-2009,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,14,2008-2009,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,14,2008-2009,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,14,2008-2009,51,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,14,2008-2009,51,122,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,14,2008-2009,51,123,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,15,2008-2009,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,15,2008-2009,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,15,2008-2009,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,15,2008-2009,51,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,15,2008-2009,51,122,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,15,2008-2009,51,123,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,16,2008-2009,0,0,P ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,16,2008-2009,0,0,PF ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,16,2008-2009,0,0,F ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,16,2008-2009,51,120,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,16,2008-2009,51,122,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
2,N,16,2008-2009,51,123,CP ,  	(03-MAY-2025 17:04:34)	 (Not Inserted)
