

<<START>>,<<FMS_ENTITY_ADDR_MST>>,,,,, 	(09-APR-2025 19:52:38)
 
COMPANY_CD,CD,ABBR,ADDR_TYPE,ENTITY,EFF_DT,TIMESTAMP
2, 60 , RAFECHL , C , 1 , 01/09/2022 00:00:00, 	(09-APR-2025 19:52:39)
2, 60 , RAFECHL , C , 1 , 01/01/2025 00:00:00, 	(09-APR-2025 19:52:39)
2, 124 , MGRPL , C , 1 , 01/12/2022 00:00:00, 	(09-APR-2025 19:52:39)
2, 124 , MGRPL , C , 2 , 01/12/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 124 , MGRPL , T , 1 , 01/10/2022 00:00:00, 	(09-APR-2025 19:52:39)
2, 124 , MGRPL , T , 2 , 01/03/2024 00:00:00, 	(09-APR-2025 19:52:39)
2, 208 , CNTENKA , C , 1 , 17/10/2022 00:00:00, 	(09-APR-2025 19:52:39)
2, 61 , EFSPL , C , 1 , 01/05/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 61 , EFSPL , T , 1 , 25/10/2022 00:00:00, 	(09-APR-2025 19:52:39)
2, 61 , EFSPL , T , 2 , 25/11/2024 00:00:00, 	(09-APR-2025 19:52:39)
2, 158 , HINDURV , C , 1 , 28/02/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 158 , HINDURV , C , 2 , 01/03/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 227 , HCGPUTE , C , 1 , 21/11/2022 00:00:00, 	(09-APR-2025 19:52:39)
2, 63 , GOAGLSF , C , 1 , 25/11/2022 00:00:00, 	(09-APR-2025 19:52:39)
2, 64 , IGSPL , C , 1 , 25/11/2022 00:00:00, 	(09-APR-2025 19:52:39)
2, 64 , IGSPL , C , 1 , 01/05/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 64 , IGSPL , C , 2 , 01/05/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 64 , IGSPL , C , 1 , 25/11/2022 00:00:00, 	(09-APR-2025 19:52:39)	 (Not Inserted)
2, 64 , IGSPL , C , 1 , 01/05/2023 00:00:00, 	(09-APR-2025 19:52:39)	 (Not Inserted)
2, 64 , IGSPL , C , 2 , 01/05/2023 00:00:00, 	(09-APR-2025 19:52:39)	 (Not Inserted)
2, 64 , IGSPL , T , 1 , 01/09/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 64 , IGSPL , T , 2 , 01/10/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 65 , PEFORCV , C , 1 , 01/12/2022 00:00:00, 	(09-APR-2025 19:52:39)
2, 65 , PEFORCV , C , 1 , 08/12/2022 00:00:00, 	(09-APR-2025 19:52:39)
2, 66 , BHEL , C , 1 , 01/05/2024 00:00:00, 	(09-APR-2025 19:52:39)
2, 66 , BHEL , C , 2 , 01/05/2024 00:00:00, 	(09-APR-2025 19:52:39)
2, 210 , COMFIND , C , 1 , 01/08/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 67 , DCMSHRI , C , 1 , 29/03/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 81 , HOECLTD , C , 1 , 01/03/2024 00:00:00, 	(09-APR-2025 19:52:39)
2, 81 , HOECLTD , T , 1 , 01/03/2024 00:00:00, 	(09-APR-2025 19:52:39)
2, 144 , HINAGIL , C , 1 , 15/04/2024 00:00:00, 	(09-APR-2025 19:52:39)
2, 147 , HPOIGAS , C , 1 , 20/12/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 86 , MANIKAR , C , 1 , 20/07/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 166 , ESSAREX , T , 1 , 01/09/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 92 , NEL , C , 1 , 01/03/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 104 , TASTELI , C , 1 , 01/02/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 104 , TASTELI , C , 1 , 26/02/2024 00:00:00, 	(09-APR-2025 19:52:39)
2, 105 , HMEL , C , 1 , 04/01/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 105 , HMEL , C , 1 , 06/01/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 105 , HMEL , C , 2 , 01/07/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 105 , HMEL , C , 2 , 08/07/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 105 , HMEL , C , 3 , 20/12/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 105 , HMEL , C , 4 , 29/02/2024 00:00:00, 	(09-APR-2025 19:52:39)
2, 105 , HMEL , C , 5 , 26/07/2024 00:00:00, 	(09-APR-2025 19:52:39)
2, 105 , HMEL , C , 6 , 26/07/2024 00:00:00, 	(09-APR-2025 19:52:39)
2, 211 , DIL , T , 1 , 01/01/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 162 , BOROREN , C , 1 , 01/12/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 151 , KINGASP , C , 1 , 01/07/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 151 , KINGASP , C , 2 , 01/07/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 106 , RATNAGI , C , 1 , 14/06/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 106 , RATNAGI , C , 2 , 14/06/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 107 , IDOINVA , C , 1 , 27/01/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 190 , AGPCGIN , C , 1 , 09/02/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 190 , AGPCGIN , C , 2 , 10/02/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 176 , NESTLIN , C , 1 , 10/02/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 188 , VISHPRI , C , 1 , 14/03/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 185 , SOMANYL , C , 1 , 16/03/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 202 , BHOGATD , C , 1 , 10/07/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 202 , BHOGATD , C , 2 , 18/07/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 186 , VEDALTD , C , 1 , 13/04/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 186 , VEDALTD , T , 1 , 13/04/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 277 , VIGASLD , C , 1 , 24/04/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 167 , GOLDPFG , C , 1 , 21/04/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 159 , CAIRENH , T , 1 , 17/05/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 168 , GSIGLIM , R , 1 , 01/06/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 168 , GSIGLIM , R , 2 , 01/06/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 122 , GAILGAS , C , 1 , 01/06/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 122 , GAILGAS , C , 2 , 28/02/2024 00:00:00, 	(09-APR-2025 19:52:39)
2, 174 , KUTCHCL , C , 1 , 08/03/2024 00:00:00, 	(09-APR-2025 19:52:39)
2, 278 , SEMTEXP , C , 1 , 01/01/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 278 , SEMTEXP , C , 2 , 01/09/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 278 , SEMTEXP , C , 3 , 01/09/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 181 , SANENER , C , 1 , 01/01/2024 00:00:00, 	(09-APR-2025 19:52:39)
2, 181 , SANENER , T , 1 , 21/11/2024 00:00:00, 	(09-APR-2025 19:52:39)
2, 183 , SUMGLAS , C , 1 , 01/10/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 184 , SVTPLIN , C , 1 , 01/10/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 123 , AVGL , C , 1 , 20/12/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 121 , NGPL , C , 1 , 19/01/2024 00:00:00, 	(09-APR-2025 19:52:39)
2, 119 , ROCKIND , C , 1 , 23/02/2024 00:00:00, 	(09-APR-2025 19:52:39)
2, 118 , LANCOKO , C , 1 , 05/04/2024 00:00:00, 	(09-APR-2025 19:52:39)
2, 130 , CRMNDEL , C , 1 , 27/06/2024 00:00:00, 	(09-APR-2025 19:52:39)
2, 281 , SEIPLDY , C , 1 , 01/10/2024 00:00:00, 	(09-APR-2025 19:52:39)
2, 281 , SEIPLDY , C , 2 , 01/01/2025 00:00:00, 	(09-APR-2025 19:52:39)
2, 281 , SEIPLDY , C , 3 , 01/01/2025 00:00:00, 	(09-APR-2025 19:52:39)
2, 281 , SEIPLDY , C , 4 , 01/01/2025 00:00:00, 	(09-APR-2025 19:52:39)
2, 281 , SEIPLDY , C , 5 , 01/01/2025 00:00:00, 	(09-APR-2025 19:52:39)
2, 134 , GSINLIM , R , 1 , 13/01/2025 00:00:00, 	(09-APR-2025 19:52:39)
2, 2 , SEIPL , B , 1 , 11/10/2022 00:00:00, 	(09-APR-2025 19:52:39)
2, 2 , SEIPL , B , 1 , 01/01/2003 00:00:00, 	(09-APR-2025 19:52:39)
2, 2 , SEIPL , B , 1 , 11/10/2022 00:00:00, 	(09-APR-2025 19:52:39)	 (Not Inserted)
2, 2 , SEIPL , B , 1 , 01/01/2003 00:00:00, 	(09-APR-2025 19:52:39)	 (Not Inserted)
2, 2 , SEIPL , B , 1 , 11/10/2022 00:00:00, 	(09-APR-2025 19:52:39)	 (Not Inserted)
2, 2 , SEIPL , B , 1 , 01/01/2003 00:00:00, 	(09-APR-2025 19:52:39)	 (Not Inserted)
2, 2 , SEIPL , B , 2 , 26/04/2021 00:00:00, 	(09-APR-2025 19:52:39)
2, 2 , SEIPL , B , 3 , 01/04/2023 00:00:00, 	(09-APR-2025 19:52:39)
2, 2 , SEIPL , B , 3 , 22/06/2024 00:00:00, 	(09-APR-2025 19:52:39)
2, 2 , SEIPL , B , 2 , 26/04/2021 00:00:00, 	(09-APR-2025 19:52:39)	 (Not Inserted)
2, 2 , SEIPL , B , 3 , 01/04/2023 00:00:00, 	(09-APR-2025 19:52:39)	 (Not Inserted)
2, 2 , SEIPL , B , 3 , 22/06/2024 00:00:00, 	(09-APR-2025 19:52:39)	 (Not Inserted)

TOTAL DATA IN EXCEL : ,477,,,,, 	(09-APR-2025 19:52:39)
 

TOTAL DATA INSERTED : ,389,,,,, 	(09-APR-2025 19:52:39)
 

TOTAL SKIPPED DATA ,88,,,,, 	(09-APR-2025 19:52:39)
 
<<END>>,<<FMS_COUNTERPARTY_PLANT_DTL>>,,,,, 	(09-APR-2025 19:52:39)
 
