

<<START>>,<<FMS_BUY_DAILY_BUYER_NOM>>,,,,,, 	(01-APR-2025 15:03:49)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, 0, 0,825014, 4,, 	(01-APR-2025 15:03:49)
2,1, 0, 0,825014, 4,, 	(01-APR-2025 15:03:49)
2,1, 0, 0,825014, 4,, 	(01-APR-2025 15:03:49)
2,1, 0, 0,825014, 4,, 	(01-APR-2025 15:03:49)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, 0, 0,825014, 4,, 	(01-APR-2025 15:03:49)
2,1, 0, 0,825014, 4,, 	(01-APR-2025 15:03:49)
2,1, 0, 0,825014, 4,, 	(01-APR-2025 15:03:49)
2,1, 0, 0,825014, 4,, 	(01-APR-2025 15:03:49)
2,1, 0, 0,825014, 4,, 	(01-APR-2025 15:03:49)
2,1, 0, 0,825014, 4,, 	(01-APR-2025 15:03:49)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, 0, 0,825014, 4,, 	(01-APR-2025 15:03:49)
2,1, 0, 0,825014, 4,, 	(01-APR-2025 15:03:49)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, 0, 0,825014, 4,, 	(01-APR-2025 15:03:49)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, 0, 0,825014, 4,, 	(01-APR-2025 15:03:49)
2,1, 0, 0,825014, 4,, 	(01-APR-2025 15:03:49)
2,1, 0, 0,825014, 4,, 	(01-APR-2025 15:03:49)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, , ,, ,, 	(01-APR-2025 15:03:49)	 (Not Inserted)
2,1, 0, 0,825014, 4,, 	(01-APR-2025 15:03:49)
2,1, 0, 0,825014, 4,, 	(01-APR-2025 15:03:49)
2,1, 0, 0,825014, 4,, 	(01-APR-2025 15:03:49)
2,1, 0, 0,825014, 4,, 	(01-APR-2025 15:03:49)
2,1, 0, 0,825014, 4,, 	(01-APR-2025 15:03:49)
2,1, 0, 0,825014, 4,, 	(01-APR-2025 15:03:49)
2,1, 0, 0,825014, 4,, 	(01-APR-2025 15:03:49)
2,1, 0, 0,825014, 4,, 	(01-APR-2025 15:03:49)
2,1, 0, 0,825014, 4,, 	(01-APR-2025 15:03:49)
2,1, 0, 0,825014, 4,, 	(01-APR-2025 15:03:49)
2,1, 0, 0,825014, 4,, 	(01-APR-2025 15:03:49)
2,1, 0, 0,825014, 4,, 	(01-APR-2025 15:03:49)
