

<<START>>,<<FMS_COUNTERPARTY_MST>>,, 	(28-FEB-2025 14:37:47)
267 , TTRPKPR,14/12/2022 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
99 , THERLIM,14/12/2022 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
100 , THGBGPL,14/12/2022 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
145 , THYESTP,14/12/2022 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
101 , TORRAUI,14/12/2022 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
274 , VARGRAN,14/12/2022 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
275 , VENIRAM,14/12/2022 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
102 , VITOLAPL,14/12/2022 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
103 , IOCL,16/12/2022 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
169 , INGASTD,28/12/2022 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
104 , TASTELI,30/12/2022 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
105 , HMEL,04/01/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
211 , DIL,01/01/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
162 , BOROREN,05/01/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
151 , KINGASP,13/01/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
163 , CEUPGAS,13/01/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
173 , KNPFCHL,18/01/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
106 , RATNAGI,19/01/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
180 , RAJRAIR,19/01/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
107 , IDOINVA,27/01/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
107 , IDOINVA,27/01/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
 , TRILEGL,03/02/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
190 , AGPCGIN,09/02/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
176 , NESTLIN,10/02/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
110 , SITMEFZ,08/03/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
188 , VISHPRI,14/03/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
 , NEETMAN,16/03/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
 , SOMANY,16/03/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
202 , BHOGATD,03/04/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
186 , VEDALTD,13/04/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
277 , VIGASLD,18/04/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
167 , GOLDPFG,20/04/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
165 , EICLLTD,27/04/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
 , CAIRENH ,17/05/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
168 , GSIGLIM,18/05/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
168 , GSIGLIM,18/05/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
120 , KSHITIJ,26/05/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
122 , GAILGAS,01/06/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
182 , SUDSOME,12/06/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
174 , KUTCHCL,20/06/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
251 , PIINDUS ,30/06/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
278 , SEMTEXP,01/04/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
108 , GRINDUS,05/07/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
161 , ATCATMO,16/08/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
 , POSCO MAHA,29/08/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
181 , SANENER,21/09/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
183 , SUMGLAS,27/09/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
184 , SVTPLIN,28/09/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
112 , SPSSETL1,02/10/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
170 , INPOWGL,04/10/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
179 , PRPWCRP,05/10/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
113 , SIETCO,11/10/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
171 , INVPTRO,24/10/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
172 , JINDAST,15/12/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
123 , AVGL,20/12/2023 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
 , MIZGURB,04/01/2024 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
121 , NGPL,19/01/2024 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
115 , SILS,21/02/2024 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
114 , STASCO,14/02/2024 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
119 , ROCKIND,23/02/2024 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
177 , NIRMARM,11/03/2024 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
175 , MEDCIGA,03/04/2024 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
118 , LANCOKO,05/04/2024 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
130 , CRMNDEL,01/07/2024 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
132 , VERBINL,23/07/2024 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
215 , EASTPDC,06/08/2024 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
205 , CELLOCP,07/10/2024 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
271 , TRIVRPL,07/10/2024 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
281 , SEIPLDY,01/10/2024 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
237 , LLOYMEN,13/01/2025 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
134 , GSINLIM,13/01/2025 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
 , JMB,01/04/2005 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
 , BOXCO,11/08/2014 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
265 , SLPL,21/01/2016 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
265 , SLPL,21/01/2016 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
232 , JBB,01/04/2007 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
126 , SGSINDIA,01/04/2007 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
126 , SGSINDIA,01/04/2007 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
126 , SGSINDIA,01/04/2007 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
232 , JBB,25/01/2008 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
232 , JBB,25/01/2008 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
232 , JBB,25/01/2008 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
264 , SSAPL,01/04/2013 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
264 , SSAPL,01/04/2013 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)
264 , SSAPL,01/04/2013 00:00:00, 	(28-FEB-2025 14:37:55)	 (Not Inserted)

TOTAL DATA IN EXCEL :,339,, 	(28-FEB-2025 14:37:55)
 

TOTAL DATA INSERTED : ,0,, 	(28-FEB-2025 14:37:55)
 

TOTAL SKIPPED DATA ,339,, 	(28-FEB-2025 14:37:55)
 
<<END>>,<<FMS_COUNTERPARTY_MST>>,, 	(28-FEB-2025 14:37:55)
 
