

<<START>>,<<FMS_BUY_DAILY_SELLER_NOM>>,,,,,, 	(27-APR-2025 11:08:26)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825049, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825049, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825049, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825048, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825048, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825048, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825048, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825048, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825048, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825048, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825048, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825047, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825047, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825048, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825048, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825048, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825048, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825048, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825047, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825046, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825046, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825047, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825049, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825049, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825048, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825049, 4,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,166, 0, 0,825154, 5,T, 	(27-APR-2025 11:08:30)
2,166, 0, 0,825154, 5,T, 	(27-APR-2025 11:08:30)
2,166, 0, 0,825154, 5,T, 	(27-APR-2025 11:08:30)
2,166, 0, 0,825154, 5,T, 	(27-APR-2025 11:08:30)
2,166, 0, 0,825154, 5,T, 	(27-APR-2025 11:08:30)
2,166, 0, 0,825154, 5,T, 	(27-APR-2025 11:08:30)
2,166, 0, 0,825154, 5,T, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825049, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825049, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825049, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825048, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825048, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825048, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825048, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825049, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825049, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825057, 21,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825051, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825051, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825059, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825059, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825057, 21,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825057, 21,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825049, 4,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825049, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,166, 0, 0,825154, 5,T, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825049, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,166, 0, 0,825154, 5,T, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825049, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825049, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825050, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825057, 21,D, 	(27-APR-2025 11:08:30)
2,64, 0, 0,825156, 2,D, 	(27-APR-2025 11:08:30)
2,64, 0, 0,825156, 2,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825013, 2,I, 	(27-APR-2025 11:08:30)
2,43, 0, 0,825078, 2,I, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,166, 0, 0,825154, 5,T, 	(27-APR-2025 11:08:30)
2,166, 0, 0,825154, 5,T, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825049, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825049, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825056, 21,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,159, 0, 0,825151, 1,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,186, 0, 0,825152, 1,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,51, 0, 0,825099, 0,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825013, 2,I, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825013, 2,I, 	(27-APR-2025 11:08:30)
2,43, 0, 0,825078, 2,I, 	(27-APR-2025 11:08:30)
2,43, 0, 0,825078, 2,I, 	(27-APR-2025 11:08:30)
2,43, 0, 0,825078, 2,I, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825013, 2,I, 	(27-APR-2025 11:08:30)
2,43, 0, 0,825078, 2,I, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825050, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825050, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825057, 21,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825057, 21,D, 	(27-APR-2025 11:08:30)
2,43, 0, 0,825078, 2,I, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825050, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825057, 21,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,64, 0, 0,825156, 2,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825013, 2,I, 	(27-APR-2025 11:08:30)
2,43, 0, 0,825078, 2,I, 	(27-APR-2025 11:08:30)
2,64, 0, 0,825156, 2,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825050, 4,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825057, 21,D, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825058, 13,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,43, 0, 0,825078, 2,I, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825013, 2,I, 	(27-APR-2025 11:08:30)
2,43, 0, 0,825078, 2,I, 	(27-APR-2025 11:08:30)
2,43, 0, 0,825078, 2,I, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825013, 2,I, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825013, 2,I, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825013, 2,I, 	(27-APR-2025 11:08:30)
2,1, 0, 0,825013, 2,I, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,154, 0, 0,825132, 1,D, 	(27-APR-2025 11:08:30)
2,64, 0, 0,825156, 2,D, 	(27-APR-2025 11:08:30)
2,64, 0, 0,825156, 2,D, 	(27-APR-2025 11:08:30)
2,64, 0, 0,825156, 2,D, 	(27-APR-2025 11:08:30)
2,64, 0, 0,825156, 2,D, 	(27-APR-2025 11:08:30)
2,64, 0, 0,825156, 2,D, 	(27-APR-2025 11:08:30)
2,64, 0, 0,825156, 2,D, 	(27-APR-2025 11:08:30)
2,64, 0, 0,825156, 2,D, 	(27-APR-2025 11:08:30)
2,64, 0, 0,825156, 2,D, 	(27-APR-2025 11:08:30)
2,64, 0, 0,825156, 2,D, 	(27-APR-2025 11:08:30)
