

<<START>>,<<FMS_SUPPLY_BILLING_DTL>>,, 	(13-MAY-2025 10:47:00)
2,31,1,0,1,0,S,16/05/2020 00:00:00,1 	(13-MAY-2025 10:47:01)
2,24,1,0,1,0,S,01/01/2020 00:00:00,1 	(13-MAY-2025 10:47:01)
2,154,1,0,4,0,S,01/04/2020 00:00:00,1 	(13-MAY-2025 10:47:01)
2,20,1,0,9,0,S,27/05/2020 00:00:00,1 	(13-MAY-2025 10:47:01)
2,2,6,0,5,1,S,01/06/2020 00:00:00,1 	(13-MAY-2025 10:47:01)
2,,1,0,4,0,S,01/06/2020 00:00:00, 	(13-MAY-2025 10:47:01)	 (Not Inserted)
2,2,6,0,5,0,S,01/06/2020 00:00:00,1 	(13-MAY-2025 10:47:01)
2,25,1,0,3,0,S,01/06/2020 00:00:00,1 	(13-MAY-2025 10:47:01)
2,154,1,0,5,0,S,01/06/2020 00:00:00,1 	(13-MAY-2025 10:47:01)
2,31,1,0,1,2,S,16/05/2020 00:00:00,1 	(13-MAY-2025 10:47:01)
2,154,1,0,5,1,S,01/06/2020 00:00:00,1 	(13-MAY-2025 10:47:01)
2,2,6,0,5,2,S,01/06/2020 00:00:00,1 	(13-MAY-2025 10:47:01)
2,31,1,0,1,3,S,16/05/2020 00:00:00,1 	(13-MAY-2025 10:47:01)
2,,1,0,5,0,S,02/07/2020 00:00:00, 	(13-MAY-2025 10:47:01)	 (Not Inserted)
2,25,1,0,3,1,S,01/06/2020 00:00:00,1 	(13-MAY-2025 10:47:01)
2,154,1,0,5,2,S,01/06/2020 00:00:00,1 	(13-MAY-2025 10:47:01)
2,31,1,0,1,4,S,16/05/2020 00:00:00,1 	(13-MAY-2025 10:47:01)
2,31,1,0,2,0,S,01/08/2020 00:00:00,1 	(13-MAY-2025 10:47:01)
2,1,3,0,1,0,S,01/08/2020 00:00:00,1 	(13-MAY-2025 10:47:01)
2,154,1,0,5,3,S,01/06/2020 00:00:00,1 	(13-MAY-2025 10:47:01)
2,154,1,0,3,1,S,01/04/2020 00:00:00,1 	(13-MAY-2025 10:47:01)
2,,1,0,6,0,S,01/08/2020 00:00:00, 	(13-MAY-2025 10:47:01)	 (Not Inserted)
2,3,1,3,108,0,S,01/10/2020 00:00:00,1 	(13-MAY-2025 10:47:01)
2,3,1,3,107,0,S,25/09/2020 00:00:00,1 	(13-MAY-2025 10:47:01)
2,3,1,3,109,0,S,23/10/2020 00:00:00,1 	(13-MAY-2025 10:47:01)
2,,1,0,7,0,S,03/09/2020 00:00:00, 	(13-MAY-2025 10:47:01)	 (Not Inserted)
2,154,1,0,6,0,S,01/10/2020 00:00:00,3 	(13-MAY-2025 10:47:01)
2,18,1,0,5,1,S,01/05/2020 00:00:00,1 	(13-MAY-2025 10:47:01)
2,31,1,0,3,0,S,01/10/2020 00:00:00,1 	(13-MAY-2025 10:47:01)
2,,1,0,8,0,S,02/10/2020 00:00:00, 	(13-MAY-2025 10:47:01)	 (Not Inserted)
2,20,1,0,11,0,S,27/10/2020 00:00:00,1 	(13-MAY-2025 10:47:01)
2,13,2,0,11,0,S,01/01/2021 00:00:00,1 	(13-MAY-2025 10:47:01)
2,15,2,0,6,1,S,01/11/2020 00:00:00,1 	(13-MAY-2025 10:47:01)
2,3,1,3,110,0,S,19/11/2020 00:00:00,1 	(13-MAY-2025 10:47:01)
2,36,1,0,1,0,S,13/03/2021 00:00:00,1 	(13-MAY-2025 10:47:01)
2,154,1,0,8,0,S,01/01/2021 00:00:00,1 	(13-MAY-2025 10:47:01)
2,28,1,0,1,0,S,01/04/2021 00:00:00,1 	(13-MAY-2025 10:47:01)
2,21,1,0,15,1,S,01/03/2021 00:00:00,1 	(13-MAY-2025 10:47:01)
2,20,1,0,15,0,S,29/03/2021 00:00:00,1 	(13-MAY-2025 10:47:01)
2,24,1,0,4,0,S,01/04/2021 00:00:00,1 	(13-MAY-2025 10:47:01)
2,25,1,0,4,0,S,16/04/2021 00:00:00,1 	(13-MAY-2025 10:47:01)
2,21,1,0,16,0,S,01/04/2021 00:00:00,1 	(13-MAY-2025 10:47:01)
2,39,1,0,1,0,S,01/07/2021 00:00:00,1 	(13-MAY-2025 10:47:01)
2,7,2,0,2,1,S,04/09/2021 00:00:00,1 	(13-MAY-2025 10:47:01)
2,1,3,0,2,0,S,03/06/2021 00:00:00,16 	(13-MAY-2025 10:47:01)
2,20,1,0,17,0,S,05/06/2021 00:00:00,1 	(13-MAY-2025 10:47:01)
2,3,1,3,114,0,S,03/07/2021 00:00:00,1 	(13-MAY-2025 10:47:01)
2,7,2,0,2,2,S,04/09/2021 00:00:00,1 	(13-MAY-2025 10:47:01)
2,40,1,0,2,0,S,01/05/2022 00:00:00,1 	(13-MAY-2025 10:47:01)
2,40,1,0,3,0,S,27/04/2022 00:00:00,2 	(13-MAY-2025 10:47:01)
2,2,6,0,9,0,S,16/08/2022 00:00:00,1 	(13-MAY-2025 10:47:01)
2,40,1,0,5,0,S,16/05/2022 00:00:00,1 	(13-MAY-2025 10:47:01)
2,7,2,0,4,1,S,02/06/2022 00:00:00,1 	(13-MAY-2025 10:47:01)
2,2,6,0,8,0,S,01/05/2022 00:00:00,1 	(13-MAY-2025 10:47:01)
2,34,1,0,1,0,S,01/08/2022 00:00:00,2 	(13-MAY-2025 10:47:01)
2,52,1,0,1,0,S,01/09/2022 00:00:00,1 	(13-MAY-2025 10:47:01)
2,41,1,0,4,0,S,01/11/2022 00:00:00,1 	(13-MAY-2025 10:47:01)
2,15,2,0,18,0,S,01/05/2023 00:00:00,2 	(13-MAY-2025 10:47:01)
2,49,1,0,7,0,S,01/03/2023 00:00:00,1 	(13-MAY-2025 10:47:01)
2,48,1,0,1,5,S,01/05/2022 00:00:00,1 	(13-MAY-2025 10:47:01)
2,49,1,0,8,0,S,01/04/2023 00:00:00,1 	(13-MAY-2025 10:47:01)
2,154,1,0,14,0,S,06/06/2023 00:00:00,7 	(13-MAY-2025 10:47:01)
2,104,1,0,2,0,S,01/05/2023 00:00:00,1 	(13-MAY-2025 10:47:01)
2,24,1,0,6,0,S,01/10/2023 00:00:00,1 	(13-MAY-2025 10:47:01)
2,34,1,0,5,0,S,01/09/2023 00:00:00,2 	(13-MAY-2025 10:47:01)
2,20,1,0,30,2,S,22/08/2023 00:00:00,2 	(13-MAY-2025 10:47:01)
2,20,1,0,29,3,S,06/07/2023 00:00:00,1 	(13-MAY-2025 10:47:01)
2,39,1,0,7,0,S,01/11/2023 00:00:00,1 	(13-MAY-2025 10:47:02)
2,20,1,0,34,0,S,01/12/2023 00:00:00,4 	(13-MAY-2025 10:47:02)
2,39,1,0,8,0,S,01/01/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,184,1,0,2,0,S,16/01/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,184,1,0,3,0,S,01/03/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,47,1,0,4,0,S,01/03/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,15,2,0,16,1,S,01/10/2021 00:00:00,3 	(13-MAY-2025 10:47:02)
2,25,1,0,3,2,S,01/06/2020 00:00:00,1 	(13-MAY-2025 10:47:02)
2,20,1,0,13,0,S,28/12/2020 00:00:00,1 	(13-MAY-2025 10:47:02)
2,15,2,0,7,0,S,01/01/2021 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,68,0,S,08/08/2011 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,69,0,S,12/10/2011 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,80,0,S,08/07/2012 00:00:00,1 	(13-MAY-2025 10:47:02)
2,4,1,0,23,0,S,12/12/2013 00:00:00,1 	(13-MAY-2025 10:47:02)
2,4,1,0,22,0,S,08/03/2013 00:00:00,1 	(13-MAY-2025 10:47:02)
2,1,2,1,33,0,S,11/09/2013 00:00:00,1 	(13-MAY-2025 10:47:02)
2,1,2,1,34,0,S,27/09/2013 00:00:00,1 	(13-MAY-2025 10:47:02)
2,13,1,0,1,0,S,01/01/2014 00:00:00,1 	(13-MAY-2025 10:47:02)
2,2,3,0,3,0,S,16/12/2013 00:00:00,1 	(13-MAY-2025 10:47:02)
2,280,1,0,5,0,S,10/01/2014 00:00:00,1 	(13-MAY-2025 10:47:02)
2,2,3,0,5,0,S,16/05/2014 00:00:00,1 	(13-MAY-2025 10:47:02)
2,1,2,1,39,0,S,16/06/2014 00:00:00,1 	(13-MAY-2025 10:47:02)
2,1,2,1,40,0,S,16/06/2014 00:00:00,1 	(13-MAY-2025 10:47:02)
2,1,2,1,42,0,S,25/07/2014 00:00:00,1 	(13-MAY-2025 10:47:02)
2,14,1,0,1,0,S,26/07/2014 00:00:00,1 	(13-MAY-2025 10:47:02)
2,15,1,0,2,0,S,01/10/2014 00:00:00,1 	(13-MAY-2025 10:47:02)
2,15,1,0,3,0,S,01/11/2014 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,76,1,S,27/12/2010 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,76,2,S,27/12/2010 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,71,0,S,25/08/2012 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,71,1,S,25/08/2012 00:00:00,1 	(13-MAY-2025 10:47:02)
2,2,3,0,1,0,S,01/10/2013 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,85,0,S,02/10/2013 00:00:00,1 	(13-MAY-2025 10:47:02)
2,13,1,0,1,1,S,01/01/2014 00:00:00,1 	(13-MAY-2025 10:47:02)
2,13,1,0,2,0,S,01/02/2014 00:00:00,1 	(13-MAY-2025 10:47:02)
2,280,1,0,6,0,S,01/02/2014 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,88,1,S,19/09/2014 00:00:00,1 	(13-MAY-2025 10:47:02)
2,2,3,0,11,0,S,01/11/2014 00:00:00,1 	(13-MAY-2025 10:47:02)
2,14,1,0,5,0,S,01/12/2014 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,77,0,S,22/07/2011 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,67,2,S,01/03/2011 00:00:00,1 	(13-MAY-2025 10:47:02)
2,1,2,0,25,2,S,21/02/2011 00:00:00,1 	(13-MAY-2025 10:47:02)
2,1,2,0,27,2,S,14/05/2011 00:00:00,2 	(13-MAY-2025 10:47:02)
2,10,1,0,1,0,S,24/07/2012 00:00:00,1 	(13-MAY-2025 10:47:02)
2,2,2,0,4,1,S,16/02/2012 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,79,0,S,08/05/2012 00:00:00,1 	(13-MAY-2025 10:47:02)
2,1,2,1,32,0,S,29/10/2012 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,81,0,S,04/04/2013 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,81,1,S,04/04/2013 00:00:00,1 	(13-MAY-2025 10:47:02)
2,12,1,0,2,0,S,01/08/2013 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,86,0,S,16/11/2013 00:00:00,1 	(13-MAY-2025 10:47:02)
2,1,2,1,36,0,S,22/11/2013 00:00:00,1 	(13-MAY-2025 10:47:02)
2,14,1,0,5,2,S,01/12/2014 00:00:00,1 	(13-MAY-2025 10:47:02)
2,4,1,0,24,0,S,18/04/2014 00:00:00,1 	(13-MAY-2025 10:47:02)
2,1,2,1,38,0,S,08/05/2014 00:00:00,1 	(13-MAY-2025 10:47:02)
2,280,1,1,7,0,S,01/06/2014 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,87,0,S,04/08/2014 00:00:00,1 	(13-MAY-2025 10:47:02)
2,2,3,0,7,0,S,16/08/2014 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,88,0,S,19/09/2014 00:00:00,1 	(13-MAY-2025 10:47:02)
2,2,3,0,8,0,S,01/09/2014 00:00:00,1 	(13-MAY-2025 10:47:02)
2,2,3,0,12,0,S,01/01/2015 00:00:00,1 	(13-MAY-2025 10:47:02)
2,2,3,0,11,1,S,01/11/2014 00:00:00,1 	(13-MAY-2025 10:47:02)
2,1,2,0,21,0,S,15/11/2010 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,67,0,S,01/03/2011 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,73,0,S,19/08/2010 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,74,0,S,10/09/2010 00:00:00,1 	(13-MAY-2025 10:47:02)
2,1,2,0,17,0,S,01/08/2010 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,75,0,S,20/11/2010 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,76,0,S,27/12/2010 00:00:00,1 	(13-MAY-2025 10:47:02)
2,1,2,0,22,1,S,01/12/2010 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,18,1,S,24/08/2007 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,18,2,S,24/08/2007 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,21,1,S,16/09/2007 00:00:00,1 	(13-MAY-2025 10:47:02)
2,1,2,0,22,2,S,01/12/2010 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,2,0,1,0,S,02/05/2005 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,2,0,2,0,S,14/05/2005 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,1,0,S,22/04/2006 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,2,0,S,23/08/2006 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,3,0,S,23/09/2006 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,4,0,S,20/08/2006 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,5,0,S,01/10/2006 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,6,0,S,01/11/2006 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,7,0,S,01/12/2006 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,8,0,S,16/12/2006 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,9,0,S,01/02/2007 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,10,0,S,01/02/2007 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,11,0,S,16/02/2007 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,12,0,S,01/03/2007 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,13,0,S,null,1 	(13-MAY-2025 10:47:02)	 (Not Inserted)
2,3,1,3,28,0,S,20/11/2007 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,29,0,S,16/12/2007 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,30,0,S,06/01/2008 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,31,0,S,26/01/2008 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,32,0,S,01/02/2008 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,33,0,S,01/03/2008 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,34,0,S,01/03/2008 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,35,0,S,01/03/2008 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,36,0,S,01/04/2008 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,37,0,S,01/05/2008 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,38,0,S,25/04/2008 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,39,0,S,07/06/2008 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,40,0,S,20/07/2008 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,41,0,S,01/08/2008 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,42,0,S,01/09/2008 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,43,0,S,09/10/2008 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,67,1,S,01/03/2011 00:00:00,1 	(13-MAY-2025 10:47:02)
2,37,1,0,4,0,S,28/11/2022 00:00:00,1 	(13-MAY-2025 10:47:02)
2,37,1,0,3,0,S,01/12/2022 00:00:00,1 	(13-MAY-2025 10:47:02)
2,13,2,0,14,0,S,06/12/2022 00:00:00,1 	(13-MAY-2025 10:47:02)
2,31,1,0,6,1,S,06/03/2023 00:00:00,1 	(13-MAY-2025 10:47:02)
2,47,1,0,1,2,S,01/05/2022 00:00:00,1 	(13-MAY-2025 10:47:02)
2,48,1,0,1,6,S,01/05/2022 00:00:00,1 	(13-MAY-2025 10:47:02)
2,47,1,0,1,3,S,01/05/2022 00:00:00,1 	(13-MAY-2025 10:47:02)
2,4,2,1,6,0,S,23/06/2023 00:00:00,2 	(13-MAY-2025 10:47:02)
2,278,1,0,1,0,S,06/06/2023 00:00:00,1 	(13-MAY-2025 10:47:02)
2,278,1,0,6,0,S,01/03/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,184,1,0,3,1,S,01/03/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,13,2,0,15,0,S,01/04/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,55,1,0,4,1,S,01/02/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,24,1,0,6,1,S,01/10/2023 00:00:00,1 	(13-MAY-2025 10:47:02)
2,55,1,0,4,2,S,01/02/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,,1,0,15,0,S,01/04/2024 00:00:00, 	(13-MAY-2025 10:47:02)	 (Not Inserted)
2,55,1,0,5,0,S,01/04/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,15,2,0,21,0,S,23/04/2024 00:00:00,3 	(13-MAY-2025 10:47:02)
2,46,1,0,3,0,S,01/06/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,154,1,0,20,0,S,22/06/2024 00:00:00,10 	(13-MAY-2025 10:47:02)
2,104,2,0,1,0,S,01/06/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,48,1,0,3,0,S,01/06/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,47,1,0,5,0,S,01/06/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,154,1,0,19,1,S,31/05/2024 00:00:00,10 	(13-MAY-2025 10:47:02)
2,4,2,1,10,0,S,22/06/2024 00:00:00,4 	(13-MAY-2025 10:47:02)
2,130,1,0,2,0,S,14/09/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,63,1,0,3,0,S,01/10/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,31,1,0,9,2,S,01/01/2025 00:00:00,1 	(13-MAY-2025 10:47:02)
2,31,1,0,10,2,S,01/01/2025 00:00:00,1 	(13-MAY-2025 10:47:02)
2,278,1,0,7,0,S,01/03/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,184,1,0,4,0,S,01/04/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,55,1,0,5,1,S,01/04/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,278,1,0,9,0,S,01/04/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,55,1,0,6,0,S,01/06/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,4,2,1,9,0,S,21/05/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,162,1,0,2,0,S,01/06/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,154,1,0,19,2,S,31/05/2024 00:00:00,10 	(13-MAY-2025 10:47:02)
2,15,2,0,25,0,S,01/08/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,130,1,0,1,1,S,01/07/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,1,3,0,3,0,S,01/12/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,15,2,0,26,0,S,12/11/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,13,2,0,16,0,S,01/12/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,31,1,0,7,2,S,01/06/2023 00:00:00,1 	(13-MAY-2025 10:47:02)
2,31,1,0,9,0,S,01/01/2025 00:00:00,1 	(13-MAY-2025 10:47:02)
2,31,1,0,10,0,S,01/01/2025 00:00:00,1 	(13-MAY-2025 10:47:02)
2,13,2,0,18,0,S,01/01/2025 00:00:00,1 	(13-MAY-2025 10:47:02)
2,13,2,0,19,0,S,01/01/2025 00:00:00,1 	(13-MAY-2025 10:47:02)
2,46,1,0,3,1,S,01/06/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,47,1,0,5,1,S,01/06/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,4,125,0,S,01/01/2025 00:00:00,1 	(13-MAY-2025 10:47:02)
2,20,1,0,38,1,S,01/02/2025 00:00:00,1 	(13-MAY-2025 10:47:02)
2,37,1,0,6,0,S,01/04/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,144,1,0,1,0,S,16/04/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,278,1,0,2,0,S,01/09/2023 00:00:00,1 	(13-MAY-2025 10:47:02)
2,278,1,0,8,0,S,01/04/2024 00:00:00,2 	(13-MAY-2025 10:47:02)
2,15,2,0,21,1,S,23/04/2024 00:00:00,3 	(13-MAY-2025 10:47:02)
2,3,1,3,123,0,S,20/05/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,123,1,S,20/05/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,154,1,0,19,0,S,31/05/2024 00:00:00,10 	(13-MAY-2025 10:47:02)
2,2,6,2,16,0,S,01/07/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,55,1,0,6,1,S,01/06/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,55,1,0,7,0,S,01/07/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,104,2,0,1,1,S,01/06/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,162,1,0,3,0,S,01/07/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,2,6,2,17,0,S,01/07/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,55,1,0,7,1,S,01/07/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,130,1,0,1,0,S,01/07/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,154,1,0,21,0,S,06/07/2024 00:00:00,2 	(13-MAY-2025 10:47:02)
2,154,1,0,20,1,S,22/06/2024 00:00:00,10 	(13-MAY-2025 10:47:02)
2,15,2,0,24,0,S,01/08/2024 00:00:00,3 	(13-MAY-2025 10:47:02)
2,24,1,0,7,0,S,01/04/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,24,1,0,9,0,S,06/07/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,24,1,0,8,0,S,06/07/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,63,1,0,4,0,S,01/11/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,13,2,0,17,0,S,01/12/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,63,1,0,4,1,S,01/11/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,31,1,0,9,1,S,01/01/2025 00:00:00,1 	(13-MAY-2025 10:47:02)
2,31,1,0,10,1,S,01/01/2025 00:00:00,1 	(13-MAY-2025 10:47:02)
2,20,1,0,38,0,S,01/02/2025 00:00:00,1 	(13-MAY-2025 10:47:02)
2,,1,0,16,0,S,01/02/2025 00:00:00, 	(13-MAY-2025 10:47:02)	 (Not Inserted)
2,,1,0,17,0,S,01/02/2025 00:00:00, 	(13-MAY-2025 10:47:02)	 (Not Inserted)
2,3,1,4,124,0,S,01/01/2025 00:00:00,1 	(13-MAY-2025 10:47:02)
2,25,1,0,11,0,S,01/03/2025 00:00:00,1 	(13-MAY-2025 10:47:02)
2,25,1,0,10,0,S,01/03/2025 00:00:00,1 	(13-MAY-2025 10:47:02)
2,25,1,0,9,0,S,01/03/2024 00:00:00,1 	(13-MAY-2025 10:47:02)
2,24,1,0,2,0,S,29/01/2021 00:00:00,1 	(13-MAY-2025 10:47:02)
2,15,2,0,8,0,S,01/01/2021 00:00:00,1 	(13-MAY-2025 10:47:02)
2,13,2,0,11,1,S,01/01/2021 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,113,0,S,01/06/2021 00:00:00,1 	(13-MAY-2025 10:47:02)
2,21,1,0,15,0,S,01/03/2021 00:00:00,1 	(13-MAY-2025 10:47:02)
2,154,1,0,9,0,S,01/04/2021 00:00:00,2 	(13-MAY-2025 10:47:02)
2,37,1,0,1,0,S,08/04/2021 00:00:00,1 	(13-MAY-2025 10:47:02)
2,20,1,0,16,0,S,12/04/2021 00:00:00,1 	(13-MAY-2025 10:47:02)
2,3,1,3,112,0,S,01/05/2021 00:00:00,1 	(13-MAY-2025 10:47:02)
2,21,1,0,13,0,S,01/03/2020 00:00:00,1 	(13-MAY-2025 10:47:02)
2,21,1,0,2,1,S,01/03/2019 00:00:00,1 	(13-MAY-2025 10:47:02)
2,20,1,0,19,0,S,25/08/2021 00:00:00,1 	(13-MAY-2025 10:47:02)
2,20,1,0,20,0,S,01/10/2021 00:00:00,1 	(13-MAY-2025 10:47:02)
2,20,1,0,21,0,S,01/10/2021 00:00:00,1 	(13-MAY-2025 10:47:02)
2,15,2,0,15,1,S,28/09/2021 00:00:00,1 	(13-MAY-2025 10:47:02)
2,20,1,0,22,1,S,01/01/2022 00:00:00,1 	(13-MAY-2025 10:47:02)
2,2,6,0,10,0,S,01/09/2022 00:00:00,1 	(13-MAY-2025 10:47:02)
2,41,1,0,1,0,S,01/04/2022 00:00:00,1 	(13-MAY-2025 10:47:02)
2,20,1,0,21,1,S,01/10/2021 00:00:00,1 	(13-MAY-2025 10:47:02)
2,20,1,0,23,0,S,07/04/2022 00:00:00,1 	(13-MAY-2025 10:47:02)
2,34,1,0,3,0,S,01/10/2022 00:00:00,2 	(13-MAY-2025 10:47:02)
2,13,2,0,13,0,S,01/11/2022 00:00:00,1 	(13-MAY-2025 10:47:02)
2,7,2,0,6,0,S,01/01/2023 00:00:00,1 	(13-MAY-2025 10:47:02)
2,63,1,0,1,1,S,09/12/2022 00:00:00,1 	(13-MAY-2025 10:47:02)
2,38,1,0,1,0,S,01/03/2023 00:00:00,2 	(13-MAY-2025 10:47:02)
2,92,1,0,1,0,S,01/03/2023 00:00:00,1 	(13-MAY-2025 10:47:02)
2,31,1,0,7,1,S,01/06/2023 00:00:00,1 	(13-MAY-2025 10:47:02)
2,59,1,0,3,0,S,01/09/2023 00:00:00,1 	(13-MAY-2025 10:47:02)
2,278,1,0,3,0,S,01/10/2023 00:00:00,3 	(13-MAY-2025 10:47:02)
2,278,1,0,4,0,S,05/10/2023 00:00:00,1 	(13-MAY-2025 10:47:02)
2,39,1,0,6,0,S,23/10/2023 00:00:00,1 	(13-MAY-2025 10:47:02)
2,20,1,0,32,1,S,01/10/2023 00:00:00,1 	(13-MAY-2025 10:47:02)
2,20,1,0,31,2,S,01/10/2023 00:00:00,1 	(13-MAY-2025 10:47:02)
2,55,1,0,2,1,S,12/12/2023 00:00:00,1 	(13-MAY-2025 10:47:02)
2,15,2,0,20,0,S,01/02/2024 00:00:00,3 	(13-MAY-2025 10:47:02)
2,,1,0,10,0,S,01/11/2020 00:00:00, 	(13-MAY-2025 10:47:02)	 (Not Inserted)
2,154,1,0,7,0,S,01/11/2020 00:00:00,1 	(13-MAY-2025 10:47:02)
