

<<START>>,<<FMS_COUNTERPARTY_MST>>,,, 	(14-APR-2025 12:17:26)
'MOINLIM&@&204',14/12/2022 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:28)
'MOSPLTD&@&205',14/12/2022 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:28)
'NAGAFCL&@&206',14/12/2022 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:28)
'NARMADA&@&207',14/12/2022 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:28)
'ESSAREX&@&208',14/12/2022 00:00:00 , 3rd Party , 'null' ,  	(14-APR-2025 12:17:28)
'NEL&@&209',14/12/2022 00:00:00 , 3rd Party , 'null' ,  	(14-APR-2025 12:17:28)
'OWECORN&@&210',14/12/2022 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:28)
'PETNETLNG&@&211',14/12/2022 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:28)
'PRISM&@&212',14/12/2022 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:28)
'QUCELTD&@&213',14/12/2022 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:28)
'RAMALIM&@&214',14/12/2022 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:28)
'RANDSIN&@&215',14/12/2022 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:28)
'SASANPO&@&216',14/12/2022 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:28)
'SENTOVI&@&217',14/12/2022 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:28)
'SHOLAGA&@&218',14/12/2022 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:28)
'SHREELI&@&219',14/12/2022 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:28)
'SIVPLTD&@&220',14/12/2022 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:28)
'SIYARAM&@&221',14/12/2022 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:28)
'SIYALIM&@&222',14/12/2022 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:28)
'SOLIMIC&@&223',14/12/2022 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:28)
'SPARVIT&@&224',14/12/2022 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:28)
'SRAVANT&@&225',14/12/2022 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:28)
'SGIPLTD&@&226',14/12/2022 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:28)
'TAURLES&@&227',14/12/2022 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:28)
'TTRPKPR&@&228',14/12/2022 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:28)
'THERLIM&@&229',14/12/2022 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:28)
'THGBGPL&@&230',14/12/2022 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:28)
'THYESTP&@&231',14/12/2022 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:28)
'TORRAUI&@&232',14/12/2022 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:28)
'VARGRAN&@&233',14/12/2022 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:28)
'VENIRAM&@&234',14/12/2022 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:28)
'VITOLAPL&@&235',14/12/2022 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:28)
'IOCL&@&236',16/12/2022 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:28)
'INGASTD&@&237',28/12/2022 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:28)
'TASTELI&@&238',30/12/2022 00:00:00 , 3rd Party , 'null' ,  	(14-APR-2025 12:17:28)
'HMEL&@&239',04/01/2023 00:00:00 , 3rd Party , 'null' ,  	(14-APR-2025 12:17:28)
'DIL&@&240',01/01/2023 00:00:00 , 3rd Party , 'null' ,  	(14-APR-2025 12:17:28)
'BOROREN&@&241',05/01/2023 00:00:00 , 3rd Party , 'null' ,  	(14-APR-2025 12:17:28)
'KINGASP&@&242',13/01/2023 00:00:00 , 3rd Party , 'null' ,  	(14-APR-2025 12:17:28)
'CEUPGAS&@&243',13/01/2023 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:28)
'KNPFCHL&@&244',18/01/2023 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:29)
'RATNAGI&@&245',19/01/2023 00:00:00 , 3rd Party , 'null' ,  	(14-APR-2025 12:17:29)
'RAJRAIR&@&246',19/01/2023 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:29)
'IDOINVA&@&247',27/01/2023 00:00:00 , 3rd Party , 'null' ,  	(14-APR-2025 12:17:29)
'IDOINVA&@&248',13/06/2023 00:00:00 , 3rd Party , 'null' ,  	(14-APR-2025 12:17:29)
'IDOINVA&@&248',13/06/2023 00:00:00 , 3rd Party , 'null' ,  	(14-APR-2025 12:17:29)
'TRILEGL&@&249',03/02/2023 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:29)
'AGPCGIN&@&250',09/02/2023 00:00:00 , 3rd Party , 'null' ,  	(14-APR-2025 12:17:29)
'NESTLIN&@&251',10/02/2023 00:00:00 , 3rd Party , 'null' ,  	(14-APR-2025 12:17:29)
'SITMEFZ&@&252',08/03/2023 00:00:00 , Group , 'null' ,  	(14-APR-2025 12:17:29)
'VISHPRI&@&253',14/03/2023 00:00:00 , 3rd Party , 'null' ,  	(14-APR-2025 12:17:29)
'NEETMAN&@&254',16/03/2023 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:29)
'SOMANYL&@&255',16/03/2023 00:00:00 , 3rd Party , 'null' ,  	(14-APR-2025 12:17:29)
'BHOGATD&@&256',03/04/2023 00:00:00 , 3rd Party , 'null' ,  	(14-APR-2025 12:17:29)
'VEDALTD&@&257',13/04/2023 00:00:00 , 3rd Party , 'null' ,  	(14-APR-2025 12:17:29)
'VIGASLD&@&258',18/04/2023 00:00:00 , 3rd Party , 'null' ,  	(14-APR-2025 12:17:29)
'GOLDPFG&@&259',20/04/2023 00:00:00 , 3rd Party , 'null' ,  	(14-APR-2025 12:17:29)
'EICLLTD&@&260',27/04/2023 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:29)
'CAIRENH &@&261',17/05/2023 00:00:00 , 3rd Party , 'null' ,  	(14-APR-2025 12:17:29)
'GSIGLIM&@&262',18/05/2023 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:29)
'GSIGLIM&@&262',18/05/2023 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:29)
'GSIGLIM&@&263',18/05/2023 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:29)
'KSHITIJ&@&264',26/05/2023 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:29)
'GAILGAS&@&265',01/06/2023 00:00:00 , 3rd Party , 'null' ,  	(14-APR-2025 12:17:29)
'SUDSOME&@&266',12/06/2023 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:29)
'KUTCHCL&@&267',20/06/2023 00:00:00 , 3rd Party , 'null' ,  	(14-APR-2025 12:17:29)
'PIINDUS &@&268',30/06/2023 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:29)
'SEMTEXP&@&269',01/04/2023 00:00:00 , Group , 'null' ,  	(14-APR-2025 12:17:29)
'GRINDUS&@&270',05/07/2023 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:29)
'ATCATMO&@&271',16/08/2023 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:29)
'POSCO MAHA&@&272',29/08/2023 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:29)
'SANENER&@&273',21/09/2023 00:00:00 , 3rd Party , 'null' ,  	(14-APR-2025 12:17:29)
'SUMGLAS&@&274',27/09/2023 00:00:00 , 3rd Party , 'null' ,  	(14-APR-2025 12:17:29)
'SVTPLIN&@&275',28/09/2023 00:00:00 , 3rd Party , 'null' ,  	(14-APR-2025 12:17:29)
'SPSSETL1&@&276',02/10/2023 00:00:00 , Group , 'null' ,  	(14-APR-2025 12:17:29)
'INPOWGL&@&277',04/10/2023 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:29)
'PRPWCRP&@&278',05/10/2023 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:29)
'SIETCO&@&279',11/10/2023 00:00:00 , Group , 'null' ,  	(14-APR-2025 12:17:29)
'INVPTRO&@&280',24/10/2023 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:29)
'JINDAST&@&281',15/12/2023 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:29)
'AVGL&@&282',20/12/2023 00:00:00 , 3rd Party , 'null' ,  	(14-APR-2025 12:17:29)
'MIZGURB&@&283',04/01/2024 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:29)
'NGPL&@&284',19/01/2024 00:00:00 , 3rd Party , 'null' ,  	(14-APR-2025 12:17:29)
'SILS&@&285',21/02/2024 00:00:00 , Group , 'null' ,  	(14-APR-2025 12:17:29)
'STASCO&@&286',14/02/2024 00:00:00 , Group , 'null' ,  	(14-APR-2025 12:17:29)
'ROCKIND&@&287',23/02/2024 00:00:00 , 3rd Party , 'null' ,  	(14-APR-2025 12:17:29)
'NIRMARM&@&288',11/03/2024 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:29)
'MEDCIGA&@&289',03/04/2024 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:29)
'LANCOKO&@&290',05/04/2024 00:00:00 , 3rd Party , 'null' ,  	(14-APR-2025 12:17:29)
'CRMNDEL&@&291',01/07/2024 00:00:00 , 3rd Party , 'null' ,  	(14-APR-2025 12:17:29)
'VERBINL&@&292',23/07/2024 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:29)
'EASTPDC&@&293',06/08/2024 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:29)
'CELLOCP&@&294',07/10/2024 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:29)
'TRIVRPL&@&295',07/10/2024 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:29)
'SEIPLDY&@&296',01/10/2024 00:00:00 , Group , 'null' ,  	(14-APR-2025 12:17:29)
'LLOYMEN&@&297',13/01/2025 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:29)
'GSINLIM&@&298',13/01/2025 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:29)
'JMB&@&1',01/04/2005 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:29)
'BOXCO&@&2',11/08/2014 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:29)
'SLPL&@&3',21/01/2016 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:29)
'SLPL&@&4',21/01/2016 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:29)
'JBB&@&1',01/04/2007 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:29)
'SGSINDIA&@&1',01/04/2007 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:29)
'JBB&@&2',25/01/2008 00:00:00 , null , 'null' ,  	(14-APR-2025 12:17:29)
'SSAPL&@&3',01/04/2013 00:00:00 , null , 'www.alexstewartinternational.com' ,  	(14-APR-2025 12:17:29)

TOTAL DATA EXTRACTED :,358 ,,, 	(14-APR-2025 12:17:29)
 
<<END>>,<<FMS_COUNTERPARTY_MST>>,,, 	(14-APR-2025 12:17:29)
 

<<START>>,<<FMS_COUNTERPARTY_ADDR_MST>>,,, 	(14-APR-2025 12:17:29)
 
COUNTERPARTY_ABBR,COUNTERPARTY_CD,ADDRESS_TYPE,EFF_DT,TIMESTAMP
RIL , 1 , R , 14/09/2008 00:00:00 ,  	(14-APR-2025 12:17:29)
MGL , 2 , R , 16/07/2009 00:00:00 ,  	(14-APR-2025 12:17:30)
GSPCL , 3 , R , 21/04/2006 00:00:00 ,  	(14-APR-2025 12:17:30)
Gail , 4 , R , 08/03/2007 00:00:00 ,  	(14-APR-2025 12:17:30)
BPL , 5 , R , 09/04/2010 00:00:00 ,  	(14-APR-2025 12:17:30)
EPL , 6 , R , 09/04/2010 00:00:00 ,  	(14-APR-2025 12:17:30)
ESL , 7 , R , 26/08/2006 00:00:00 ,  	(14-APR-2025 12:17:30)
NTPC , 8 , R , 18/11/2006 00:00:00 ,  	(14-APR-2025 12:17:30)
KRIBHCO , 9 , R , 05/12/2007 00:00:00 ,  	(14-APR-2025 12:17:30)
DFPCL , 10 , R , 03/12/2007 00:00:00 ,  	(14-APR-2025 12:17:30)
AIGL , 11 , R , 22/07/2009 00:00:00 ,  	(14-APR-2025 12:17:30)
ESEZ , 12 , R , 04/04/2008 00:00:00 ,  	(14-APR-2025 12:17:30)
KSFL , 13 , R , 20/12/2007 00:00:00 ,  	(14-APR-2025 12:17:30)
MAHAGENCO , 14 , R , 16/04/2008 00:00:00 ,  	(14-APR-2025 12:17:30)
NPL , 15 , R , 28/02/2008 00:00:00 ,  	(14-APR-2025 12:17:30)
SIGIL , 16 , R , 01/04/2009 00:00:00 ,  	(14-APR-2025 12:17:30)
SIGIL , 16 , R , 01/04/2009 00:00:00 ,  	(14-APR-2025 12:17:30)
VIL , 17 , R , 12/12/2007 00:00:00 ,  	(14-APR-2025 12:17:30)
GGCL , 19 , R , 11/05/2012 00:00:00 ,  	(14-APR-2025 12:17:30)
TPL , 20 , R , 20/12/2018 00:00:00 ,  	(14-APR-2025 12:17:30)
WMSL , 21 , R , 31/05/2011 00:00:00 ,  	(14-APR-2025 12:17:30)
MNGL , 22 , R , 20/06/2013 00:00:00 ,  	(14-APR-2025 12:17:30)
IGL , 23 , R , 04/02/2011 00:00:00 ,  	(14-APR-2025 12:17:30)
BPCL , 24 , R , 16/12/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
TEL , 25 , R , 06/08/2014 00:00:00 ,  	(14-APR-2025 12:17:30)
HPCL , 26 , R , 15/06/2016 00:00:00 ,  	(14-APR-2025 12:17:30)
JSW , 27 , R , 25/11/2014 00:00:00 ,  	(14-APR-2025 12:17:30)
JSW , 27 , R , 25/11/2014 00:00:00 ,  	(14-APR-2025 12:17:30)
BGL , 28 , R , 28/07/2016 00:00:00 ,  	(14-APR-2025 12:17:30)
BGL , 28 , R , 28/07/2016 00:00:00 ,  	(14-APR-2025 12:17:30)
GSFC , 29 , R , 14/03/2016 00:00:00 ,  	(14-APR-2025 12:17:30)
H-Energy , 30 , R , 14/11/2016 00:00:00 ,  	(14-APR-2025 12:17:30)
SIMPL , 31 , R , 14/11/2016 00:00:00 ,  	(14-APR-2025 12:17:30)
SIMPL , 31 , R , 14/11/2016 00:00:00 ,  	(14-APR-2025 12:17:30)
ATGL , 32 , R , 04/04/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
ATGL , 32 , R , 04/04/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
AMNS , 33 , R , 18/01/2012 00:00:00 ,  	(14-APR-2025 12:17:30)
SEMTPL , 34 , R , 28/07/2017 00:00:00 ,  	(14-APR-2025 12:17:30)
SGIPL , 35 , R , 28/11/2017 00:00:00 ,  	(14-APR-2025 12:17:30)
VGL , 36 , R , 03/07/2019 00:00:00 ,  	(14-APR-2025 12:17:30)
PGPGPL , 37 , R , 28/04/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
PGPGPL , 37 , R , 28/04/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
PGPL , 37 , R , 28/04/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
HCG , 38 , R , 02/12/2019 00:00:00 ,  	(14-APR-2025 12:17:30)
GGL , 39 , R , 09/12/2019 00:00:00 ,  	(14-APR-2025 12:17:30)
CFC , 40 , R , 01/01/2020 00:00:00 ,  	(14-APR-2025 12:17:30)
IFFCO , 41 , R , 01/01/2020 00:00:00 ,  	(14-APR-2025 12:17:30)
HGL-RLNG , 42 , R , 01/02/2020 00:00:00 ,  	(14-APR-2025 12:17:30)
PipeInfra , 43 , R , 01/01/2020 00:00:00 ,  	(14-APR-2025 12:17:30)
PipeInfra , 43 , R , 01/01/2020 00:00:00 ,  	(14-APR-2025 12:17:30)
NFL , 44 , R , 01/05/2020 00:00:00 ,  	(14-APR-2025 12:17:30)
HSIL , 45 , R , 01/05/2020 00:00:00 ,  	(14-APR-2025 12:17:30)
VVF , 46 , R , 01/05/2020 00:00:00 ,  	(14-APR-2025 12:17:30)
KFL , 47 , R , 23/07/2020 00:00:00 ,  	(14-APR-2025 12:17:30)
BIL , 48 , R , 25/06/2020 00:00:00 ,  	(14-APR-2025 12:17:30)
RIPL , 49 , R , 19/11/2020 00:00:00 ,  	(14-APR-2025 12:17:30)
CP , 50 , R , 15/10/2020 00:00:00 ,  	(14-APR-2025 12:17:30)
HALHFGL , 51 , R , 26/10/2020 00:00:00 ,  	(14-APR-2025 12:17:30)
VIDUWIL , 52 , R , 01/01/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
AGP CGD , 53 , R , 25/01/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
MINDA , 54 , R , 29/01/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
LEIPL , 55 , R , 04/11/2020 00:00:00 ,  	(14-APR-2025 12:17:30)
SCHOTT , 56 , R , 24/02/2020 00:00:00 ,  	(14-APR-2025 12:17:30)
HIL , 57 , R , 01/01/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
HCGD-B , 58 , R , 01/04/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
BIPL , 59 , R , 21/07/2020 00:00:00 ,  	(14-APR-2025 12:17:30)
EXXARO , 60 , R , 23/06/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
EXXARO , 60 , R , 23/06/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
STVPL , 61 , R , 18/02/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
STVPL , 61 , R , 18/02/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
JGPL , 62 , R , 18/02/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
JGPL , 62 , R , 18/02/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
WALLCERA , 63 , R , 17/02/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
ASTIS , 64 , R , 17/02/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
ASTIS , 64 , R , 17/02/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
PROTON , 65 , R , 16/06/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
PROTON , 65 , R , 16/06/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
PROTON , 65 , R , 16/06/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
ANTIQUE , 66 , R , 16/06/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
ANTIQUE , 66 , R , 16/06/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
ANTIQUE , 66 , R , 16/06/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
ACEGRAL , 67 , R , 16/06/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
ACEGRAL , 67 , R , 16/06/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
ACEGRAL , 67 , R , 16/06/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
KAJARIA , 68 , R , 30/11/2020 00:00:00 ,  	(14-APR-2025 12:17:30)
GASGROWS , 69 , R , 07/05/2020 00:00:00 ,  	(14-APR-2025 12:17:30)
GASGROWS , 69 , R , 07/05/2020 00:00:00 ,  	(14-APR-2025 12:17:30)
SISECAM , 70 , R , 09/06/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
ATPL , 71 , R , 17/12/2020 00:00:00 ,  	(14-APR-2025 12:17:30)
OPAL , 72 , R , 28/07/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
JKPAPER , 73 , R , 02/08/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
STL , 74 , R , 25/08/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
UEPL , 75 , R , 03/09/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
UEPL , 75 , R , 03/09/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
CELLO , 76 , R , 01/12/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
CALDERYS , 77 , R , 20/12/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
CALDERYS , 77 , R , 20/12/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
RCF , 78 , R , 30/12/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
BWRL , 79 , R , 25/01/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
KRYO , 80 , R , 31/01/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
KRYO , 80 , R , 31/01/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
VIRGO , 81 , R , 12/02/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
BLPL , 82 , R , 02/03/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
GIPSKARTON , 83 , R , 24/03/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
TGPL , 84 , R , 27/04/2005 00:00:00 ,  	(14-APR-2025 12:17:30)
SELNG , 85 , R , 03/10/2008 00:00:00 ,  	(14-APR-2025 12:17:30)
SITME , 86 , R , 21/06/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
RIL-D6 , 90 , R , 01/01/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
BP  , 91 , R , 01/01/2021 00:00:00 ,  	(14-APR-2025 12:17:30)
AMNS-T , 92 , R , 01/01/2019 00:00:00 ,  	(14-APR-2025 12:17:30)
RIL-CBM , 93 , R , 25/03/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
HPPL , 95 , R , 20/12/2020 00:00:00 ,  	(14-APR-2025 12:17:30)
GSPL , 97 , R , 21/04/2006 00:00:00 ,  	(14-APR-2025 12:17:30)
PARK-MSK , 107 , R , 19/04/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
PARK-BHD , 108 , R , 19/04/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
PARKPHUCBM , 109 , R , 19/04/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
TGLPL , 110 , R , 29/04/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
TGBPL , 111 , R , 29/04/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
BGEPL , 112 , R , 29/04/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
IMCL , 113 , R , 12/05/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
PMSKP , 114 , R , 13/05/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
VVF India , 115 , R , 16/12/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
GNFC , 116 , R , 24/05/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
MEGHHQX , 117 , R , 02/06/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
ONGC , 118 , R , 07/06/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
GLIL , 119 , R , 07/06/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
UGEL , 120 , R , 09/06/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
SGI-AP , 121 , R , 27/06/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
IGX , 122 , R , 29/06/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
IGX , 123 , R , 29/06/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
IGX , 123 , R , 29/06/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
RGPL , 124 , R , 29/06/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
GTIPL , 125 , R , 01/07/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
GSPL-C , 126 , R , 12/07/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
PEPL , 127 , R , 13/07/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
GFCL , 128 , R , 14/07/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
DERL , 129 , R , 16/08/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
CPL , 130 , R , 16/08/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
IRM , 131 , R , 24/08/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
IRM , 131 , R , 24/08/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
PPL , 132 , R , 26/08/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
YARALTD , 133 , R , 06/09/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
INPEROX , 134 , R , 13/09/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
RAFECHL , 135 , R , 28/09/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
MGRPL , 136 , R , 01/10/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
MGRPL , 136 , R , 01/10/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
CNTENKA , 137 , R , 17/10/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
EFSPL , 138 , R , 25/10/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
WELSMEL , 139 , R , 16/11/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
HINDURV , 140 , R , 17/11/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
DONOTUSE , 141 , R , 17/11/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
DONOTUSE , 141 , R , 17/11/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
HCGPUTE , 142 , R , 18/11/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
GOAGLSF , 143 , R , 25/11/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
IGSPL , 144 , R , 25/11/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
IGSPL , 144 , R , 25/11/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
ELAWPRC , 145 , R , 02/12/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
PEFORCV , 146 , R , 08/12/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
AARVKRO , 147 , R , 12/12/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
ACOVIED , 148 , R , 12/12/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
ANTIQAC , 149 , R , 12/12/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
ANTIQAC , 149 , R , 12/12/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
ASIANPL , 150 , R , 12/12/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
AVLCRMC , 151 , R , 12/12/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
AXWELLG , 152 , R , 12/12/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
BEGLASS , 153 , R , 12/12/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
BHRTFRG , 154 , R , 12/12/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
BHEL , 155 , R , 12/12/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
BICELLO , 156 , R , 12/12/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
CAPAROE , 157 , R , 12/12/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
CLVTPVL , 158 , R , 12/12/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
COMFIND , 159 , R , 13/12/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
DCMSHRI , 160 , R , 13/12/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
DEENOVK , 161 , R , 13/12/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
DHARLTD , 162 , R , 13/12/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
DURAVIT , 163 , R , 13/12/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
DURZGRA , 164 , R , 13/12/2022 00:00:00 ,  	(14-APR-2025 12:17:30)
