

<<START>>,<<FMS_GTA_FFLOW_INV_MST>>,,, 	(19-AUG-2025 12:23:51)
Gail,16-1-1-16-1604-89,Tender,UPG2A24109001975,TC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-1-18-1805-1121,FGSA,37114000201834,TC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-1-18-1804-452,FGSA,371131203789,IC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-1-18-1804-452,FGSA,371131203789,IC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-1-18-1804-452,FGSA,371131203789,IC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-1-18-1804-452,FGSA,371131204076,IC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-1-18-1804-452,FGSA,371131204076,IC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-1-18-1804-452,FGSA,371131204076,IC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-1-18-1804-452,FGSA,371131204531,IC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-1-18-1804-452,FGSA,371131204531,IC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-1-18-1804-452,FGSA,371131204633,IC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-1-18-1804-452,FGSA,371131204913,IC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-1-18-1804-452,FGSA,371131204913,IC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-1-18-1804-452,FGSA,371131205216,IC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-1-18-1805-451,FGSA,271131200789,IC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-1-18-1805-451,FGSA,271131200789,IC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-1-18-1805-451,FGSA,271131200789,IC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-1-18-1805-451,FGSA,271131200837,IC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-1-18-1805-451,FGSA,271131200837,IC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-1-18-1805-451,FGSA,271131200837,IC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-1-18-1805-451,FGSA,271131200882,IC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-1-18-1805-451,FGSA,271131200882,IC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-1-18-1805-451,FGSA,271131200947,IC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-1-18-1805-451,FGSA,271131200994,IC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-2-18-1804-10000182,Trans,37114000205319,TC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-8-18-1805-451,Trans,27114000200803,TC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-8-18-1805-451,Trans,27114000200804,IC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-8-18-1805-451,Trans,27114000200804,IC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-9-18-1804-10000185,Trans,37114000203645,TC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-11-18-1804-10000185,Trans,37114000205243,TC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-12-18-1804-10000185,Trans,37114000205244,TC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-13-18-1804-10000185,Trans,37114000201629,TC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-13-18-1804-10000185,Trans,37114000203013,TC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-20-18-1804-10000182,Trans,37114000201712,TC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-22-18-1805-10000182,Trans,27114000200738,TC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-24-18-1807-10000185,Trans,37114000205457,TC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-26-18-1804-10000182,Trans,371131202495,TC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-28-18-1801-10000182,Trans,241131200062,TC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-28-18-1801-10000182,Trans,241131200283,TC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-31-18-1801-10000188,Trans,241131200470,TC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-33-18-1801-261,Trans,241131200214,TC, 	(19-AUG-2025 12:23:53)
PipeInfra,18-1-40-18-1801-10000182,Trans,241131200162,TC, 	(19-AUG-2025 12:23:53)
GSPL,2-1-1-2-202-1341,FGSA,IN23-24/485/0016,TC, 	(19-AUG-2025 12:23:53)
GSPL,2-1-1-2-202-1341,FGSA,IN23-24/485/0017,IC, 	(19-AUG-2025 12:23:53)
GSPL,2-1-1-2-202-1341,FGSA,IN23-24/485/0020,TC, 	(19-AUG-2025 12:23:53)
GSPL,2-1-1-2-202-1351,FGSA,IN23-24/485/0029,IC, 	(19-AUG-2025 12:23:53)
GSPL,2-1-1-2-202-1351,FGSA,IN23-24/485/0029,IC, 	(19-AUG-2025 12:23:53)
GSPL,2-1-1-2-202-1351,FGSA,IN23-24/485/0032,IC, 	(19-AUG-2025 12:23:53)
GSPL,2-1-1-2-202-1351,FGSA,IN23-24/485/0032,IC, 	(19-AUG-2025 12:23:53)
GSPL,2-1-1-2-202-1351,FGSA,IN23-24/485/0035,IC, 	(19-AUG-2025 12:23:53)
GSPL,2-1-1-2-202-1351,FGSA,IN23-24/485/0038,IC, 	(19-AUG-2025 12:23:53)
GSPL,2-1-1-2-202-1351,FGSA,IN23-24/485/0038,IC, 	(19-AUG-2025 12:23:53)
GSPL,2-1-1-2-202-1351,FGSA,IN23-24/485/0038,IC, 	(19-AUG-2025 12:23:53)
GSPL,2-1-1-2-202-1351,FGSA,IN23-24/485/0041,IC, 	(19-AUG-2025 12:23:53)
GSPL,2-1-1-2-202-1351,FGSA,IN23-24/485/0041,IC, 	(19-AUG-2025 12:23:53)
GSPL,2-1-1-2-202-701,FGSA,IN23-24/485/0012,IC, 	(19-AUG-2025 12:23:53)
GSPL,2-1-1-2-202-701,FGSA,IN23-24/485/0012,IC, 	(19-AUG-2025 12:23:53)
GSPL,2-1-1-2-202-701,FGSA,IN23-24/485/0014,TC, 	(19-AUG-2025 12:23:53)
GSPL,2-1-1-2-202-701,FGSA,IN23-24/485/0015,IC, 	(19-AUG-2025 12:23:53)
GSPL,2-1-1-2-202-701,FGSA,IN23-24/485/0015,IC, 	(19-AUG-2025 12:23:53)
GSPL,2-1-1-2-202-701,FGSA,IN23-24/485/0018,TC, 	(19-AUG-2025 12:23:53)
GSPL,2-1-1-2-202-701,FGSA,IN23-24/485/0019,IC, 	(19-AUG-2025 12:23:53)
GSPL,2-1-1-2-202-264,FGSA,IN24-25/485/0006,TC, 	(19-AUG-2025 12:23:53)
GSPL,2-1-1-2-202-264,FGSA,IN24-25/485/0008,IC, 	(19-AUG-2025 12:23:53)
GSPL,2-1-1-2-202-264,FGSA,IN24-25/485/0008,IC, 	(19-AUG-2025 12:23:53)
GSPL,2-1-1-2-202-264,FGSA,IN24-25/485/0010,IC, 	(19-AUG-2025 12:23:53)
GSPL,2-1-1-2-202-264,FGSA,IN24-25/485/0010,IC, 	(19-AUG-2025 12:23:53)
GSPL,2-1-1-2-202-264,FGSA,IN24-25/485/0010,IC, 	(19-AUG-2025 12:23:53)
GSPL,2-1-1-2-202-264,FGSA,IN24-25/485/0012,IC, 	(19-AUG-2025 12:23:53)
GSPL,2-1-1-2-202-264,FGSA,IN24-25/485/0013,TC, 	(19-AUG-2025 12:23:53)
GSPL,2-1-5-2-204-1000022,Trans,IN25-26/731/0001,TC, 	(19-AUG-2025 12:23:53)

TOTAL DATA EXTRACTED :,323 ,,, 	(19-AUG-2025 12:23:53)
 
<<END>>,<<FMS_GTA_FFLOW_INV_DTL>>,,, 	(19-AUG-2025 12:23:53)
 
