
<<START>>,<<FMS_PUR_SG_INV_MST>>,,, 	(06-MAY-2025 14:32:38)
24006,null,0,30/05/2024 00:00:00,null, 	(06-MAY-2025 14:32:42)
24006,null,0,null,null, 	(06-MAY-2025 14:32:42)
24006,null,0,null,null, 	(06-MAY-2025 14:32:42)
24006,null,0,30/05/2024 00:00:00,null, 	(06-MAY-2025 14:32:42)
24010,null,0,10/07/2024 00:00:00,null, 	(06-MAY-2025 14:32:42)
24010,null,0,10/07/2024 00:00:00,null, 	(06-MAY-2025 14:32:42)
24010,null,0,10/07/2024 00:00:00,Rounding off, 	(06-MAY-2025 14:32:42)

TOTAL DATA EXTRACTED :,967,,,  	(06-MAY-2025 14:32:43)
 
<<END>>,<<FMS_PUR_SG_INV_MST>>,,, 	(06-MAY-2025 14:32:43)
 
<<START>>,<<FMS_PUR_SG_INV_MST_PURCHASE>>, 	(06-MAY-2025 14:32:43)
 

TOTAL DATA EXTRACTED :,1610,  	(06-MAY-2025 14:32:44)
 
<<END>>,<<FMS_PUR_SG_INV_MST_PURCHASE>>, 	(06-MAY-2025 14:32:44)
 
