
<<START>>,<<FMS_TRADER_CN_MST>>, 	(04-APR-2025 15:17:35)
86, M ,27, 0 , N ,725125, 0 , 	(04-APR-2025 15:17:38)
86, M ,28, 0 , N ,725126, 0 , 	(04-APR-2025 15:17:38)
86, M ,29, 0 , N ,725127, 0 , 	(04-APR-2025 15:17:38)
86, M ,30, 0 , N ,725128, 0 , 	(04-APR-2025 15:17:38)
86, M ,31, 0 , N ,725129, 0 , 	(04-APR-2025 15:17:38)
86, M ,32, 0 , N ,725130, 0 , 	(04-APR-2025 15:17:38)
86, M ,33, 0 , N ,725131, 0 , 	(04-APR-2025 15:17:38)
86, M ,34, 0 , N ,725132, 0 , 	(04-APR-2025 15:17:38)
86, M ,35, 0 , N ,725133, 0 , 	(04-APR-2025 15:17:38)
86, M ,36, 0 , N ,725134, 0 , 	(04-APR-2025 15:17:38)
86, M ,37, 0 , N ,725135, 0 , 	(04-APR-2025 15:17:38)
86, M ,38, 0 , N ,725136, 0 , 	(04-APR-2025 15:17:38)
86, M ,39, 0 , N ,725137, 0 , 	(04-APR-2025 15:17:38)
86, M ,40, 0 , N ,725138, 0 , 	(04-APR-2025 15:17:38)
86, M ,41, 0 , N ,725139, 0 , 	(04-APR-2025 15:17:38)
86, M ,42, 0 , N ,725140, 0 , 	(04-APR-2025 15:17:38)
86, M ,43, 0 , N ,725141, 0 , 	(04-APR-2025 15:17:38)
86, M ,44, 0 , N ,725142, 0 , 	(04-APR-2025 15:17:38)
86, M ,45, 0 , N ,725143, 0 , 	(04-APR-2025 15:17:38)
86, M ,46, 0 , N ,725144, 0 , 	(04-APR-2025 15:17:38)
86, M ,47, 0 , N ,725145, 0 , 	(04-APR-2025 15:17:38)
86, M ,48, 0 , N ,725146, 0 , 	(04-APR-2025 15:17:38)
86, M ,49, 0 , N ,725147, 0 , 	(04-APR-2025 15:17:38)
86, M ,50, 0 , N ,725148, 0 , 	(04-APR-2025 15:17:38)
86, M ,51, 0 , N ,725149, 0 , 	(04-APR-2025 15:17:38)
86, M ,52, 0 , N ,725150, 0 , 	(04-APR-2025 15:17:38)
86, M ,53, 0 , N ,725151, 0 , 	(04-APR-2025 15:17:38)
86, M ,54, 0 , N ,725152, 0 , 	(04-APR-2025 15:17:38)
86, M ,55, 0 , N ,725153, 0 , 	(04-APR-2025 15:17:38)
86, M ,56, 0 , N ,725154, 0 , 	(04-APR-2025 15:17:38)
86, M ,57, 0 , N ,725155, 0 , 	(04-APR-2025 15:17:38)
86, M ,58, 0 , N ,725156, 0 , 	(04-APR-2025 15:17:38)
86, M ,59, 0 , N ,725157, 0 , 	(04-APR-2025 15:17:38)
86, M ,60, 0 , N ,725158, 0 , 	(04-APR-2025 15:17:38)
86, M ,61, 0 , N ,725159, 0 , 	(04-APR-2025 15:17:38)
86, M ,62, 0 , N ,725160, 0 , 	(04-APR-2025 15:17:38)
86, M ,63, 0 , N ,725161, 0 , 	(04-APR-2025 15:17:38)
86, M ,64, 0 , N ,725162, 0 , 	(04-APR-2025 15:17:38)
86, M ,65, 0 , N ,725163, 0 , 	(04-APR-2025 15:17:38)
86, M ,66, 0 , N ,725164, 0 , 	(04-APR-2025 15:17:38)
86, M ,67, 0 , N ,725165, 0 , 	(04-APR-2025 15:17:38)
86, M ,68, 0 , N ,725166, 0 , 	(04-APR-2025 15:17:38)
86, M ,69, 0 , N ,725167, 0 , 	(04-APR-2025 15:17:38)
86, M ,70, 0 , N ,725168, 0 , 	(04-APR-2025 15:17:38)
86, M ,71, 0 , N ,725169, 0 , 	(04-APR-2025 15:17:38)
86, M ,72, 0 , N ,725170, 0 , 	(04-APR-2025 15:17:38)
86, M ,73, 0 , N ,725171, 0 , 	(04-APR-2025 15:17:38)
86, M ,74, 0 , N ,725172, 0 , 	(04-APR-2025 15:17:38)
86, M ,75, 0 , N ,725173, 0 , 	(04-APR-2025 15:17:38)
86, M ,76, 0 , N ,725174, 0 , 	(04-APR-2025 15:17:38)
86, M ,77, 0 , N ,725175, 0 , 	(04-APR-2025 15:17:38)
86, M ,78, 0 , N ,725176, 0 , 	(04-APR-2025 15:17:38)
86, M ,79, 0 , N ,725177, 0 , 	(04-APR-2025 15:17:38)
86, M ,80, 0 , N ,725178, 0 , 	(04-APR-2025 15:17:38)
86, M ,81, 0 , N ,725179, 0 , 	(04-APR-2025 15:17:38)
86, M ,82, 0 , N ,725180, 0 , 	(04-APR-2025 15:17:38)
86, M ,83, 0 , N ,725181, 0 , 	(04-APR-2025 15:17:38)
86, M ,84, 0 , N ,725182, 0 , 	(04-APR-2025 15:17:38)
86, M ,85, 0 , N ,725183, 0 , 	(04-APR-2025 15:17:38)
86, M ,86, 0 , N ,725184, 0 , 	(04-APR-2025 15:17:38)
86, M ,87, 0 , N ,725185, 0 , 	(04-APR-2025 15:17:38)
86, M ,88, 0 , N ,725186, 0 , 	(04-APR-2025 15:17:38)
86, M ,89, 0 , N ,725187, 0 , 	(04-APR-2025 15:17:38)
86, M ,90, 0 , N ,725188, 0 , 	(04-APR-2025 15:17:38)
87, M ,2, 0 , N ,725189, 0 , 	(04-APR-2025 15:17:38)
87, M ,3, 0 , N ,725190, 0 , 	(04-APR-2025 15:17:38)
87, M ,4, 0 , N ,725191, 0 , 	(04-APR-2025 15:17:38)
87, M ,5, 0 , N ,725192, 0 , 	(04-APR-2025 15:17:39)
88, M ,2, 0 , N ,725193, 0 , 	(04-APR-2025 15:17:39)
88, M ,3, 0 , N ,725194, 0 , 	(04-APR-2025 15:17:39)
88, M ,4, 0 , N ,725195, 0 , 	(04-APR-2025 15:17:39)
88, M ,5, 0 , N ,725196, 0 , 	(04-APR-2025 15:17:39)
88, M ,6, 0 , N ,725197, 0 , 	(04-APR-2025 15:17:39)
89, M ,2, 0 , N ,725198, 0 , 	(04-APR-2025 15:17:39)
89, M ,3, 0 , N ,725199, 0 , 	(04-APR-2025 15:17:39)
90, M ,2, 0 , N ,725200, 0 , 	(04-APR-2025 15:17:39)
92, M ,2, 0 , N ,725201, 0 , 	(04-APR-2025 15:17:39)
92, M ,3, 0 , N ,725202, 0 , 	(04-APR-2025 15:17:39)
92, M ,4, 0 , N ,725203, 0 , 	(04-APR-2025 15:17:39)
252, M ,2, 0 , N ,725204, 0 , 	(04-APR-2025 15:17:40)
252, M ,3, 0 , N ,725205, 0 , 	(04-APR-2025 15:17:40)
252, M ,4, 0 , N ,725206, 0 , 	(04-APR-2025 15:17:40)
252, M ,5, 0 , N ,725207, 0 , 	(04-APR-2025 15:17:40)
252, M ,6, 0 , N ,725208, 0 , 	(04-APR-2025 15:17:40)
252, M ,7, 0 , N ,725209, 0 , 	(04-APR-2025 15:17:40)
252, M ,8, 0 , N ,725210, 0 , 	(04-APR-2025 15:17:40)
252, M ,9, 0 , N ,725211, 0 , 	(04-APR-2025 15:17:40)
252, M ,10, 0 , N ,725212, 0 , 	(04-APR-2025 15:17:40)
252, M ,11, 0 , N ,725213, 0 , 	(04-APR-2025 15:17:40)
252, M ,12, 0 , N ,725214, 0 , 	(04-APR-2025 15:17:40)
252, M ,13, 0 , N ,725215, 0 , 	(04-APR-2025 15:17:40)
252, M ,14, 0 , N ,725216, 0 , 	(04-APR-2025 15:17:40)
252, M ,15, 0 , N ,725217, 0 , 	(04-APR-2025 15:17:40)
252, M ,16, 0 , N ,725218, 0 , 	(04-APR-2025 15:17:40)
252, M ,17, 0 , N ,725219, 0 , 	(04-APR-2025 15:17:40)

TOTAL DATA EXTRACTED :,219,  	(04-APR-2025 15:17:40)
 
<<END>>,<<FMS_TRADER_CN_MST>>, 	(04-APR-2025 15:17:40)
 
<<START>>,<<FMS_TRADER_CARGO_MST>>, 	(04-APR-2025 15:17:40)
 
ABBR,MAN_CD,AGMT_TYPE,AGMT_NO,AGMR_REV,CONT_TYPE,CONT_NO,CONT_REV,CARGO_NO,TIMESTAMP
HPCL,22009, M ,1, 0 , N ,725001, 0 ,1, 	(04-APR-2025 15:17:40)
AMNS,22012, M ,1, 0 , N ,725002, 0 ,1, 	(04-APR-2025 15:17:40)
AMNS,22017, M ,2, 0 , N ,725003, 0 ,1, 	(04-APR-2025 15:17:40)
SEMTPL,22018, M ,1, 0 , N ,725004, 0 ,1, 	(04-APR-2025 15:17:40)
SEMTPL,22019, M ,2, 0 , N ,725005, 0 ,1, 	(04-APR-2025 15:17:40)
<<START>>,<<FMS_SECURITY_DEAL_MAP>>, 	(04-APR-2025 15:17:41)
 
ABBR,MAN_CD,SEQ_NO,MAP_SEQ_NO,SEQ_REV_NO,GX,TIMESTAMP
HPCL,22009,1, 1 , 0 , K , 	(04-APR-2025 15:17:41)
AMNS,22012,1, 1 , 0 , K , 	(04-APR-2025 15:17:41)
AMNS,22017,2, 1 , 0 , K , 	(04-APR-2025 15:17:41)
SEMTPL,22018,1, 1 , 0 , K , 	(04-APR-2025 15:17:41)
SEMTPL,22019,2, 1 , 0 , K , 	(04-APR-2025 15:17:41)
SELNG,21023,1, 1 , 0 , K , 	(04-APR-2025 15:17:41)
SELNG,22002,2, 1 , 0 , K , 	(04-APR-2025 15:17:41)
SELNG,22014,3, 1 , 0 , K , 	(04-APR-2025 15:17:41)
SITME,21010,1, 1 , 0 , K , 	(04-APR-2025 15:17:41)
AMNS-T,21024,1, 1 , 0 , K , 	(04-APR-2025 15:17:41)
AMNS-T,21025,2, 1 , 0 , K , 	(04-APR-2025 15:17:41)
SITMEFZ,23007,1, 1 , 0 , K , 	(04-APR-2025 15:17:42)
SITMEFZ,23010,2, 1 , 0 , K , 	(04-APR-2025 15:17:42)
SITMEFZ,23011,3, 1 , 0 , K , 	(04-APR-2025 15:17:42)
SITMEFZ,23014,4, 1 , 0 , K , 	(04-APR-2025 15:17:42)
SITMEFZ,23022,5, 1 , 0 , K , 	(04-APR-2025 15:17:42)
SITMEFZ,23023,6, 1 , 0 , K , 	(04-APR-2025 15:17:42)
SITMEFZ,23026,7, 1 , 0 , K , 	(04-APR-2025 15:17:42)
SITMEFZ,23033,8, 1 , 0 , K , 	(04-APR-2025 15:17:42)
SITMEFZ,23040,9, 1 , 0 , K , 	(04-APR-2025 15:17:42)
SITMEFZ,24002,10, 1 , 0 , K , 	(04-APR-2025 15:17:42)
SITMEFZ,24004,11, 1 , 0 , K , 	(04-APR-2025 15:17:42)
SITMEFZ,24008,12, 1 , 0 , K , 	(04-APR-2025 15:17:42)
SITMEFZ,24009,13, 1 , 0 , K , 	(04-APR-2025 15:17:42)
SITMEFZ,24013,14, 1 , 0 , K , 	(04-APR-2025 15:17:42)
SITMEFZ,25009,15, 1 , 0 , K , 	(04-APR-2025 15:17:42)
SITMEFZ,25015,16, 1 , 0 , K , 	(04-APR-2025 15:17:42)

TOTAL DATA EXTRACTED :,27,  	(04-APR-2025 15:17:42)
 
<<END>>,<<FMS_SECURITY_DEAL_MAP>>, 	(04-APR-2025 15:17:42)
 
<<START>>,<<FMS_SECURITY_MST>>, 	(04-APR-2025 15:17:42)
 
ABBR,MAN_CD,SEQ_NO,SEQ_REV_NO,GX,TIMESTAMP
HPCL,22009,1,0, K , 	(04-APR-2025 15:17:42)
AMNS,22012,1,0, K , 	(04-APR-2025 15:17:42)
AMNS,22017,2,0, K , 	(04-APR-2025 15:17:42)
SEMTPL,22018,1,0, K , 	(04-APR-2025 15:17:42)
SEMTPL,22019,2,0, K , 	(04-APR-2025 15:17:42)
SELNG,21023,1,0, K , 	(04-APR-2025 15:17:43)
SELNG,22002,2,0, K , 	(04-APR-2025 15:17:43)
SELNG,22014,3,0, K , 	(04-APR-2025 15:17:43)
SITME,21010,1,0, K , 	(04-APR-2025 15:17:43)
AMNS-T,21024,1,0, K , 	(04-APR-2025 15:17:43)
AMNS-T,21025,2,0, K , 	(04-APR-2025 15:17:43)
SITMEFZ,23007,1,0, K , 	(04-APR-2025 15:17:44)
SITMEFZ,23010,2,0, K , 	(04-APR-2025 15:17:44)
SITMEFZ,23011,3,0, K , 	(04-APR-2025 15:17:44)
SITMEFZ,23014,4,0, K , 	(04-APR-2025 15:17:44)
SITMEFZ,23022,5,0, K , 	(04-APR-2025 15:17:44)
SITMEFZ,23023,6,0, K , 	(04-APR-2025 15:17:44)
SITMEFZ,23026,7,0, K , 	(04-APR-2025 15:17:44)
SITMEFZ,23033,8,0, K , 	(04-APR-2025 15:17:44)
SITMEFZ,23040,9,0, K , 	(04-APR-2025 15:17:44)
SITMEFZ,24002,10,0, K , 	(04-APR-2025 15:17:44)
SITMEFZ,24004,11,0, K , 	(04-APR-2025 15:17:44)
SITMEFZ,24008,12,0, K , 	(04-APR-2025 15:17:44)
SITMEFZ,24009,13,0, K , 	(04-APR-2025 15:17:44)
SITMEFZ,24013,14,0, K , 	(04-APR-2025 15:17:44)
SITMEFZ,25009,15,0, K , 	(04-APR-2025 15:17:44)
SITMEFZ,25015,16,0, K , 	(04-APR-2025 15:17:44)

TOTAL DATA EXTRACTED :,27,  	(04-APR-2025 15:17:44)
 
<<END>>,<<FMS_SECURITY_MST>>, 	(04-APR-2025 15:17:44)
 
<<START>>,<<LOG_FMS_SECURITY_MST>>, 	(04-APR-2025 15:17:44)
 
ABBR,MAN_CD,SEQ_NO,LOG_SEQ_NO,GX,SEQ_REV_NO,TIMESTAMP
HPCL,22009,1,1, K , 0 , 	(04-APR-2025 15:17:44)
AMNS,22012,1,1, K , 0 , 	(04-APR-2025 15:17:44)
AMNS,22017,2,2, K , 0 , 	(04-APR-2025 15:17:44)
SEMTPL,22018,1,1, K , 0 , 	(04-APR-2025 15:17:44)
SEMTPL,22019,2,2, K , 0 , 	(04-APR-2025 15:17:44)
SELNG,21023,1,1, K , 0 , 	(04-APR-2025 15:17:44)
SELNG,22002,2,2, K , 0 , 	(04-APR-2025 15:17:44)
SELNG,22014,3,3, K , 0 , 	(04-APR-2025 15:17:44)
SITME,21010,1,1, K , 0 , 	(04-APR-2025 15:17:44)
AMNS-T,21024,1,1, K , 0 , 	(04-APR-2025 15:17:44)
AMNS-T,21025,2,2, K , 0 , 	(04-APR-2025 15:17:44)
SITMEFZ,23007,1,1, K , 0 , 	(04-APR-2025 15:17:45)
SITMEFZ,23010,2,2, K , 0 , 	(04-APR-2025 15:17:45)
SITMEFZ,23011,3,3, K , 0 , 	(04-APR-2025 15:17:45)
SITMEFZ,23014,4,4, K , 0 , 	(04-APR-2025 15:17:45)
SITMEFZ,23022,5,5, K , 0 , 	(04-APR-2025 15:17:45)
SITMEFZ,23023,6,6, K , 0 , 	(04-APR-2025 15:17:45)
SITMEFZ,23026,7,7, K , 0 , 	(04-APR-2025 15:17:45)
SITMEFZ,23033,8,8, K , 0 , 	(04-APR-2025 15:17:45)
SITMEFZ,23040,9,9, K , 0 , 	(04-APR-2025 15:17:45)
SITMEFZ,24002,10,10, K , 0 , 	(04-APR-2025 15:17:45)
SITMEFZ,24004,11,11, K , 0 , 	(04-APR-2025 15:17:45)
SITMEFZ,24008,12,12, K , 0 , 	(04-APR-2025 15:17:45)
SITMEFZ,24009,13,13, K , 0 , 	(04-APR-2025 15:17:45)
SITMEFZ,24013,14,14, K , 0 , 	(04-APR-2025 15:17:45)
SITMEFZ,25009,15,15, K , 0 , 	(04-APR-2025 15:17:45)
SITMEFZ,25015,16,16, K , 0 , 	(04-APR-2025 15:17:45)

TOTAL DATA EXTRACTED :,27,  	(04-APR-2025 15:17:45)
 
<<END>>,<<LOG_FMS_SECURITY_MST>>, 	(04-APR-2025 15:17:45)
 
<<START>>,<<FMS_CONT_PRICE_DTL>>,, 	(04-APR-2025 15:17:45)
 
CARGO_REF_CD,CONT_TYPE,SEQ_NO,TIMESTAMP
22019, N ,1, 	(04-APR-2025 15:17:46)
22022, N ,1, 	(04-APR-2025 15:17:46)
22028, N ,1, 	(04-APR-2025 15:17:46)
22029, N ,1, 	(04-APR-2025 15:17:46)
22030, N ,1, 	(04-APR-2025 15:17:46)
20025, N ,1, 	(04-APR-2025 15:17:46)
20026, N ,1, 	(04-APR-2025 15:17:46)
20027, N ,1, 	(04-APR-2025 15:17:46)
21008, N ,1, 	(04-APR-2025 15:17:46)
21009, N ,1, 	(04-APR-2025 15:17:46)
21047, N ,1, 	(04-APR-2025 15:17:46)
21048, N ,1, 	(04-APR-2025 15:17:46)
21049, N ,1, 	(04-APR-2025 15:17:46)
21050, N ,1, 	(04-APR-2025 15:17:46)
21053, N ,1, 	(04-APR-2025 15:17:46)
24002, N ,1, 	(04-APR-2025 15:17:47)
24003, N ,1, 	(04-APR-2025 15:17:47)
24010, N ,1, 	(04-APR-2025 15:17:47)
24011, N ,1, 	(04-APR-2025 15:17:47)
24015, N ,1, 	(04-APR-2025 15:17:47)
25001, N ,1, 	(04-APR-2025 15:17:47)
25003, N ,1, 	(04-APR-2025 15:17:47)

TOTAL DATA EXTRACTED :,22,,  	(04-APR-2025 15:17:47)
 
<<END>>,<<FMS_CONT_PRICE_DTL>>,, 	(04-APR-2025 15:17:47)
 
<<START>>,<<FMS_CONT_PRICE_MIN_DTL>>,,, 	(04-APR-2025 15:17:47)
 
CARGO_REF_CD,CONT_TYPE,SEQ_NO,CURVE_NM,TIMESTAMP

TOTAL DATA EXTRACTED :,0,,,  	(04-APR-2025 15:17:48)
 
<<END>>,<<FMS_CONT_PRICE_MIN_DTL>>,,, 	(04-APR-2025 15:17:48)
 
<<START>>,<<FMS_CARGO_SVC_CONT_MST>>, 	(04-APR-2025 15:17:48)
 
CD,ENTITY_TYPE,CONT_NO,CONT_TYPE,TIMESTAMP
2, S ,325001, Y , 	(04-APR-2025 15:17:48)
2, S ,325002, Y , 	(04-APR-2025 15:17:48)
2, S ,325003, Y , 	(04-APR-2025 15:17:48)
2, H ,125001, H , 	(04-APR-2025 15:17:48)
2, H ,125002, H , 	(04-APR-2025 15:17:48)
2, H ,125003, H , 	(04-APR-2025 15:17:48)
2, H ,125004, H , 	(04-APR-2025 15:17:48)

TOTAL DATA EXTRACTED :,7,  	(04-APR-2025 15:17:48)
 
