
<<START>>,<<FMS_PUR_SG_INV_MST>>,,, 	(08-SEP-2025 14:41:31)
6013,91055736,23/01/2007 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6013,90243314,31/01/2007 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6013,1581/07-08,25/01/2007 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6013,1619/07-08,02/02/2007 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6009,91053584,07/11/2006 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6009,91053584,07/11/2006 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6009,90234968,21/11/2006 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6009,1144/06-07,13/11/2006 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6009,1275/06-07,13/11/2006 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6008,91053053,18/10/2006 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6008,91053053,18/10/2006 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6008,90233174,01/11/2005 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6008,1026/06-07,19/10/2006 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
7002,91056202,08/02/2007 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
7002,91056202,08/02/2007 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
7002,90245428,22/02/2007 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
7002,1675/07-08,13/02/2007 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
7002,1704/06-07,19/02/2007 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6007,91052779,05/10/2006 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6007,91052779,05/10/2006 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6007,90230898,16/10/2006 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6007,0938/06-08,10/10/2006 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
7003,91056543,22/02/2007 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
7003,91056543,22/02/2007 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
7003,90246927,05/03/2007 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
7003,1761/07-08,27/02/2007 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
7003,1833/07-08,05/03/2007 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6006,91051933,07/09/2006 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6006,91051933,07/09/2006 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6006,90228111,20/09/2006 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6006,0750/06-07,12/09/2006 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6006,845/06-07,22/09/2006 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6004,91050192,29/06/2006 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6004,91050192,29/06/2006 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6004,NA,10/07/2006 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6004,0603/06-07,30/06/2006 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
7005,91057170,14/03/2007 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
7005,91057170,14/03/2007 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
7005,90249494,28/03/2007 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
7005,1959/06-07,21/03/2007 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
7005,1995/06-07,29/03/2007 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6010,91053923,21/11/2006 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6010,91053923,21/11/2006 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6010,90236609,04/12/2006 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6010,1245/06-07,28/11/2006 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6010,1286/06-07,01/12/2006 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6005,91051746,30/08/2006 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6005,91051746,30/08/2006 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6005,90227235,30/08/2006 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6005,717/06-07,01/09/2006 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6002,90212764,24/04/2006 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6002,90212764,24/04/2006 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6002,NA,15/05/2006 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
6002,272/06-07,28/04/2006 00:00:00,null,2006-2007,N, 	(08-SEP-2025 14:41:34)
7008,91058478,27/04/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7008,91058478,27/04/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7008,90254145,08/05/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7008,0159/07-08,02/05/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7008,0190/07-08,08/05/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7025,91064690/P,27/11/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7025,91064690/P,27/11/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7025,90278425/P,06/12/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7025,1040/07-08,30/11/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7025,1063/07-08,05/12/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8004,91067732/P,25/02/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8004,91067732/P,25/02/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8004,90288938/P,04/03/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8004,1540/07-08,28/02/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8004,1570/07-08,05/02/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8005,91067754/P,26/02/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8005,91067754/P,26/02/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8005,90289749/P,07/03/2009 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8005,1539/07-08,28/02/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7009,91058640,02/05/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7009,91058640,02/05/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7009,90254468,09/05/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7009,0171/07-08,05/05/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7009,191/07-08,09/05/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7018,91062061/P,03/09/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7018,91062061/P,03/09/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7018,90268713/P,12/09/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7018,0572/07-08,07/09/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7021,91063150/P,04/10/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7021,91063150/P,04/10/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7021,90272585/P,12/10/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7021,0752/07-08,09/10/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7028,91066146/P,04/01/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7028,91066146/P,04/01/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7028,90283058/P,11/01/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7028,1244/07-08,09/01/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7015,91061238/P,01/08/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7015,91061238/P,01/08/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7015,90265873/P,15/08/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7015,0485/07-08,10/08/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7015,0515/07-08,16/08/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8002,91067055/P,04/02/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8002,91067055/P,04/02/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8002,90287113/P,14/02/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8002,1417/07-08,08/02/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8002,1444/07-08,14/02/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8009,91068691/P,02/04/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8009,91068691/P,02/04/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8009,90294057/P,11/04/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7016,91061463/P,07/08/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7016,91061463/P,07/08/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7016,90266208/P,21/08/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7016,0507/07-08,14/08/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7016,0519/07-08,17/08/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7029,91066270/P,09/01/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7029,91066270/P,09/01/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7029,90283673/P,17/01/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8006,91068109/P,06/03/2009 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8006,91068109/P,06/03/2009 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8006,90290747/P,18/03/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8006,1595/07-08,13/03/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8006,1634/07-08,19/03/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7026,91065177/P,07/12/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7026,91065177/P,07/12/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7026,90287754/P,21/02/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7026,1107/07-08,17/12/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7026,1227/07-08,17/12/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7013,91060029/P,18/06/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7013,91060029/P,18/06/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7013,90260436/P,02/07/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8010,91068905/P,08/04/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8010,91068905/P,08/04/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8010,90295134/P,23/04/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8010,0104/08-09,21/04/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8010,0166/08-09,29/04/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7010,91059135,22/05/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7010,91059135,22/05/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7010,90256890,31/05/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7010,286/07-08,22/05/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7027,91065379/P,13/12/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7027,91065379/P,13/12/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7027,90289851/P,10/03/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7027,1142/07-08,20/12/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7027,1228/07-08,02/01/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8003,91067566/P,19/12/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8003,91067566/P,19/12/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8003,90288140/P,26/02/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8003,1496/07-08,22/02/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8003,1541/07-08,27/02/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7011,91059140,22/05/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7011,91059140,22/05/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7011,90256906,30/05/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7011,0293/07-08,28/05/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7017,91061763/P,21/08/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7017,91061763/P,21/08/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7017,90267060/P,30/08/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7017,0537/07-08,24/08/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8008,91068402/P,25/03/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8008,91068402/P,25/03/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8008,90292148/P,31/03/2009 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8008,1674/07-08,27/03/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8008,07/08-09,03/04/2008 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7014,91060301/P,28/06/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7014,91060301/P,28/06/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7014,90261357/P,05/07/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
7014,0401/07-08,02/07/2007 00:00:00,null,2007-2008,N, 	(08-SEP-2025 14:41:34)
8011,91069235/P,23/04/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:34)
8011,91069235/P,23/04/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:34)
8011,90296224/P,01/05/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:34)
8011,0153/08-09,25/04/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:34)
8027,91073216/P,22/09/2009 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:34)
8027,91073216/P,22/09/2009 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:34)
8027,90314673/P,03/10/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:34)
8027,0839/08-09,26/09/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:34)
8020,91071560/P,28/07/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:34)
8020,91071560/P,28/07/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:34)
8020,90308361/P,11/08/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:34)
8020,0634/08-09,07/08/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:34)
8020,653/08-09,14/08/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:34)
8012,91069100/P,05/05/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:34)
8012,91069100/P,05/05/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:34)
8012,90297314/P,12/05/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:34)
8012,0221/08-09,07/05/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:34)
8012,0280/08-09,12/05/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:34)
8024,91072754/P,03/09/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:34)
8024,91072754/P,03/09/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:34)
8024,90312060/P,11/09/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:34)
8024,0718/08-09,10/09/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:34)
8018,91071215/P,10/07/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:34)
8018,91071215/P,10/07/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:35)
8018,90306117/P,23/07/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:35)
8018,0573/08-09,21/07/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:35)
8018,0583/08-09,25/07/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:35)
8022,91072123/P,13/08/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:35)
8022,91072123/P,13/08/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:35)
8022,90309840/P,26/08/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:35)
8022,0664/08-09,21/08/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:35)
8022,0680/08-09,28/08/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:35)
8016,91069907/P,22/05/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:35)
8016,91069907/P,22/05/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:35)
8016,90300000/P,03/06/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:35)
8016,0382/08-09,27/05/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:35)
8023,91072274/P,20/08/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:35)
8023,91072274/P,20/08/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:35)
8023,90310829/P,02/09/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:35)
8023,0681/08-09,30/08/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:35)
21063,NA,09/11/2021 00:00:00,null,2021-2022,N, 	(08-SEP-2025 14:41:35)
21063,NA,09/11/2021 00:00:00,null,2021-2022,N, 	(08-SEP-2025 14:41:35)
21063,960131,17/11/2021 00:00:00,null,2021-2022,N, 	(08-SEP-2025 14:41:35)
21063,null,12/11/2021 00:00:00,Rounding off,2021-2022,N, 	(08-SEP-2025 14:41:35)
21058,NA,11/08/2021 00:00:00,null,2021-2022,N, 	(08-SEP-2025 14:41:35)
21058,NA,11/08/2021 00:00:00,null,2021-2022,N, 	(08-SEP-2025 14:41:35)
21058,955788,18/08/2021 00:00:00,null,2021-2022,N, 	(08-SEP-2025 14:41:35)
21058,null,13/08/2021 00:00:00,Rounded off,2021-2022,N, 	(08-SEP-2025 14:41:35)
21054,NA,27/07/2021 00:00:00,null,2021-2022,N, 	(08-SEP-2025 14:41:35)
21054,NA,27/07/2021 00:00:00,null,2021-2022,N, 	(08-SEP-2025 14:41:35)
21054,954817,29/07/2021 00:00:00,null,2021-2022,N, 	(08-SEP-2025 14:41:35)
21054,null,26/07/2021 00:00:00,Rounded off,2021-2022,N, 	(08-SEP-2025 14:41:35)
21056,NA,11/08/2021 00:00:00,null,2021-2022,N, 	(08-SEP-2025 14:41:35)
21056,NA,11/08/2021 00:00:00,null,2021-2022,N, 	(08-SEP-2025 14:41:35)
21056,955787,18/08/2021 00:00:00,null,2021-2022,N, 	(08-SEP-2025 14:41:35)
21056,null,13/08/2021 00:00:00,Rounded off,2021-2022,N, 	(08-SEP-2025 14:41:35)
21057,NA,22/07/2021 00:00:00,null,2021-2022,N, 	(08-SEP-2025 14:41:35)
21057,NA,22/07/2021 00:00:00,null,2021-2022,N, 	(08-SEP-2025 14:41:35)
21057,954816,29/07/2021 00:00:00,null,2021-2022,N, 	(08-SEP-2025 14:41:35)
21057,null,26/07/2021 00:00:00,Rounded off,2021-2022,N, 	(08-SEP-2025 14:41:35)
22013,NA,14/04/2022 00:00:00,null,2022-2023,N, 	(08-SEP-2025 14:41:35)
22013,NA,14/04/2022 00:00:00,null,2022-2023,N, 	(08-SEP-2025 14:41:35)
22013,967609,21/04/2022 00:00:00,null,2022-2023,N, 	(08-SEP-2025 14:41:35)
22013,null,16/04/2022 00:00:00,Rounding off,2022-2023,N, 	(08-SEP-2025 14:41:35)
22024,NA,26/10/2022 00:00:00,null,2022-2023,N, 	(08-SEP-2025 14:41:35)
22024,NA,26/10/2022 00:00:00,null,2022-2023,N, 	(08-SEP-2025 14:41:35)
22024,NA,26/10/2022 00:00:00,null,2022-2023,N, 	(08-SEP-2025 14:41:35)
22024,null,27/10/2022 00:00:00,Rounding off,2022-2023,N, 	(08-SEP-2025 14:41:35)
9001,91078049/P,26/02/2009 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:35)
9001,91078049/P,26/02/2009 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:35)
9001,90333112/P,06/03/2009 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:35)
9001,1596/09-10,03/03/2009 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:35)
8030,91076261/P,31/12/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:35)
8030,91076261/P,31/12/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:35)
9006,91079394/P,06/04/2009 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:35)
9006,91079394/P,06/04/2009 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:35)
9006,90337953/P,20/04/2009 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:35)
9006,0073/09-10,13/04/2009 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:35)
9002,91078498/P,11/03/2009 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:35)
9002,91078498/P,11/03/2009 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:35)
9002,90334239/P,17/03/2009 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:35)
9002,1661/09-10,13/03/2009 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:35)
8029,91074225/P,23/10/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:35)
8029,91074225/P,23/10/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:35)
8029,90318124/P,03/11/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:35)
8029,0995/09-10,24/10/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:35)
8029,1050/08-09,05/11/2008 00:00:00,null,2008-2009,N, 	(08-SEP-2025 14:41:35)
9026,91086117/P,01/12/2009 00:00:00,null,2009-2010,N, 	(08-SEP-2025 14:41:35)
9026,91086117/P,01/12/2009 00:00:00,null,2009-2010,N, 	(08-SEP-2025 14:41:35)
9026,90361737/P,07/12/2009 00:00:00,null,2009-2010,N, 	(08-SEP-2025 14:41:35)
9026,1466/09-10,02/12/2009 00:00:00,null,2009-2010,N, 	(08-SEP-2025 14:41:35)
9026,1508/09-10,09/12/2009 00:00:00,null,2009-2010,N, 	(08-SEP-2025 14:41:35)
9024,91085226/P,27/10/2009 00:00:00,null,2009-2010,N, 	(08-SEP-2025 14:41:35)
9024,91085226/P,27/10/2009 00:00:00,null,2009-2010,N, 	(08-SEP-2025 14:41:35)
9024,90359075/P,09/11/2009 00:00:00,null,2009-2010,N, 	(08-SEP-2025 14:41:35)
9024,1276/09-10,04/11/2009 00:00:00,null,2009-2010,N, 	(08-SEP-2025 14:41:35)
9015,91082677/P,03/08/2009 00:00:00,null,2009-2010,N, 	(08-SEP-2025 14:41:35)
9015,91082677/P,03/08/2009 00:00:00,null,2009-2010,N, 	(08-SEP-2025 14:41:35)
9015,90349926/P,11/08/2009 00:00:00,null,2009-2010,N, 	(08-SEP-2025 14:41:35)
9015,693/09-10,04/08/2009 00:00:00,null,2009-2010,N, 	(08-SEP-2025 14:41:35)
9015,725/09-10,12/08/2009 00:00:00,null,2009-2010,N, 	(08-SEP-2025 14:41:35)
9025,91085427/P,03/11/2009 00:00:00,null,2009-2010,N, 	(08-SEP-2025 14:41:35)
9025,91085427/P,03/11/2009 00:00:00,null,2009-2010,N, 	(08-SEP-2025 14:41:35)
9025,90359082/P,09/11/2009 00:00:00,null,2009-2010,N, 	(08-SEP-2025 14:41:35)
9025,1288/09-10,05/11/2009 00:00:00,null,2009-2010,N, 	(08-SEP-2025 14:41:35)
9022,91084691/P,05/10/2009 00:00:00,null,2009-2010,N, 	(08-SEP-2025 14:41:35)
9022,91084691/P,05/10/2009 00:00:00,null,2009-2010,N, 	(08-SEP-2025 14:41:35)
9022,90356788/P,20/10/2009 00:00:00,null,2009-2010,N, 	(08-SEP-2025 14:41:35)
9022,1090/09-10,07/10/2009 00:00:00,null,2009-2010,N, 	(08-SEP-2025 14:41:35)
9022,1151/09-10,16/10/2009 00:00:00,null,2009-2010,N, 	(08-SEP-2025 14:41:35)
9013,91082060/P,09/07/2009 00:00:00,null,2009-2010,N, 	(08-SEP-2025 14:41:35)
9013,91082060/P,09/07/2009 00:00:00,null,2009-2010,N, 	(08-SEP-2025 14:41:35)
9013,90347372/P,15/07/2009 00:00:00,null,2009-2010,N, 	(08-SEP-2025 14:41:35)
9013,617/09-10,10/07/2009 00:00:00,null,2009-2010,N, 	(08-SEP-2025 14:41:35)
9013,640/09-10,16/07/2009 00:00:00,null,2009-2010,N, 	(08-SEP-2025 14:41:35)
