

<<START>>,<<FMS_SUPPLY_CONT_MST>>,,, 	(04-JUN-2025 15:53:08)
45,1,0,7,2,S,PipeInfra,3, 	(04-JUN-2025 15:53:15)
45,1,0,6,1,S,PipeInfra,5, 	(04-JUN-2025 15:53:15)
45,1,0,10,1,S,Gail,4, 	(04-JUN-2025 15:53:15)
45,1,0,9,3,S,PipeInfra,4, 	(04-JUN-2025 15:53:15)
45,1,0,7,0,S,PipeInfra,4, 	(04-JUN-2025 15:53:15)
45,1,0,10,3,S,PipeInfra,5, 	(04-JUN-2025 15:53:15)
45,1,0,10,0,S,Gail,4, 	(04-JUN-2025 15:53:15)
45,1,0,6,2,S,PipeInfra,5, 	(04-JUN-2025 15:53:15)
45,1,0,7,1,S,PipeInfra,5, 	(04-JUN-2025 15:53:15)
45,1,0,6,1,S,PipeInfra,4, 	(04-JUN-2025 15:53:15)
45,1,0,7,1,S,PipeInfra,3, 	(04-JUN-2025 15:53:15)
45,1,0,6,3,S,PipeInfra,4, 	(04-JUN-2025 15:53:15)
45,1,0,6,0,S,PipeInfra,5, 	(04-JUN-2025 15:53:15)
45,1,0,6,2,S,PipeInfra,4, 	(04-JUN-2025 15:53:15)
45,1,0,9,1,S,PipeInfra,4, 	(04-JUN-2025 15:53:15)
45,1,0,10,2,S,PipeInfra,5, 	(04-JUN-2025 15:53:15)
45,1,0,9,2,S,PipeInfra,4, 	(04-JUN-2025 15:53:15)
45,1,0,6,3,S,PipeInfra,5, 	(04-JUN-2025 15:53:15)
45,1,0,6,0,S,PipeInfra,4, 	(04-JUN-2025 15:53:15)
45,1,0,7,2,S,PipeInfra,5, 	(04-JUN-2025 15:53:15)
45,1,0,9,0,S,PipeInfra,4, 	(04-JUN-2025 15:53:15)
47,6,0,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
47,7,0,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
54,1,0,3,4,S,Gail,4, 	(04-JUN-2025 15:53:15)
54,1,0,5,0,S,Gail,4, 	(04-JUN-2025 15:53:15)
54,1,0,3,2,S,Gail,4, 	(04-JUN-2025 15:53:15)
54,1,0,3,3,S,Gail,4, 	(04-JUN-2025 15:53:15)
54,1,0,3,1,S,Gail,4, 	(04-JUN-2025 15:53:15)
54,1,0,4,0,S,Gail,4, 	(04-JUN-2025 15:53:15)
54,1,0,3,0,S,Gail,4, 	(04-JUN-2025 15:53:15)
56,0,56,2,1,L,Gail,1, 	(04-JUN-2025 15:53:15)
56,0,56,2,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
56,0,56,5,1,L,Gail,1, 	(04-JUN-2025 15:53:15)
56,0,56,5,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
56,0,56,3,1,L,Gail,1, 	(04-JUN-2025 15:53:15)
56,0,56,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
56,0,56,4,1,L,Gail,1, 	(04-JUN-2025 15:53:15)
56,0,56,7,1,L,Gail,1, 	(04-JUN-2025 15:53:15)
56,0,56,4,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
56,0,56,3,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
56,0,56,7,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
56,0,56,1,1,L,Gail,1, 	(04-JUN-2025 15:53:15)
56,0,56,6,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
56,0,56,6,1,L,Gail,1, 	(04-JUN-2025 15:53:15)
57,1,0,4,0,S,Gail,4, 	(04-JUN-2025 15:53:15)
58,1,0,6,0,S,Gail,1, 	(04-JUN-2025 15:53:15)
58,1,0,6,0,S,Gail,3, 	(04-JUN-2025 15:53:15)
58,1,0,5,0,S,Gail,3, 	(04-JUN-2025 15:53:15)
68,1,0,1,0,S,Gail,4, 	(04-JUN-2025 15:53:15)
68,1,0,1,1,S,Gail,4, 	(04-JUN-2025 15:53:15)
70,1,0,8,0,S,Gail,1, 	(04-JUN-2025 15:53:15)
70,1,0,8,0,S,Gail,7, 	(04-JUN-2025 15:53:15)
70,1,0,7,0,S,Gail,6, 	(04-JUN-2025 15:53:15)
70,1,0,8,0,S,Gail,8, 	(04-JUN-2025 15:53:15)
70,1,0,8,0,S,Gail,3, 	(04-JUN-2025 15:53:15)
70,1,0,4,0,S,GSPL,2, 	(04-JUN-2025 15:53:15)
70,1,0,6,0,S,GSPL,2, 	(04-JUN-2025 15:53:15)
70,1,0,4,0,S,GSPL,1, 	(04-JUN-2025 15:53:15)
70,1,0,7,0,S,Gail,3, 	(04-JUN-2025 15:53:15)
70,1,0,8,0,S,Gail,6, 	(04-JUN-2025 15:53:15)
70,1,0,7,0,S,GSPL,2, 	(04-JUN-2025 15:53:15)
70,1,0,5,0,S,GSPL,2, 	(04-JUN-2025 15:53:15)
70,1,0,4,0,S,Gail,3, 	(04-JUN-2025 15:53:15)
70,1,0,5,0,S,GSPL,1, 	(04-JUN-2025 15:53:15)
70,1,0,7,0,S,Gail,8, 	(04-JUN-2025 15:53:15)
72,16,0,1,0,L,Gail,4, 	(04-JUN-2025 15:53:15)
72,25,0,1,0,L,Gail,3, 	(04-JUN-2025 15:53:15)
72,24,0,1,0,L,Gail,4, 	(04-JUN-2025 15:53:15)
72,23,0,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
72,17,0,1,0,L,Gail,4, 	(04-JUN-2025 15:53:15)
72,27,0,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
72,25,0,1,0,L,PipeInfra,1, 	(04-JUN-2025 15:53:15)
72,18,0,1,0,L,Gail,4, 	(04-JUN-2025 15:53:15)
72,21,0,1,0,L,Gail,4, 	(04-JUN-2025 15:53:15)
72,16,0,1,1,L,Gail,4, 	(04-JUN-2025 15:53:15)
72,22,0,1,0,L,Gail,4, 	(04-JUN-2025 15:53:15)
72,26,0,1,0,L,Gail,4, 	(04-JUN-2025 15:53:15)
72,20,0,1,0,L,Gail,4, 	(04-JUN-2025 15:53:15)
78,2,0,1,0,L,Gail,4, 	(04-JUN-2025 15:53:15)
78,6,0,1,1,L,Gail,1, 	(04-JUN-2025 15:53:15)
78,5,0,1,1,L,Gail,1, 	(04-JUN-2025 15:53:15)
78,6,0,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
78,7,0,1,1,L,Gail,4, 	(04-JUN-2025 15:53:15)
78,7,0,1,0,L,Gail,4, 	(04-JUN-2025 15:53:15)
78,5,0,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
110,1,0,3,1,S,Gail,3, 	(04-JUN-2025 15:53:15)
110,1,0,3,0,S,Gail,1, 	(04-JUN-2025 15:53:15)
110,1,0,3,0,S,Gail,3, 	(04-JUN-2025 15:53:15)
110,1,0,1,2,S,Gail,3, 	(04-JUN-2025 15:53:15)
110,1,0,3,1,S,Gail,1, 	(04-JUN-2025 15:53:15)
110,1,0,1,1,S,Gail,3, 	(04-JUN-2025 15:53:15)
110,1,0,1,0,S,Gail,3, 	(04-JUN-2025 15:53:15)
110,1,0,3,2,S,Gail,1, 	(04-JUN-2025 15:53:15)
110,1,0,3,2,S,Gail,3, 	(04-JUN-2025 15:53:15)
110,0,84,2,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
111,1,0,1,3,S,Gail,3, 	(04-JUN-2025 15:53:15)
111,1,0,5,2,S,Gail,3, 	(04-JUN-2025 15:53:15)
111,1,0,1,1,S,Gail,3, 	(04-JUN-2025 15:53:15)
111,1,0,5,2,S,Gail,1, 	(04-JUN-2025 15:53:15)
111,1,0,4,0,S,Gail,1, 	(04-JUN-2025 15:53:15)
111,1,0,5,1,S,Gail,3, 	(04-JUN-2025 15:53:15)
111,1,0,5,0,S,Gail,1, 	(04-JUN-2025 15:53:15)
111,1,0,3,0,S,Gail,3, 	(04-JUN-2025 15:53:15)
111,1,0,1,2,S,Gail,3, 	(04-JUN-2025 15:53:15)
111,1,0,5,0,S,Gail,3, 	(04-JUN-2025 15:53:15)
111,1,0,5,1,S,Gail,1, 	(04-JUN-2025 15:53:15)
111,1,0,2,0,S,Gail,3, 	(04-JUN-2025 15:53:15)
111,0,85,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
112,1,0,3,0,S,Gail,3, 	(04-JUN-2025 15:53:15)
112,1,0,1,6,S,Gail,3, 	(04-JUN-2025 15:53:15)
112,1,0,1,4,S,Gail,3, 	(04-JUN-2025 15:53:15)
112,1,0,3,0,S,Gail,1, 	(04-JUN-2025 15:53:15)
112,1,0,1,5,S,Gail,3, 	(04-JUN-2025 15:53:15)
112,1,0,1,2,S,Gail,3, 	(04-JUN-2025 15:53:15)
112,1,0,1,3,S,Gail,3, 	(04-JUN-2025 15:53:15)
115,1,0,6,0,S,Gail,1, 	(04-JUN-2025 15:53:15)
115,1,0,7,0,S,Gail,1, 	(04-JUN-2025 15:53:15)
115,1,0,8,0,S,Gail,4, 	(04-JUN-2025 15:53:15)
115,1,0,6,2,S,Gail,1, 	(04-JUN-2025 15:53:15)
115,1,0,7,0,S,Gail,4, 	(04-JUN-2025 15:53:15)
115,1,0,7,1,S,Gail,1, 	(04-JUN-2025 15:53:15)
115,1,0,6,1,S,Gail,1, 	(04-JUN-2025 15:53:15)
115,1,0,7,2,S,Gail,4, 	(04-JUN-2025 15:53:15)
115,1,0,7,2,S,Gail,1, 	(04-JUN-2025 15:53:15)
115,1,0,7,1,S,Gail,4, 	(04-JUN-2025 15:53:15)
115,1,0,9,0,S,Gail,4, 	(04-JUN-2025 15:53:15)
116,1,0,3,0,S,Gail,1, 	(04-JUN-2025 15:53:15)
116,1,0,3,0,S,Gail,3, 	(04-JUN-2025 15:53:15)
116,1,0,3,0,S,Gail,4, 	(04-JUN-2025 15:53:15)
116,4,0,1,0,L,Gail,6, 	(04-JUN-2025 15:53:15)
116,3,0,1,1,L,Gail,1, 	(04-JUN-2025 15:53:15)
116,3,0,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
116,2,0,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
116,1,0,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
116,4,0,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
116,4,0,1,1,L,Gail,6, 	(04-JUN-2025 15:53:15)
116,4,0,1,1,L,Gail,1, 	(04-JUN-2025 15:53:15)
119,1,0,2,0,S,Gail,1, 	(04-JUN-2025 15:53:15)
119,1,0,3,0,S,Gail,4, 	(04-JUN-2025 15:53:15)
119,1,0,2,1,S,Gail,1, 	(04-JUN-2025 15:53:15)
127,0,99,2,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
127,0,99,5,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
127,0,99,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
127,0,99,3,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
127,0,99,4,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
127,0,99,6,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
128,1,0,2,0,S,Gail,3, 	(04-JUN-2025 15:53:15)
128,1,0,3,0,S,Gail,3, 	(04-JUN-2025 15:53:15)
128,1,0,3,0,S,Gail,1, 	(04-JUN-2025 15:53:15)
128,1,0,2,0,S,Gail,1, 	(04-JUN-2025 15:53:15)
130,1,0,4,0,S,Gail,4, 	(04-JUN-2025 15:53:15)
130,1,0,4,1,S,Gail,4, 	(04-JUN-2025 15:53:15)
130,1,0,7,0,S,Gail,4, 	(04-JUN-2025 15:53:15)
130,1,0,5,1,S,Gail,4, 	(04-JUN-2025 15:53:15)
130,1,0,6,0,S,Gail,4, 	(04-JUN-2025 15:53:15)
130,1,0,6,1,S,Gail,4, 	(04-JUN-2025 15:53:15)
130,1,0,2,1,S,Gail,4, 	(04-JUN-2025 15:53:15)
130,1,0,3,0,S,Gail,4, 	(04-JUN-2025 15:53:15)
130,1,0,5,0,S,Gail,4, 	(04-JUN-2025 15:53:15)
130,1,0,7,1,S,Gail,4, 	(04-JUN-2025 15:53:15)
130,1,0,4,2,S,Gail,4, 	(04-JUN-2025 15:53:15)
130,1,0,2,2,S,Gail,4, 	(04-JUN-2025 15:53:15)
130,1,0,2,0,S,Gail,4, 	(04-JUN-2025 15:53:15)
131,1,0,1,0,S,Gail,3, 	(04-JUN-2025 15:53:15)
131,1,0,1,0,S,Gail,1, 	(04-JUN-2025 15:53:15)
132,5,0,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
132,5,0,1,1,L,Gail,1, 	(04-JUN-2025 15:53:15)
134,1,0,3,0,S,GSPL,2, 	(04-JUN-2025 15:53:15)
135,3,0,1,0,L,GSINLIM,1, 	(04-JUN-2025 15:53:15)
135,3,0,1,0,L,PipeInfra,1, 	(04-JUN-2025 15:53:15)
136,0,111,5,2,L,Gail,1, 	(04-JUN-2025 15:53:15)
136,0,111,4,2,L,Gail,1, 	(04-JUN-2025 15:53:15)
136,0,111,4,3,L,Gail,1, 	(04-JUN-2025 15:53:15)
136,0,111,4,3,L,GSPL,1, 	(04-JUN-2025 15:53:15)
136,0,111,5,2,L,GSPL,1, 	(04-JUN-2025 15:53:15)
136,0,111,5,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
136,0,111,4,1,L,Gail,1, 	(04-JUN-2025 15:53:15)
136,0,111,5,1,L,Gail,1, 	(04-JUN-2025 15:53:15)
136,0,111,4,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
138,0,125,1,0,L,GSPL,1, 	(04-JUN-2025 15:53:15)
138,0,125,2,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
138,0,125,2,0,L,GSPL,1, 	(04-JUN-2025 15:53:15)
140,4,0,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
140,2,0,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
140,1,0,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
140,3,0,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
143,1,0,1,0,S,Gail,4, 	(04-JUN-2025 15:53:15)
143,1,0,2,0,S,Gail,4, 	(04-JUN-2025 15:53:15)
143,1,0,1,1,S,Gail,4, 	(04-JUN-2025 15:53:15)
143,1,0,4,0,S,Gail,4, 	(04-JUN-2025 15:53:15)
143,1,0,3,0,S,Gail,4, 	(04-JUN-2025 15:53:15)
143,1,0,4,1,S,Gail,4, 	(04-JUN-2025 15:53:15)
144,0,109,6,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
144,0,109,4,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
144,0,109,5,0,L,GSPL,4, 	(04-JUN-2025 15:53:15)
146,1,0,2,0,S,Gail,4, 	(04-JUN-2025 15:53:15)
146,1,0,2,0,S,PipeInfra,5, 	(04-JUN-2025 15:53:15)
146,1,0,1,0,S,Gail,4, 	(04-JUN-2025 15:53:15)
155,1,0,1,0,L,Gail,4, 	(04-JUN-2025 15:53:15)
160,3,0,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
160,2,0,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
160,1,0,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
184,1,0,1,0,S,Gail,4, 	(04-JUN-2025 15:53:15)
188,0,138,7,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
188,0,138,4,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
188,0,138,3,1,L,Gail,1, 	(04-JUN-2025 15:53:15)
188,0,138,6,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
188,0,138,4,1,L,Gail,1, 	(04-JUN-2025 15:53:15)
188,0,138,5,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
188,0,138,3,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
188,0,138,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
188,0,138,1,1,L,Gail,1, 	(04-JUN-2025 15:53:15)
188,0,138,2,1,L,Gail,1, 	(04-JUN-2025 15:53:15)
209,2,0,1,0,S,GSPL,2, 	(04-JUN-2025 15:53:15)
209,1,0,1,0,S,GSPL,1, 	(04-JUN-2025 15:53:15)
238,1,0,2,0,S,Gail,4, 	(04-JUN-2025 15:53:15)
238,1,0,1,0,S,Gail,1, 	(04-JUN-2025 15:53:15)
238,2,0,1,0,S,Gail,4, 	(04-JUN-2025 15:53:15)
238,1,0,1,0,S,Gail,4, 	(04-JUN-2025 15:53:15)
238,2,0,1,1,S,Gail,4, 	(04-JUN-2025 15:53:15)
238,0,114,1,0,L,Gail,4, 	(04-JUN-2025 15:53:15)
239,10,0,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
239,11,0,1,0,L,Gail,4, 	(04-JUN-2025 15:53:15)
239,14,0,1,1,L,Gail,4, 	(04-JUN-2025 15:53:15)
239,18,0,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
239,13,0,1,4,L,PipeInfra,4, 	(04-JUN-2025 15:53:15)
239,7,0,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
239,16,0,1,0,L,PipeInfra,4, 	(04-JUN-2025 15:53:15)
239,9,0,1,2,L,Gail,7, 	(04-JUN-2025 15:53:15)
239,9,0,1,2,L,Gail,4, 	(04-JUN-2025 15:53:15)
239,25,0,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
239,11,0,1,1,L,Gail,4, 	(04-JUN-2025 15:53:15)
239,21,0,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
239,18,0,1,0,L,Gail,3, 	(04-JUN-2025 15:53:15)
239,9,0,1,1,L,Gail,7, 	(04-JUN-2025 15:53:15)
239,8,0,1,1,L,Gail,1, 	(04-JUN-2025 15:53:15)
239,6,0,1,0,L,Gail,3, 	(04-JUN-2025 15:53:15)
239,7,0,1,2,L,Gail,1, 	(04-JUN-2025 15:53:15)
239,4,0,1,1,L,Gail,4, 	(04-JUN-2025 15:53:15)
239,1,0,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
239,3,0,1,1,L,Gail,1, 	(04-JUN-2025 15:53:15)
239,19,0,1,1,L,PipeInfra,4, 	(04-JUN-2025 15:53:15)
239,15,0,1,1,L,Gail,1, 	(04-JUN-2025 15:53:15)
239,19,0,1,0,L,PipeInfra,4, 	(04-JUN-2025 15:53:15)
239,14,0,1,2,L,Gail,4, 	(04-JUN-2025 15:53:15)
239,2,0,1,0,L,Gail,4, 	(04-JUN-2025 15:53:15)
239,6,0,1,1,L,Gail,4, 	(04-JUN-2025 15:53:15)
239,17,0,1,2,L,Gail,3, 	(04-JUN-2025 15:53:15)
239,3,0,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
239,28,0,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
239,27,0,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
239,25,0,1,0,L,Gail,3, 	(04-JUN-2025 15:53:15)
239,20,0,1,0,L,PipeInfra,4, 	(04-JUN-2025 15:53:15)
239,6,0,1,2,L,Gail,3, 	(04-JUN-2025 15:53:15)
239,8,0,1,2,L,Gail,1, 	(04-JUN-2025 15:53:15)
239,6,0,1,3,L,Gail,4, 	(04-JUN-2025 15:53:15)
239,12,0,1,2,L,Gail,1, 	(04-JUN-2025 15:53:15)
239,17,0,1,0,L,Gail,4, 	(04-JUN-2025 15:53:15)
239,23,0,1,0,L,PipeInfra,4, 	(04-JUN-2025 15:53:15)
239,17,0,1,1,L,Gail,3, 	(04-JUN-2025 15:53:15)
239,6,0,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
239,8,0,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
239,10,0,1,1,L,Gail,1, 	(04-JUN-2025 15:53:15)
239,27,0,1,0,L,PipeInfra,1, 	(04-JUN-2025 15:53:15)
239,13,0,1,3,L,PipeInfra,4, 	(04-JUN-2025 15:53:15)
239,7,0,1,1,L,Gail,1, 	(04-JUN-2025 15:53:15)
239,11,0,1,3,L,Gail,4, 	(04-JUN-2025 15:53:15)
239,13,0,1,1,L,PipeInfra,4, 	(04-JUN-2025 15:53:15)
239,26,0,1,0,L,PipeInfra,4, 	(04-JUN-2025 15:53:15)
239,27,0,1,0,L,Gail,4, 	(04-JUN-2025 15:53:15)
239,12,0,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
239,6,0,1,0,L,Gail,4, 	(04-JUN-2025 15:53:15)
239,9,0,1,1,L,Gail,4, 	(04-JUN-2025 15:53:15)
239,9,0,1,3,L,Gail,4, 	(04-JUN-2025 15:53:15)
239,13,0,1,0,L,PipeInfra,4, 	(04-JUN-2025 15:53:15)
239,14,0,1,0,L,PipeInfra,5, 	(04-JUN-2025 15:53:15)
239,6,0,1,1,L,Gail,3, 	(04-JUN-2025 15:53:15)
239,9,0,1,3,L,Gail,7, 	(04-JUN-2025 15:53:15)
239,8,0,1,3,L,Gail,1, 	(04-JUN-2025 15:53:15)
239,12,0,1,1,L,Gail,1, 	(04-JUN-2025 15:53:15)
239,24,0,1,0,L,PipeInfra,4, 	(04-JUN-2025 15:53:15)
239,12,0,1,3,L,Gail,1, 	(04-JUN-2025 15:53:15)
239,4,0,1,0,L,Gail,4, 	(04-JUN-2025 15:53:15)
239,15,0,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
239,21,0,1,0,L,Gail,3, 	(04-JUN-2025 15:53:15)
239,1,0,1,1,L,Gail,1, 	(04-JUN-2025 15:53:15)
239,13,0,1,2,L,PipeInfra,4, 	(04-JUN-2025 15:53:15)
239,25,0,1,0,L,PipeInfra,1, 	(04-JUN-2025 15:53:15)
239,22,0,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
239,9,0,1,0,L,Gail,4, 	(04-JUN-2025 15:53:15)
239,11,0,1,2,L,Gail,4, 	(04-JUN-2025 15:53:15)
239,13,0,1,5,L,PipeInfra,4, 	(04-JUN-2025 15:53:15)
239,6,0,1,2,L,Gail,4, 	(04-JUN-2025 15:53:15)
239,25,0,1,0,L,Gail,4, 	(04-JUN-2025 15:53:15)
239,29,0,1,0,L,PipeInfra,4, 	(04-JUN-2025 15:53:15)
241,1,0,3,0,S,Gail,3, 	(04-JUN-2025 15:53:15)
241,1,0,1,0,S,Gail,3, 	(04-JUN-2025 15:53:15)
241,1,0,2,0,S,Gail,1, 	(04-JUN-2025 15:53:15)
241,1,0,3,0,S,Gail,1, 	(04-JUN-2025 15:53:15)
245,1,0,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
245,1,0,1,0,L,Gail,4, 	(04-JUN-2025 15:53:15)
247,2,0,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
247,3,0,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
247,2,0,1,1,L,Gail,1, 	(04-JUN-2025 15:53:15)
247,1,0,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
251,0,144,3,0,L,Gail,4, 	(04-JUN-2025 15:53:15)
251,0,144,2,0,L,Gail,4, 	(04-JUN-2025 15:53:15)
251,0,144,2,1,L,Gail,4, 	(04-JUN-2025 15:53:15)
251,0,144,1,0,L,Gail,4, 	(04-JUN-2025 15:53:15)
255,0,119,4,0,L,Gail,4, 	(04-JUN-2025 15:53:15)
255,0,119,3,0,L,Gail,4, 	(04-JUN-2025 15:53:15)
255,0,119,2,0,L,Gail,4, 	(04-JUN-2025 15:53:15)
255,0,119,1,0,L,Gail,4, 	(04-JUN-2025 15:53:15)
265,0,127,7,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
265,0,127,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
265,0,127,4,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
265,0,127,9,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
265,0,127,2,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
265,0,127,3,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
265,0,127,8,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
265,0,127,6,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
265,0,127,5,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
269,1,0,6,0,S,PipeInfra,5, 	(04-JUN-2025 15:53:15)
269,1,0,1,0,S,Gail,4, 	(04-JUN-2025 15:53:15)
269,1,0,6,0,S,Gail,4, 	(04-JUN-2025 15:53:15)
269,1,0,9,0,S,Gail,1, 	(04-JUN-2025 15:53:15)
269,1,0,8,0,S,Gail,4, 	(04-JUN-2025 15:53:15)
269,1,0,3,0,S,PipeInfra,5, 	(04-JUN-2025 15:53:15)
269,1,0,3,0,S,Gail,4, 	(04-JUN-2025 15:53:15)
269,1,0,7,0,S,Gail,1, 	(04-JUN-2025 15:53:15)
273,0,139,1,1,L,Gail,1, 	(04-JUN-2025 15:53:15)
273,0,139,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
274,1,0,1,0,S,GSPL,2, 	(04-JUN-2025 15:53:15)
275,1,0,1,0,S,GSPL,2, 	(04-JUN-2025 15:53:15)
275,1,0,3,0,S,GSPL,2, 	(04-JUN-2025 15:53:15)
275,1,0,4,0,S,GSPL,2, 	(04-JUN-2025 15:53:15)
275,1,0,3,1,S,GSPL,2, 	(04-JUN-2025 15:53:15)
275,1,0,2,0,S,GSPL,2, 	(04-JUN-2025 15:53:15)
282,0,137,12,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
282,0,137,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
282,0,137,10,0,L,Gail,3, 	(04-JUN-2025 15:53:15)
282,0,137,8,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
282,0,137,9,0,L,Gail,3, 	(04-JUN-2025 15:53:15)
282,0,137,4,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
282,0,137,6,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
282,0,137,7,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
282,0,137,10,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
282,0,137,3,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
282,0,137,5,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
282,0,137,11,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
282,0,137,9,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
282,0,137,1,1,L,Gail,1, 	(04-JUN-2025 15:53:15)
282,0,137,2,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
284,0,140,2,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
284,0,140,1,0,L,Gail,1, 	(04-JUN-2025 15:53:15)
287,0,141,1,0,L,Gail,4, 	(04-JUN-2025 15:53:15)
290,0,146,1,0,L,PipeInfra,1, 	(04-JUN-2025 15:53:15)
291,1,0,2,0,S,PipeInfra,4, 	(04-JUN-2025 15:53:15)
291,1,0,1,1,S,PipeInfra,4, 	(04-JUN-2025 15:53:15)
291,1,0,1,0,S,PipeInfra,4, 	(04-JUN-2025 15:53:15)
296,0,150,1,4,L,PipeInfra,1, 	(04-JUN-2025 15:53:15)
296,0,150,1,7,L,PipeInfra,1, 	(04-JUN-2025 15:53:15)
296,0,150,1,6,L,Gail,1, 	(04-JUN-2025 15:53:15)
296,0,150,1,7,L,PipeInfra,5, 	(04-JUN-2025 15:53:15)
296,0,150,1,2,L,PipeInfra,1, 	(04-JUN-2025 15:53:15)
296,0,150,1,2,L,Gail,1, 	(04-JUN-2025 15:53:15)
296,0,150,1,4,L,Gail,1, 	(04-JUN-2025 15:53:15)
296,0,150,1,6,L,PipeInfra,1, 	(04-JUN-2025 15:53:15)
296,0,150,1,3,L,PipeInfra,5, 	(04-JUN-2025 15:53:15)
296,0,150,1,0,L,PipeInfra,1, 	(04-JUN-2025 15:53:15)
296,0,150,1,3,L,PipeInfra,1, 	(04-JUN-2025 15:53:15)
296,0,150,1,5,L,PipeInfra,5, 	(04-JUN-2025 15:53:15)
